obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	icon_dates	icon_ws_table_h	icon_ws_table	icon_station_names
606	2025-10-02	21	1	SERRAI	2025-10-01	45	1.49194	SERRAI
606	2025-10-03	21	0.5	SERRAI	2025-10-02	45	0.594138	SERRAI
606	2025-10-04	21	0.5	SERRAI	2025-10-03	45	0.590095	SERRAI
606	2025-10-05	21	0.5	SERRAI	2025-10-04	45	0.83997	SERRAI
606	2025-10-06	21	0	SERRAI	2025-10-05	45	0.407711	SERRAI
606	2025-10-07	21	1.5	SERRAI	2025-10-06	45	2.00888	SERRAI
606	2025-10-08	21	2.1	SERRAI	2025-10-07	45	0.365684	SERRAI
606	2025-10-09	21	1	SERRAI	2025-10-08	45	1.77762	SERRAI
606	2025-10-10	21	2.6	SERRAI	2025-10-09	45	1.10381	SERRAI
606	2025-10-11	21	1	SERRAI	2025-10-10	45	1.1271	SERRAI
606	2025-10-12	21	0	SERRAI	2025-10-11	45	1.28546	SERRAI
606	2025-10-13	21	0	SERRAI	2025-10-12	45	1.15656	SERRAI
606	2025-10-14	21	0	SERRAI	2025-10-13	45	0.979777	SERRAI
606	2025-10-15	21	0.5	SERRAI	2025-10-14	45	0.607877	SERRAI
606	2025-10-16	21	0.5	SERRAI	2025-10-15	45	0.360264	SERRAI
606	2025-10-17	21	0	SERRAI	2025-10-16	45	0.762642	SERRAI
606	2025-10-18	21	0.5	SERRAI	2025-10-17	45	0.842972	SERRAI
606	2025-10-19	21	0	SERRAI	2025-10-18	45	1.28915	SERRAI
606	2025-10-20	21	0.5	SERRAI	2025-10-19	45	0.341766	SERRAI
606	2025-10-21	21	0	SERRAI	2025-10-20	45	0.501259	SERRAI
606	2025-10-22	21	0	SERRAI	2025-10-21	45	0.400411	SERRAI
606	2025-10-23	21	0.5	SERRAI	2025-10-22	45	1.29768	SERRAI
606	2025-10-26	21	0.5	SERRAI	2025-10-25	45	0.0527034	SERRAI
606	2025-10-27	21	0	SERRAI	2025-10-26	45	0.957668	SERRAI
606	2025-10-28	21	0	SERRAI	2025-10-27	45	0.9348	SERRAI
606	2025-10-29	21	0.5	SERRAI	2025-10-28	45	0.875163	SERRAI
606	2025-10-30	21	0	SERRAI	2025-10-29	45	0.674779	SERRAI
606	2025-10-31	21	0	SERRAI	2025-10-30	45	0.802724	SERRAI
613	2025-10-02	21	2.6	FLORINA	2025-10-01	45	3.48315	FLORINA
613	2025-10-03	21	2.1	FLORINA	2025-10-02	45	1.6359	FLORINA
613	2025-10-04	21	0.5	FLORINA	2025-10-03	45	1.09227	FLORINA
613	2025-10-05	21	3.6	FLORINA	2025-10-04	45	1.54137	FLORINA
613	2025-10-06	21	1	FLORINA	2025-10-05	45	3.37646	FLORINA
613	2025-10-07	21	3.6	FLORINA	2025-10-06	45	1.8144	FLORINA
613	2025-10-08	21	1.5	FLORINA	2025-10-07	45	2.40996	FLORINA
613	2025-10-09	21	0.5	FLORINA	2025-10-08	45	2.42885	FLORINA
613	2025-10-10	21	0	FLORINA	2025-10-09	45	2.2949	FLORINA
613	2025-10-11	21	1	FLORINA	2025-10-10	45	0.944091	FLORINA
613	2025-10-12	21	1	FLORINA	2025-10-11	45	2.03129	FLORINA
613	2025-10-13	21	0	FLORINA	2025-10-12	45	1.72409	FLORINA
613	2025-10-14	21	1	FLORINA	2025-10-13	45	0.95218	FLORINA
613	2025-10-15	21	0.5	FLORINA	2025-10-14	45	0.818798	FLORINA
613	2025-10-16	21	2.1	FLORINA	2025-10-15	45	0.93641	FLORINA
613	2025-10-17	21	2.1	FLORINA	2025-10-16	45	0.702921	FLORINA
613	2025-10-18	21	1	FLORINA	2025-10-17	45	0.832517	FLORINA
613	2025-10-19	21	0	FLORINA	2025-10-18	45	0.208474	FLORINA
613	2025-10-20	21	2.1	FLORINA	2025-10-19	45	0.988819	FLORINA
613	2025-10-21	21	2.1	FLORINA	2025-10-20	45	1.05988	FLORINA
613	2025-10-22	21	1.5	FLORINA	2025-10-21	45	1.03919	FLORINA
613	2025-10-23	21	3.1	FLORINA	2025-10-22	45	1.43675	FLORINA
613	2025-10-24	21	1	FLORINA	2025-10-23	45	2.20603	FLORINA
613	2025-10-25	21	7	FLORINA	2025-10-24	45	4.61318	FLORINA
613	2025-10-27	21	1.5	FLORINA	2025-10-26	45	0.71631	FLORINA
613	2025-10-28	21	0	FLORINA	2025-10-27	45	1.75881	FLORINA
613	2025-10-29	21	0.5	FLORINA	2025-10-28	45	0.62835	FLORINA
613	2025-10-30	21	1	FLORINA	2025-10-29	45	1.55417	FLORINA
