obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	icon_dates	icon_ws_table_h	icon_ws_table	icon_station_names
606	2025-10-02	12	1.5	SERRAI	2025-10-01	36	2.3198	SERRAI
606	2025-10-03	12	2.6	SERRAI	2025-10-02	36	2.03639	SERRAI
606	2025-10-04	12	3.6	SERRAI	2025-10-03	36	5.31145	SERRAI
606	2025-10-05	12	1.5	SERRAI	2025-10-04	36	0.39217	SERRAI
606	2025-10-06	12	0.5	SERRAI	2025-10-05	36	1.71555	SERRAI
606	2025-10-07	12	3.1	SERRAI	2025-10-06	36	4.66282	SERRAI
606	2025-10-08	12	3.6	SERRAI	2025-10-07	36	5.42678	SERRAI
606	2025-10-09	12	3.6	SERRAI	2025-10-08	36	6.19786	SERRAI
606	2025-10-10	12	3.1	SERRAI	2025-10-09	36	1.07139	SERRAI
606	2025-10-11	12	4.1	SERRAI	2025-10-10	36	7.53806	SERRAI
606	2025-10-12	12	3.1	SERRAI	2025-10-11	36	3.91591	SERRAI
606	2025-10-13	12	3.1	SERRAI	2025-10-12	36	0.551329	SERRAI
606	2025-10-14	12	1.5	SERRAI	2025-10-13	36	2.00939	SERRAI
606	2025-10-15	12	1	SERRAI	2025-10-14	36	0.991881	SERRAI
606	2025-10-16	12	1.5	SERRAI	2025-10-15	36	1.69442	SERRAI
606	2025-10-17	12	1	SERRAI	2025-10-16	36	0.42046	SERRAI
606	2025-10-18	12	1	SERRAI	2025-10-17	36	0.798013	SERRAI
606	2025-10-19	12	3.1	SERRAI	2025-10-18	36	1.40463	SERRAI
606	2025-10-20	12	1	SERRAI	2025-10-19	36	1.46606	SERRAI
606	2025-10-21	12	1.5	SERRAI	2025-10-20	36	1.29123	SERRAI
606	2025-10-22	12	0.5	SERRAI	2025-10-21	36	0.316522	SERRAI
606	2025-10-23	12	1	SERRAI	2025-10-22	36	0.493022	SERRAI
606	2025-10-24	12	0.5	SERRAI	2025-10-23	36	0.574679	SERRAI
606	2025-10-26	12	0.5	SERRAI	2025-10-25	36	0.173781	SERRAI
606	2025-10-27	12	0.5	SERRAI	2025-10-26	36	1.39189	SERRAI
606	2025-10-28	12	3.1	SERRAI	2025-10-27	36	6.38663	SERRAI
606	2025-10-29	12	1	SERRAI	2025-10-28	36	0.592873	SERRAI
606	2025-10-30	12	1	SERRAI	2025-10-29	36	0.654654	SERRAI
606	2025-10-31	12	0.5	SERRAI	2025-10-30	36	0.573059	SERRAI
613	2025-10-02	12	2.6	FLORINA	2025-10-01	36	3.5843	FLORINA
613	2025-10-03	12	4.1	FLORINA	2025-10-02	36	4.53189	FLORINA
613	2025-10-04	12	2.6	FLORINA	2025-10-03	36	1.96617	FLORINA
613	2025-10-05	12	2.6	FLORINA	2025-10-04	36	1.94097	FLORINA
613	2025-10-06	12	6.2	FLORINA	2025-10-05	36	3.82401	FLORINA
613	2025-10-07	12	3.6	FLORINA	2025-10-06	36	5.09587	FLORINA
613	2025-10-08	12	6.2	FLORINA	2025-10-07	36	3.87468	FLORINA
613	2025-10-09	12	3.1	FLORINA	2025-10-08	36	2.72252	FLORINA
613	2025-10-10	12	3.6	FLORINA	2025-10-09	36	2.37717	FLORINA
613	2025-10-12	12	3.6	FLORINA	2025-10-11	36	2.62263	FLORINA
613	2025-10-13	12	2.6	FLORINA	2025-10-12	36	2.70072	FLORINA
613	2025-10-14	12	2.1	FLORINA	2025-10-13	36	2.11092	FLORINA
613	2025-10-15	12	0.5	FLORINA	2025-10-14	36	1.65438	FLORINA
613	2025-10-16	12	2.1	FLORINA	2025-10-15	36	1.94489	FLORINA
613	2025-10-17	12	2.6	FLORINA	2025-10-16	36	2.75181	FLORINA
613	2025-10-18	12	4.1	FLORINA	2025-10-17	36	2.27013	FLORINA
613	2025-10-19	12	2.6	FLORINA	2025-10-18	36	2.9831	FLORINA
613	2025-10-20	12	2.6	FLORINA	2025-10-19	36	2.79599	FLORINA
613	2025-10-21	12	2.6	FLORINA	2025-10-20	36	3.26452	FLORINA
613	2025-10-22	12	2.6	FLORINA	2025-10-21	36	3.49682	FLORINA
613	2025-10-23	12	0	FLORINA	2025-10-22	36	1.33259	FLORINA
613	2025-10-24	12	5.7	FLORINA	2025-10-23	36	4.02694	FLORINA
613	2025-10-25	12	3	FLORINA	2025-10-24	36	4.14216	FLORINA
613	2025-10-26	12	3.1	FLORINA	2025-10-25	36	0.899061	FLORINA
613	2025-10-27	12	1	FLORINA	2025-10-26	36	2.92302	FLORINA
613	2025-10-28	12	0.5	FLORINA	2025-10-27	36	5.42396	FLORINA
613	2025-10-29	12	0.5	FLORINA	2025-10-28	36	1.23394	FLORINA
613	2025-10-30	12	0.5	FLORINA	2025-10-29	36	1.09639	FLORINA
613	2025-10-31	12	1	FLORINA	2025-10-30	36	0.886652	FLORINA
622	2025-10-02	12	2.1	THESSALONIKI (AIRPORT)	2025-10-01	36	1.46765	THESSALONIKI (AIRPORT)
622	2025-10-03	12	7.7	THESSALONIKI (AIRPORT)	2025-10-02	36	8.34246	THESSALONIKI (AIRPORT)
622	2025-10-04	12	6.2	THESSALONIKI (AIRPORT)	2025-10-03	36	4.57471	THESSALONIKI (AIRPORT)
622	2025-10-05	12	2.1	THESSALONIKI (AIRPORT)	2025-10-04	36	1.30102	THESSALONIKI (AIRPORT)
622	2025-10-06	12	1.5	THESSALONIKI (AIRPORT)	2025-10-05	36	1.08982	THESSALONIKI (AIRPORT)
622	2025-10-07	12	10.3	THESSALONIKI (AIRPORT)	2025-10-06	36	7.749	THESSALONIKI (AIRPORT)
622	2025-10-08	12	10.3	THESSALONIKI (AIRPORT)	2025-10-07	36	8.95095	THESSALONIKI (AIRPORT)
622	2025-10-09	12	7.7	THESSALONIKI (AIRPORT)	2025-10-08	36	6.12252	THESSALONIKI (AIRPORT)
622	2025-10-10	12	2.1	THESSALONIKI (AIRPORT)	2025-10-09	36	4.0063	THESSALONIKI (AIRPORT)
622	2025-10-11	12	9.3	THESSALONIKI (AIRPORT)	2025-10-10	36	9.806	THESSALONIKI (AIRPORT)
622	2025-10-12	12	2.1	THESSALONIKI (AIRPORT)	2025-10-11	36	3.41838	THESSALONIKI (AIRPORT)
622	2025-10-13	12	4.6	THESSALONIKI (AIRPORT)	2025-10-12	36	4.49829	THESSALONIKI (AIRPORT)
622	2025-10-14	12	4.1	THESSALONIKI (AIRPORT)	2025-10-13	36	3.75465	THESSALONIKI (AIRPORT)
622	2025-10-15	12	3.6	THESSALONIKI (AIRPORT)	2025-10-14	36	2.68584	THESSALONIKI (AIRPORT)
622	2025-10-16	12	3.1	THESSALONIKI (AIRPORT)	2025-10-15	36	1.78495	THESSALONIKI (AIRPORT)
622	2025-10-17	12	3.1	THESSALONIKI (AIRPORT)	2025-10-16	36	1.33507	THESSALONIKI (AIRPORT)
622	2025-10-18	12	2.6	THESSALONIKI (AIRPORT)	2025-10-17	36	2.23097	THESSALONIKI (AIRPORT)
622	2025-10-19	12	5.7	THESSALONIKI (AIRPORT)	2025-10-18	36	3.53101	THESSALONIKI (AIRPORT)
622	2025-10-20	12	1.5	THESSALONIKI (AIRPORT)	2025-10-19	36	1.5175	THESSALONIKI (AIRPORT)
622	2025-10-21	12	5.1	THESSALONIKI (AIRPORT)	2025-10-20	36	0.659801	THESSALONIKI (AIRPORT)
622	2025-10-22	12	3.1	THESSALONIKI (AIRPORT)	2025-10-21	36	2.55361	THESSALONIKI (AIRPORT)
622	2025-10-23	12	2.6	THESSALONIKI (AIRPORT)	2025-10-22	36	2.08286	THESSALONIKI (AIRPORT)
622	2025-10-24	12	2.1	THESSALONIKI (AIRPORT)	2025-10-23	36	1.49817	THESSALONIKI (AIRPORT)
622	2025-10-25	12	2.1	THESSALONIKI (AIRPORT)	2025-10-24	36	1.60108	THESSALONIKI (AIRPORT)
622	2025-10-26	12	5.1	THESSALONIKI (AIRPORT)	2025-10-25	36	2.33407	THESSALONIKI (AIRPORT)
622	2025-10-27	12	5.1	THESSALONIKI (AIRPORT)	2025-10-26	36	1.25125	THESSALONIKI (AIRPORT)
622	2025-10-28	12	10.3	THESSALONIKI (AIRPORT)	2025-10-27	36	8.13404	THESSALONIKI (AIRPORT)
