obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	icon_dates	icon_ws_table_h	icon_ws_table	icon_station_names
606	2025-09-01	3	0	SERRAI	2025-09-01	3	0.788077	SERRAI
606	2025-09-02	3	0	SERRAI	2025-09-02	3	0.980934	SERRAI
606	2025-09-03	3	0	SERRAI	2025-09-03	3	1.12425	SERRAI
606	2025-09-04	3	0	SERRAI	2025-09-04	3	1.29829	SERRAI
606	2025-09-05	3	1	SERRAI	2025-09-05	3	0.624035	SERRAI
606	2025-09-06	3	0	SERRAI	2025-09-06	3	1.39255	SERRAI
606	2025-09-07	3	0	SERRAI	2025-09-07	3	0.751811	SERRAI
606	2025-09-08	3	0	SERRAI	2025-09-08	3	0.759252	SERRAI
606	2025-09-09	3	0	SERRAI	2025-09-09	3	0.638206	SERRAI
606	2025-09-10	3	0	SERRAI	2025-09-10	3	1.03969	SERRAI
606	2025-09-11	3	0	SERRAI	2025-09-11	3	0.824966	SERRAI
606	2025-09-12	3	0	SERRAI	2025-09-12	3	0.929375	SERRAI
606	2025-09-13	3	0.5	SERRAI	2025-09-13	3	0.654347	SERRAI
606	2025-09-14	3	0	SERRAI	2025-09-14	3	1.44268	SERRAI
606	2025-09-15	3	0.5	SERRAI	2025-09-15	3	0.826497	SERRAI
606	2025-09-16	3	0.5	SERRAI	2025-09-16	3	0.933362	SERRAI
606	2025-09-17	3	0	SERRAI	2025-09-17	3	0.210057	SERRAI
606	2025-09-18	3	2.6	SERRAI	2025-09-18	3	2.82468	SERRAI
606	2025-09-19	3	0.5	SERRAI	2025-09-19	3	1.2417	SERRAI
606	2025-09-20	3	0	SERRAI	2025-09-20	3	0.682513	SERRAI
606	2025-09-21	3	0.5	SERRAI	2025-09-21	3	0.51559	SERRAI
606	2025-09-22	3	0	SERRAI	2025-09-22	3	1.18904	SERRAI
606	2025-09-23	3	0	SERRAI	2025-09-23	3	0.739095	SERRAI
606	2025-09-24	3	0	SERRAI	2025-09-24	3	0.75941	SERRAI
606	2025-09-25	3	0	SERRAI	2025-09-25	3	0.994818	SERRAI
606	2025-09-26	3	1	SERRAI	2025-09-26	3	0.63718	SERRAI
606	2025-09-27	3	1.5	SERRAI	2025-09-27	3	1.07765	SERRAI
606	2025-09-28	3	0	SERRAI	2025-09-28	3	1.44019	SERRAI
606	2025-09-29	3	0	SERRAI	2025-09-29	3	0.42587	SERRAI
606	2025-09-30	3	0.5	SERRAI	2025-09-30	3	0.823725	SERRAI
613	2025-09-01	3	0	FLORINA	2025-09-01	3	1.55557	FLORINA
613	2025-09-02	3	1	FLORINA	2025-09-02	3	2.17587	FLORINA
613	2025-09-03	3	0.5	FLORINA	2025-09-03	3	0.386821	FLORINA
613	2025-09-04	3	0.5	FLORINA	2025-09-04	3	1.02638	FLORINA
613	2025-09-05	3	0	FLORINA	2025-09-05	3	1.98975	FLORINA
613	2025-09-06	3	0.5	FLORINA	2025-09-06	3	1.99632	FLORINA
613	2025-09-07	3	0.5	FLORINA	2025-09-07	3	2.09541	FLORINA
613	2025-09-08	3	0	FLORINA	2025-09-08	3	2.0057	FLORINA
613	2025-09-09	3	1	FLORINA	2025-09-09	3	0.835204	FLORINA
613	2025-09-11	3	1	FLORINA	2025-09-11	3	0.597302	FLORINA
613	2025-09-12	3	0.5	FLORINA	2025-09-12	3	1.21892	FLORINA
613	2025-09-13	3	0	FLORINA	2025-09-13	3	1.48448	FLORINA
613	2025-09-14	3	2.6	FLORINA	2025-09-14	3	1.35001	FLORINA
613	2025-09-15	3	0	FLORINA	2025-09-15	3	2.51136	FLORINA
613	2025-09-16	3	0	FLORINA	2025-09-16	3	1.78543	FLORINA
613	2025-09-17	3	0	FLORINA	2025-09-17	3	1.37499	FLORINA
613	2025-09-18	3	2.1	FLORINA	2025-09-18	3	2.90619	FLORINA
613	2025-09-19	3	1.5	FLORINA	2025-09-19	3	2.3506	FLORINA
613	2025-09-20	3	0.5	FLORINA	2025-09-20	3	1.77143	FLORINA
613	2025-09-21	3	2.1	FLORINA	2025-09-21	3	1.96732	FLORINA
613	2025-09-22	3	0.5	FLORINA	2025-09-22	3	1.73509	FLORINA
613	2025-09-23	3	0.5	FLORINA	2025-09-23	3	1.36778	FLORINA
613	2025-09-24	3	1.5	FLORINA	2025-09-24	3	1.67562	FLORINA
613	2025-09-25	3	0.5	FLORINA	2025-09-25	3	1.29406	FLORINA
613	2025-09-26	3	2.1	FLORINA	2025-09-26	3	1.65761	FLORINA
613	2025-09-27	3	2.1	FLORINA	2025-09-27	3	1.0689	FLORINA
613	2025-09-28	3	3.6	FLORINA	2025-09-28	3	1.33721	FLORINA
613	2025-09-29	3	1	FLORINA	2025-09-29	3	1.20626	FLORINA
613	2025-09-30	3	0	FLORINA	2025-09-30	3	1.59364	FLORINA
622	2025-09-01	3	3.6	THESSALONIKI (AIRPORT)	2025-09-01	3	2.97648	THESSALONIKI (AIRPORT)
622	2025-09-02	3	2.1	THESSALONIKI (AIRPORT)	2025-09-02	3	1.57354	THESSALONIKI (AIRPORT)
622	2025-09-03	3	1.5	THESSALONIKI (AIRPORT)	2025-09-03	3	0.758599	THESSALONIKI (AIRPORT)
622	2025-09-04	3	4.6	THESSALONIKI (AIRPORT)	2025-09-04	3	3.95834	THESSALONIKI (AIRPORT)
622	2025-09-05	3	2.1	THESSALONIKI (AIRPORT)	2025-09-05	3	1.63388	THESSALONIKI (AIRPORT)
622	2025-09-06	3	2.6	THESSALONIKI (AIRPORT)	2025-09-06	3	1.0214	THESSALONIKI (AIRPORT)
622	2025-09-07	3	2.6	THESSALONIKI (AIRPORT)	2025-09-07	3	1.24576	THESSALONIKI (AIRPORT)
622	2025-09-08	3	3.1	THESSALONIKI (AIRPORT)	2025-09-08	3	1.746	THESSALONIKI (AIRPORT)
622	2025-09-09	3	3.1	THESSALONIKI (AIRPORT)	2025-09-09	3	1.30702	THESSALONIKI (AIRPORT)
622	2025-09-10	3	2.1	THESSALONIKI (AIRPORT)	2025-09-10	3	1.33551	THESSALONIKI (AIRPORT)
622	2025-09-11	3	3.1	THESSALONIKI (AIRPORT)	2025-09-11	3	1.33177	THESSALONIKI (AIRPORT)
622	2025-09-12	3	1	THESSALONIKI (AIRPORT)	2025-09-12	3	2.1232	THESSALONIKI (AIRPORT)
622	2025-09-13	3	1.5	THESSALONIKI (AIRPORT)	2025-09-13	3	1.00989	THESSALONIKI (AIRPORT)
622	2025-09-14	3	1.5	THESSALONIKI (AIRPORT)	2025-09-14	3	1.21007	THESSALONIKI (AIRPORT)
622	2025-09-15	3	0	THESSALONIKI (AIRPORT)	2025-09-15	3	2.31997	THESSALONIKI (AIRPORT)
622	2025-09-16	3	2.6	THESSALONIKI (AIRPORT)	2025-09-16	3	1.35681	THESSALONIKI (AIRPORT)
622	2025-09-17	3	3.1	THESSALONIKI (AIRPORT)	2025-09-17	3	1.06748	THESSALONIKI (AIRPORT)
622	2025-09-18	3	9.3	THESSALONIKI (AIRPORT)	2025-09-18	3	6.45619	THESSALONIKI (AIRPORT)
622	2025-09-19	3	1.5	THESSALONIKI (AIRPORT)	2025-09-19	3	1.77638	THESSALONIKI (AIRPORT)
622	2025-09-20	3	2.6	THESSALONIKI (AIRPORT)	2025-09-20	3	1.81894	THESSALONIKI (AIRPORT)
622	2025-09-21	3	1	THESSALONIKI (AIRPORT)	2025-09-21	3	1.32907	THESSALONIKI (AIRPORT)
622	2025-09-22	3	1.5	THESSALONIKI (AIRPORT)	2025-09-22	3	1.1252	THESSALONIKI (AIRPORT)
622	2025-09-23	3	2.1	THESSALONIKI (AIRPORT)	2025-09-23	3	1.39999	THESSALONIKI (AIRPORT)
622	2025-09-24	3	2.6	THESSALONIKI (AIRPORT)	2025-09-24	3	1.30337	THESSALONIKI (AIRPORT)
622	2025-09-25	3	2.6	THESSALONIKI (AIRPORT)	2025-09-25	3	1.18903	THESSALONIKI (AIRPORT)
622	2025-09-26	3	5.7	THESSALONIKI (AIRPORT)	2025-09-26	3	0.89679	THESSALONIKI (AIRPORT)
622	2025-09-27	3	4.1	THESSALONIKI (AIRPORT)	2025-09-27	3	1.64165	THESSALONIKI (AIRPORT)
622	2025-09-28	3	2.6	THESSALONIKI (AIRPORT)	2025-09-28	3	1.26048	THESSALONIKI (AIRPORT)
622	2025-09-29	3	1.5	THESSALONIKI (AIRPORT)	2025-09-29	3	1.3637	THESSALONIKI (AIRPORT)
622	2025-09-30	3	1.5	THESSALONIKI (AIRPORT)	2025-09-30	3	2.9192	THESSALONIKI (AIRPORT)
624	2025-09-12	3	2.6	CHRYSOPOULI (AIRPORT)	2025-09-12	3	2.30185	CHRYSOPOULI (AIRPORT)
624	2025-09-26	3	6.7	CHRYSOPOULI (AIRPORT)	2025-09-26	3	3.82189	CHRYSOPOULI (AIRPORT)
624	2025-09-27	3	6.2	CHRYSOPOULI (AIRPORT)	2025-09-27	3	3.02921	CHRYSOPOULI (AIRPORT)
624	2025-09-28	3	2.6	CHRYSOPOULI (AIRPORT)	2025-09-28	3	3.03876	CHRYSOPOULI (AIRPORT)
624	2025-09-29	3	0	CHRYSOPOULI (AIRPORT)	2025-09-29	3	1.85851	CHRYSOPOULI (AIRPORT)
624	2025-09-30	3	1.5	CHRYSOPOULI (AIRPORT)	2025-09-30	3	1.58336	CHRYSOPOULI (AIRPORT)
627	2025-09-01	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-01	3	3.94899	ALEXANDROUPOLI (AIRPORT)
627	2025-09-02	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-02	3	2.21534	ALEXANDROUPOLI (AIRPORT)
627	2025-09-03	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-03	3	1.87615	ALEXANDROUPOLI (AIRPORT)
627	2025-09-04	3	3.6	ALEXANDROUPOLI (AIRPORT)	2025-09-04	3	6.55615	ALEXANDROUPOLI (AIRPORT)
627	2025-09-05	3	12	ALEXANDROUPOLI (AIRPORT)	2025-09-05	3	7.69107	ALEXANDROUPOLI (AIRPORT)
627	2025-09-06	3	4	ALEXANDROUPOLI (AIRPORT)	2025-09-06	3	4.7472	ALEXANDROUPOLI (AIRPORT)
627	2025-09-07	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-07	3	2.20719	ALEXANDROUPOLI (AIRPORT)
627	2025-09-08	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-08	3	2.92886	ALEXANDROUPOLI (AIRPORT)
627	2025-09-09	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-09	3	1.66521	ALEXANDROUPOLI (AIRPORT)
627	2025-09-10	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-10	3	1.58572	ALEXANDROUPOLI (AIRPORT)
627	2025-09-11	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-11	3	3.46508	ALEXANDROUPOLI (AIRPORT)
627	2025-09-12	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-12	3	3.56406	ALEXANDROUPOLI (AIRPORT)
627	2025-09-13	3	8	ALEXANDROUPOLI (AIRPORT)	2025-09-13	3	4.18969	ALEXANDROUPOLI (AIRPORT)
627	2025-09-14	3	4.1	ALEXANDROUPOLI (AIRPORT)	2025-09-14	3	5.71918	ALEXANDROUPOLI (AIRPORT)
627	2025-09-15	3	4	ALEXANDROUPOLI (AIRPORT)	2025-09-15	3	4.34362	ALEXANDROUPOLI (AIRPORT)
627	2025-09-16	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-16	3	1.65138	ALEXANDROUPOLI (AIRPORT)
627	2025-09-17	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-17	3	1.44241	ALEXANDROUPOLI (AIRPORT)
627	2025-09-18	3	3.6	ALEXANDROUPOLI (AIRPORT)	2025-09-18	3	2.22096	ALEXANDROUPOLI (AIRPORT)
627	2025-09-19	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-19	3	2.01105	ALEXANDROUPOLI (AIRPORT)
627	2025-09-20	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-20	3	1.72904	ALEXANDROUPOLI (AIRPORT)
627	2025-09-21	3	2.1	ALEXANDROUPOLI (AIRPORT)	2025-09-21	3	4.36215	ALEXANDROUPOLI (AIRPORT)
627	2025-09-22	3	8	ALEXANDROUPOLI (AIRPORT)	2025-09-22	3	6.1386	ALEXANDROUPOLI (AIRPORT)
627	2025-09-23	3	2.6	ALEXANDROUPOLI (AIRPORT)	2025-09-23	3	3.57348	ALEXANDROUPOLI (AIRPORT)
627	2025-09-24	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-24	3	2.55909	ALEXANDROUPOLI (AIRPORT)
627	2025-09-25	3	2.6	ALEXANDROUPOLI (AIRPORT)	2025-09-25	3	4.4556	ALEXANDROUPOLI (AIRPORT)
627	2025-09-26	3	10	ALEXANDROUPOLI (AIRPORT)	2025-09-26	3	7.85555	ALEXANDROUPOLI (AIRPORT)
627	2025-09-27	3	12	ALEXANDROUPOLI (AIRPORT)	2025-09-27	3	7.0527	ALEXANDROUPOLI (AIRPORT)
627	2025-09-28	3	2.6	ALEXANDROUPOLI (AIRPORT)	2025-09-28	3	4.40217	ALEXANDROUPOLI (AIRPORT)
627	2025-09-29	3	5	ALEXANDROUPOLI (AIRPORT)	2025-09-29	3	4.63592	ALEXANDROUPOLI (AIRPORT)
627	2025-09-30	3	0	ALEXANDROUPOLI (AIRPORT)	2025-09-30	3	2.0803	ALEXANDROUPOLI (AIRPORT)
632	2025-09-01	3	1	KOZANI (AIRPORT)	2025-09-01	3	2.16355	KOZANI (AIRPORT)
632	2025-09-02	3	0	KOZANI (AIRPORT)	2025-09-02	3	2.1204	KOZANI (AIRPORT)
632	2025-09-03	3	2.6	KOZANI (AIRPORT)	2025-09-03	3	2.22079	KOZANI (AIRPORT)
632	2025-09-04	3	4.1	KOZANI (AIRPORT)	2025-09-04	3	4.93705	KOZANI (AIRPORT)
632	2025-09-05	3	2.6	KOZANI (AIRPORT)	2025-09-05	3	1.81511	KOZANI (AIRPORT)
632	2025-09-06	3	2.6	KOZANI (AIRPORT)	2025-09-06	3	2.58667	KOZANI (AIRPORT)
632	2025-09-07	3	2.1	KOZANI (AIRPORT)	2025-09-07	3	2.72663	KOZANI (AIRPORT)
632	2025-09-08	3	2.1	KOZANI (AIRPORT)	2025-09-08	3	2.58707	KOZANI (AIRPORT)
632	2025-09-09	3	2.1	KOZANI (AIRPORT)	2025-09-09	3	2.00654	KOZANI (AIRPORT)
632	2025-09-10	3	2.1	KOZANI (AIRPORT)	2025-09-10	3	2.13219	KOZANI (AIRPORT)
632	2025-09-11	3	0	KOZANI (AIRPORT)	2025-09-11	3	1.47402	KOZANI (AIRPORT)
632	2025-09-12	3	2.6	KOZANI (AIRPORT)	2025-09-12	3	2.38954	KOZANI (AIRPORT)
632	2025-09-13	3	2.1	KOZANI (AIRPORT)	2025-09-13	3	3.36022	KOZANI (AIRPORT)
632	2025-09-14	3	0	KOZANI (AIRPORT)	2025-09-14	3	1.43294	KOZANI (AIRPORT)
632	2025-09-15	3	2.1	KOZANI (AIRPORT)	2025-09-15	3	2.14109	KOZANI (AIRPORT)
632	2025-09-16	3	0	KOZANI (AIRPORT)	2025-09-16	3	2.63669	KOZANI (AIRPORT)
632	2025-09-17	3	2.1	KOZANI (AIRPORT)	2025-09-17	3	2.03256	KOZANI (AIRPORT)
632	2025-09-18	3	5.1	KOZANI (AIRPORT)	2025-09-18	3	6.81755	KOZANI (AIRPORT)
632	2025-09-19	3	3.6	KOZANI (AIRPORT)	2025-09-19	3	4.33233	KOZANI (AIRPORT)
632	2025-09-20	3	3.1	KOZANI (AIRPORT)	2025-09-20	3	3.499	KOZANI (AIRPORT)
632	2025-09-21	3	2.6	KOZANI (AIRPORT)	2025-09-21	3	2.58973	KOZANI (AIRPORT)
632	2025-09-22	3	1.5	KOZANI (AIRPORT)	2025-09-22	3	2.30345	KOZANI (AIRPORT)
632	2025-09-23	3	2.6	KOZANI (AIRPORT)	2025-09-23	3	2.46296	KOZANI (AIRPORT)
632	2025-09-24	3	1.5	KOZANI (AIRPORT)	2025-09-24	3	2.61352	KOZANI (AIRPORT)
632	2025-09-25	3	2.1	KOZANI (AIRPORT)	2025-09-25	3	2.33393	KOZANI (AIRPORT)
632	2025-09-26	3	0	KOZANI (AIRPORT)	2025-09-26	3	0.45325	KOZANI (AIRPORT)
632	2025-09-27	3	0	KOZANI (AIRPORT)	2025-09-27	3	0.975256	KOZANI (AIRPORT)
632	2025-09-28	3	0	KOZANI (AIRPORT)	2025-09-28	3	1.22074	KOZANI (AIRPORT)
632	2025-09-29	3	0	KOZANI (AIRPORT)	2025-09-29	3	0.169371	KOZANI (AIRPORT)
632	2025-09-30	3	2.6	KOZANI (AIRPORT)	2025-09-30	3	2.15389	KOZANI (AIRPORT)
641	2025-09-01	3	3.1	KERKYRA (AIRPORT)	2025-09-01	3	2.28223	KERKYRA (AIRPORT)
641	2025-09-02	3	1.5	KERKYRA (AIRPORT)	2025-09-02	3	1.43943	KERKYRA (AIRPORT)
641	2025-09-03	3	1.5	KERKYRA (AIRPORT)	2025-09-03	3	1.2618	KERKYRA (AIRPORT)
641	2025-09-04	3	1.5	KERKYRA (AIRPORT)	2025-09-04	3	3.00829	KERKYRA (AIRPORT)
641	2025-09-05	3	0	KERKYRA (AIRPORT)	2025-09-05	3	1.01761	KERKYRA (AIRPORT)
641	2025-09-06	3	2.1	KERKYRA (AIRPORT)	2025-09-06	3	1.89916	KERKYRA (AIRPORT)
641	2025-09-07	3	0	KERKYRA (AIRPORT)	2025-09-07	3	1.00801	KERKYRA (AIRPORT)
641	2025-09-08	3	0	KERKYRA (AIRPORT)	2025-09-08	3	1.23459	KERKYRA (AIRPORT)
641	2025-09-09	3	0.5	KERKYRA (AIRPORT)	2025-09-09	3	1.58078	KERKYRA (AIRPORT)
641	2025-09-10	3	0	KERKYRA (AIRPORT)	2025-09-10	3	2.10596	KERKYRA (AIRPORT)
641	2025-09-11	3	1	KERKYRA (AIRPORT)	2025-09-11	3	1.92831	KERKYRA (AIRPORT)
641	2025-09-12	3	1	KERKYRA (AIRPORT)	2025-09-12	3	1.66607	KERKYRA (AIRPORT)
641	2025-09-13	3	0	KERKYRA (AIRPORT)	2025-09-13	3	0.919589	KERKYRA (AIRPORT)
641	2025-09-14	3	1.5	KERKYRA (AIRPORT)	2025-09-14	3	0.876932	KERKYRA (AIRPORT)
641	2025-09-15	3	1	KERKYRA (AIRPORT)	2025-09-15	3	1.88654	KERKYRA (AIRPORT)
641	2025-09-16	3	1.5	KERKYRA (AIRPORT)	2025-09-16	3	0.389333	KERKYRA (AIRPORT)
641	2025-09-17	3	0	KERKYRA (AIRPORT)	2025-09-17	3	1.17958	KERKYRA (AIRPORT)
641	2025-09-18	3	1	KERKYRA (AIRPORT)	2025-09-18	3	3.74009	KERKYRA (AIRPORT)
641	2025-09-19	3	1.5	KERKYRA (AIRPORT)	2025-09-19	3	1.51998	KERKYRA (AIRPORT)
641	2025-09-20	3	1	KERKYRA (AIRPORT)	2025-09-20	3	0.954249	KERKYRA (AIRPORT)
641	2025-09-21	3	1	KERKYRA (AIRPORT)	2025-09-21	3	1.04168	KERKYRA (AIRPORT)
641	2025-09-22	3	1.5	KERKYRA (AIRPORT)	2025-09-22	3	1.0764	KERKYRA (AIRPORT)
641	2025-09-23	3	1	KERKYRA (AIRPORT)	2025-09-23	3	1.37779	KERKYRA (AIRPORT)
641	2025-09-24	3	1.5	KERKYRA (AIRPORT)	2025-09-24	3	1.44947	KERKYRA (AIRPORT)
641	2025-09-25	3	2.6	KERKYRA (AIRPORT)	2025-09-25	3	2.19049	KERKYRA (AIRPORT)
641	2025-09-26	3	1.5	KERKYRA (AIRPORT)	2025-09-26	3	0.332839	KERKYRA (AIRPORT)
641	2025-09-27	3	0	KERKYRA (AIRPORT)	2025-09-27	3	0.867669	KERKYRA (AIRPORT)
641	2025-09-28	3	1.5	KERKYRA (AIRPORT)	2025-09-28	3	4.47711	KERKYRA (AIRPORT)
641	2025-09-29	3	2.1	KERKYRA (AIRPORT)	2025-09-29	3	0.685699	KERKYRA (AIRPORT)
