obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	icon_dates	icon_ws_table_h	icon_ws_table	icon_station_names
606	2025-11-02	12	0.5	SERRAI	2025-11-01	36	0.178756	SERRAI
606	2025-11-03	12	1	SERRAI	2025-11-02	36	0.737847	SERRAI
606	2025-11-04	12	1	SERRAI	2025-11-03	36	0.857923	SERRAI
606	2025-11-05	12	1	SERRAI	2025-11-04	36	0.587597	SERRAI
606	2025-11-06	12	1	SERRAI	2025-11-05	36	1.2722	SERRAI
606	2025-11-07	12	0.5	SERRAI	2025-11-06	36	1.23353	SERRAI
606	2025-11-08	12	0	SERRAI	2025-11-07	36	3.51705	SERRAI
606	2025-11-09	12	0.5	SERRAI	2025-11-08	36	0.744533	SERRAI
606	2025-11-10	12	0.5	SERRAI	2025-11-09	36	3.19889	SERRAI
606	2025-11-11	12	4.1	SERRAI	2025-11-10	36	5.94032	SERRAI
606	2025-11-12	12	0.5	SERRAI	2025-11-11	36	0.689832	SERRAI
606	2025-11-13	12	0.5	SERRAI	2025-11-12	36	0.594861	SERRAI
606	2025-11-14	12	0.5	SERRAI	2025-11-13	36	0.529835	SERRAI
606	2025-11-15	12	1	SERRAI	2025-11-14	36	0.661955	SERRAI
606	2025-11-16	12	1	SERRAI	2025-11-15	36	0.571477	SERRAI
606	2025-11-17	12	1	SERRAI	2025-11-16	36	0.0981397	SERRAI
606	2025-11-18	12	0.5	SERRAI	2025-11-17	36	1.2318	SERRAI
606	2025-11-19	12	0.5	SERRAI	2025-11-18	36	0.823304	SERRAI
606	2025-11-20	12	1	SERRAI	2025-11-19	36	3.38552	SERRAI
606	2025-11-24	12	1	SERRAI	2025-11-23	36	2.69578	SERRAI
606	2025-11-25	12	1	SERRAI	2025-11-24	36	0.8077	SERRAI
606	2025-11-26	12	1	SERRAI	2025-11-25	36	4.17119	SERRAI
613	2025-11-02	12	1.5	FLORINA	2025-11-01	36	1.56074	FLORINA
613	2025-11-03	12	1.5	FLORINA	2025-11-02	36	1.71797	FLORINA
613	2025-11-04	12	4.1	FLORINA	2025-11-03	36	4.01268	FLORINA
613	2025-11-05	12	1.5	FLORINA	2025-11-04	36	0.893388	FLORINA
613	2025-11-06	12	0	FLORINA	2025-11-05	36	1.02825	FLORINA
613	2025-11-07	12	5.1	FLORINA	2025-11-06	36	2.94671	FLORINA
613	2025-11-08	12	5.1	FLORINA	2025-11-07	36	2.64591	FLORINA
613	2025-11-09	12	2.1	FLORINA	2025-11-08	36	3.46901	FLORINA
613	2025-11-10	12	0	FLORINA	2025-11-09	36	3.86369	FLORINA
613	2025-11-11	12	4.1	FLORINA	2025-11-10	36	2.62315	FLORINA
613	2025-11-12	12	2.6	FLORINA	2025-11-11	36	1.56902	FLORINA
613	2025-11-13	12	1	FLORINA	2025-11-12	36	0.923048	FLORINA
613	2025-11-14	12	0.5	FLORINA	2025-11-13	36	0.967732	FLORINA
613	2025-11-15	12	1	FLORINA	2025-11-14	36	0.810789	FLORINA
613	2025-11-16	12	1	FLORINA	2025-11-15	36	0.642637	FLORINA
613	2025-11-17	12	7.2	FLORINA	2025-11-16	36	3.13386	FLORINA
613	2025-11-18	12	4.1	FLORINA	2025-11-17	36	2.90943	FLORINA
613	2025-11-19	12	5.7	FLORINA	2025-11-18	36	2.32707	FLORINA
613	2025-11-20	12	1.5	FLORINA	2025-11-19	36	3.05356	FLORINA
613	2025-11-21	12	15	FLORINA	2025-11-20	36	2.81961	FLORINA
613	2025-11-22	12	13	FLORINA	2025-11-21	36	3.14084	FLORINA
613	2025-11-23	12	7	FLORINA	2025-11-22	36	4.68948	FLORINA
613	2025-11-24	12	1.5	FLORINA	2025-11-23	36	1.40195	FLORINA
613	2025-11-25	12	6.2	FLORINA	2025-11-24	36	3.38261	FLORINA
613	2025-11-26	12	4.6	FLORINA	2025-11-25	36	2.71494	FLORINA
613	2025-11-27	12	0	FLORINA	2025-11-26	36	2.93956	FLORINA
613	2025-11-28	12	3.1	FLORINA	2025-11-27	36	1.57772	FLORINA
613	2025-11-29	12	5	FLORINA	2025-11-28	36	2.2758	FLORINA
613	2025-11-30	12	2	FLORINA	2025-11-29	36	1.04956	FLORINA
622	2025-11-02	12	1.5	THESSALONIKI (AIRPORT)	2025-11-01	36	1.84673	THESSALONIKI (AIRPORT)
622	2025-11-03	12	4.6	THESSALONIKI (AIRPORT)	2025-11-02	36	2.55149	THESSALONIKI (AIRPORT)
622	2025-11-04	12	7.7	THESSALONIKI (AIRPORT)	2025-11-03	36	6.04591	THESSALONIKI (AIRPORT)
622	2025-11-05	12	3.1	THESSALONIKI (AIRPORT)	2025-11-04	36	1.11627	THESSALONIKI (AIRPORT)
622	2025-11-06	12	2.1	THESSALONIKI (AIRPORT)	2025-11-05	36	1.70251	THESSALONIKI (AIRPORT)
622	2025-11-07	12	1.5	THESSALONIKI (AIRPORT)	2025-11-06	36	1.67561	THESSALONIKI (AIRPORT)
622	2025-11-08	12	5.7	THESSALONIKI (AIRPORT)	2025-11-07	36	5.47144	THESSALONIKI (AIRPORT)
622	2025-11-09	12	3.1	THESSALONIKI (AIRPORT)	2025-11-08	36	1.82269	THESSALONIKI (AIRPORT)
622	2025-11-10	12	1.5	THESSALONIKI (AIRPORT)	2025-11-09	36	1.1298	THESSALONIKI (AIRPORT)
622	2025-11-11	12	9.3	THESSALONIKI (AIRPORT)	2025-11-10	36	7.43358	THESSALONIKI (AIRPORT)
622	2025-11-12	12	4.1	THESSALONIKI (AIRPORT)	2025-11-11	36	3.31085	THESSALONIKI (AIRPORT)
622	2025-11-13	12	2.1	THESSALONIKI (AIRPORT)	2025-11-12	36	1.75827	THESSALONIKI (AIRPORT)
622	2025-11-14	12	0.5	THESSALONIKI (AIRPORT)	2025-11-13	36	1.9703	THESSALONIKI (AIRPORT)
622	2025-11-15	12	1.5	THESSALONIKI (AIRPORT)	2025-11-14	36	1.20856	THESSALONIKI (AIRPORT)
622	2025-11-16	12	2.1	THESSALONIKI (AIRPORT)	2025-11-15	36	0.872795	THESSALONIKI (AIRPORT)
622	2025-11-17	12	2.1	THESSALONIKI (AIRPORT)	2025-11-16	36	1.22437	THESSALONIKI (AIRPORT)
622	2025-11-18	12	2.6	THESSALONIKI (AIRPORT)	2025-11-17	36	3.45237	THESSALONIKI (AIRPORT)
622	2025-11-19	12	2.6	THESSALONIKI (AIRPORT)	2025-11-18	36	3.07071	THESSALONIKI (AIRPORT)
622	2025-11-20	12	4.6	THESSALONIKI (AIRPORT)	2025-11-19	36	5.28908	THESSALONIKI (AIRPORT)
