obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-11-01	12	0.5	SERRAI	2025-11-01	12	0.420017	SERRAI
606	2025-11-02	12	0.5	SERRAI	2025-11-02	12	0.562795	SERRAI
606	2025-11-03	12	1	SERRAI	2025-11-03	12	0.475664	SERRAI
606	2025-11-04	12	1	SERRAI	2025-11-04	12	2.76194	SERRAI
606	2025-11-05	12	1	SERRAI	2025-11-05	12	1.16565	SERRAI
606	2025-11-06	12	1	SERRAI	2025-11-06	12	1.77698	SERRAI
606	2025-11-07	12	0.5	SERRAI	2025-11-07	12	1.32827	SERRAI
606	2025-11-08	12	0	SERRAI	2025-11-08	12	3.45714	SERRAI
606	2025-11-09	12	0.5	SERRAI	2025-11-09	12	2.42133	SERRAI
606	2025-11-10	12	0.5	SERRAI	2025-11-10	12	3.92766	SERRAI
606	2025-11-11	12	4.1	SERRAI	2025-11-11	12	6.0246	SERRAI
606	2025-11-12	12	0.5	SERRAI	2025-11-12	12	0.893541	SERRAI
606	2025-11-13	12	0.5	SERRAI	2025-11-13	12	0.283858	SERRAI
606	2025-11-14	12	0.5	SERRAI	2025-11-14	12	0.528659	SERRAI
606	2025-11-15	12	1	SERRAI	2025-11-15	12	0.415423	SERRAI
606	2025-11-16	12	1	SERRAI	2025-11-16	12	0.597191	SERRAI
606	2025-11-17	12	1	SERRAI	2025-11-17	12	3.65088	SERRAI
606	2025-11-18	12	0.5	SERRAI	2025-11-18	12	1.96681	SERRAI
606	2025-11-19	12	0.5	SERRAI	2025-11-19	12	1.66175	SERRAI
606	2025-11-20	12	1	SERRAI	2025-11-20	12	3.28611	SERRAI
606	2025-11-24	12	1	SERRAI	2025-11-24	12	2.6207	SERRAI
606	2025-11-25	12	1	SERRAI	2025-11-25	12	2.8935	SERRAI
606	2025-11-26	12	1	SERRAI	2025-11-26	12	3.34307	SERRAI
613	2025-11-01	12	1.5	FLORINA	2025-11-01	12	0.995022	FLORINA
613	2025-11-02	12	1.5	FLORINA	2025-11-02	12	2.65557	FLORINA
613	2025-11-03	12	1.5	FLORINA	2025-11-03	12	2.73551	FLORINA
613	2025-11-04	12	4.1	FLORINA	2025-11-04	12	5.31464	FLORINA
613	2025-11-05	12	1.5	FLORINA	2025-11-05	12	2.67226	FLORINA
613	2025-11-06	12	0	FLORINA	2025-11-06	12	0.787434	FLORINA
613	2025-11-07	12	5.1	FLORINA	2025-11-07	12	4.08	FLORINA
613	2025-11-08	12	5.1	FLORINA	2025-11-08	12	4.31738	FLORINA
613	2025-11-09	12	2.1	FLORINA	2025-11-09	12	3.68472	FLORINA
613	2025-11-10	12	0	FLORINA	2025-11-10	12	3.58703	FLORINA
613	2025-11-11	12	4.1	FLORINA	2025-11-11	12	3.06009	FLORINA
613	2025-11-12	12	2.6	FLORINA	2025-11-12	12	2.78631	FLORINA
613	2025-11-13	12	1	FLORINA	2025-11-13	12	1.37402	FLORINA
613	2025-11-14	12	0.5	FLORINA	2025-11-14	12	1.36493	FLORINA
613	2025-11-15	12	1	FLORINA	2025-11-15	12	1.65259	FLORINA
613	2025-11-16	12	1	FLORINA	2025-11-16	12	2.00424	FLORINA
613	2025-11-17	12	7.2	FLORINA	2025-11-17	12	4.92149	FLORINA
613	2025-11-18	12	4.1	FLORINA	2025-11-18	12	4.22738	FLORINA
613	2025-11-19	12	5.7	FLORINA	2025-11-19	12	3.90609	FLORINA
613	2025-11-20	12	1.5	FLORINA	2025-11-20	12	4.12831	FLORINA
613	2025-11-21	12	15	FLORINA	2025-11-21	12	4.39827	FLORINA
613	2025-11-22	12	13	FLORINA	2025-11-22	12	4.73661	FLORINA
613	2025-11-23	12	7	FLORINA	2025-11-23	12	3.33022	FLORINA
613	2025-11-24	12	1.5	FLORINA	2025-11-24	12	2.30079	FLORINA
613	2025-11-25	12	6.2	FLORINA	2025-11-25	12	4.67499	FLORINA
613	2025-11-26	12	4.6	FLORINA	2025-11-26	12	4.89606	FLORINA
