obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-10-02	12	1.5	SERRAI	2025-10-01	36	1.67695	SERRAI
606	2025-10-03	12	2.6	SERRAI	2025-10-02	36	3.83675	SERRAI
606	2025-10-04	12	3.6	SERRAI	2025-10-03	36	3.91133	SERRAI
606	2025-10-05	12	1.5	SERRAI	2025-10-04	36	0.631363	SERRAI
606	2025-10-06	12	0.5	SERRAI	2025-10-05	36	2.25239	SERRAI
606	2025-10-07	12	3.1	SERRAI	2025-10-06	36	2.95282	SERRAI
606	2025-10-08	12	3.6	SERRAI	2025-10-07	36	4.51294	SERRAI
606	2025-10-09	12	3.6	SERRAI	2025-10-08	36	5.06022	SERRAI
606	2025-10-10	12	3.1	SERRAI	2025-10-09	36	1.12488	SERRAI
606	2025-10-11	12	4.1	SERRAI	2025-10-10	36	4.63147	SERRAI
606	2025-10-12	12	3.1	SERRAI	2025-10-11	36	2.54384	SERRAI
606	2025-10-13	12	3.1	SERRAI	2025-10-12	36	0.903193	SERRAI
606	2025-10-14	12	1.5	SERRAI	2025-10-13	36	1.51848	SERRAI
606	2025-10-15	12	1	SERRAI	2025-10-14	36	1.20396	SERRAI
606	2025-10-16	12	1.5	SERRAI	2025-10-15	36	2.37817	SERRAI
606	2025-10-17	12	1	SERRAI	2025-10-16	36	2.45368	SERRAI
606	2025-10-18	12	1	SERRAI	2025-10-17	36	1.09034	SERRAI
606	2025-10-19	12	3.1	SERRAI	2025-10-18	36	2.53079	SERRAI
606	2025-10-20	12	1	SERRAI	2025-10-19	36	0.8892	SERRAI
606	2025-10-21	12	1.5	SERRAI	2025-10-20	36	2.58048	SERRAI
606	2025-10-22	12	0.5	SERRAI	2025-10-21	36	2.69537	SERRAI
606	2025-10-23	12	1	SERRAI	2025-10-22	36	0.883647	SERRAI
606	2025-10-24	12	0.5	SERRAI	2025-10-23	36	1.1327	SERRAI
606	2025-10-26	12	0.5	SERRAI	2025-10-25	36	0.894815	SERRAI
606	2025-10-27	12	0.5	SERRAI	2025-10-26	36	2.68695	SERRAI
606	2025-10-28	12	3.1	SERRAI	2025-10-27	36	5.71946	SERRAI
606	2025-10-29	12	1	SERRAI	2025-10-28	36	0.442348	SERRAI
606	2025-10-30	12	1	SERRAI	2025-10-29	36	0.706057	SERRAI
606	2025-10-31	12	0.5	SERRAI	2025-10-30	36	0.353792	SERRAI
613	2025-10-02	12	2.6	FLORINA	2025-10-01	36	4.03019	FLORINA
613	2025-10-03	12	4.1	FLORINA	2025-10-02	36	5.6573	FLORINA
613	2025-10-04	12	2.6	FLORINA	2025-10-03	36	1.61466	FLORINA
613	2025-10-05	12	2.6	FLORINA	2025-10-04	36	2.23677	FLORINA
613	2025-10-06	12	6.2	FLORINA	2025-10-05	36	3.02207	FLORINA
613	2025-10-07	12	3.6	FLORINA	2025-10-06	36	5.66576	FLORINA
613	2025-10-08	12	6.2	FLORINA	2025-10-07	36	6.04689	FLORINA
613	2025-10-09	12	3.1	FLORINA	2025-10-08	36	3.3329	FLORINA
613	2025-10-10	12	3.6	FLORINA	2025-10-09	36	2.80345	FLORINA
613	2025-10-12	12	3.6	FLORINA	2025-10-11	36	2.0251	FLORINA
613	2025-10-13	12	2.6	FLORINA	2025-10-12	36	2.03217	FLORINA
613	2025-10-14	12	2.1	FLORINA	2025-10-13	36	1.99011	FLORINA
613	2025-10-15	12	0.5	FLORINA	2025-10-14	36	1.318	FLORINA
613	2025-10-16	12	2.1	FLORINA	2025-10-15	36	1.24874	FLORINA
613	2025-10-17	12	2.6	FLORINA	2025-10-16	36	2.57859	FLORINA
613	2025-10-18	12	4.1	FLORINA	2025-10-17	36	1.13435	FLORINA
613	2025-10-19	12	2.6	FLORINA	2025-10-18	36	3.84379	FLORINA
613	2025-10-20	12	2.6	FLORINA	2025-10-19	36	3.7592	FLORINA
613	2025-10-21	12	2.6	FLORINA	2025-10-20	36	4.00136	FLORINA
613	2025-10-22	12	2.6	FLORINA	2025-10-21	36	3.61189	FLORINA
613	2025-10-23	12	0	FLORINA	2025-10-22	36	2.77939	FLORINA
613	2025-10-24	12	5.7	FLORINA	2025-10-23	36	2.09179	FLORINA
613	2025-10-25	12	3	FLORINA	2025-10-24	36	3.68928	FLORINA
613	2025-10-26	12	3.1	FLORINA	2025-10-25	36	3.53547	FLORINA
613	2025-10-27	12	1	FLORINA	2025-10-26	36	1.77677	FLORINA
613	2025-10-28	12	0.5	FLORINA	2025-10-27	36	6.20207	FLORINA
613	2025-10-29	12	0.5	FLORINA	2025-10-28	36	2.65621	FLORINA
613	2025-10-30	12	0.5	FLORINA	2025-10-29	36	2.04499	FLORINA
613	2025-10-31	12	1	FLORINA	2025-10-30	36	0.74808	FLORINA
622	2025-10-02	12	2.1	THESSALONIKI (AIRPORT)	2025-10-01	36	2.4854	THESSALONIKI (AIRPORT)
622	2025-10-03	12	7.7	THESSALONIKI (AIRPORT)	2025-10-02	36	7.22003	THESSALONIKI (AIRPORT)
622	2025-10-04	12	6.2	THESSALONIKI (AIRPORT)	2025-10-03	36	3.57388	THESSALONIKI (AIRPORT)
622	2025-10-05	12	2.1	THESSALONIKI (AIRPORT)	2025-10-04	36	1.8952	THESSALONIKI (AIRPORT)
622	2025-10-06	12	1.5	THESSALONIKI (AIRPORT)	2025-10-05	36	0.956818	THESSALONIKI (AIRPORT)
622	2025-10-07	12	10.3	THESSALONIKI (AIRPORT)	2025-10-06	36	7.62215	THESSALONIKI (AIRPORT)
622	2025-10-08	12	10.3	THESSALONIKI (AIRPORT)	2025-10-07	36	7.36286	THESSALONIKI (AIRPORT)
622	2025-10-09	12	7.7	THESSALONIKI (AIRPORT)	2025-10-08	36	4.51647	THESSALONIKI (AIRPORT)
622	2025-10-10	12	2.1	THESSALONIKI (AIRPORT)	2025-10-09	36	3.66416	THESSALONIKI (AIRPORT)
622	2025-10-11	12	9.3	THESSALONIKI (AIRPORT)	2025-10-10	36	8.33068	THESSALONIKI (AIRPORT)
622	2025-10-12	12	2.1	THESSALONIKI (AIRPORT)	2025-10-11	36	3.85912	THESSALONIKI (AIRPORT)
622	2025-10-13	12	4.6	THESSALONIKI (AIRPORT)	2025-10-12	36	2.8838	THESSALONIKI (AIRPORT)
622	2025-10-14	12	4.1	THESSALONIKI (AIRPORT)	2025-10-13	36	2.52436	THESSALONIKI (AIRPORT)
622	2025-10-15	12	3.6	THESSALONIKI (AIRPORT)	2025-10-14	36	2.03069	THESSALONIKI (AIRPORT)
622	2025-10-16	12	3.1	THESSALONIKI (AIRPORT)	2025-10-15	36	2.40044	THESSALONIKI (AIRPORT)
622	2025-10-17	12	3.1	THESSALONIKI (AIRPORT)	2025-10-16	36	4.93184	THESSALONIKI (AIRPORT)
622	2025-10-18	12	2.6	THESSALONIKI (AIRPORT)	2025-10-17	36	2.26027	THESSALONIKI (AIRPORT)
622	2025-10-19	12	5.7	THESSALONIKI (AIRPORT)	2025-10-18	36	2.3199	THESSALONIKI (AIRPORT)
622	2025-10-20	12	1.5	THESSALONIKI (AIRPORT)	2025-10-19	36	3.33514	THESSALONIKI (AIRPORT)
622	2025-10-21	12	5.1	THESSALONIKI (AIRPORT)	2025-10-20	36	3.80369	THESSALONIKI (AIRPORT)
622	2025-10-22	12	3.1	THESSALONIKI (AIRPORT)	2025-10-21	36	5.10583	THESSALONIKI (AIRPORT)
622	2025-10-23	12	2.6	THESSALONIKI (AIRPORT)	2025-10-22	36	2.90373	THESSALONIKI (AIRPORT)
622	2025-10-24	12	2.1	THESSALONIKI (AIRPORT)	2025-10-23	36	1.57227	THESSALONIKI (AIRPORT)
622	2025-10-25	12	2.1	THESSALONIKI (AIRPORT)	2025-10-24	36	1.93504	THESSALONIKI (AIRPORT)
622	2025-10-26	12	5.1	THESSALONIKI (AIRPORT)	2025-10-25	36	4.41424	THESSALONIKI (AIRPORT)
622	2025-10-27	12	5.1	THESSALONIKI (AIRPORT)	2025-10-26	36	2.04307	THESSALONIKI (AIRPORT)
622	2025-10-28	12	10.3	THESSALONIKI (AIRPORT)	2025-10-27	36	6.30261	THESSALONIKI (AIRPORT)
622	2025-10-29	12	2.1	THESSALONIKI (AIRPORT)	2025-10-28	36	2.53982	THESSALONIKI (AIRPORT)
622	2025-10-30	12	2.6	THESSALONIKI (AIRPORT)	2025-10-29	36	2.67044	THESSALONIKI (AIRPORT)
622	2025-10-31	12	1.5	THESSALONIKI (AIRPORT)	2025-10-30	36	1.37731	THESSALONIKI (AIRPORT)
624	2025-10-02	12	3.6	CHRYSOPOULI (AIRPORT)	2025-10-01	36	6.09786	CHRYSOPOULI (AIRPORT)
624	2025-10-03	12	3.6	CHRYSOPOULI (AIRPORT)	2025-10-02	36	2.15092	CHRYSOPOULI (AIRPORT)
624	2025-10-04	12	4.1	CHRYSOPOULI (AIRPORT)	2025-10-03	36	4.00136	CHRYSOPOULI (AIRPORT)
624	2025-10-05	12	4.6	CHRYSOPOULI (AIRPORT)	2025-10-04	36	3.92347	CHRYSOPOULI (AIRPORT)
624	2025-10-06	12	2.1	CHRYSOPOULI (AIRPORT)	2025-10-05	36	2.79713	CHRYSOPOULI (AIRPORT)
624	2025-10-07	12	0	CHRYSOPOULI (AIRPORT)	2025-10-06	36	3.01571	CHRYSOPOULI (AIRPORT)
624	2025-10-08	12	3.6	CHRYSOPOULI (AIRPORT)	2025-10-07	36	1.31635	CHRYSOPOULI (AIRPORT)
624	2025-10-09	12	5.7	CHRYSOPOULI (AIRPORT)	2025-10-08	36	3.22541	CHRYSOPOULI (AIRPORT)
624	2025-10-10	12	3.1	CHRYSOPOULI (AIRPORT)	2025-10-09	36	2.22703	CHRYSOPOULI (AIRPORT)
624	2025-10-11	12	1.5	CHRYSOPOULI (AIRPORT)	2025-10-10	36	0.676013	CHRYSOPOULI (AIRPORT)
624	2025-10-12	12	4.1	CHRYSOPOULI (AIRPORT)	2025-10-11	36	2.20125	CHRYSOPOULI (AIRPORT)
