obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-10-03	0	1.5	SERRAI	2025-10-01	48	1.77228	SERRAI
606	2025-10-04	0	0.5	SERRAI	2025-10-02	48	1.0906	SERRAI
606	2025-10-05	0	0	SERRAI	2025-10-03	48	0.0669453	SERRAI
606	2025-10-06	0	0.5	SERRAI	2025-10-04	48	1.18238	SERRAI
606	2025-10-07	0	0.5	SERRAI	2025-10-05	48	2.23455	SERRAI
606	2025-10-08	0	1	SERRAI	2025-10-06	48	1.29568	SERRAI
606	2025-10-09	0	3.6	SERRAI	2025-10-07	48	0.747697	SERRAI
606	2025-10-10	0	0.5	SERRAI	2025-10-08	48	0.156631	SERRAI
606	2025-10-11	0	3.1	SERRAI	2025-10-09	48	0.105534	SERRAI
606	2025-10-12	0	0.5	SERRAI	2025-10-10	48	0.663546	SERRAI
606	2025-10-13	0	0	SERRAI	2025-10-11	48	0.112851	SERRAI
606	2025-10-14	0	0.5	SERRAI	2025-10-12	48	0.21953	SERRAI
606	2025-10-15	0	0.5	SERRAI	2025-10-13	48	0.344491	SERRAI
606	2025-10-16	0	0	SERRAI	2025-10-14	48	0.352495	SERRAI
606	2025-10-17	0	0.5	SERRAI	2025-10-15	48	1.48503	SERRAI
606	2025-10-18	0	0.5	SERRAI	2025-10-16	48	0.136775	SERRAI
606	2025-10-19	0	1	SERRAI	2025-10-17	48	0.229772	SERRAI
606	2025-10-20	0	0.5	SERRAI	2025-10-18	48	0.344522	SERRAI
606	2025-10-21	0	0	SERRAI	2025-10-19	48	0.756151	SERRAI
606	2025-10-22	0	0	SERRAI	2025-10-20	48	0.519619	SERRAI
606	2025-10-23	0	0	SERRAI	2025-10-21	48	0.115653	SERRAI
606	2025-10-24	0	0.5	SERRAI	2025-10-22	48	1.78326	SERRAI
606	2025-10-27	0	0.5	SERRAI	2025-10-25	48	0.975504	SERRAI
606	2025-10-28	0	0	SERRAI	2025-10-26	48	0.936608	SERRAI
606	2025-10-29	0	0.5	SERRAI	2025-10-27	48	0.105485	SERRAI
606	2025-10-30	0	0.5	SERRAI	2025-10-28	48	0.175067	SERRAI
606	2025-10-31	0	0.5	SERRAI	2025-10-29	48	0.176643	SERRAI
613	2025-10-03	0	3.1	FLORINA	2025-10-01	48	4.70813	FLORINA
613	2025-10-04	0	0	FLORINA	2025-10-02	48	2.56123	FLORINA
