obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-09-01	18	1	SERRAI	2025-09-01	18	1.48547	SERRAI
606	2025-09-02	18	0.5	SERRAI	2025-09-02	18	1.55471	SERRAI
606	2025-09-03	18	1	SERRAI	2025-09-03	18	0.884523	SERRAI
606	2025-09-04	18	0.5	SERRAI	2025-09-04	18	0.65186	SERRAI
606	2025-09-05	18	1	SERRAI	2025-09-05	18	1.06386	SERRAI
606	2025-09-06	18	2.1	SERRAI	2025-09-06	18	1.40111	SERRAI
606	2025-09-07	18	1.5	SERRAI	2025-09-07	18	1.60967	SERRAI
606	2025-09-08	18	1	SERRAI	2025-09-08	18	1.8254	SERRAI
606	2025-09-09	18	2.1	SERRAI	2025-09-09	18	1.58398	SERRAI
606	2025-09-10	18	0.5	SERRAI	2025-09-10	18	1.51017	SERRAI
606	2025-09-11	18	1	SERRAI	2025-09-11	18	0.971537	SERRAI
606	2025-09-12	18	1	SERRAI	2025-09-12	18	1.80929	SERRAI
606	2025-09-13	18	0.5	SERRAI	2025-09-13	18	1.74632	SERRAI
606	2025-09-14	18	1	SERRAI	2025-09-14	18	1.49239	SERRAI
606	2025-09-15	18	1	SERRAI	2025-09-15	18	1.94022	SERRAI
606	2025-09-16	18	1	SERRAI	2025-09-16	18	1.44645	SERRAI
606	2025-09-17	18	2.1	SERRAI	2025-09-17	18	0.690507	SERRAI
606	2025-09-18	18	0.5	SERRAI	2025-09-18	18	1.05637	SERRAI
606	2025-09-19	18	1	SERRAI	2025-09-19	18	1.64431	SERRAI
606	2025-09-20	18	0.5	SERRAI	2025-09-20	18	1.35922	SERRAI
606	2025-09-21	18	0.5	SERRAI	2025-09-21	18	1.36713	SERRAI
606	2025-09-22	18	0.5	SERRAI	2025-09-22	18	1.16678	SERRAI
606	2025-09-23	18	2.1	SERRAI	2025-09-23	18	1.39423	SERRAI
606	2025-09-24	18	2.1	SERRAI	2025-09-24	18	1.94072	SERRAI
606	2025-09-25	18	0.5	SERRAI	2025-09-25	18	0.789799	SERRAI
606	2025-09-26	18	1.5	SERRAI	2025-09-26	18	0.764005	SERRAI
606	2025-09-27	18	0	SERRAI	2025-09-27	18	1.08768	SERRAI
606	2025-09-28	18	1	SERRAI	2025-09-28	18	0.92715	SERRAI
606	2025-09-29	18	0.5	SERRAI	2025-09-29	18	0.633115	SERRAI
606	2025-09-30	18	0.5	SERRAI	2025-09-30	18	1.97885	SERRAI
613	2025-09-01	18	0	FLORINA	2025-09-01	18	0.989754	FLORINA
613	2025-09-02	18	1	FLORINA	2025-09-02	18	0.931202	FLORINA
613	2025-09-03	18	2.1	FLORINA	2025-09-03	18	0.301313	FLORINA
613	2025-09-04	18	0.5	FLORINA	2025-09-04	18	0.622862	FLORINA
613	2025-09-05	18	0.5	FLORINA	2025-09-05	18	0.402065	FLORINA
613	2025-09-06	18	0.5	FLORINA	2025-09-06	18	1.42607	FLORINA
613	2025-09-07	18	1.5	FLORINA	2025-09-07	18	1.02514	FLORINA
613	2025-09-08	18	0	FLORINA	2025-09-08	18	0.937172	FLORINA
613	2025-09-09	18	2.6	FLORINA	2025-09-09	18	1.2665	FLORINA
613	2025-09-10	18	1.5	FLORINA	2025-09-10	18	1.8184	FLORINA
613	2025-09-11	18	1.5	FLORINA	2025-09-11	18	0.921286	FLORINA
613	2025-09-12	18	0	FLORINA	2025-09-12	18	0.814943	FLORINA
613	2025-09-13	18	2.6	FLORINA	2025-09-13	18	2.05719	FLORINA
613	2025-09-14	18	0.5	FLORINA	2025-09-14	18	0.354738	FLORINA
613	2025-09-15	18	0	FLORINA	2025-09-15	18	1.11559	FLORINA
613	2025-09-16	18	1	FLORINA	2025-09-16	18	1.31066	FLORINA
613	2025-09-17	18	4.1	FLORINA	2025-09-17	18	3.77157	FLORINA
613	2025-09-18	18	0.5	FLORINA	2025-09-18	18	1.82845	FLORINA
613	2025-09-19	18	1.5	FLORINA	2025-09-19	18	1.60006	FLORINA
613	2025-09-20	18	0	FLORINA	2025-09-20	18	1.04072	FLORINA
613	2025-09-21	18	1.5	FLORINA	2025-09-21	18	1.29563	FLORINA
613	2025-09-22	18	3.6	FLORINA	2025-09-22	18	1.96189	FLORINA
613	2025-09-23	18	2.1	FLORINA	2025-09-23	18	1.63455	FLORINA
613	2025-09-24	18	2.6	FLORINA	2025-09-24	18	1.31603	FLORINA
613	2025-09-25	18	3.6	FLORINA	2025-09-25	18	1.61501	FLORINA
613	2025-09-26	18	2.6	FLORINA	2025-09-26	18	1.36205	FLORINA
613	2025-09-27	18	2.6	FLORINA	2025-09-27	18	1.0606	FLORINA
613	2025-09-28	18	2.1	FLORINA	2025-09-28	18	2.5354	FLORINA
613	2025-09-29	18	3.6	FLORINA	2025-09-29	18	1.1676	FLORINA
613	2025-09-30	18	1.5	FLORINA	2025-09-30	18	0.765142	FLORINA
622	2025-09-01	18	2.6	THESSALONIKI (AIRPORT)	2025-09-01	18	1.37446	THESSALONIKI (AIRPORT)
622	2025-09-02	18	3.6	THESSALONIKI (AIRPORT)	2025-09-02	18	1.20796	THESSALONIKI (AIRPORT)
622	2025-09-03	18	1	THESSALONIKI (AIRPORT)	2025-09-03	18	1.01126	THESSALONIKI (AIRPORT)
622	2025-09-04	18	1.5	THESSALONIKI (AIRPORT)	2025-09-04	18	0.971928	THESSALONIKI (AIRPORT)
622	2025-09-05	18	2.1	THESSALONIKI (AIRPORT)	2025-09-05	18	1.40216	THESSALONIKI (AIRPORT)
622	2025-09-06	18	5.1	THESSALONIKI (AIRPORT)	2025-09-06	18	3.32594	THESSALONIKI (AIRPORT)
622	2025-09-07	18	4.1	THESSALONIKI (AIRPORT)	2025-09-07	18	1.80387	THESSALONIKI (AIRPORT)
622	2025-09-08	18	5.1	THESSALONIKI (AIRPORT)	2025-09-08	18	2.53356	THESSALONIKI (AIRPORT)
622	2025-09-09	18	2.1	THESSALONIKI (AIRPORT)	2025-09-09	18	2.563	THESSALONIKI (AIRPORT)
