obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	icon_dates	icon_ws_table_h	icon_ws_table	icon_station_names
606	2025-11-01	18	1	SERRAI	2025-11-01	18	1.32527	SERRAI
606	2025-11-02	18	0	SERRAI	2025-11-02	18	1.11304	SERRAI
606	2025-11-04	18	0	SERRAI	2025-11-04	18	0.831279	SERRAI
606	2025-11-05	18	0	SERRAI	2025-11-05	18	1.22397	SERRAI
606	2025-11-06	18	0	SERRAI	2025-11-06	18	0.608854	SERRAI
606	2025-11-07	18	0.5	SERRAI	2025-11-07	18	0.96906	SERRAI
606	2025-11-08	18	0.5	SERRAI	2025-11-08	18	0.506767	SERRAI
606	2025-11-09	18	0.5	SERRAI	2025-11-09	18	0.825276	SERRAI
606	2025-11-10	18	0.5	SERRAI	2025-11-10	18	0.252259	SERRAI
606	2025-11-11	18	1.5	SERRAI	2025-11-11	18	1.2926	SERRAI
606	2025-11-12	18	0	SERRAI	2025-11-12	18	0.335266	SERRAI
606	2025-11-13	18	0	SERRAI	2025-11-13	18	1.21546	SERRAI
606	2025-11-14	18	0	SERRAI	2025-11-14	18	1.1731	SERRAI
606	2025-11-15	18	0	SERRAI	2025-11-15	18	1.34868	SERRAI
606	2025-11-16	18	0	SERRAI	2025-11-16	18	0.964742	SERRAI
606	2025-11-17	18	0	SERRAI	2025-11-17	18	0.826774	SERRAI
606	2025-11-18	18	1	SERRAI	2025-11-18	18	0.54095	SERRAI
606	2025-11-19	18	1	SERRAI	2025-11-19	18	1.22472	SERRAI
606	2025-11-20	18	0	SERRAI	2025-11-20	18	0.925881	SERRAI
613	2025-11-01	18	1.5	FLORINA	2025-11-01	18	1.61164	FLORINA
613	2025-11-02	18	2.1	FLORINA	2025-11-02	18	0.263183	FLORINA
613	2025-11-03	18	4	FLORINA	2025-11-03	18	1.10199	FLORINA
613	2025-11-04	18	2.6	FLORINA	2025-11-04	18	1.7184	FLORINA
613	2025-11-05	18	0	FLORINA	2025-11-05	18	0.330693	FLORINA
613	2025-11-06	18	1.5	FLORINA	2025-11-06	18	0.71747	FLORINA
613	2025-11-07	18	2.6	FLORINA	2025-11-07	18	1.72635	FLORINA
613	2025-11-08	18	1.5	FLORINA	2025-11-08	18	1.40826	FLORINA
613	2025-11-09	18	3.1	FLORINA	2025-11-09	18	1.59159	FLORINA
613	2025-11-10	18	0.5	FLORINA	2025-11-10	18	1.71758	FLORINA
613	2025-11-11	18	3.6	FLORINA	2025-11-11	18	1.96098	FLORINA
613	2025-11-12	18	1	FLORINA	2025-11-12	18	1.92088	FLORINA
613	2025-11-13	18	0.5	FLORINA	2025-11-13	18	1.63357	FLORINA
613	2025-11-14	18	1	FLORINA	2025-11-14	18	1.21262	FLORINA
613	2025-11-15	18	0.5	FLORINA	2025-11-15	18	0.471512	FLORINA
613	2025-11-16	18	0	FLORINA	2025-11-16	18	0.420153	FLORINA
613	2025-11-18	18	3.1	FLORINA	2025-11-18	18	2.96131	FLORINA
613	2025-11-19	18	3.6	FLORINA	2025-11-19	18	1.0947	FLORINA
613	2025-11-20	18	3.6	FLORINA	2025-11-20	18	2.23004	FLORINA
613	2025-11-21	18	6	FLORINA	2025-11-21	18	3.23435	FLORINA
613	2025-11-22	18	7	FLORINA	2025-11-22	18	2.5865	FLORINA
613	2025-11-23	18	9	FLORINA	2025-11-23	18	3.31773	FLORINA
613	2025-11-24	18	1	FLORINA	2025-11-24	18	1.15263	FLORINA
613	2025-11-25	18	5	FLORINA	2025-11-25	18	2.15332	FLORINA
613	2025-11-26	18	2	FLORINA	2025-11-26	18	1.17019	FLORINA
613	2025-11-27	18	1	FLORINA	2025-11-27	18	0.832582	FLORINA
613	2025-11-28	18	0	FLORINA	2025-11-28	18	1.16062	FLORINA
613	2025-11-29	18	0	FLORINA	2025-11-29	18	1.36139	FLORINA
613	2025-11-30	18	3	FLORINA	2025-11-30	18	1.06424	FLORINA
622	2025-11-01	18	2.1	THESSALONIKI (AIRPORT)	2025-11-01	18	1.24892	THESSALONIKI (AIRPORT)
622	2025-11-02	18	2.6	THESSALONIKI (AIRPORT)	2025-11-02	18	1.35467	THESSALONIKI (AIRPORT)
622	2025-11-03	18	0.5	THESSALONIKI (AIRPORT)	2025-11-03	18	0.697183	THESSALONIKI (AIRPORT)
622	2025-11-04	18	7.2	THESSALONIKI (AIRPORT)	2025-11-04	18	6.10451	THESSALONIKI (AIRPORT)
622	2025-11-05	18	1.5	THESSALONIKI (AIRPORT)	2025-11-05	18	0.856646	THESSALONIKI (AIRPORT)
622	2025-11-06	18	1.5	THESSALONIKI (AIRPORT)	2025-11-06	18	0.918126	THESSALONIKI (AIRPORT)
622	2025-11-07	18	1.5	THESSALONIKI (AIRPORT)	2025-11-07	18	1.48318	THESSALONIKI (AIRPORT)
622	2025-11-08	18	2.6	THESSALONIKI (AIRPORT)	2025-11-08	18	3.37658	THESSALONIKI (AIRPORT)
622	2025-11-09	18	1.5	THESSALONIKI (AIRPORT)	2025-11-09	18	0.34002	THESSALONIKI (AIRPORT)
622	2025-11-10	18	1	THESSALONIKI (AIRPORT)	2025-11-10	18	1.01273	THESSALONIKI (AIRPORT)
622	2025-11-11	18	7.2	THESSALONIKI (AIRPORT)	2025-11-11	18	3.54996	THESSALONIKI (AIRPORT)
622	2025-11-12	18	3.1	THESSALONIKI (AIRPORT)	2025-11-12	18	1.36556	THESSALONIKI (AIRPORT)
622	2025-11-13	18	2.6	THESSALONIKI (AIRPORT)	2025-11-13	18	1.56015	THESSALONIKI (AIRPORT)
622	2025-11-14	18	1.5	THESSALONIKI (AIRPORT)	2025-11-14	18	1.49161	THESSALONIKI (AIRPORT)
622	2025-11-15	18	2.1	THESSALONIKI (AIRPORT)	2025-11-15	18	1.35754	THESSALONIKI (AIRPORT)
622	2025-11-16	18	2.6	THESSALONIKI (AIRPORT)	2025-11-16	18	1.0861	THESSALONIKI (AIRPORT)
622	2025-11-17	18	1.5	THESSALONIKI (AIRPORT)	2025-11-17	18	0.807658	THESSALONIKI (AIRPORT)
622	2025-11-18	18	2.1	THESSALONIKI (AIRPORT)	2025-11-18	18	3.32975	THESSALONIKI (AIRPORT)
622	2025-11-19	18	2.1	THESSALONIKI (AIRPORT)	2025-11-19	18	0.76461	THESSALONIKI (AIRPORT)
622	2025-11-20	18	4.1	THESSALONIKI (AIRPORT)	2025-11-20	18	2.96152	THESSALONIKI (AIRPORT)
622	2025-11-21	18	2.1	THESSALONIKI (AIRPORT)	2025-11-21	18	4.93832	THESSALONIKI (AIRPORT)
622	2025-11-22	18	1	THESSALONIKI (AIRPORT)	2025-11-22	18	4.19503	THESSALONIKI (AIRPORT)
