obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-11-02	15	0	SERRAI	2025-11-01	39	1.2817	SERRAI
606	2025-11-03	15	0.5	SERRAI	2025-11-02	39	1.18249	SERRAI
606	2025-11-04	15	0	SERRAI	2025-11-03	39	1.95206	SERRAI
606	2025-11-05	15	1	SERRAI	2025-11-04	39	0.633835	SERRAI
606	2025-11-06	15	0	SERRAI	2025-11-05	39	0.262479	SERRAI
606	2025-11-07	15	0	SERRAI	2025-11-06	39	1.27773	SERRAI
606	2025-11-08	15	0.5	SERRAI	2025-11-07	39	3.49694	SERRAI
606	2025-11-09	15	0	SERRAI	2025-11-08	39	0.679594	SERRAI
606	2025-11-10	15	0	SERRAI	2025-11-09	39	4.0308	SERRAI
606	2025-11-11	15	3.1	SERRAI	2025-11-10	39	2.37974	SERRAI
606	2025-11-12	15	1	SERRAI	2025-11-11	39	0.80837	SERRAI
606	2025-11-13	15	0.5	SERRAI	2025-11-12	39	1.10556	SERRAI
606	2025-11-14	15	0.5	SERRAI	2025-11-13	39	1.26554	SERRAI
606	2025-11-15	15	0	SERRAI	2025-11-14	39	0.729885	SERRAI
606	2025-11-16	15	0	SERRAI	2025-11-15	39	1.05588	SERRAI
606	2025-11-17	15	0.5	SERRAI	2025-11-16	39	2.09586	SERRAI
606	2025-11-18	15	0.5	SERRAI	2025-11-17	39	1.20511	SERRAI
606	2025-11-19	15	0.5	SERRAI	2025-11-18	39	1.42588	SERRAI
606	2025-11-20	15	0.5	SERRAI	2025-11-19	39	2.30097	SERRAI
613	2025-11-02	15	2.6	FLORINA	2025-11-01	39	1.83644	FLORINA
613	2025-11-03	15	4.6	FLORINA	2025-11-02	39	1.9256	FLORINA
613	2025-11-04	15	2.1	FLORINA	2025-11-03	39	3.95764	FLORINA
613	2025-11-05	15	0	FLORINA	2025-11-04	39	0.711787	FLORINA
613	2025-11-06	15	0	FLORINA	2025-11-05	39	0.410105	FLORINA
613	2025-11-07	15	4.1	FLORINA	2025-11-06	39	2.8925	FLORINA
613	2025-11-08	15	4.1	FLORINA	2025-11-07	39	2.09342	FLORINA
613	2025-11-09	15	0	FLORINA	2025-11-08	39	3.04818	FLORINA
613	2025-11-10	15	1	FLORINA	2025-11-09	39	1.47479	FLORINA
613	2025-11-11	15	2.6	FLORINA	2025-11-10	39	1.56378	FLORINA
613	2025-11-12	15	1	FLORINA	2025-11-11	39	1.22651	FLORINA
613	2025-11-13	15	0	FLORINA	2025-11-12	39	0.134589	FLORINA
613	2025-11-14	15	1.5	FLORINA	2025-11-13	39	0.217867	FLORINA
613	2025-11-15	15	0	FLORINA	2025-11-14	39	0.785289	FLORINA
613	2025-11-16	15	0.5	FLORINA	2025-11-15	39	1.33482	FLORINA
613	2025-11-17	15	4.6	FLORINA	2025-11-16	39	3.67885	FLORINA
