obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-10-01	0	0.5	SERRAI	2025-10-01	0	0.70175	SERRAI
606	2025-10-02	0	0.5	SERRAI	2025-10-02	0	0.0159667	SERRAI
606	2025-10-03	0	1.5	SERRAI	2025-10-03	0	2.32316	SERRAI
606	2025-10-04	0	0.5	SERRAI	2025-10-04	0	1.85195	SERRAI
606	2025-10-05	0	0	SERRAI	2025-10-05	0	0.281305	SERRAI
606	2025-10-06	0	0.5	SERRAI	2025-10-06	0	1.04717	SERRAI
606	2025-10-07	0	0.5	SERRAI	2025-10-07	0	1.68152	SERRAI
606	2025-10-08	0	1	SERRAI	2025-10-08	0	1.3134	SERRAI
606	2025-10-09	0	3.6	SERRAI	2025-10-09	0	1.29727	SERRAI
606	2025-10-10	0	0.5	SERRAI	2025-10-10	0	0.166545	SERRAI
606	2025-10-11	0	3.1	SERRAI	2025-10-11	0	1.11749	SERRAI
606	2025-10-12	0	0.5	SERRAI	2025-10-12	0	0.219211	SERRAI
606	2025-10-13	0	0	SERRAI	2025-10-13	0	0.502097	SERRAI
606	2025-10-14	0	0.5	SERRAI	2025-10-14	0	0.747052	SERRAI
606	2025-10-15	0	0.5	SERRAI	2025-10-15	0	0.220481	SERRAI
606	2025-10-16	0	0	SERRAI	2025-10-16	0	0.367618	SERRAI
606	2025-10-17	0	0.5	SERRAI	2025-10-17	0	0.529203	SERRAI
606	2025-10-18	0	0.5	SERRAI	2025-10-18	0	0.848471	SERRAI
606	2025-10-19	0	1	SERRAI	2025-10-19	0	0.293943	SERRAI
606	2025-10-20	0	0.5	SERRAI	2025-10-20	0	0.178	SERRAI
606	2025-10-21	0	0	SERRAI	2025-10-21	0	0.789212	SERRAI
606	2025-10-22	0	0	SERRAI	2025-10-22	0	0.321485	SERRAI
606	2025-10-23	0	0	SERRAI	2025-10-23	0	0.589371	SERRAI
606	2025-10-24	0	0.5	SERRAI	2025-10-24	0	1.57413	SERRAI
606	2025-10-27	0	0.5	SERRAI	2025-10-27	0	0.870489	SERRAI
606	2025-10-28	0	0	SERRAI	2025-10-28	0	0.37639	SERRAI
606	2025-10-29	0	0.5	SERRAI	2025-10-29	0	0.0782836	SERRAI
606	2025-10-30	0	0.5	SERRAI	2025-10-30	0	0.417429	SERRAI
606	2025-10-31	0	0.5	SERRAI	2025-10-31	0	0.303165	SERRAI
613	2025-10-01	0	1	FLORINA	2025-10-01	0	1.22524	FLORINA
613	2025-10-02	0	2.6	FLORINA	2025-10-02	0	2.38824	FLORINA
613	2025-10-03	0	3.1	FLORINA	2025-10-03	0	4.36715	FLORINA
613	2025-10-04	0	0	FLORINA	2025-10-04	0	2.25032	FLORINA
613	2025-10-05	0	1	FLORINA	2025-10-05	0	1.14729	FLORINA
613	2025-10-06	0	3.1	FLORINA	2025-10-06	0	2.38621	FLORINA
613	2025-10-07	0	2.1	FLORINA	2025-10-07	0	4.74745	FLORINA
613	2025-10-08	0	1.5	FLORINA	2025-10-08	0	5.12383	FLORINA
613	2025-10-09	0	0.5	FLORINA	2025-10-09	0	1.53995	FLORINA
613	2025-10-10	0	0	FLORINA	2025-10-10	0	0.843203	FLORINA
613	2025-10-11	0	1.5	FLORINA	2025-10-11	0	1.42024	FLORINA
613	2025-10-12	0	0.5	FLORINA	2025-10-12	0	1.91272	FLORINA
613	2025-10-13	0	0	FLORINA	2025-10-13	0	0.492607	FLORINA
613	2025-10-14	0	0	FLORINA	2025-10-14	0	1.01338	FLORINA
613	2025-10-15	0	0	FLORINA	2025-10-15	0	0.575783	FLORINA
613	2025-10-16	0	0.5	FLORINA	2025-10-16	0	0.950786	FLORINA
613	2025-10-17	0	2.6	FLORINA	2025-10-17	0	1.82962	FLORINA
613	2025-10-18	0	1.5	FLORINA	2025-10-18	0	1.08405	FLORINA
613	2025-10-19	0	2.1	FLORINA	2025-10-19	0	1.35572	FLORINA
613	2025-10-20	0	0	FLORINA	2025-10-20	0	0.220819	FLORINA
613	2025-10-21	0	2.6	FLORINA	2025-10-21	0	1.42916	FLORINA
613	2025-10-22	0	1.5	FLORINA	2025-10-22	0	1.42646	FLORINA
613	2025-10-23	0	1	FLORINA	2025-10-23	0	1.32643	FLORINA
613	2025-10-24	0	2.6	FLORINA	2025-10-24	0	2.26582	FLORINA
613	2025-10-25	0	3	FLORINA	2025-10-25	0	0.648191	FLORINA
613	2025-10-26	0	10	FLORINA	2025-10-26	0	1.34498	FLORINA
613	2025-10-27	0	8.2	FLORINA	2025-10-27	0	2.24872	FLORINA
613	2025-10-28	0	0	FLORINA	2025-10-28	0	1.04537	FLORINA
613	2025-10-29	0	0	FLORINA	2025-10-29	0	0.528708	FLORINA
613	2025-10-30	0	0.5	FLORINA	2025-10-30	0	1.23092	FLORINA
613	2025-10-31	0	0	FLORINA	2025-10-31	0	0.562088	FLORINA
622	2025-10-01	0	1.5	THESSALONIKI (AIRPORT)	2025-10-01	0	1.19214	THESSALONIKI (AIRPORT)
622	2025-10-02	0	2.1	THESSALONIKI (AIRPORT)	2025-10-02	0	1.3614	THESSALONIKI (AIRPORT)
622	2025-10-03	0	6.7	THESSALONIKI (AIRPORT)	2025-10-03	0	7.20236	THESSALONIKI (AIRPORT)
622	2025-10-04	0	7.2	THESSALONIKI (AIRPORT)	2025-10-04	0	6.71465	THESSALONIKI (AIRPORT)
622	2025-10-05	0	2.6	THESSALONIKI (AIRPORT)	2025-10-05	0	0.806319	THESSALONIKI (AIRPORT)
