obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	icon_dates	icon_ws_table_h	icon_ws_table	icon_station_names
606	2025-10-01	0	0.5	SERRAI	2025-10-01	0	0.623741	SERRAI
606	2025-10-02	0	0.5	SERRAI	2025-10-02	0	1.30214	SERRAI
606	2025-10-03	0	1.5	SERRAI	2025-10-03	0	3.34273	SERRAI
606	2025-10-04	0	0.5	SERRAI	2025-10-04	0	3.87633	SERRAI
606	2025-10-05	0	0	SERRAI	2025-10-05	0	1.48135	SERRAI
606	2025-10-06	0	0.5	SERRAI	2025-10-06	0	1.28417	SERRAI
606	2025-10-07	0	0.5	SERRAI	2025-10-07	0	2.77884	SERRAI
606	2025-10-08	0	1	SERRAI	2025-10-08	0	2.21318	SERRAI
606	2025-10-09	0	3.6	SERRAI	2025-10-09	0	3.81387	SERRAI
606	2025-10-10	0	0.5	SERRAI	2025-10-10	0	1.55206	SERRAI
606	2025-10-11	0	3.1	SERRAI	2025-10-11	0	2.06556	SERRAI
606	2025-10-12	0	0.5	SERRAI	2025-10-12	0	2.49547	SERRAI
606	2025-10-13	0	0	SERRAI	2025-10-13	0	0.550533	SERRAI
606	2025-10-14	0	0.5	SERRAI	2025-10-14	0	1.2156	SERRAI
606	2025-10-15	0	0.5	SERRAI	2025-10-15	0	0.934152	SERRAI
606	2025-10-16	0	0	SERRAI	2025-10-16	0	0.73559	SERRAI
606	2025-10-17	0	0.5	SERRAI	2025-10-17	0	0.153118	SERRAI
606	2025-10-18	0	0.5	SERRAI	2025-10-18	0	1.11269	SERRAI
606	2025-10-19	0	1	SERRAI	2025-10-19	0	1.84866	SERRAI
606	2025-10-20	0	0.5	SERRAI	2025-10-20	0	1.48353	SERRAI
606	2025-10-21	0	0	SERRAI	2025-10-21	0	1.95572	SERRAI
606	2025-10-22	0	0	SERRAI	2025-10-22	0	1.33086	SERRAI
606	2025-10-23	0	0	SERRAI	2025-10-23	0	1.08868	SERRAI
606	2025-10-24	0	0.5	SERRAI	2025-10-24	0	2.58796	SERRAI
