obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-09-01	15	2.6	SERRAI	2025-09-01	15	3.45734	SERRAI
606	2025-09-02	15	1	SERRAI	2025-09-02	15	1.82386	SERRAI
606	2025-09-03	15	2.6	SERRAI	2025-09-03	15	2.51386	SERRAI
606	2025-09-04	15	1.5	SERRAI	2025-09-04	15	0.166994	SERRAI
606	2025-09-05	15	1	SERRAI	2025-09-05	15	0.292034	SERRAI
606	2025-09-06	15	3.1	SERRAI	2025-09-06	15	3.3843	SERRAI
606	2025-09-07	15	3.1	SERRAI	2025-09-07	15	2.93486	SERRAI
606	2025-09-08	15	2.1	SERRAI	2025-09-08	15	2.61071	SERRAI
606	2025-09-09	15	3.1	SERRAI	2025-09-09	15	3.04624	SERRAI
606	2025-09-10	15	2.1	SERRAI	2025-09-10	15	2.98536	SERRAI
606	2025-09-11	15	1.5	SERRAI	2025-09-11	15	2.53205	SERRAI
606	2025-09-12	15	1	SERRAI	2025-09-12	15	2.6545	SERRAI
606	2025-09-13	15	3.1	SERRAI	2025-09-13	15	3.0056	SERRAI
606	2025-09-14	15	2.6	SERRAI	2025-09-14	15	3.28833	SERRAI
606	2025-09-15	15	3.1	SERRAI	2025-09-15	15	2.31131	SERRAI
606	2025-09-16	15	2.6	SERRAI	2025-09-16	15	2.68416	SERRAI
606	2025-09-17	15	4.1	SERRAI	2025-09-17	15	3.84041	SERRAI
606	2025-09-18	15	2.6	SERRAI	2025-09-18	15	3.28495	SERRAI
606	2025-09-19	15	2.1	SERRAI	2025-09-19	15	1.77686	SERRAI
606	2025-09-20	15	2.6	SERRAI	2025-09-20	15	0.859889	SERRAI
606	2025-09-21	15	1	SERRAI	2025-09-21	15	2.27588	SERRAI
606	2025-09-22	15	3.1	SERRAI	2025-09-22	15	2.66587	SERRAI
606	2025-09-23	15	2.6	SERRAI	2025-09-23	15	2.44819	SERRAI
606	2025-09-24	15	2.1	SERRAI	2025-09-24	15	2.28983	SERRAI
606	2025-09-25	15	2.1	SERRAI	2025-09-25	15	2.60306	SERRAI
606	2025-09-26	15	0.5	SERRAI	2025-09-26	15	3.21324	SERRAI
606	2025-09-27	15	1	SERRAI	2025-09-27	15	4.16822	SERRAI
606	2025-09-28	15	0.5	SERRAI	2025-09-28	15	1.23617	SERRAI
606	2025-09-29	15	0.5	SERRAI	2025-09-29	15	2.04634	SERRAI
606	2025-09-30	15	2.1	SERRAI	2025-09-30	15	3.46251	SERRAI
613	2025-09-01	15	1.5	FLORINA	2025-09-01	15	2.45195	FLORINA
613	2025-09-02	15	1	FLORINA	2025-09-02	15	1.95513	FLORINA
613	2025-09-03	15	4.1	FLORINA	2025-09-03	15	2.23381	FLORINA
613	2025-09-04	15	1.5	FLORINA	2025-09-04	15	2.03637	FLORINA
613	2025-09-05	15	2.6	FLORINA	2025-09-05	15	2.63508	FLORINA
613	2025-09-06	15	2.6	FLORINA	2025-09-06	15	3.04958	FLORINA
613	2025-09-07	15	3.1	FLORINA	2025-09-07	15	2.02899	FLORINA
613	2025-09-08	15	1.5	FLORINA	2025-09-08	15	1.26866	FLORINA
613	2025-09-09	15	3.6	FLORINA	2025-09-09	15	3.30419	FLORINA
613	2025-09-10	15	4.1	FLORINA	2025-09-10	15	2.7844	FLORINA
613	2025-09-11	15	1.5	FLORINA	2025-09-11	15	2.05007	FLORINA
613	2025-09-12	15	3.6	FLORINA	2025-09-12	15	1.47174	FLORINA
613	2025-09-13	15	4.1	FLORINA	2025-09-13	15	2.2373	FLORINA
613	2025-09-14	15	1.5	FLORINA	2025-09-14	15	2.14351	FLORINA
613	2025-09-15	15	2.6	FLORINA	2025-09-15	15	2.01555	FLORINA
613	2025-09-16	15	2.6	FLORINA	2025-09-16	15	2.01905	FLORINA
613	2025-09-17	15	5.7	FLORINA	2025-09-17	15	4.69677	FLORINA
613	2025-09-18	15	4.1	FLORINA	2025-09-18	15	4.4477	FLORINA
613	2025-09-19	15	4.1	FLORINA	2025-09-19	15	4.27605	FLORINA
613	2025-09-20	15	2.1	FLORINA	2025-09-20	15	0.476967	FLORINA
613	2025-09-21	15	4.1	FLORINA	2025-09-21	15	1.88433	FLORINA
613	2025-09-22	15	4.1	FLORINA	2025-09-22	15	1.97433	FLORINA
613	2025-09-23	15	4.1	FLORINA	2025-09-23	15	1.8528	FLORINA
613	2025-09-24	15	4.6	FLORINA	2025-09-24	15	2.55185	FLORINA
613	2025-09-25	15	4.6	FLORINA	2025-09-25	15	1.96134	FLORINA
613	2025-09-26	15	4.6	FLORINA	2025-09-26	15	2.44397	FLORINA
613	2025-09-27	15	5.7	FLORINA	2025-09-27	15	2.75101	FLORINA
613	2025-09-28	15	3.6	FLORINA	2025-09-28	15	3.65215	FLORINA
613	2025-09-29	15	1.5	FLORINA	2025-09-29	15	2.32684	FLORINA
613	2025-09-30	15	1	FLORINA	2025-09-30	15	1.00459	FLORINA
622	2025-09-01	15	2.1	THESSALONIKI (AIRPORT)	2025-09-01	15	3.5667	THESSALONIKI (AIRPORT)
622	2025-09-02	15	5.7	THESSALONIKI (AIRPORT)	2025-09-02	15	2.4312	THESSALONIKI (AIRPORT)
622	2025-09-03	15	6.2	THESSALONIKI (AIRPORT)	2025-09-03	15	1.72577	THESSALONIKI (AIRPORT)
622	2025-09-04	15	3.1	THESSALONIKI (AIRPORT)	2025-09-04	15	2.81132	THESSALONIKI (AIRPORT)
622	2025-09-05	15	4.6	THESSALONIKI (AIRPORT)	2025-09-05	15	3.1354	THESSALONIKI (AIRPORT)
