obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	ecmwf_dates	ecmwf_ws_table_h	ecmwf_ws_table	ecmwf_station_names
606	2025-11-01	21	0	SERRAI	2025-11-01	21	0.0931941	SERRAI
606	2025-11-02	21	0.5	SERRAI	2025-11-02	21	1.07769	SERRAI
606	2025-11-04	21	0	SERRAI	2025-11-04	21	1.06156	SERRAI
606	2025-11-05	21	0	SERRAI	2025-11-05	21	1.07287	SERRAI
606	2025-11-06	21	0	SERRAI	2025-11-06	21	0.373597	SERRAI
606	2025-11-07	21	0	SERRAI	2025-11-07	21	1.58601	SERRAI
606	2025-11-08	21	0	SERRAI	2025-11-08	21	0.41741	SERRAI
606	2025-11-09	21	0	SERRAI	2025-11-09	21	1.67137	SERRAI
606	2025-11-10	21	0	SERRAI	2025-11-10	21	0.283282	SERRAI
606	2025-11-11	21	0.5	SERRAI	2025-11-11	21	0.360887	SERRAI
606	2025-11-12	21	0	SERRAI	2025-11-12	21	0.49829	SERRAI
606	2025-11-13	21	0.5	SERRAI	2025-11-13	21	0.432118	SERRAI
606	2025-11-14	21	0.5	SERRAI	2025-11-14	21	0.523265	SERRAI
606	2025-11-15	21	0.5	SERRAI	2025-11-15	21	0.195624	SERRAI
606	2025-11-16	21	0	SERRAI	2025-11-16	21	0.518424	SERRAI
606	2025-11-17	21	0.5	SERRAI	2025-11-17	21	2.55053	SERRAI
606	2025-11-18	21	1	SERRAI	2025-11-18	21	2.32588	SERRAI
606	2025-11-19	21	0.5	SERRAI	2025-11-19	21	1.33866	SERRAI
606	2025-11-20	21	0	SERRAI	2025-11-20	21	1.76808	SERRAI
613	2025-11-01	21	0.5	FLORINA	2025-11-01	21	1.09316	FLORINA
613	2025-11-02	21	2.1	FLORINA	2025-11-02	21	1.71135	FLORINA
613	2025-11-03	21	0	FLORINA	2025-11-03	21	0.612752	FLORINA
613	2025-11-04	21	2.6	FLORINA	2025-11-04	21	4.19847	FLORINA
613	2025-11-05	21	0	FLORINA	2025-11-05	21	0.898228	FLORINA
613	2025-11-06	21	1	FLORINA	2025-11-06	21	1.21932	FLORINA
613	2025-11-07	21	2.1	FLORINA	2025-11-07	21	2.4025	FLORINA
613	2025-11-08	21	0.5	FLORINA	2025-11-08	21	1.67937	FLORINA
613	2025-11-09	21	3.1	FLORINA	2025-11-09	21	2.26487	FLORINA
613	2025-11-10	21	0	FLORINA	2025-11-10	21	1.11988	FLORINA
613	2025-11-11	21	3.1	FLORINA	2025-11-11	21	1.84745	FLORINA
613	2025-11-12	21	1	FLORINA	2025-11-12	21	0.671008	FLORINA
613	2025-11-13	21	0	FLORINA	2025-11-13	21	0.901916	FLORINA
613	2025-11-14	21	0.5	FLORINA	2025-11-14	21	0.699929	FLORINA
613	2025-11-15	21	0.5	FLORINA	2025-11-15	21	0.698601	FLORINA
613	2025-11-16	21	0.5	FLORINA	2025-11-16	21	1.76538	FLORINA
613	2025-11-17	21	6.2	FLORINA	2025-11-17	21	2.87784	FLORINA
613	2025-11-18	21	3.6	FLORINA	2025-11-18	21	2.27243	FLORINA
613	2025-11-19	21	4.1	FLORINA	2025-11-19	21	2.37266	FLORINA
613	2025-11-20	21	1.5	FLORINA	2025-11-20	21	2.04349	FLORINA
613	2025-11-21	21	14	FLORINA	2025-11-21	21	1.49911	FLORINA
613	2025-11-22	21	8	FLORINA	2025-11-22	21	1.66621	FLORINA
613	2025-11-23	21	2	FLORINA	2025-11-23	21	1.14603	FLORINA
613	2025-11-24	21	2	FLORINA	2025-11-24	21	1.68756	FLORINA
