obs_codes	obs_dates	obs_ws_table_h	obs_ws_table	obs_station_names	icon_dates	icon_ws_table_h	icon_ws_table	icon_station_names
606	2025-11-01	3	0	SERRAI	2025-11-01	3	1.09844	SERRAI
606	2025-11-02	3	0	SERRAI	2025-11-02	3	1.12739	SERRAI
606	2025-11-03	3	0.5	SERRAI	2025-11-03	3	0.980492	SERRAI
606	2025-11-04	3	0.5	SERRAI	2025-11-04	3	0.378376	SERRAI
606	2025-11-05	3	0	SERRAI	2025-11-05	3	0.855293	SERRAI
606	2025-11-06	3	0	SERRAI	2025-11-06	3	0.486217	SERRAI
606	2025-11-07	3	0	SERRAI	2025-11-07	3	0.420315	SERRAI
606	2025-11-08	3	0	SERRAI	2025-11-08	3	0.809705	SERRAI
606	2025-11-09	3	0	SERRAI	2025-11-09	3	0.510133	SERRAI
606	2025-11-10	3	1.5	SERRAI	2025-11-10	3	0.855287	SERRAI
606	2025-11-11	3	0	SERRAI	2025-11-11	3	0.406198	SERRAI
606	2025-11-12	3	0.5	SERRAI	2025-11-12	3	1.06506	SERRAI
606	2025-11-13	3	0	SERRAI	2025-11-13	3	1.07114	SERRAI
606	2025-11-14	3	0	SERRAI	2025-11-14	3	0.978478	SERRAI
606	2025-11-15	3	0	SERRAI	2025-11-15	3	1.01696	SERRAI
606	2025-11-16	3	0.5	SERRAI	2025-11-16	3	1.09337	SERRAI
606	2025-11-17	3	0	SERRAI	2025-11-17	3	1.18124	SERRAI
606	2025-11-18	3	1	SERRAI	2025-11-18	3	0.944996	SERRAI
606	2025-11-19	3	0.5	SERRAI	2025-11-19	3	1.62838	SERRAI
606	2025-11-20	3	0.5	SERRAI	2025-11-20	3	0.734918	SERRAI
606	2025-11-21	3	1	SERRAI	2025-11-21	3	1.62927	SERRAI
613	2025-11-01	3	1	FLORINA	2025-11-01	3	0.542898	FLORINA
613	2025-11-02	3	1	FLORINA	2025-11-02	3	0.23559	FLORINA
613	2025-11-03	3	1.5	FLORINA	2025-11-03	3	0.546473	FLORINA
613	2025-11-04	3	0.5	FLORINA	2025-11-04	3	1.74315	FLORINA
613	2025-11-05	3	1	FLORINA	2025-11-05	3	0.495509	FLORINA
613	2025-11-06	3	0	FLORINA	2025-11-06	3	0.413879	FLORINA
613	2025-11-07	3	1.5	FLORINA	2025-11-07	3	0.741295	FLORINA
613	2025-11-09	3	0.5	FLORINA	2025-11-09	3	0.294121	FLORINA
613	2025-11-10	3	2.1	FLORINA	2025-11-10	3	0.468617	FLORINA
613	2025-11-11	3	1.5	FLORINA	2025-11-11	3	1.25591	FLORINA
613	2025-11-12	3	0.5	FLORINA	2025-11-12	3	1.16035	FLORINA
613	2025-11-13	3	0	FLORINA	2025-11-13	3	0.760709	FLORINA
613	2025-11-14	3	0	FLORINA	2025-11-14	3	0.20134	FLORINA
613	2025-11-15	3	0	FLORINA	2025-11-15	3	0.615357	FLORINA
613	2025-11-16	3	0	FLORINA	2025-11-16	3	0.380509	FLORINA
613	2025-11-17	3	0.5	FLORINA	2025-11-17	3	0.721461	FLORINA
613	2025-11-18	3	4.6	FLORINA	2025-11-18	3	4.44134	FLORINA
613	2025-11-20	3	2.1	FLORINA	2025-11-20	3	0.783883	FLORINA
613	2025-11-21	3	2.1	FLORINA	2025-11-21	3	1.41591	FLORINA
613	2025-11-22	3	7	FLORINA	2025-11-22	3	2.33849	FLORINA
613	2025-11-23	3	5	FLORINA	2025-11-23	3	1.09986	FLORINA
