obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
606	2025-11-03	SERRAI	9	13	2025-11-02	33	70.7148
606	2025-11-04	SERRAI	9	88	2025-11-03	33	100
606	2025-11-05	SERRAI	9	50	2025-11-04	33	100
606	2025-11-06	SERRAI	9	100	2025-11-05	33	100
606	2025-11-07	SERRAI	9	100	2025-11-06	33	80.5977
606	2025-11-10	SERRAI	9	100	2025-11-09	33	100
606	2025-11-11	SERRAI	9	38	2025-11-10	33	77.0684
606	2025-11-12	SERRAI	9	0	2025-11-11	33	0
606	2025-11-13	SERRAI	9	38	2025-11-12	33	0
606	2025-11-14	SERRAI	9	0	2025-11-13	33	0
606	2025-11-17	SERRAI	9	75	2025-11-16	33	99.5371
606	2025-11-18	SERRAI	9	100	2025-11-17	33	100
606	2025-11-20	SERRAI	9	100	2025-11-19	33	99.3027
606	2025-11-24	SERRAI	9	0	2025-11-23	33	0
606	2025-11-25	SERRAI	9	50	2025-11-24	33	76.1758
606	2025-11-26	SERRAI	9	63	2025-11-25	33	100
606	2025-11-27	SERRAI	9	100	2025-11-26	33	99.9883
606	2025-11-28	SERRAI	9	100	2025-11-27	33	100
622	2025-11-02	THESSALONIKI (AIRPORT)	9	88	2025-11-01	33	34.2227
622	2025-11-03	THESSALONIKI (AIRPORT)	9	38	2025-11-02	33	87.7344
622	2025-11-04	THESSALONIKI (AIRPORT)	9	100	2025-11-03	33	100
622	2025-11-05	THESSALONIKI (AIRPORT)	9	100	2025-11-04	33	100
622	2025-11-06	THESSALONIKI (AIRPORT)	9	88	2025-11-05	33	100
622	2025-11-07	THESSALONIKI (AIRPORT)	9	50	2025-11-06	33	44.6934
622	2025-11-08	THESSALONIKI (AIRPORT)	9	88	2025-11-07	33	100
622	2025-11-09	THESSALONIKI (AIRPORT)	9	25	2025-11-08	33	94.2637
622	2025-11-10	THESSALONIKI (AIRPORT)	9	100	2025-11-09	33	100
622	2025-11-11	THESSALONIKI (AIRPORT)	9	38	2025-11-10	33	46.4551
622	2025-11-12	THESSALONIKI (AIRPORT)	9	13	2025-11-11	33	0
622	2025-11-13	THESSALONIKI (AIRPORT)	9	25	2025-11-12	33	0
622	2025-11-14	THESSALONIKI (AIRPORT)	9	0	2025-11-13	33	0
622	2025-11-15	THESSALONIKI (AIRPORT)	9	0	2025-11-14	33	0
622	2025-11-16	THESSALONIKI (AIRPORT)	9	0	2025-11-15	33	0
622	2025-11-17	THESSALONIKI (AIRPORT)	9	75	2025-11-16	33	99.9531
622	2025-11-18	THESSALONIKI (AIRPORT)	9	88	2025-11-17	33	100
622	2025-11-19	THESSALONIKI (AIRPORT)	9	88	2025-11-18	33	100
622	2025-11-20	THESSALONIKI (AIRPORT)	9	88	2025-11-19	33	50.0469
622	2025-11-21	THESSALONIKI (AIRPORT)	9	100	2025-11-20	33	100
622	2025-11-22	THESSALONIKI (AIRPORT)	9	25	2025-11-21	33	30.9746
622	2025-11-23	THESSALONIKI (AIRPORT)	9	13	2025-11-22	33	40.4082
622	2025-11-24	THESSALONIKI (AIRPORT)	9	0	2025-11-23	33	0
622	2025-11-25	THESSALONIKI (AIRPORT)	9	88	2025-11-24	33	81.9883
622	2025-11-26	THESSALONIKI (AIRPORT)	9	63	2025-11-25	33	100
622	2025-11-27	THESSALONIKI (AIRPORT)	9	88	2025-11-26	33	100
622	2025-11-28	THESSALONIKI (AIRPORT)	9	88	2025-11-27	33	100
622	2025-11-29	THESSALONIKI (AIRPORT)	9	38	2025-11-28	33	100
622	2025-11-30	THESSALONIKI (AIRPORT)	9	13	2025-11-29	33	9.82031
624	2025-11-02	CHRYSOPOULI (AIRPORT)	9	25	2025-11-01	33	0
624	2025-11-03	CHRYSOPOULI (AIRPORT)	9	50	2025-11-02	33	75.502
624	2025-11-04	CHRYSOPOULI (AIRPORT)	9	100	2025-11-03	33	100
624	2025-11-05	CHRYSOPOULI (AIRPORT)	9	88	2025-11-04	33	100
624	2025-11-06	CHRYSOPOULI (AIRPORT)	9	100	2025-11-05	33	99.9805
624	2025-11-07	CHRYSOPOULI (AIRPORT)	9	100	2025-11-06	33	91.0742
624	2025-11-08	CHRYSOPOULI (AIRPORT)	9	88	2025-11-07	33	100
624	2025-11-09	CHRYSOPOULI (AIRPORT)	9	88	2025-11-08	33	98.6875
624	2025-11-10	CHRYSOPOULI (AIRPORT)	9	75	2025-11-09	33	100
624	2025-11-11	CHRYSOPOULI (AIRPORT)	9	25	2025-11-10	33	40.9707
624	2025-11-12	CHRYSOPOULI (AIRPORT)	9	63	2025-11-11	33	48.5527
624	2025-11-13	CHRYSOPOULI (AIRPORT)	9	13	2025-11-12	33	1.47656
624	2025-11-14	CHRYSOPOULI (AIRPORT)	9	25	2025-11-13	33	1.50195
624	2025-11-15	CHRYSOPOULI (AIRPORT)	9	25	2025-11-14	33	0
624	2025-11-16	CHRYSOPOULI (AIRPORT)	9	38	2025-11-15	33	8.14844
624	2025-11-17	CHRYSOPOULI (AIRPORT)	9	50	2025-11-16	33	96.834
624	2025-11-18	CHRYSOPOULI (AIRPORT)	9	88	2025-11-17	33	100
624	2025-11-19	CHRYSOPOULI (AIRPORT)	9	88	2025-11-18	33	100
624	2025-11-20	CHRYSOPOULI (AIRPORT)	9	75	2025-11-19	33	100
624	2025-11-21	CHRYSOPOULI (AIRPORT)	9	38	2025-11-20	33	84.834
624	2025-11-22	CHRYSOPOULI (AIRPORT)	9	38	2025-11-21	33	73.4648
624	2025-11-23	CHRYSOPOULI (AIRPORT)	9	75	2025-11-22	33	88.8164
624	2025-11-24	CHRYSOPOULI (AIRPORT)	9	13	2025-11-23	33	0
624	2025-11-25	CHRYSOPOULI (AIRPORT)	9	38	2025-11-24	33	36.3281
624	2025-11-26	CHRYSOPOULI (AIRPORT)	9	63	2025-11-25	33	82.041
624	2025-11-27	CHRYSOPOULI (AIRPORT)	9	88	2025-11-26	33	100
624	2025-11-28	CHRYSOPOULI (AIRPORT)	9	75	2025-11-27	33	100
624	2025-11-29	CHRYSOPOULI (AIRPORT)	9	100	2025-11-28	33	100
624	2025-11-30	CHRYSOPOULI (AIRPORT)	9	38	2025-11-29	33	94.8711
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	9	38	2025-11-01	33	95.9434
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	9	63	2025-11-02	33	61.0664
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-03	33	100
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	9	100	2025-11-04	33	100
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-05	33	99.8652
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-06	33	83.3594
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-07	33	98.3281
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-08	33	100
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-09	33	100
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	9	38	2025-11-10	33	73.5664
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	9	13	2025-11-11	33	0
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	9	0	2025-11-12	33	0
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	9	25	2025-11-13	33	0
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	9	63	2025-11-14	33	49.4746
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-15	33	73.6992
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-16	33	100
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-17	33	99.9668
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-18	33	71.6465
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-19	33	100
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-20	33	38.1445
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	9	38	2025-11-21	33	72.9316
627	2025-11-23	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-22	33	70.2969
627	2025-11-24	ALEXANDROUPOLI (AIRPORT)	9	25	2025-11-23	33	1.91406
627	2025-11-25	ALEXANDROUPOLI (AIRPORT)	9	50	2025-11-24	33	38.3184
