obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
622	2025-11-01	THESSALONIKI (AIRPORT)	15	38	2025-11-01	15	81.4414
622	2025-11-02	THESSALONIKI (AIRPORT)	15	75	2025-11-02	15	71.3379
622	2025-11-03	THESSALONIKI (AIRPORT)	15	88	2025-11-03	15	77.4922
622	2025-11-04	THESSALONIKI (AIRPORT)	15	100	2025-11-04	15	100
622	2025-11-05	THESSALONIKI (AIRPORT)	15	88	2025-11-05	15	85.873
622	2025-11-06	THESSALONIKI (AIRPORT)	15	100	2025-11-06	15	100
622	2025-11-07	THESSALONIKI (AIRPORT)	15	63	2025-11-07	15	42.7109
622	2025-11-08	THESSALONIKI (AIRPORT)	15	88	2025-11-08	15	100
622	2025-11-09	THESSALONIKI (AIRPORT)	15	63	2025-11-09	15	100
622	2025-11-10	THESSALONIKI (AIRPORT)	15	88	2025-11-10	15	100
622	2025-11-11	THESSALONIKI (AIRPORT)	15	25	2025-11-11	15	0
622	2025-11-12	THESSALONIKI (AIRPORT)	15	13	2025-11-12	15	81.4668
622	2025-11-13	THESSALONIKI (AIRPORT)	15	38	2025-11-13	15	100
622	2025-11-14	THESSALONIKI (AIRPORT)	15	13	2025-11-14	15	0
622	2025-11-15	THESSALONIKI (AIRPORT)	15	50	2025-11-15	15	41.666
622	2025-11-16	THESSALONIKI (AIRPORT)	15	13	2025-11-16	15	39.9922
622	2025-11-17	THESSALONIKI (AIRPORT)	15	88	2025-11-17	15	9.25781
622	2025-11-18	THESSALONIKI (AIRPORT)	15	75	2025-11-18	15	100
622	2025-11-19	THESSALONIKI (AIRPORT)	15	100	2025-11-19	15	100
622	2025-11-20	THESSALONIKI (AIRPORT)	15	75	2025-11-20	15	90.6797
622	2025-11-21	THESSALONIKI (AIRPORT)	15	88	2025-11-21	15	100
622	2025-11-22	THESSALONIKI (AIRPORT)	15	63	2025-11-22	15	100
622	2025-11-23	THESSALONIKI (AIRPORT)	15	25	2025-11-23	15	0
622	2025-11-24	THESSALONIKI (AIRPORT)	15	0	2025-11-24	15	0
622	2025-11-25	THESSALONIKI (AIRPORT)	15	88	2025-11-25	15	99.9219
622	2025-11-26	THESSALONIKI (AIRPORT)	15	75	2025-11-26	15	100
622	2025-11-27	THESSALONIKI (AIRPORT)	15	88	2025-11-27	15	100
622	2025-11-28	THESSALONIKI (AIRPORT)	15	88	2025-11-28	15	100
622	2025-11-29	THESSALONIKI (AIRPORT)	15	13	2025-11-29	15	95.7246
622	2025-11-30	THESSALONIKI (AIRPORT)	15	38	2025-11-30	15	11.9414
624	2025-11-01	CHRYSOPOULI (AIRPORT)	15	38	2025-11-01	15	100
624	2025-11-02	CHRYSOPOULI (AIRPORT)	15	63	2025-11-02	15	97.0918
624	2025-11-03	CHRYSOPOULI (AIRPORT)	15	38	2025-11-03	15	58.3887
624	2025-11-04	CHRYSOPOULI (AIRPORT)	15	100	2025-11-04	15	100
624	2025-11-05	CHRYSOPOULI (AIRPORT)	15	88	2025-11-05	15	97.5898
624	2025-11-06	CHRYSOPOULI (AIRPORT)	15	100	2025-11-06	15	100
624	2025-11-07	CHRYSOPOULI (AIRPORT)	15	50	2025-11-07	15	75.8145
624	2025-11-08	CHRYSOPOULI (AIRPORT)	15	88	2025-11-08	15	100
624	2025-11-09	CHRYSOPOULI (AIRPORT)	15	88	2025-11-09	15	100
624	2025-11-10	CHRYSOPOULI (AIRPORT)	15	88	2025-11-10	15	100
624	2025-11-11	CHRYSOPOULI (AIRPORT)	15	88	2025-11-11	15	55.7383
624	2025-11-12	CHRYSOPOULI (AIRPORT)	15	63	2025-11-12	15	100
624	2025-11-13	CHRYSOPOULI (AIRPORT)	15	63	2025-11-13	15	5.20312
624	2025-11-14	CHRYSOPOULI (AIRPORT)	15	25	2025-11-14	15	0
624	2025-11-15	CHRYSOPOULI (AIRPORT)	15	25	2025-11-15	15	22.875
624	2025-11-16	CHRYSOPOULI (AIRPORT)	15	13	2025-11-16	15	0.109375
624	2025-11-17	CHRYSOPOULI (AIRPORT)	15	75	2025-11-17	15	100
624	2025-11-18	CHRYSOPOULI (AIRPORT)	15	88	2025-11-18	15	100
624	2025-11-19	CHRYSOPOULI (AIRPORT)	15	88	2025-11-19	15	100
624	2025-11-20	CHRYSOPOULI (AIRPORT)	15	50	2025-11-20	15	97.6035
624	2025-11-21	CHRYSOPOULI (AIRPORT)	15	63	2025-11-21	15	72.9277
624	2025-11-22	CHRYSOPOULI (AIRPORT)	15	63	2025-11-22	15	35.0293
624	2025-11-23	CHRYSOPOULI (AIRPORT)	15	38	2025-11-23	15	18.9219
624	2025-11-24	CHRYSOPOULI (AIRPORT)	15	13	2025-11-24	15	0
624	2025-11-25	CHRYSOPOULI (AIRPORT)	15	88	2025-11-25	15	100
624	2025-11-26	CHRYSOPOULI (AIRPORT)	15	75	2025-11-26	15	100
624	2025-11-27	CHRYSOPOULI (AIRPORT)	15	88	2025-11-27	15	100
624	2025-11-28	CHRYSOPOULI (AIRPORT)	15	75	2025-11-28	15	100
624	2025-11-29	CHRYSOPOULI (AIRPORT)	15	63	2025-11-29	15	100
624	2025-11-30	CHRYSOPOULI (AIRPORT)	15	25	2025-11-30	15	99.7578
627	2025-11-01	ALEXANDROUPOLI (AIRPORT)	15	50	2025-11-01	15	60.4121
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	15	63	2025-11-02	15	59.7441
