obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
622	2025-09-02	THESSALONIKI (AIRPORT)	3	13	2025-09-01	27	0
622	2025-09-03	THESSALONIKI (AIRPORT)	3	0	2025-09-02	27	0
622	2025-09-04	THESSALONIKI (AIRPORT)	3	13	2025-09-03	27	99.9824
622	2025-09-05	THESSALONIKI (AIRPORT)	3	25	2025-09-04	27	26.8867
622	2025-09-06	THESSALONIKI (AIRPORT)	3	13	2025-09-05	27	0
622	2025-09-07	THESSALONIKI (AIRPORT)	3	13	2025-09-06	27	0.171875
622	2025-09-08	THESSALONIKI (AIRPORT)	3	13	2025-09-07	27	45.916
622	2025-09-09	THESSALONIKI (AIRPORT)	3	13	2025-09-08	27	99.9902
622	2025-09-10	THESSALONIKI (AIRPORT)	3	0	2025-09-09	27	1.2168
622	2025-09-11	THESSALONIKI (AIRPORT)	3	13	2025-09-10	27	3.67773
622	2025-09-12	THESSALONIKI (AIRPORT)	3	25	2025-09-11	27	0.238281
622	2025-09-13	THESSALONIKI (AIRPORT)	3	13	2025-09-12	27	2.42578
622	2025-09-14	THESSALONIKI (AIRPORT)	3	13	2025-09-13	27	9.32031
622	2025-09-15	THESSALONIKI (AIRPORT)	3	63	2025-09-14	27	46.5859
622	2025-09-16	THESSALONIKI (AIRPORT)	3	13	2025-09-15	27	0.878906
622	2025-09-17	THESSALONIKI (AIRPORT)	3	13	2025-09-16	27	0.265625
622	2025-09-18	THESSALONIKI (AIRPORT)	3	13	2025-09-17	27	0
622	2025-09-19	THESSALONIKI (AIRPORT)	3	0	2025-09-18	27	0.0175781
622	2025-09-20	THESSALONIKI (AIRPORT)	3	0	2025-09-19	27	0.00390625
622	2025-09-21	THESSALONIKI (AIRPORT)	3	0	2025-09-20	27	0
622	2025-09-22	THESSALONIKI (AIRPORT)	3	13	2025-09-21	27	0.505859
622	2025-09-23	THESSALONIKI (AIRPORT)	3	25	2025-09-22	27	0.0429688
622	2025-09-24	THESSALONIKI (AIRPORT)	3	0	2025-09-23	27	4.0293
622	2025-09-25	THESSALONIKI (AIRPORT)	3	0	2025-09-24	27	0.222656
622	2025-09-26	THESSALONIKI (AIRPORT)	3	75	2025-09-25	27	29.9316
622	2025-09-27	THESSALONIKI (AIRPORT)	3	75	2025-09-26	27	98.8535
622	2025-09-28	THESSALONIKI (AIRPORT)	3	88	2025-09-27	27	100
622	2025-09-29	THESSALONIKI (AIRPORT)	3	88	2025-09-28	27	99.7168
622	2025-09-30	THESSALONIKI (AIRPORT)	3	38	2025-09-29	27	22.1094
624	2025-09-12	CHRYSOPOULI (AIRPORT)	3	25	2025-09-11	27	13.9824
624	2025-09-26	CHRYSOPOULI (AIRPORT)	3	88	2025-09-25	27	41.7852
624	2025-09-27	CHRYSOPOULI (AIRPORT)	3	13	2025-09-26	27	100
624	2025-09-28	CHRYSOPOULI (AIRPORT)	3	50	2025-09-27	27	100
624	2025-09-29	CHRYSOPOULI (AIRPORT)	3	100	2025-09-28	27	11.0527
624	2025-09-30	CHRYSOPOULI (AIRPORT)	3	75	2025-09-29	27	23.2031
627	2025-09-02	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-01	27	0
627	2025-09-03	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-02	27	0
627	2025-09-04	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-03	27	33.6094
627	2025-09-05	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-04	27	0.503906
627	2025-09-06	ALEXANDROUPOLI (AIRPORT)	3	13	2025-09-05	27	100
627	2025-09-07	ALEXANDROUPOLI (AIRPORT)	3	25	2025-09-06	27	20.4551
627	2025-09-08	ALEXANDROUPOLI (AIRPORT)	3	50	2025-09-07	27	99.9941
627	2025-09-09	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-08	27	46.4902
627	2025-09-10	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-09	27	44.3906
627	2025-09-11	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-10	27	0.162109
627	2025-09-12	ALEXANDROUPOLI (AIRPORT)	3	88	2025-09-11	27	99.9961
627	2025-09-13	ALEXANDROUPOLI (AIRPORT)	3	13	2025-09-12	27	0.830078
627	2025-09-14	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-13	27	0.00585938
627	2025-09-15	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-14	27	99.793
627	2025-09-16	ALEXANDROUPOLI (AIRPORT)	3	13	2025-09-15	27	0
627	2025-09-17	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-16	27	0
627	2025-09-18	ALEXANDROUPOLI (AIRPORT)	3	50	2025-09-17	27	1.05078
627	2025-09-19	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-18	27	0
627	2025-09-20	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-19	27	0.0117188
627	2025-09-21	ALEXANDROUPOLI (AIRPORT)	3	13	2025-09-20	27	0
627	2025-09-22	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-21	27	0.552734
627	2025-09-23	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-22	27	0
627	2025-09-24	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-23	27	0
627	2025-09-25	ALEXANDROUPOLI (AIRPORT)	3	0	2025-09-24	27	0
627	2025-09-26	ALEXANDROUPOLI (AIRPORT)	3	25	2025-09-25	27	60.6992
627	2025-09-27	ALEXANDROUPOLI (AIRPORT)	3	50	2025-09-26	27	99.9941
627	2025-09-28	ALEXANDROUPOLI (AIRPORT)	3	88	2025-09-27	27	100
627	2025-09-29	ALEXANDROUPOLI (AIRPORT)	3	100	2025-09-28	27	99.9609
627	2025-09-30	ALEXANDROUPOLI (AIRPORT)	3	50	2025-09-29	27	23.6055
632	2025-09-02	KOZANI (AIRPORT)	3	0	2025-09-01	27	0
632	2025-09-04	KOZANI (AIRPORT)	3	38	2025-09-03	27	40.4961
632	2025-09-07	KOZANI (AIRPORT)	3	25	2025-09-06	27	0
632	2025-09-09	KOZANI (AIRPORT)	3	13	2025-09-08	27	32.0918
632	2025-09-11	KOZANI (AIRPORT)	3	38	2025-09-10	27	13.8242
632	2025-09-14	KOZANI (AIRPORT)	3	25	2025-09-13	27	0
632	2025-09-16	KOZANI (AIRPORT)	3	0	2025-09-15	27	0
632	2025-09-18	KOZANI (AIRPORT)	3	25	2025-09-17	27	0
632	2025-09-21	KOZANI (AIRPORT)	3	0	2025-09-20	27	0.015625
632	2025-09-23	KOZANI (AIRPORT)	3	0	2025-09-22	27	0
632	2025-09-25	KOZANI (AIRPORT)	3	13	2025-09-24	27	100
632	2025-09-28	KOZANI (AIRPORT)	3	100	2025-09-27	27	100
632	2025-09-30	KOZANI (AIRPORT)	3	38	2025-09-29	27	3.04883
641	2025-09-02	KERKYRA (AIRPORT)	3	13	2025-09-01	27	1.86523
641	2025-09-03	KERKYRA (AIRPORT)	3	25	2025-09-02	27	44.9746
641	2025-09-04	KERKYRA (AIRPORT)	3	0	2025-09-03	27	0.798828
641	2025-09-05	KERKYRA (AIRPORT)	3	0	2025-09-04	27	0
641	2025-09-06	KERKYRA (AIRPORT)	3	25	2025-09-05	27	0.00585938
641	2025-09-07	KERKYRA (AIRPORT)	3	25	2025-09-06	27	0.289062
641	2025-09-08	KERKYRA (AIRPORT)	3	13	2025-09-07	27	70.9141
641	2025-09-09	KERKYRA (AIRPORT)	3	50	2025-09-08	27	21.3594
641	2025-09-10	KERKYRA (AIRPORT)	3	13	2025-09-09	27	19.9531
641	2025-09-11	KERKYRA (AIRPORT)	3	50	2025-09-10	27	77.6641
641	2025-09-12	KERKYRA (AIRPORT)	3	63	2025-09-11	27	0.302734
641	2025-09-13	KERKYRA (AIRPORT)	3	0	2025-09-12	27	0.619141
641	2025-09-14	KERKYRA (AIRPORT)	3	0	2025-09-13	27	0
641	2025-09-15	KERKYRA (AIRPORT)	3	38	2025-09-14	27	26.2695
641	2025-09-16	KERKYRA (AIRPORT)	3	0	2025-09-15	27	0
641	2025-09-17	KERKYRA (AIRPORT)	3	0	2025-09-16	27	5.25586
641	2025-09-18	KERKYRA (AIRPORT)	3	0	2025-09-17	27	0
641	2025-09-19	KERKYRA (AIRPORT)	3	0	2025-09-18	27	0
641	2025-09-20	KERKYRA (AIRPORT)	3	0	2025-09-19	27	0.701172
641	2025-09-21	KERKYRA (AIRPORT)	3	0	2025-09-20	27	0
641	2025-09-22	KERKYRA (AIRPORT)	3	0	2025-09-21	27	0
641	2025-09-23	KERKYRA (AIRPORT)	3	0	2025-09-22	27	0.00390625
641	2025-09-24	KERKYRA (AIRPORT)	3	25	2025-09-23	27	11.4082
641	2025-09-25	KERKYRA (AIRPORT)	3	88	2025-09-24	27	89.4414
641	2025-09-26	KERKYRA (AIRPORT)	3	38	2025-09-25	27	31.4707
641	2025-09-27	KERKYRA (AIRPORT)	3	50	2025-09-26	27	10.166
641	2025-09-28	KERKYRA (AIRPORT)	3	88	2025-09-27	27	99.3555
641	2025-09-29	KERKYRA (AIRPORT)	3	63	2025-09-28	27	89.9961
641	2025-09-30	KERKYRA (AIRPORT)	3	38	2025-09-29	27	7.91602
642	2025-09-23	IOANNINA (AIRPORT)	3	0	2025-09-22	27	60.2793
643	2025-09-02	AKTION (AIRPORT)	3	13	2025-09-01	27	0.212891
643	2025-09-03	AKTION (AIRPORT)	3	0	2025-09-02	27	8.52344
643	2025-09-04	AKTION (AIRPORT)	3	25	2025-09-03	27	1.08008
643	2025-09-05	AKTION (AIRPORT)	3	0	2025-09-04	27	1.74219
643	2025-09-06	AKTION (AIRPORT)	3	25	2025-09-05	27	12.3965
643	2025-09-07	AKTION (AIRPORT)	3	13	2025-09-06	27	24.9512
643	2025-09-08	AKTION (AIRPORT)	3	25	2025-09-07	27	94.0547
643	2025-09-09	AKTION (AIRPORT)	3	25	2025-09-08	27	98.6367
643	2025-09-10	AKTION (AIRPORT)	3	25	2025-09-09	27	0.0273438
643	2025-09-11	AKTION (AIRPORT)	3	0	2025-09-10	27	7.55859
643	2025-09-12	AKTION (AIRPORT)	3	13	2025-09-11	27	0.320312
643	2025-09-13	AKTION (AIRPORT)	3	0	2025-09-12	27	0.318359
643	2025-09-14	AKTION (AIRPORT)	3	25	2025-09-13	27	0
643	2025-09-15	AKTION (AIRPORT)	3	13	2025-09-14	27	1.86133
643	2025-09-16	AKTION (AIRPORT)	3	13	2025-09-15	27	3.26758
643	2025-09-17	AKTION (AIRPORT)	3	38	2025-09-16	27	20.1543
