obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
606	2025-11-03	SERRAI	6	13	2025-11-02	30	77.1934
606	2025-11-04	SERRAI	6	100	2025-11-03	30	99.9785
606	2025-11-05	SERRAI	6	100	2025-11-04	30	100
606	2025-11-06	SERRAI	6	100	2025-11-05	30	94.6289
606	2025-11-07	SERRAI	6	63	2025-11-06	30	77.6328
606	2025-11-10	SERRAI	6	100	2025-11-09	30	96.6465
606	2025-11-11	SERRAI	6	25	2025-11-10	30	78.0586
606	2025-11-12	SERRAI	6	25	2025-11-11	30	3.19531
606	2025-11-13	SERRAI	6	0	2025-11-12	30	1.41602
606	2025-11-14	SERRAI	6	0	2025-11-13	30	0
606	2025-11-17	SERRAI	6	75	2025-11-16	30	100
606	2025-11-18	SERRAI	6	75	2025-11-17	30	100
606	2025-11-20	SERRAI	6	100	2025-11-19	30	100
606	2025-11-24	SERRAI	6	0	2025-11-23	30	0
606	2025-11-25	SERRAI	6	50	2025-11-24	30	9.05078
606	2025-11-26	SERRAI	6	63	2025-11-25	30	75.0918
606	2025-11-27	SERRAI	6	100	2025-11-26	30	97.7578
606	2025-11-28	SERRAI	6	100	2025-11-27	30	99.8906
622	2025-11-02	THESSALONIKI (AIRPORT)	6	38	2025-11-01	30	7.11719
622	2025-11-03	THESSALONIKI (AIRPORT)	6	25	2025-11-02	30	96.8691
622	2025-11-04	THESSALONIKI (AIRPORT)	6	88	2025-11-03	30	99.9082
622	2025-11-05	THESSALONIKI (AIRPORT)	6	100	2025-11-04	30	100
622	2025-11-06	THESSALONIKI (AIRPORT)	6	88	2025-11-05	30	67.3125
622	2025-11-07	THESSALONIKI (AIRPORT)	6	75	2025-11-06	30	85.4746
622	2025-11-08	THESSALONIKI (AIRPORT)	6	88	2025-11-07	30	100
622	2025-11-09	THESSALONIKI (AIRPORT)	6	75	2025-11-08	30	100
622	2025-11-10	THESSALONIKI (AIRPORT)	6	75	2025-11-09	30	97.2715
622	2025-11-11	THESSALONIKI (AIRPORT)	6	88	2025-11-10	30	42.3008
622	2025-11-12	THESSALONIKI (AIRPORT)	6	13	2025-11-11	30	3.61914
622	2025-11-13	THESSALONIKI (AIRPORT)	6	0	2025-11-12	30	15.7871
622	2025-11-14	THESSALONIKI (AIRPORT)	6	13	2025-11-13	30	8.30469
622	2025-11-15	THESSALONIKI (AIRPORT)	6	13	2025-11-14	30	5.56055
622	2025-11-16	THESSALONIKI (AIRPORT)	6	25	2025-11-15	30	37.5645
622	2025-11-17	THESSALONIKI (AIRPORT)	6	88	2025-11-16	30	99.8711
622	2025-11-18	THESSALONIKI (AIRPORT)	6	88	2025-11-17	30	98.252
622	2025-11-19	THESSALONIKI (AIRPORT)	6	88	2025-11-18	30	100
622	2025-11-20	THESSALONIKI (AIRPORT)	6	88	2025-11-19	30	99.9609
622	2025-11-21	THESSALONIKI (AIRPORT)	6	63	2025-11-20	30	84.6641
622	2025-11-22	THESSALONIKI (AIRPORT)	6	25	2025-11-21	30	3.4082
622	2025-11-23	THESSALONIKI (AIRPORT)	6	38	2025-11-22	30	39.6582
622	2025-11-24	THESSALONIKI (AIRPORT)	6	13	2025-11-23	30	0
622	2025-11-25	THESSALONIKI (AIRPORT)	6	63	2025-11-24	30	26.791
622	2025-11-26	THESSALONIKI (AIRPORT)	6	50	2025-11-25	30	83.9688
622	2025-11-27	THESSALONIKI (AIRPORT)	6	100	2025-11-26	30	99.9844
622	2025-11-28	THESSALONIKI (AIRPORT)	6	88	2025-11-27	30	100
622	2025-11-29	THESSALONIKI (AIRPORT)	6	88	2025-11-28	30	86.8223
622	2025-11-30	THESSALONIKI (AIRPORT)	6	25	2025-11-29	30	0
624	2025-11-02	CHRYSOPOULI (AIRPORT)	6	38	2025-11-01	30	11.957
624	2025-11-03	CHRYSOPOULI (AIRPORT)	6	63	2025-11-02	30	15.8262
624	2025-11-04	CHRYSOPOULI (AIRPORT)	6	100	2025-11-03	30	99.957
624	2025-11-05	CHRYSOPOULI (AIRPORT)	6	88	2025-11-04	30	100
624	2025-11-06	CHRYSOPOULI (AIRPORT)	6	100	2025-11-05	30	99.8711
624	2025-11-07	CHRYSOPOULI (AIRPORT)	6	100	2025-11-06	30	100
624	2025-11-08	CHRYSOPOULI (AIRPORT)	6	75	2025-11-07	30	99.5664
624	2025-11-09	CHRYSOPOULI (AIRPORT)	6	75	2025-11-08	30	100
624	2025-11-10	CHRYSOPOULI (AIRPORT)	6	88	2025-11-09	30	99.8086
624	2025-11-11	CHRYSOPOULI (AIRPORT)	6	25	2025-11-10	30	9.56641
624	2025-11-12	CHRYSOPOULI (AIRPORT)	6	63	2025-11-11	30	50.0527
624	2025-11-13	CHRYSOPOULI (AIRPORT)	6	13	2025-11-12	30	44.0645
624	2025-11-14	CHRYSOPOULI (AIRPORT)	6	25	2025-11-13	30	18.0547
624	2025-11-15	CHRYSOPOULI (AIRPORT)	6	25	2025-11-14	30	41.6172
624	2025-11-16	CHRYSOPOULI (AIRPORT)	6	88	2025-11-15	30	95.9844
624	2025-11-17	CHRYSOPOULI (AIRPORT)	6	63	2025-11-16	30	98.2949
624	2025-11-18	CHRYSOPOULI (AIRPORT)	6	100	2025-11-17	30	96.5371
624	2025-11-19	CHRYSOPOULI (AIRPORT)	6	88	2025-11-18	30	99.9668
624	2025-11-20	CHRYSOPOULI (AIRPORT)	6	75	2025-11-19	30	98.9746
624	2025-11-21	CHRYSOPOULI (AIRPORT)	6	75	2025-11-20	30	48.252
624	2025-11-22	CHRYSOPOULI (AIRPORT)	6	25	2025-11-21	30	94.0215
624	2025-11-23	CHRYSOPOULI (AIRPORT)	6	88	2025-11-22	30	100
624	2025-11-24	CHRYSOPOULI (AIRPORT)	6	13	2025-11-23	30	27.6953
624	2025-11-25	CHRYSOPOULI (AIRPORT)	6	25	2025-11-24	30	34.2051
624	2025-11-26	CHRYSOPOULI (AIRPORT)	6	38	2025-11-25	30	73.2949
624	2025-11-27	CHRYSOPOULI (AIRPORT)	6	88	2025-11-26	30	96.1855
624	2025-11-28	CHRYSOPOULI (AIRPORT)	6	88	2025-11-27	30	100
624	2025-11-29	CHRYSOPOULI (AIRPORT)	6	100	2025-11-28	30	100
624	2025-11-30	CHRYSOPOULI (AIRPORT)	6	38	2025-11-29	30	86.6387
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	6	63	2025-11-01	30	98.1719
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	6	63	2025-11-02	30	99.7109
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-03	30	100
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	6	100	2025-11-04	30	100
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	6	100	2025-11-05	30	100
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	6	63	2025-11-06	30	100
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-07	30	100
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-08	30	99.8906
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-09	30	94.3535
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	6	75	2025-11-10	30	19.3125
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	6	25	2025-11-11	30	0
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	6	0	2025-11-12	30	70.8867
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	6	25	2025-11-13	30	64.8887
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	6	75	2025-11-14	30	67.6973
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	6	75	2025-11-15	30	100
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	6	50	2025-11-16	30	43.1816
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	6	100	2025-11-17	30	99.9785
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-18	30	99.1484
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-19	30	69.9473
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	6	75	2025-11-20	30	42.2949
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	6	38	2025-11-21	30	0.269531
627	2025-11-23	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-22	30	100
627	2025-11-24	ALEXANDROUPOLI (AIRPORT)	6	25	2025-11-23	30	11.8555
627	2025-11-25	ALEXANDROUPOLI (AIRPORT)	6	50	2025-11-24	30	100
627	2025-11-26	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-25	30	79.3887
627	2025-11-27	ALEXANDROUPOLI (AIRPORT)	6	75	2025-11-26	30	62.0176
627	2025-11-28	ALEXANDROUPOLI (AIRPORT)	6	100	2025-11-27	30	98.2305
627	2025-11-29	ALEXANDROUPOLI (AIRPORT)	6	100	2025-11-28	30	100
627	2025-11-30	ALEXANDROUPOLI (AIRPORT)	6	88	2025-11-29	30	70.0742
632	2025-11-02	KOZANI (AIRPORT)	6	13	2025-11-01	30	62.6719
632	2025-11-03	KOZANI (AIRPORT)	6	25	2025-11-02	30	95.3281
632	2025-11-04	KOZANI (AIRPORT)	6	88	2025-11-03	30	99.8691
632	2025-11-05	KOZANI (AIRPORT)	6	88	2025-11-04	30	99.9961
632	2025-11-06	KOZANI (AIRPORT)	6	88	2025-11-05	30	40.1641
632	2025-11-07	KOZANI (AIRPORT)	6	75	2025-11-06	30	100
632	2025-11-09	KOZANI (AIRPORT)	6	75	2025-11-08	30	99.7461
632	2025-11-10	KOZANI (AIRPORT)	6	88	2025-11-09	30	99.6895
632	2025-11-11	KOZANI (AIRPORT)	6	38	2025-11-10	30	96.875
632	2025-11-12	KOZANI (AIRPORT)	6	0	2025-11-11	30	3.66602
632	2025-11-13	KOZANI (AIRPORT)	6	0	2025-11-12	30	0
632	2025-11-14	KOZANI (AIRPORT)	6	0	2025-11-13	30	0
632	2025-11-16	KOZANI (AIRPORT)	6	0	2025-11-15	30	0
632	2025-11-17	KOZANI (AIRPORT)	6	63	2025-11-16	30	99.2578
632	2025-11-18	KOZANI (AIRPORT)	6	88	2025-11-17	30	99.7031
632	2025-11-19	KOZANI (AIRPORT)	6	75	2025-11-18	30	99.9629
632	2025-11-20	KOZANI (AIRPORT)	6	100	2025-11-19	30	100
632	2025-11-21	KOZANI (AIRPORT)	6	100	2025-11-20	30	65.1582
632	2025-11-23	KOZANI (AIRPORT)	6	38	2025-11-22	30	40.4746
632	2025-11-24	KOZANI (AIRPORT)	6	13	2025-11-23	30	0.972656
632	2025-11-25	KOZANI (AIRPORT)	6	63	2025-11-24	30	33.8203
632	2025-11-26	KOZANI (AIRPORT)	6	75	2025-11-25	30	99.9062
632	2025-11-27	KOZANI (AIRPORT)	6	100	2025-11-26	30	99.9824
632	2025-11-28	KOZANI (AIRPORT)	6	75	2025-11-27	30	99.9785
632	2025-11-30	KOZANI (AIRPORT)	6	38	2025-11-29	30	3.16797
641	2025-11-02	KERKYRA (AIRPORT)	6	25	2025-11-01	30	1.08984
641	2025-11-03	KERKYRA (AIRPORT)	6	75	2025-11-02	30	99.9551
641	2025-11-04	KERKYRA (AIRPORT)	6	88	2025-11-03	30	100
641	2025-11-05	KERKYRA (AIRPORT)	6	63	2025-11-04	30	1.13867
641	2025-11-06	KERKYRA (AIRPORT)	6	0	2025-11-05	30	0.396484
641	2025-11-07	KERKYRA (AIRPORT)	6	50	2025-11-06	30	31.1895
641	2025-11-08	KERKYRA (AIRPORT)	6	75	2025-11-07	30	81.1484
641	2025-11-09	KERKYRA (AIRPORT)	6	88	2025-11-08	30	92.2734
641	2025-11-10	KERKYRA (AIRPORT)	6	88	2025-11-09	30	100
641	2025-11-11	KERKYRA (AIRPORT)	6	50	2025-11-10	30	14.6211
641	2025-11-12	KERKYRA (AIRPORT)	6	13	2025-11-11	30	6.46094
641	2025-11-13	KERKYRA (AIRPORT)	6	13	2025-11-12	30	1.77539
641	2025-11-14	KERKYRA (AIRPORT)	6	0	2025-11-13	30	4.43945
641	2025-11-15	KERKYRA (AIRPORT)	6	38	2025-11-14	30	3.39062
641	2025-11-16	KERKYRA (AIRPORT)	6	50	2025-11-15	30	13.8887
641	2025-11-17	KERKYRA (AIRPORT)	6	88	2025-11-16	30	96.0625
641	2025-11-18	KERKYRA (AIRPORT)	6	100	2025-11-17	30	99.9629
641	2025-11-19	KERKYRA (AIRPORT)	6	88	2025-11-18	30	99.9844
641	2025-11-20	KERKYRA (AIRPORT)	6	88	2025-11-19	30	60.8711
641	2025-11-21	KERKYRA (AIRPORT)	6	75	2025-11-20	30	54.7461
641	2025-11-22	KERKYRA (AIRPORT)	6	88	2025-11-21	30	35.6113
641	2025-11-23	KERKYRA (AIRPORT)	6	75	2025-11-22	30	33.7012
641	2025-11-24	KERKYRA (AIRPORT)	6	50	2025-11-23	30	4.83398
641	2025-11-25	KERKYRA (AIRPORT)	6	88	2025-11-24	30	99.9844
641	2025-11-26	KERKYRA (AIRPORT)	6	88	2025-11-25	30	99.9961
641	2025-11-27	KERKYRA (AIRPORT)	6	100	2025-11-26	30	97.4941
641	2025-11-28	KERKYRA (AIRPORT)	6	88	2025-11-27	30	99.8848
641	2025-11-29	KERKYRA (AIRPORT)	6	75	2025-11-28	30	98.7148
641	2025-11-30	KERKYRA (AIRPORT)	6	88	2025-11-29	30	62.9512
642	2025-11-04	IOANNINA (AIRPORT)	6	88	2025-11-03	30	98.4219
642	2025-11-06	IOANNINA (AIRPORT)	6	25	2025-11-05	30	76.7676
642	2025-11-07	IOANNINA (AIRPORT)	6	75	2025-11-06	30	84.3047
642	2025-11-08	IOANNINA (AIRPORT)	6	75	2025-11-07	30	99.2715
642	2025-11-09	IOANNINA (AIRPORT)	6	100	2025-11-08	30	78.9492
642	2025-11-10	IOANNINA (AIRPORT)	6	88	2025-11-09	30	99.9766
642	2025-11-17	IOANNINA (AIRPORT)	6	25	2025-11-16	30	95.9355
642	2025-11-18	IOANNINA (AIRPORT)	6	100	2025-11-17	30	99.0332
642	2025-11-19	IOANNINA (AIRPORT)	6	88	2025-11-18	30	100
642	2025-11-20	IOANNINA (AIRPORT)	6	100	2025-11-19	30	67.877
642	2025-11-21	IOANNINA (AIRPORT)	6	88	2025-11-20	30	86.252
642	2025-11-22	IOANNINA (AIRPORT)	6	88	2025-11-21	30	68.1309
642	2025-11-23	IOANNINA (AIRPORT)	6	88	2025-11-22	30	91.3125
642	2025-11-25	IOANNINA (AIRPORT)	6	88	2025-11-24	30	100
642	2025-11-26	IOANNINA (AIRPORT)	6	88	2025-11-25	30	99.9961
642	2025-11-27	IOANNINA (AIRPORT)	6	100	2025-11-26	30	99.5547
642	2025-11-28	IOANNINA (AIRPORT)	6	100	2025-11-27	30	88.5508
642	2025-11-29	IOANNINA (AIRPORT)	6	88	2025-11-28	30	99.7324
642	2025-11-30	IOANNINA (AIRPORT)	6	88	2025-11-29	30	90.9492
643	2025-11-02	AKTION (AIRPORT)	6	25	2025-11-01	30	4.8125
643	2025-11-03	AKTION (AIRPORT)	6	63	2025-11-02	30	98.291
643	2025-11-04	AKTION (AIRPORT)	6	88	2025-11-03	30	100
643	2025-11-05	AKTION (AIRPORT)	6	38	2025-11-04	30	13.9316
643	2025-11-06	AKTION (AIRPORT)	6	0	2025-11-05	30	4.18164
643	2025-11-07	AKTION (AIRPORT)	6	38	2025-11-06	30	49.918
