obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
622	2025-11-01	THESSALONIKI (AIRPORT)	18	25	2025-11-01	18	99.0898
622	2025-11-02	THESSALONIKI (AIRPORT)	18	25	2025-11-02	18	73.041
622	2025-11-03	THESSALONIKI (AIRPORT)	18	88	2025-11-03	18	95.3398
622	2025-11-04	THESSALONIKI (AIRPORT)	18	88	2025-11-04	18	100
622	2025-11-05	THESSALONIKI (AIRPORT)	18	88	2025-11-05	18	87.5801
622	2025-11-06	THESSALONIKI (AIRPORT)	18	100	2025-11-06	18	42.8965
622	2025-11-07	THESSALONIKI (AIRPORT)	18	63	2025-11-07	18	73.7949
622	2025-11-08	THESSALONIKI (AIRPORT)	18	75	2025-11-08	18	98.9102
622	2025-11-09	THESSALONIKI (AIRPORT)	18	50	2025-11-09	18	99.9941
622	2025-11-10	THESSALONIKI (AIRPORT)	18	75	2025-11-10	18	43.5449
622	2025-11-11	THESSALONIKI (AIRPORT)	18	13	2025-11-11	18	2.08789
622	2025-11-12	THESSALONIKI (AIRPORT)	18	13	2025-11-12	18	0
622	2025-11-13	THESSALONIKI (AIRPORT)	18	25	2025-11-13	18	0
622	2025-11-14	THESSALONIKI (AIRPORT)	18	13	2025-11-14	18	0
622	2025-11-15	THESSALONIKI (AIRPORT)	18	25	2025-11-15	18	91.666
622	2025-11-16	THESSALONIKI (AIRPORT)	18	13	2025-11-16	18	56.4785
622	2025-11-17	THESSALONIKI (AIRPORT)	18	75	2025-11-17	18	98.6113
622	2025-11-18	THESSALONIKI (AIRPORT)	18	75	2025-11-18	18	100
622	2025-11-19	THESSALONIKI (AIRPORT)	18	100	2025-11-19	18	99.9961
622	2025-11-20	THESSALONIKI (AIRPORT)	18	75	2025-11-20	18	92.5117
622	2025-11-21	THESSALONIKI (AIRPORT)	18	88	2025-11-21	18	95.7793
622	2025-11-22	THESSALONIKI (AIRPORT)	18	63	2025-11-22	18	37.1738
622	2025-11-23	THESSALONIKI (AIRPORT)	18	13	2025-11-23	18	17.123
622	2025-11-24	THESSALONIKI (AIRPORT)	18	0	2025-11-24	18	57.9141
622	2025-11-25	THESSALONIKI (AIRPORT)	18	63	2025-11-25	18	25.8516
