obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
622	2025-10-01	THESSALONIKI (AIRPORT)	0	63	2025-10-01	0	78.0703
622	2025-10-02	THESSALONIKI (AIRPORT)	0	100	2025-10-02	0	100
622	2025-10-03	THESSALONIKI (AIRPORT)	0	100	2025-10-03	0	100
622	2025-10-04	THESSALONIKI (AIRPORT)	0	75	2025-10-04	0	75.8594
622	2025-10-05	THESSALONIKI (AIRPORT)	0	13	2025-10-05	0	0.132812
622	2025-10-06	THESSALONIKI (AIRPORT)	0	88	2025-10-06	0	100
622	2025-10-07	THESSALONIKI (AIRPORT)	0	88	2025-10-07	0	94.8184
622	2025-10-08	THESSALONIKI (AIRPORT)	0	88	2025-10-08	0	91.5801
622	2025-10-09	THESSALONIKI (AIRPORT)	0	25	2025-10-09	0	0
622	2025-10-10	THESSALONIKI (AIRPORT)	0	25	2025-10-10	0	7.41992
622	2025-10-11	THESSALONIKI (AIRPORT)	0	13	2025-10-11	0	0
622	2025-10-12	THESSALONIKI (AIRPORT)	0	38	2025-10-12	0	0
622	2025-10-13	THESSALONIKI (AIRPORT)	0	25	2025-10-13	0	15.8184
622	2025-10-14	THESSALONIKI (AIRPORT)	0	38	2025-10-14	0	0
622	2025-10-15	THESSALONIKI (AIRPORT)	0	50	2025-10-15	0	37.416
622	2025-10-16	THESSALONIKI (AIRPORT)	0	75	2025-10-16	0	100
622	2025-10-17	THESSALONIKI (AIRPORT)	0	75	2025-10-17	0	100
622	2025-10-18	THESSALONIKI (AIRPORT)	0	100	2025-10-18	0	94.8086
622	2025-10-19	THESSALONIKI (AIRPORT)	0	50	2025-10-19	0	99.498
622	2025-10-20	THESSALONIKI (AIRPORT)	0	50	2025-10-20	0	97.1426
622	2025-10-21	THESSALONIKI (AIRPORT)	0	75	2025-10-21	0	88.8047
622	2025-10-22	THESSALONIKI (AIRPORT)	0	75	2025-10-22	0	95.0879
622	2025-10-23	THESSALONIKI (AIRPORT)	0	38	2025-10-23	0	55.3145
622	2025-10-24	THESSALONIKI (AIRPORT)	0	63	2025-10-24	0	27.6289
622	2025-10-25	THESSALONIKI (AIRPORT)	0	13	2025-10-25	0	0
622	2025-10-26	THESSALONIKI (AIRPORT)	0	25	2025-10-26	0	58.0684
