obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-10-01	SERRAI	3	1018.8	2025-10-01	3	1018.65
606	2025-10-02	SERRAI	3	1014	2025-10-02	3	1014.23
606	2025-10-03	SERRAI	3	1003	2025-10-03	3	1002.31
606	2025-10-04	SERRAI	3	1012.6	2025-10-04	3	1012.04
606	2025-10-05	SERRAI	3	1016.4	2025-10-05	3	1016.42
606	2025-10-06	SERRAI	3	1012	2025-10-06	3	1012.06
606	2025-10-07	SERRAI	3	1009.2	2025-10-07	3	1009.75
606	2025-10-08	SERRAI	3	1007.9	2025-10-08	3	1007.64
606	2025-10-09	SERRAI	3	1014.7	2025-10-09	3	1014.55
606	2025-10-10	SERRAI	3	1022.8	2025-10-10	3	1022.67
606	2025-10-11	SERRAI	3	1021.9	2025-10-11	3	1021.84
606	2025-10-12	SERRAI	3	1024.2	2025-10-12	3	1024.06
606	2025-10-13	SERRAI	3	1020.9	2025-10-13	3	1020.85
606	2025-10-14	SERRAI	3	1020.9	2025-10-14	3	1020.77
606	2025-10-15	SERRAI	3	1021	2025-10-15	3	1021.07
606	2025-10-16	SERRAI	3	1022.6	2025-10-16	3	1022.34
606	2025-10-17	SERRAI	3	1021.8	2025-10-17	3	1021.71
606	2025-10-18	SERRAI	3	1020.3	2025-10-18	3	1020.31
606	2025-10-19	SERRAI	3	1019.5	2025-10-19	3	1019.47
606	2025-10-20	SERRAI	3	1018.9	2025-10-20	3	1019.2
606	2025-10-21	SERRAI	3	1015.6	2025-10-21	3	1015.78
606	2025-10-22	SERRAI	3	1014.3	2025-10-22	3	1014.18
606	2025-10-23	SERRAI	3	1012.8	2025-10-23	3	1013.01
606	2025-10-24	SERRAI	3	1006.5	2025-10-24	3	1006.97
606	2025-10-27	SERRAI	3	1005.5	2025-10-27	3	1005.23
606	2025-10-28	SERRAI	3	1010.9	2025-10-28	3	1010.32
606	2025-10-29	SERRAI	3	1023.2	2025-10-29	3	1022.77
606	2025-10-30	SERRAI	3	1022.5	2025-10-30	3	1022.25
606	2025-10-31	SERRAI	3	1020.6	2025-10-31	3	1020.68
613	2025-10-01	FLORINA	3	1020.5	2025-10-01	3	1019.59
613	2025-10-02	FLORINA	3	1015	2025-10-02	3	1014.67
613	2025-10-03	FLORINA	3	1010.5	2025-10-03	3	1010.24
613	2025-10-04	FLORINA	3	1016.4	2025-10-04	3	1016.5
613	2025-10-05	FLORINA	3	1019.1	2025-10-05	3	1018.42
613	2025-10-06	FLORINA	3	1010.7	2025-10-06	3	1010.36
613	2025-10-07	FLORINA	3	1014.2	2025-10-07	3	1014.51
613	2025-10-08	FLORINA	3	1012.7	2025-10-08	3	1012.01
613	2025-10-09	FLORINA	3	1018.9	2025-10-09	3	1018.39
613	2025-10-10	FLORINA	3	1027.7	2025-10-10	3	1025.67
613	2025-10-11	FLORINA	3	1026	2025-10-11	3	1025.77
613	2025-10-12	FLORINA	3	1026.7	2025-10-12	3	1026.7
613	2025-10-13	FLORINA	3	1025.6	2025-10-13	3	1023.1
613	2025-10-14	FLORINA	3	1023.3	2025-10-14	3	1023.63
613	2025-10-15	FLORINA	3	1024	2025-10-15	3	1022.66
613	2025-10-16	FLORINA	3	1022.4	2025-10-16	3	1022.06
613	2025-10-17	FLORINA	3	1021.9	2025-10-17	3	1021.49
613	2025-10-18	FLORINA	3	1020.2	2025-10-18	3	1020.2
613	2025-10-19	FLORINA	3	1022.2	2025-10-19	3	1021.81
613	2025-10-20	FLORINA	3	1022.2	2025-10-20	3	1020.51
613	2025-10-21	FLORINA	3	1016	2025-10-21	3	1015.07
613	2025-10-22	FLORINA	3	1013.1	2025-10-22	3	1012.92
613	2025-10-23	FLORINA	3	1014.8	2025-10-23	3	1013.39
613	2025-10-24	FLORINA	3	1004.5	2025-10-24	3	1005.06
613	2025-10-25	FLORINA	3	1017.1	2025-10-25	3	1014.61
613	2025-10-26	FLORINA	3	1011.8	2025-10-26	3	1012.03
613	2025-10-27	FLORINA	3	1005	2025-10-27	3	1004.42
613	2025-10-28	FLORINA	3	1014.2	2025-10-28	3	1012.81
613	2025-10-29	FLORINA	3	1026.8	2025-10-29	3	1024.19
613	2025-10-30	FLORINA	3	1025.5	2025-10-30	3	1023.22
613	2025-10-31	FLORINA	3	1023.9	2025-10-31	3	1022.13
622	2025-10-01	THESSALONIKI (AIRPORT)	3	1018	2025-10-01	3	1018.1
622	2025-10-02	THESSALONIKI (AIRPORT)	3	1012.8	2025-10-02	3	1012.94
622	2025-10-03	THESSALONIKI (AIRPORT)	3	1004.5	2025-10-03	3	1004.99
622	2025-10-04	THESSALONIKI (AIRPORT)	3	1013.3	2025-10-04	3	1013.32
622	2025-10-05	THESSALONIKI (AIRPORT)	3	1015.9	2025-10-05	3	1016.01
622	2025-10-06	THESSALONIKI (AIRPORT)	3	1010.4	2025-10-06	3	1010.84
622	2025-10-07	THESSALONIKI (AIRPORT)	3	1010.2	2025-10-07	3	1010.01
622	2025-10-08	THESSALONIKI (AIRPORT)	3	1008.6	2025-10-08	3	1008.2
622	2025-10-09	THESSALONIKI (AIRPORT)	3	1015.5	2025-10-09	3	1015.37
622	2025-10-10	THESSALONIKI (AIRPORT)	3	1022.5	2025-10-10	3	1022.62
622	2025-10-11	THESSALONIKI (AIRPORT)	3	1022.5	2025-10-11	3	1022.63
622	2025-10-12	THESSALONIKI (AIRPORT)	3	1024.6	2025-10-12	3	1024.45
622	2025-10-13	THESSALONIKI (AIRPORT)	3	1021	2025-10-13	3	1020.58
622	2025-10-14	THESSALONIKI (AIRPORT)	3	1021	2025-10-14	3	1020.6
622	2025-10-15	THESSALONIKI (AIRPORT)	3	1020.5	2025-10-15	3	1020.48
622	2025-10-16	THESSALONIKI (AIRPORT)	3	1021.6	2025-10-16	3	1021.77
622	2025-10-17	THESSALONIKI (AIRPORT)	3	1020.7	2025-10-17	3	1021.27
622	2025-10-18	THESSALONIKI (AIRPORT)	3	1019.8	2025-10-18	3	1019.92
622	2025-10-19	THESSALONIKI (AIRPORT)	3	1019.7	2025-10-19	3	1019.85
622	2025-10-20	THESSALONIKI (AIRPORT)	3	1018.2	2025-10-20	3	1018.66
622	2025-10-21	THESSALONIKI (AIRPORT)	3	1015	2025-10-21	3	1015.03
622	2025-10-22	THESSALONIKI (AIRPORT)	3	1013.3	2025-10-22	3	1013.42
622	2025-10-23	THESSALONIKI (AIRPORT)	3	1012.6	2025-10-23	3	1012.61
622	2025-10-24	THESSALONIKI (AIRPORT)	3	1005.5	2025-10-24	3	1006.03
622	2025-10-25	THESSALONIKI (AIRPORT)	3	1011.9	2025-10-25	3	1011.89
622	2025-10-26	THESSALONIKI (AIRPORT)	3	1011.6	2025-10-26	3	1011.93
622	2025-10-27	THESSALONIKI (AIRPORT)	3	1003.8	2025-10-27	3	1004.53
622	2025-10-28	THESSALONIKI (AIRPORT)	3	1010.1	2025-10-28	3	1010.19
622	2025-10-29	THESSALONIKI (AIRPORT)	3	1022.4	2025-10-29	3	1022.39
622	2025-10-30	THESSALONIKI (AIRPORT)	3	1021.7	2025-10-30	3	1021.74
622	2025-10-31	THESSALONIKI (AIRPORT)	3	1020.4	2025-10-31	3	1020.41
624	2025-10-01	CHRYSOPOULI (AIRPORT)	3	1017.9	2025-10-01	3	1018.21
624	2025-10-02	CHRYSOPOULI (AIRPORT)	3	1013.8	2025-10-02	3	1013.82
624	2025-10-03	CHRYSOPOULI (AIRPORT)	3	1001.4	2025-10-03	3	1001.23
627	2025-10-01	ALEXANDROUPOLI (AIRPORT)	3	1017.8	2025-10-01	3	1018.75
627	2025-10-02	ALEXANDROUPOLI (AIRPORT)	3	1013.8	2025-10-02	3	1014.36
627	2025-10-03	ALEXANDROUPOLI (AIRPORT)	3	1003.3	2025-10-03	3	1003.52
627	2025-10-04	ALEXANDROUPOLI (AIRPORT)	3	1010.3	2025-10-04	3	1010.78
627	2025-10-05	ALEXANDROUPOLI (AIRPORT)	3	1014.7	2025-10-05	3	1015.21
627	2025-10-06	ALEXANDROUPOLI (AIRPORT)	3	1010.9	2025-10-06	3	1011.63
627	2025-10-07	ALEXANDROUPOLI (AIRPORT)	3	1006	2025-10-07	3	1006.74
627	2025-10-08	ALEXANDROUPOLI (AIRPORT)	3	1006.5	2025-10-08	3	1006.9
627	2025-10-09	ALEXANDROUPOLI (AIRPORT)	3	1012.9	2025-10-09	3	1013.59
627	2025-10-10	ALEXANDROUPOLI (AIRPORT)	3	1021.6	2025-10-10	3	1022.35
627	2025-10-11	ALEXANDROUPOLI (AIRPORT)	3	1020.6	2025-10-11	3	1021.26
627	2025-10-12	ALEXANDROUPOLI (AIRPORT)	3	1023.3	2025-10-12	3	1023.31
627	2025-10-13	ALEXANDROUPOLI (AIRPORT)	3	1019.6	2025-10-13	3	1020.11
627	2025-10-14	ALEXANDROUPOLI (AIRPORT)	3	1019.1	2025-10-14	3	1019.73
627	2025-10-15	ALEXANDROUPOLI (AIRPORT)	3	1020	2025-10-15	3	1020.64
627	2025-10-16	ALEXANDROUPOLI (AIRPORT)	3	1021.3	2025-10-16	3	1022.2
627	2025-10-17	ALEXANDROUPOLI (AIRPORT)	3	1020.9	2025-10-17	3	1021.58
