obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-10-01	SERRAI	12	1018.8	2025-10-01	12	1018.2
606	2025-10-02	SERRAI	12	1010.7	2025-10-02	12	1010.17
606	2025-10-03	SERRAI	12	1006.3	2025-10-03	12	1005.6
606	2025-10-04	SERRAI	12	1014.7	2025-10-04	12	1014.78
606	2025-10-05	SERRAI	12	1014.9	2025-10-05	12	1014.88
606	2025-10-06	SERRAI	12	1010.8	2025-10-06	12	1009.69
606	2025-10-07	SERRAI	12	1009.3	2025-10-07	12	1008.48
606	2025-10-08	SERRAI	12	1008.8	2025-10-08	12	1008.3
606	2025-10-09	SERRAI	12	1016.1	2025-10-09	12	1015.99
606	2025-10-10	SERRAI	12	1022.6	2025-10-10	12	1023.05
606	2025-10-11	SERRAI	12	1020.7	2025-10-11	12	1019.9
606	2025-10-12	SERRAI	12	1022.4	2025-10-12	12	1022.51
606	2025-10-13	SERRAI	12	1019.6	2025-10-13	12	1019.36
606	2025-10-14	SERRAI	12	1019.2	2025-10-14	12	1019.39
606	2025-10-15	SERRAI	12	1020.8	2025-10-15	12	1020.41
606	2025-10-16	SERRAI	12	1021.8	2025-10-16	12	1022
606	2025-10-17	SERRAI	12	1021	2025-10-17	12	1020.37
606	2025-10-18	SERRAI	12	1019.5	2025-10-18	12	1018.38
606	2025-10-19	SERRAI	12	1018.7	2025-10-19	12	1019.13
606	2025-10-20	SERRAI	12	1016.6	2025-10-20	12	1016.72
606	2025-10-21	SERRAI	12	1015	2025-10-21	12	1014.88
606	2025-10-22	SERRAI	12	1013.2	2025-10-22	12	1012.56
606	2025-10-23	SERRAI	12	1010.3	2025-10-23	12	1010.42
606	2025-10-24	SERRAI	12	1005.5	2025-10-24	12	1004.94
606	2025-10-26	SERRAI	12	1008.9	2025-10-26	12	1008.56
606	2025-10-27	SERRAI	12	1006	2025-10-27	12	1005.85
606	2025-10-28	SERRAI	12	1013.7	2025-10-28	12	1012.89
606	2025-10-29	SERRAI	12	1022.8	2025-10-29	12	1022.81
606	2025-10-30	SERRAI	12	1019.6	2025-10-30	12	1019.74
606	2025-10-31	SERRAI	12	1020.2	2025-10-31	12	1019.8
613	2025-10-01	FLORINA	12	1016.2	2025-10-01	12	1017.11
613	2025-10-02	FLORINA	12	1013.8	2025-10-02	12	1012.45
613	2025-10-03	FLORINA	12	1010.1	2025-10-03	12	1009.93
613	2025-10-04	FLORINA	12	1015.8	2025-10-04	12	1015.96
613	2025-10-05	FLORINA	12	1013.4	2025-10-05	12	1013.82
613	2025-10-06	FLORINA	12	1012.3	2025-10-06	12	1011.47
613	2025-10-07	FLORINA	12	1012.5	2025-10-07	12	1010.84
613	2025-10-08	FLORINA	12	1013.3	2025-10-08	12	1012.64
613	2025-10-09	FLORINA	12	1018.3	2025-10-09	12	1018.22
613	2025-10-10	FLORINA	12	1024	2025-10-10	12	1024.24
613	2025-10-12	FLORINA	12	1024.7	2025-10-12	12	1023.81
613	2025-10-13	FLORINA	12	1022.1	2025-10-13	12	1020.15
613	2025-10-14	FLORINA	12	1020	2025-10-14	12	1020
613	2025-10-15	FLORINA	12	1020	2025-10-15	12	1020.39
613	2025-10-16	FLORINA	12	1022.4	2025-10-16	12	1021.14
613	2025-10-17	FLORINA	12	1020.6	2025-10-17	12	1019.72
613	2025-10-18	FLORINA	12	1016.8	2025-10-18	12	1017.8
613	2025-10-19	FLORINA	12	1021.6	2025-10-19	12	1020.14
613	2025-10-20	FLORINA	12	1014.2	2025-10-20	12	1014.93
613	2025-10-21	FLORINA	12	1011.4	2025-10-21	12	1012.57
613	2025-10-22	FLORINA	12	1010.7	2025-10-22	12	1010.53
613	2025-10-23	FLORINA	12	1009	2025-10-23	12	1009.38
613	2025-10-24	FLORINA	12	1005.3	2025-10-24	12	1006.55
613	2025-10-25	FLORINA	12	1011.9	2025-10-25	12	1012.56
613	2025-10-26	FLORINA	12	1005.1	2025-10-26	12	1007.21
613	2025-10-27	FLORINA	12	1006.9	2025-10-27	12	1006.71
613	2025-10-28	FLORINA	12	1015.7	2025-10-28	12	1016.42
613	2025-10-29	FLORINA	12	1021.6	2025-10-29	12	1021.68
613	2025-10-30	FLORINA	12	1018.5	2025-10-30	12	1018.92
613	2025-10-31	FLORINA	12	1019.4	2025-10-31	12	1019.63
622	2025-10-01	THESSALONIKI (AIRPORT)	12	1018.8	2025-10-01	12	1017.67
622	2025-10-02	THESSALONIKI (AIRPORT)	12	1009.5	2025-10-02	12	1008.95
622	2025-10-03	THESSALONIKI (AIRPORT)	12	1007.2	2025-10-03	12	1006.4
622	2025-10-04	THESSALONIKI (AIRPORT)	12	1015.7	2025-10-04	12	1015.57
622	2025-10-05	THESSALONIKI (AIRPORT)	12	1015.6	2025-10-05	12	1015.14
622	2025-10-06	THESSALONIKI (AIRPORT)	12	1009.7	2025-10-06	12	1008.84
622	2025-10-07	THESSALONIKI (AIRPORT)	12	1009.4	2025-10-07	12	1008.61
622	2025-10-08	THESSALONIKI (AIRPORT)	12	1009.5	2025-10-08	12	1009.29
622	2025-10-09	THESSALONIKI (AIRPORT)	12	1016.9	2025-10-09	12	1017.14
622	2025-10-10	THESSALONIKI (AIRPORT)	12	1023.2	2025-10-10	12	1023.08
622	2025-10-11	THESSALONIKI (AIRPORT)	12	1021.6	2025-10-11	12	1021.08
622	2025-10-12	THESSALONIKI (AIRPORT)	12	1023.3	2025-10-12	12	1022.79
622	2025-10-13	THESSALONIKI (AIRPORT)	12	1020	2025-10-13	12	1019.42
622	2025-10-14	THESSALONIKI (AIRPORT)	12	1019.7	2025-10-14	12	1019.55
622	2025-10-15	THESSALONIKI (AIRPORT)	12	1020.4	2025-10-15	12	1020.47
622	2025-10-16	THESSALONIKI (AIRPORT)	12	1022.4	2025-10-16	12	1021.9
622	2025-10-17	THESSALONIKI (AIRPORT)	12	1020.3	2025-10-17	12	1019.36
622	2025-10-18	THESSALONIKI (AIRPORT)	12	1019.5	2025-10-18	12	1018.49
622	2025-10-19	THESSALONIKI (AIRPORT)	12	1019.6	2025-10-19	12	1019.16
622	2025-10-20	THESSALONIKI (AIRPORT)	12	1016.9	2025-10-20	12	1016.58
622	2025-10-21	THESSALONIKI (AIRPORT)	12	1014.4	2025-10-21	12	1014.13
622	2025-10-22	THESSALONIKI (AIRPORT)	12	1012.5	2025-10-22	12	1011.96
622	2025-10-23	THESSALONIKI (AIRPORT)	12	1010.6	2025-10-23	12	1010.47
622	2025-10-24	THESSALONIKI (AIRPORT)	12	1005.3	2025-10-24	12	1005.09
622	2025-10-25	THESSALONIKI (AIRPORT)	12	1013.1	2025-10-25	12	1013.04
622	2025-10-26	THESSALONIKI (AIRPORT)	12	1008.1	2025-10-26	12	1008.31
622	2025-10-27	THESSALONIKI (AIRPORT)	12	1006.3	2025-10-27	12	1005.63
622	2025-10-28	THESSALONIKI (AIRPORT)	12	1013.9	2025-10-28	12	1013.5
622	2025-10-29	THESSALONIKI (AIRPORT)	12	1022.8	2025-10-29	12	1022.75
622	2025-10-30	THESSALONIKI (AIRPORT)	12	1020	2025-10-30	12	1019.85
622	2025-10-31	THESSALONIKI (AIRPORT)	12	1020.3	2025-10-31	12	1019.72
624	2025-10-01	CHRYSOPOULI (AIRPORT)	12	1017.9	2025-10-01	12	1018.19
624	2025-10-02	CHRYSOPOULI (AIRPORT)	12	1010.3	2025-10-02	12	1010.28
624	2025-10-03	CHRYSOPOULI (AIRPORT)	12	1005.4	2025-10-03	12	1004.8
624	2025-10-04	CHRYSOPOULI (AIRPORT)	12	1014.7	2025-10-04	12	1014.57
624	2025-10-05	CHRYSOPOULI (AIRPORT)	12	1015.1	2025-10-05	12	1014.89
624	2025-10-06	CHRYSOPOULI (AIRPORT)	12	1009.5	2025-10-06	12	1009.33
624	2025-10-07	CHRYSOPOULI (AIRPORT)	12	1008	2025-10-07	12	1007.23
624	2025-10-08	CHRYSOPOULI (AIRPORT)	12	1007.6	2025-10-08	12	1007.76
624	2025-10-09	CHRYSOPOULI (AIRPORT)	12	1015.4	2025-10-09	12	1015.8
624	2025-10-10	CHRYSOPOULI (AIRPORT)	12	1022.9	2025-10-10	12	1022.83
624	2025-10-11	CHRYSOPOULI (AIRPORT)	12	1019.9	2025-10-11	12	1019.86
624	2025-10-12	CHRYSOPOULI (AIRPORT)	12	1022.4	2025-10-12	12	1022.33
624	2025-10-13	CHRYSOPOULI (AIRPORT)	12	1019.3	2025-10-13	12	1019.27
624	2025-10-14	CHRYSOPOULI (AIRPORT)	12	1019.3	2025-10-14	12	1019.31
624	2025-10-15	CHRYSOPOULI (AIRPORT)	12	1020.7	2025-10-15	12	1020.8
624	2025-10-16	CHRYSOPOULI (AIRPORT)	12	1021.5	2025-10-16	12	1021.76
624	2025-10-17	CHRYSOPOULI (AIRPORT)	12	1020.3	2025-10-17	12	1020.15
624	2025-10-18	CHRYSOPOULI (AIRPORT)	12	1018.7	2025-10-18	12	1018.25
624	2025-10-19	CHRYSOPOULI (AIRPORT)	12	1019.5	2025-10-19	12	1019.56
624	2025-10-20	CHRYSOPOULI (AIRPORT)	12	1016.9	2025-10-20	12	1016.99
624	2025-10-21	CHRYSOPOULI (AIRPORT)	12	1015.1	2025-10-21	12	1014.84
624	2025-10-22	CHRYSOPOULI (AIRPORT)	12	1013.1	2025-10-22	12	1012.88
624	2025-10-23	CHRYSOPOULI (AIRPORT)	12	1010.2	2025-10-23	12	1010.74
624	2025-10-24	CHRYSOPOULI (AIRPORT)	12	1005.3	2025-10-24	12	1004.79
624	2025-10-25	CHRYSOPOULI (AIRPORT)	12	1012.5	2025-10-25	12	1013.05
624	2025-10-26	CHRYSOPOULI (AIRPORT)	12	1008.9	2025-10-26	12	1008.8
