obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-11-02	SERRAI	9	1023.3	2025-11-01	33	1023.18
606	2025-11-03	SERRAI	9	1019.9	2025-11-02	33	1019.87
606	2025-11-04	SERRAI	9	1020.4	2025-11-03	33	1021.41
606	2025-11-05	SERRAI	9	1024	2025-11-04	33	1023.71
606	2025-11-06	SERRAI	9	1019.4	2025-11-05	33	1019.05
606	2025-11-07	SERRAI	9	1017.4	2025-11-06	33	1017.06
606	2025-11-08	SERRAI	9	1015.9	2025-11-07	33	1016.67
606	2025-11-09	SERRAI	9	1019.4	2025-11-08	33	1019.09
606	2025-11-10	SERRAI	9	1015.6	2025-11-09	33	1015.1
606	2025-11-11	SERRAI	9	1013.2	2025-11-10	33	1012.73
606	2025-11-12	SERRAI	9	1023	2025-11-11	33	1022.81
606	2025-11-13	SERRAI	9	1025.3	2025-11-12	33	1025.08
606	2025-11-14	SERRAI	9	1022.9	2025-11-13	33	1023.45
606	2025-11-15	SERRAI	9	1020.2	2025-11-14	33	1020.73
606	2025-11-16	SERRAI	9	1019.8	2025-11-15	33	1020.05
606	2025-11-17	SERRAI	9	1020.6	2025-11-16	33	1020.42
606	2025-11-18	SERRAI	9	1018.5	2025-11-17	33	1018.2
606	2025-11-19	SERRAI	9	1016.9	2025-11-18	33	1015.83
606	2025-11-20	SERRAI	9	1016.2	2025-11-19	33	1015.19
606	2025-11-24	SERRAI	9	1018.3	2025-11-23	33	1019.09
606	2025-11-25	SERRAI	9	1017.1	2025-11-24	33	1018.15
606	2025-11-26	SERRAI	9	1011.1	2025-11-25	33	1011.88
606	2025-11-27	SERRAI	9	1011.1	2025-11-26	33	1011.11
606	2025-11-28	SERRAI	9	1014.6	2025-11-27	33	1014.54
613	2025-11-02	FLORINA	9	1023.3	2025-11-01	33	1022.59
613	2025-11-03	FLORINA	9	1018.4	2025-11-02	33	1018.9
613	2025-11-04	FLORINA	9	1024.2	2025-11-03	33	1023.06
613	2025-11-05	FLORINA	9	1027.3	2025-11-04	33	1025.95
613	2025-11-06	FLORINA	9	1019.5	2025-11-05	33	1019.07
613	2025-11-07	FLORINA	9	1015.9	2025-11-06	33	1015.13
613	2025-11-08	FLORINA	9	1015	2025-11-07	33	1014.44
613	2025-11-09	FLORINA	9	1018.6	2025-11-08	33	1017.66
613	2025-11-10	FLORINA	9	1014.1	2025-11-09	33	1013.37
613	2025-11-11	FLORINA	9	1016.2	2025-11-10	33	1015.88
613	2025-11-12	FLORINA	9	1024.3	2025-11-11	33	1024.28
613	2025-11-13	FLORINA	9	1026.1	2025-11-12	33	1026.16
613	2025-11-14	FLORINA	9	1024.1	2025-11-13	33	1024.43
613	2025-11-15	FLORINA	9	1021.5	2025-11-14	33	1021.8
613	2025-11-16	FLORINA	9	1020.5	2025-11-15	33	1020.76
613	2025-11-17	FLORINA	9	1016.3	2025-11-16	33	1017.02
613	2025-11-18	FLORINA	9	1014.3	2025-11-17	33	1015.67
613	2025-11-19	FLORINA	9	1017.3	2025-11-18	33	1014.08
613	2025-11-20	FLORINA	9	1013.8	2025-11-19	33	1013.15
613	2025-11-21	FLORINA	9	1013.2	2025-11-20	33	1011.69
613	2025-11-22	FLORINA	9	1013.4	2025-11-21	33	1013.11
613	2025-11-23	FLORINA	9	1015.1	2025-11-22	33	1014.7
613	2025-11-24	FLORINA	9	1020.7	2025-11-23	33	1020.79
613	2025-11-25	FLORINA	9	1015	2025-11-24	33	1015.26
613	2025-11-26	FLORINA	9	1009.5	2025-11-25	33	1009.3
613	2025-11-27	FLORINA	9	1012.7	2025-11-26	33	1010.33
613	2025-11-28	FLORINA	9	1016.8	2025-11-27	33	1015.09
613	2025-11-29	FLORINA	9	1013.4	2025-11-28	33	1012.77
613	2025-11-30	FLORINA	9	1016.2	2025-11-29	33	1016.82
622	2025-11-02	THESSALONIKI (AIRPORT)	9	1023.1	2025-11-01	33	1022.78
622	2025-11-03	THESSALONIKI (AIRPORT)	9	1019.9	2025-11-02	33	1019.39
622	2025-11-04	THESSALONIKI (AIRPORT)	9	1019.9	2025-11-03	33	1020.7
622	2025-11-05	THESSALONIKI (AIRPORT)	9	1023.7	2025-11-04	33	1023.26
622	2025-11-06	THESSALONIKI (AIRPORT)	9	1018.9	2025-11-05	33	1018.62
622	2025-11-07	THESSALONIKI (AIRPORT)	9	1016.7	2025-11-06	33	1016.6
622	2025-11-08	THESSALONIKI (AIRPORT)	9	1014.5	2025-11-07	33	1015.47
622	2025-11-09	THESSALONIKI (AIRPORT)	9	1018.8	2025-11-08	33	1018.41
622	2025-11-10	THESSALONIKI (AIRPORT)	9	1014.5	2025-11-09	33	1014.31
622	2025-11-11	THESSALONIKI (AIRPORT)	9	1014.6	2025-11-10	33	1013.95
622	2025-11-12	THESSALONIKI (AIRPORT)	9	1022.7	2025-11-11	33	1022.51
622	2025-11-13	THESSALONIKI (AIRPORT)	9	1024.9	2025-11-12	33	1024.69
622	2025-11-14	THESSALONIKI (AIRPORT)	9	1022.8	2025-11-13	33	1022.99
622	2025-11-15	THESSALONIKI (AIRPORT)	9	1019.9	2025-11-14	33	1020.52
622	2025-11-16	THESSALONIKI (AIRPORT)	9	1019.5	2025-11-15	33	1019.62
622	2025-11-17	THESSALONIKI (AIRPORT)	9	1019.8	2025-11-16	33	1019.29
622	2025-11-18	THESSALONIKI (AIRPORT)	9	1017.4	2025-11-17	33	1017.12
622	2025-11-19	THESSALONIKI (AIRPORT)	9	1016.4	2025-11-18	33	1014.81
622	2025-11-20	THESSALONIKI (AIRPORT)	9	1015.8	2025-11-19	33	1014.23
622	2025-11-21	THESSALONIKI (AIRPORT)	9	1015.4	2025-11-20	33	1013.18
622	2025-11-22	THESSALONIKI (AIRPORT)	9	1014.7	2025-11-21	33	1013.79
622	2025-11-23	THESSALONIKI (AIRPORT)	9	1014.1	2025-11-22	33	1014.83
622	2025-11-24	THESSALONIKI (AIRPORT)	9	1020.1	2025-11-23	33	1019.58
622	2025-11-25	THESSALONIKI (AIRPORT)	9	1016.7	2025-11-24	33	1016.92
622	2025-11-26	THESSALONIKI (AIRPORT)	9	1010.6	2025-11-25	33	1010.81
622	2025-11-27	THESSALONIKI (AIRPORT)	9	1011.5	2025-11-26	33	1010.73
622	2025-11-28	THESSALONIKI (AIRPORT)	9	1014	2025-11-27	33	1013.49
622	2025-11-29	THESSALONIKI (AIRPORT)	9	1010.2	2025-11-28	33	1010.33
622	2025-11-30	THESSALONIKI (AIRPORT)	9	1014.4	2025-11-29	33	1014.56
624	2025-11-02	CHRYSOPOULI (AIRPORT)	9	1022.5	2025-11-01	33	1022.76
624	2025-11-03	CHRYSOPOULI (AIRPORT)	9	1019.3	2025-11-02	33	1019.56
624	2025-11-04	CHRYSOPOULI (AIRPORT)	9	1019.6	2025-11-03	33	1020.76
624	2025-11-05	CHRYSOPOULI (AIRPORT)	9	1023	2025-11-04	33	1022.97
624	2025-11-06	CHRYSOPOULI (AIRPORT)	9	1019.1	2025-11-05	33	1018.96
