obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-11-01	SERRAI	15	1021.9	2025-11-01	15	1022.58
606	2025-11-02	SERRAI	15	1019.8	2025-11-02	15	1020.33
606	2025-11-03	SERRAI	15	1017.9	2025-11-03	15	1018.28
606	2025-11-04	SERRAI	15	1020.6	2025-11-04	15	1020.88
606	2025-11-05	SERRAI	15	1021.7	2025-11-05	15	1021.3
606	2025-11-06	SERRAI	15	1016.9	2025-11-06	15	1016.77
606	2025-11-07	SERRAI	15	1015.9	2025-11-07	15	1015.91
606	2025-11-08	SERRAI	15	1015.5	2025-11-08	15	1015.59
606	2025-11-09	SERRAI	15	1017.7	2025-11-09	15	1018.17
606	2025-11-10	SERRAI	15	1012.5	2025-11-10	15	1012.14
606	2025-11-11	SERRAI	15	1014	2025-11-11	15	1014.21
606	2025-11-12	SERRAI	15	1021.3	2025-11-12	15	1021.69
606	2025-11-13	SERRAI	15	1022	2025-11-13	15	1022.72
606	2025-11-14	SERRAI	15	1019.5	2025-11-14	15	1020.52
606	2025-11-15	SERRAI	15	1017.1	2025-11-15	15	1018.04
606	2025-11-16	SERRAI	15	1018.3	2025-11-16	15	1018.61
606	2025-11-17	SERRAI	15	1017	2025-11-17	15	1017.2
606	2025-11-18	SERRAI	15	1016.3	2025-11-18	15	1016.02
606	2025-11-19	SERRAI	15	1015.5	2025-11-19	15	1014.67
606	2025-11-20	SERRAI	15	1014.5	2025-11-20	15	1014.26
613	2025-11-01	FLORINA	15	1021.6	2025-11-01	15	1022.69
613	2025-11-02	FLORINA	15	1019	2025-11-02	15	1019.65
613	2025-11-03	FLORINA	15	1016.6	2025-11-03	15	1017.29
613	2025-11-04	FLORINA	15	1024.4	2025-11-04	15	1023.3
613	2025-11-05	FLORINA	15	1023.7	2025-11-05	15	1023.15
613	2025-11-06	FLORINA	15	1016.7	2025-11-06	15	1016.04
613	2025-11-07	FLORINA	15	1014.6	2025-11-07	15	1014.12
613	2025-11-08	FLORINA	15	1014.5	2025-11-08	15	1013.72
613	2025-11-09	FLORINA	15	1016.6	2025-11-09	15	1016.61
613	2025-11-10	FLORINA	15	1012.7	2025-11-10	15	1010.74
613	2025-11-11	FLORINA	15	1017.3	2025-11-11	15	1016.91
613	2025-11-12	FLORINA	15	1023.2	2025-11-12	15	1022.53
613	2025-11-13	FLORINA	15	1023.1	2025-11-13	15	1023.33
613	2025-11-14	FLORINA	15	1020.5	2025-11-14	15	1020.7
613	2025-11-15	FLORINA	15	1018.3	2025-11-15	15	1018.19
613	2025-11-16	FLORINA	15	1018.3	2025-11-16	15	1018.1
613	2025-11-17	FLORINA	15	1014.7	2025-11-17	15	1014.38
613	2025-11-18	FLORINA	15	1014.4	2025-11-18	15	1014.33
613	2025-11-19	FLORINA	15	1014.9	2025-11-19	15	1012.77
613	2025-11-20	FLORINA	15	1013	2025-11-20	15	1012.14
613	2025-11-21	FLORINA	15	1012.8	2025-11-21	15	1011.44
613	2025-11-22	FLORINA	15	1012.7	2025-11-22	15	1011.12
613	2025-11-23	FLORINA	15	1015.2	2025-11-23	15	1014.8
613	2025-11-24	FLORINA	15	1018.1	2025-11-24	15	1017.71
613	2025-11-25	FLORINA	15	1012.3	2025-11-25	15	1011.91
613	2025-11-26	FLORINA	15	1010.4	2025-11-26	15	1008.55
613	2025-11-27	FLORINA	15	1012	2025-11-27	15	1010.88
613	2025-11-28	FLORINA	15	1014.5	2025-11-28	15	1013.51
613	2025-11-29	FLORINA	15	1011.7	2025-11-29	15	1010.69
613	2025-11-30	FLORINA	15	1015.5	2025-11-30	15	1014.73
622	2025-11-01	THESSALONIKI (AIRPORT)	15	1021.9	2025-11-01	15	1022.52
622	2025-11-02	THESSALONIKI (AIRPORT)	15	1020.2	2025-11-02	15	1020.25
622	2025-11-03	THESSALONIKI (AIRPORT)	15	1018.2	2025-11-03	15	1018.12
622	2025-11-04	THESSALONIKI (AIRPORT)	15	1020	2025-11-04	15	1020.32
622	2025-11-05	THESSALONIKI (AIRPORT)	15	1021.9	2025-11-05	15	1021.47
622	2025-11-06	THESSALONIKI (AIRPORT)	15	1016.9	2025-11-06	15	1016.73
622	2025-11-07	THESSALONIKI (AIRPORT)	15	1015.3	2025-11-07	15	1015.61
622	2025-11-08	THESSALONIKI (AIRPORT)	15	1014.6	2025-11-08	15	1014.48
