obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-10-01	SERRAI	15	1017.9	2025-10-01	15	1017.67
606	2025-10-02	SERRAI	15	1009.3	2025-10-02	15	1009.36
606	2025-10-03	SERRAI	15	1007.3	2025-10-03	15	1006.43
606	2025-10-04	SERRAI	15	1015	2025-10-04	15	1014.95
606	2025-10-05	SERRAI	15	1013.4	2025-10-05	15	1014.32
606	2025-10-06	SERRAI	15	1010.4	2025-10-06	15	1010.44
606	2025-10-07	SERRAI	15	1009.2	2025-10-07	15	1008.96
606	2025-10-08	SERRAI	15	1010	2025-10-08	15	1009.55
606	2025-10-09	SERRAI	15	1016.5	2025-10-09	15	1017.09
606	2025-10-10	SERRAI	15	1022	2025-10-10	15	1022.42
606	2025-10-11	SERRAI	15	1020.7	2025-10-11	15	1020.97
606	2025-10-12	SERRAI	15	1021.7	2025-10-12	15	1021.98
606	2025-10-13	SERRAI	15	1019.1	2025-10-13	15	1019.39
606	2025-10-14	SERRAI	15	1018.4	2025-10-14	15	1018.92
606	2025-10-15	SERRAI	15	1020.4	2025-10-15	15	1020.46
606	2025-10-16	SERRAI	15	1021.8	2025-10-16	15	1022.14
606	2025-10-17	SERRAI	15	1020.3	2025-10-17	15	1020.99
606	2025-10-18	SERRAI	15	1018.8	2025-10-18	15	1018.6
606	2025-10-19	SERRAI	15	1018	2025-10-19	15	1018.26
606	2025-10-20	SERRAI	15	1015.5	2025-10-20	15	1015.74
606	2025-10-21	SERRAI	15	1014.3	2025-10-21	15	1014.16
606	2025-10-22	SERRAI	15	1012.6	2025-10-22	15	1012.92
606	2025-10-23	SERRAI	15	1008.5	2025-10-23	15	1009.48
606	2025-10-26	SERRAI	15	1007.9	2025-10-26	15	1008.63
606	2025-10-27	SERRAI	15	1006.6	2025-10-27	15	1006.95
606	2025-10-28	SERRAI	15	1015.4	2025-10-28	15	1015.72
606	2025-10-29	SERRAI	15	1022.1	2025-10-29	15	1023.14
606	2025-10-30	SERRAI	15	1018.5	2025-10-30	15	1019.51
606	2025-10-31	SERRAI	15	1019.7	2025-10-31	15	1020.33
613	2025-10-01	FLORINA	15	1015.8	2025-10-01	15	1015.91
613	2025-10-02	FLORINA	15	1012.3	2025-10-02	15	1011.73
613	2025-10-03	FLORINA	15	1010.9	2025-10-03	15	1010.77
613	2025-10-04	FLORINA	15	1016.1	2025-10-04	15	1015.74
613	2025-10-05	FLORINA	15	1012.3	2025-10-05	15	1013.26
613	2025-10-06	FLORINA	15	1015.5	2025-10-06	15	1013.22
613	2025-10-07	FLORINA	15	1013.3	2025-10-07	15	1012.36
613	2025-10-08	FLORINA	15	1014.5	2025-10-08	15	1014.04
613	2025-10-09	FLORINA	15	1018.4	2025-10-09	15	1018.95
613	2025-10-10	FLORINA	15	1023.1	2025-10-10	15	1023.92
613	2025-10-11	FLORINA	15	1023.9	2025-10-11	15	1024.55
613	2025-10-12	FLORINA	15	1023.4	2025-10-12	15	1023.25
613	2025-10-13	FLORINA	15	1021.5	2025-10-13	15	1020.44
613	2025-10-14	FLORINA	15	1019.4	2025-10-14	15	1019.55
613	2025-10-15	FLORINA	15	1019.5	2025-10-15	15	1020.08
613	2025-10-16	FLORINA	15	1022.4	2025-10-16	15	1022.03
613	2025-10-17	FLORINA	15	1020.8	2025-10-17	15	1020
613	2025-10-18	FLORINA	15	1017.8	2025-10-18	15	1017.91
613	2025-10-19	FLORINA	15	1020.5	2025-10-19	15	1019.56
613	2025-10-20	FLORINA	15	1014.2	2025-10-20	15	1014.14
613	2025-10-21	FLORINA	15	1012.3	2025-10-21	15	1012.17
613	2025-10-22	FLORINA	15	1011	2025-10-22	15	1011.16
613	2025-10-23	FLORINA	15	1007.4	2025-10-23	15	1008.46
613	2025-10-24	FLORINA	15	1006.7	2025-10-24	15	1008.16
613	2025-10-25	FLORINA	15	1012.7	2025-10-25	15	1013.3
613	2025-10-26	FLORINA	15	1005.3	2025-10-26	15	1007.19
613	2025-10-27	FLORINA	15	1007.3	2025-10-27	15	1007.51
613	2025-10-28	FLORINA	15	1017.6	2025-10-28	15	1017.46
