obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-11-01	SERRAI	6	1023.7	2025-11-01	6	1023.04
606	2025-11-02	SERRAI	6	1024	2025-11-02	6	1023.49
606	2025-11-03	SERRAI	6	1020.2	2025-11-03	6	1019.74
606	2025-11-04	SERRAI	6	1019.5	2025-11-04	6	1019.23
606	2025-11-05	SERRAI	6	1023.6	2025-11-05	6	1023.11
606	2025-11-06	SERRAI	6	1019.7	2025-11-06	6	1019.45
606	2025-11-07	SERRAI	6	1017	2025-11-07	6	1016.82
606	2025-11-08	SERRAI	6	1016.4	2025-11-08	6	1016.44
606	2025-11-09	SERRAI	6	1019.2	2025-11-09	6	1019.23
606	2025-11-10	SERRAI	6	1016.3	2025-11-10	6	1014.96
606	2025-11-11	SERRAI	6	1012.6	2025-11-11	6	1013.03
606	2025-11-12	SERRAI	6	1021.9	2025-11-12	6	1021.72
606	2025-11-13	SERRAI	6	1025.1	2025-11-13	6	1024.57
606	2025-11-14	SERRAI	6	1023.1	2025-11-14	6	1022.77
606	2025-11-15	SERRAI	6	1020.5	2025-11-15	6	1020.23
606	2025-11-16	SERRAI	6	1019.5	2025-11-16	6	1018.75
606	2025-11-17	SERRAI	6	1020.5	2025-11-17	6	1020.38
606	2025-11-18	SERRAI	6	1017.3	2025-11-18	6	1017.7
606	2025-11-19	SERRAI	6	1016.7	2025-11-19	6	1016.34
606	2025-11-20	SERRAI	6	1015.6	2025-11-20	6	1015.34
606	2025-11-21	SERRAI	6	1013.2	2025-11-21	6	1013.43
606	2025-11-24	SERRAI	6	1018	2025-11-24	6	1018.42
606	2025-11-25	SERRAI	6	1017.3	2025-11-25	6	1018.02
606	2025-11-26	SERRAI	6	1010.6	2025-11-26	6	1011.32
606	2025-11-27	SERRAI	6	1009.7	2025-11-27	6	1010.66
606	2025-11-28	SERRAI	6	1014.1	2025-11-28	6	1015.06
613	2025-11-01	FLORINA	6	1026	2025-11-01	6	1024.54
613	2025-11-02	FLORINA	6	1026.3	2025-11-02	6	1024.38
613	2025-11-03	FLORINA	6	1022	2025-11-03	6	1019.94
613	2025-11-04	FLORINA	6	1022.7	2025-11-04	6	1021.35
613	2025-11-05	FLORINA	6	1026.9	2025-11-05	6	1026.13
613	2025-11-06	FLORINA	6	1020.9	2025-11-06	6	1020.9
613	2025-11-07	FLORINA	6	1016.7	2025-11-07	6	1016.24
613	2025-11-08	FLORINA	6	1014.7	2025-11-08	6	1013.57
613	2025-11-09	FLORINA	6	1019.7	2025-11-09	6	1018.46
613	2025-11-10	FLORINA	6	1015.3	2025-11-10	6	1014.3
613	2025-11-11	FLORINA	6	1016.3	2025-11-11	6	1016.02
613	2025-11-12	FLORINA	6	1025.9	2025-11-12	6	1024.38
613	2025-11-13	FLORINA	6	1028.8	2025-11-13	6	1026.16
613	2025-11-14	FLORINA	6	1027.4	2025-11-14	6	1024.78
613	2025-11-15	FLORINA	6	1024.8	2025-11-15	6	1022.04
613	2025-11-16	FLORINA	6	1023.9	2025-11-16	6	1020.97
613	2025-11-17	FLORINA	6	1019.3	2025-11-17	6	1018.3
613	2025-11-18	FLORINA	6	1014.4	2025-11-18	6	1015.05
613	2025-11-19	FLORINA	6	1016.8	2025-11-19	6	1014.99
613	2025-11-20	FLORINA	6	1014.6	2025-11-20	6	1013.69
613	2025-11-21	FLORINA	6	1013.9	2025-11-21	6	1012.03
613	2025-11-22	FLORINA	6	1014.4	2025-11-22	6	1013.77
613	2025-11-23	FLORINA	6	1015.4	2025-11-23	6	1014.86
613	2025-11-24	FLORINA	6	1021.8	2025-11-24	6	1020.66
613	2025-11-25	FLORINA	6	1016.8	2025-11-25	6	1016.01
613	2025-11-26	FLORINA	6	1009.4	2025-11-26	6	1008.94
613	2025-11-27	FLORINA	6	1011.3	2025-11-27	6	1010.17
613	2025-11-28	FLORINA	6	1016.9	2025-11-28	6	1016.01
613	2025-11-29	FLORINA	6	1013.3	2025-11-29	6	1012.67
613	2025-11-30	FLORINA	6	1015.6	2025-11-30	6	1015.31
622	2025-11-01	THESSALONIKI (AIRPORT)	6	1022.7	2025-11-01	6	1022.58
622	2025-11-02	THESSALONIKI (AIRPORT)	6	1023.1	2025-11-02	6	1022.89
622	2025-11-03	THESSALONIKI (AIRPORT)	6	1019.6	2025-11-03	6	1019.32
622	2025-11-04	THESSALONIKI (AIRPORT)	6	1019.1	2025-11-04	6	1018.93
622	2025-11-05	THESSALONIKI (AIRPORT)	6	1023.1	2025-11-05	6	1022.76
622	2025-11-06	THESSALONIKI (AIRPORT)	6	1019.1	2025-11-06	6	1019.07
622	2025-11-07	THESSALONIKI (AIRPORT)	6	1016.2	2025-11-07	6	1016.59
622	2025-11-08	THESSALONIKI (AIRPORT)	6	1014.4	2025-11-08	6	1014.67
