obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-11-03	SERRAI	0	1020.1	2025-11-01	48	1019.78
606	2025-11-05	SERRAI	0	1022.7	2025-11-03	48	1023.05
606	2025-11-06	SERRAI	0	1020.7	2025-11-04	48	1020.54
606	2025-11-07	SERRAI	0	1017.2	2025-11-05	48	1016.61
606	2025-11-08	SERRAI	0	1017.9	2025-11-06	48	1017.46
606	2025-11-09	SERRAI	0	1017.5	2025-11-07	48	1017.44
606	2025-11-10	SERRAI	0	1015.1	2025-11-08	48	1016.5
606	2025-11-11	SERRAI	0	1012	2025-11-09	48	1011.56
606	2025-11-12	SERRAI	0	1018.9	2025-11-10	48	1018.37
606	2025-11-13	SERRAI	0	1023.8	2025-11-11	48	1023.46
606	2025-11-14	SERRAI	0	1023.2	2025-11-12	48	1023.26
606	2025-11-15	SERRAI	0	1021	2025-11-13	48	1021.61
606	2025-11-16	SERRAI	0	1018	2025-11-14	48	1018.24
606	2025-11-17	SERRAI	0	1020.4	2025-11-15	48	1020.1
606	2025-11-18	SERRAI	0	1016.8	2025-11-16	48	1017
606	2025-11-19	SERRAI	0	1015.6	2025-11-17	48	1015.76
606	2025-11-20	SERRAI	0	1016.3	2025-11-18	48	1015.59
606	2025-11-21	SERRAI	0	1014	2025-11-19	48	1014.06
613	2025-11-03	FLORINA	0	1021.7	2025-11-01	48	1019.45
613	2025-11-04	FLORINA	0	1020	2025-11-02	48	1019.36
613	2025-11-05	FLORINA	0	1026.8	2025-11-03	48	1025.53
613	2025-11-06	FLORINA	0	1022.7	2025-11-04	48	1021.37
613	2025-11-07	FLORINA	0	1017.2	2025-11-05	48	1016.39
613	2025-11-08	FLORINA	0	1015.7	2025-11-06	48	1015.59
613	2025-11-09	FLORINA	0	1019.2	2025-11-07	48	1017.55
613	2025-11-10	FLORINA	0	1016.5	2025-11-08	48	1015.13
613	2025-11-11	FLORINA	0	1014.6	2025-11-09	48	1012.78
613	2025-11-12	FLORINA	0	1022.5	2025-11-10	48	1020.92
613	2025-11-13	FLORINA	0	1028	2025-11-11	48	1025.37
613	2025-11-14	FLORINA	0	1027.2	2025-11-12	48	1024.65
613	2025-11-15	FLORINA	0	1024.7	2025-11-13	48	1022.33
613	2025-11-16	FLORINA	0	1021.8	2025-11-14	48	1019.24
613	2025-11-17	FLORINA	0	1021.8	2025-11-15	48	1019.47
613	2025-11-18	FLORINA	0	1013.5	2025-11-16	48	1015.08
613	2025-11-19	FLORINA	0	1015.5	2025-11-17	48	1014.15
613	2025-11-20	FLORINA	0	1016.8	2025-11-18	48	1014.08
613	2025-11-21	FLORINA	0	1014.6	2025-11-19	48	1012.2
613	2025-11-22	FLORINA	0	1012.4	2025-11-20	48	1011.36
613	2025-11-23	FLORINA	0	1014.5	2025-11-21	48	1014.35
613	2025-11-24	FLORINA	0	1019.1	2025-11-22	48	1019.52
613	2025-11-25	FLORINA	0	1018	2025-11-23	48	1017.51
613	2025-11-26	FLORINA	0	1010.4	2025-11-24	48	1009.61
613	2025-11-27	FLORINA	0	1010.7	2025-11-25	48	1010.34
613	2025-11-28	FLORINA	0	1015.2	2025-11-26	48	1014.26
613	2025-11-29	FLORINA	0	1014	2025-11-27	48	1013.33
613	2025-11-30	FLORINA	0	1013.7	2025-11-28	48	1013.28
622	2025-11-03	THESSALONIKI (AIRPORT)	0	1019.6	2025-11-01	48	1019.28
622	2025-11-04	THESSALONIKI (AIRPORT)	0	1018.8	2025-11-02	48	1018.33
622	2025-11-05	THESSALONIKI (AIRPORT)	0	1022.9	2025-11-03	48	1022.15
622	2025-11-06	THESSALONIKI (AIRPORT)	0	1020.7	2025-11-04	48	1020.19
622	2025-11-07	THESSALONIKI (AIRPORT)	0	1016.7	2025-11-05	48	1016.34
622	2025-11-08	THESSALONIKI (AIRPORT)	0	1016.5	2025-11-06	48	1016.63
622	2025-11-09	THESSALONIKI (AIRPORT)	0	1017	2025-11-07	48	1016.92
622	2025-11-10	THESSALONIKI (AIRPORT)	0	1016	2025-11-08	48	1015.75
622	2025-11-11	THESSALONIKI (AIRPORT)	0	1012.2	2025-11-09	48	1011.35
622	2025-11-12	THESSALONIKI (AIRPORT)	0	1019.3	2025-11-10	48	1018.48
622	2025-11-13	THESSALONIKI (AIRPORT)	0	1023.3	2025-11-11	48	1023.26
622	2025-11-14	THESSALONIKI (AIRPORT)	0	1022.7	2025-11-12	48	1022.94
622	2025-11-15	THESSALONIKI (AIRPORT)	0	1020.5	2025-11-13	48	1021.2
622	2025-11-16	THESSALONIKI (AIRPORT)	0	1017.7	2025-11-14	48	1018.04
622	2025-11-17	THESSALONIKI (AIRPORT)	0	1019.8	2025-11-15	48	1019.48
622	2025-11-18	THESSALONIKI (AIRPORT)	0	1015.5	2025-11-16	48	1015.88
622	2025-11-19	THESSALONIKI (AIRPORT)	0	1014.2	2025-11-17	48	1014.6
622	2025-11-20	THESSALONIKI (AIRPORT)	0	1015.4	2025-11-18	48	1014.4
622	2025-11-21	THESSALONIKI (AIRPORT)	0	1012.9	2025-11-19	48	1012.72
622	2025-11-22	THESSALONIKI (AIRPORT)	0	1012.4	2025-11-20	48	1011.56
622	2025-11-23	THESSALONIKI (AIRPORT)	0	1012.4	2025-11-21	48	1012.8
622	2025-11-24	THESSALONIKI (AIRPORT)	0	1017.2	2025-11-22	48	1017.53
622	2025-11-25	THESSALONIKI (AIRPORT)	0	1017.9	2025-11-23	48	1017.74
622	2025-11-26	THESSALONIKI (AIRPORT)	0	1011.2	2025-11-24	48	1011.02
622	2025-11-27	THESSALONIKI (AIRPORT)	0	1010	2025-11-25	48	1009.38
622	2025-11-28	THESSALONIKI (AIRPORT)	0	1012.9	2025-11-26	48	1011.58
622	2025-11-29	THESSALONIKI (AIRPORT)	0	1011.6	2025-11-27	48	1011.67
622	2025-11-30	THESSALONIKI (AIRPORT)	0	1011.2	2025-11-28	48	1011.34
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	0	1018.7	2025-11-01	48	1019.46
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	0	1018.2	2025-11-02	48	1018.5
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	0	1021.4	2025-11-03	48	1022.48
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	0	1020.3	2025-11-04	48	1020.45
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	0	1016	2025-11-05	48	1015.88
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	0	1016.7	2025-11-06	48	1017.83
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	0	1017.3	2025-11-07	48	1017.68
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	0	1017.9	2025-11-08	48	1017.87
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	0	1011.5	2025-11-09	48	1012.23
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	0	1018.2	2025-11-10	48	1017.99
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	0	1022.5	2025-11-11	48	1023.2
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	0	1021.9	2025-11-12	48	1023.08
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	0	1019.8	2025-11-13	48	1021.19
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	0	1016.3	2025-11-14	48	1017.78
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	0	1018.7	2025-11-15	48	1019.39
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	0	1018.7	2025-11-16	48	1018.16
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	0	1015	2025-11-17	48	1016.76
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	0	1016	2025-11-18	48	1015.97
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	0	1015.4	2025-11-19	48	1016.36
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	0	1015.1	2025-11-20	48	1015.07
627	2025-11-23	ALEXANDROUPOLI (AIRPORT)	0	1014.2	2025-11-21	48	1014.17
627	2025-11-24	ALEXANDROUPOLI (AIRPORT)	0	1015.1	2025-11-22	48	1015.64
627	2025-11-25	ALEXANDROUPOLI (AIRPORT)	0	1018	2025-11-23	48	1018.34
627	2025-11-26	ALEXANDROUPOLI (AIRPORT)	0	1013.3	2025-11-24	48	1013.48
627	2025-11-27	ALEXANDROUPOLI (AIRPORT)	0	1012.9	2025-11-25	48	1013.62
627	2025-11-28	ALEXANDROUPOLI (AIRPORT)	0	1015.6	2025-11-26	48	1015.87
627	2025-11-29	ALEXANDROUPOLI (AIRPORT)	0	1012.5	2025-11-27	48	1013.44
627	2025-11-30	ALEXANDROUPOLI (AIRPORT)	0	1008.6	2025-11-28	48	1009.76
632	2025-11-03	KOZANI (AIRPORT)	0	1021.8	2025-11-01	48	1019.75
632	2025-11-04	KOZANI (AIRPORT)	0	1020.1	2025-11-02	48	1018.55
632	2025-11-05	KOZANI (AIRPORT)	0	1024.8	2025-11-03	48	1023.46
632	2025-11-06	KOZANI (AIRPORT)	0	1022.1	2025-11-04	48	1020.84
632	2025-11-07	KOZANI (AIRPORT)	0	1018	2025-11-05	48	1016.86
632	2025-11-08	KOZANI (AIRPORT)	0	1017.4	2025-11-06	48	1016.16
632	2025-11-09	KOZANI (AIRPORT)	0	1018.8	2025-11-07	48	1018.1
632	2025-11-10	KOZANI (AIRPORT)	0	1017.9	2025-11-08	48	1015.83
632	2025-11-11	KOZANI (AIRPORT)	0	1015.6	2025-11-09	48	1012.78
632	2025-11-12	KOZANI (AIRPORT)	0	1020.6	2025-11-10	48	1019.86
632	2025-11-13	KOZANI (AIRPORT)	0	1026.2	2025-11-11	48	1025.12
632	2025-11-14	KOZANI (AIRPORT)	0	1025	2025-11-12	48	1024.65
