obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-11-02	SERRAI	3	1023	2025-11-01	27	1022.55
606	2025-11-03	SERRAI	3	1019.9	2025-11-02	27	1019.33
606	2025-11-04	SERRAI	3	1018.6	2025-11-03	27	1019.05
606	2025-11-05	SERRAI	3	1022.8	2025-11-04	27	1022.21
606	2025-11-06	SERRAI	3	1019.7	2025-11-05	27	1019.17
606	2025-11-07	SERRAI	3	1016.3	2025-11-06	27	1015.85
606	2025-11-08	SERRAI	3	1016.5	2025-11-07	27	1016.9
606	2025-11-09	SERRAI	3	1018	2025-11-08	27	1017.43
606	2025-11-10	SERRAI	3	1015.5	2025-11-09	27	1015.83
606	2025-11-11	SERRAI	3	1011.8	2025-11-10	27	1011.24
606	2025-11-12	SERRAI	3	1020	2025-11-11	27	1020.14
606	2025-11-13	SERRAI	3	1023.9	2025-11-12	27	1023.76
606	2025-11-14	SERRAI	3	1022.7	2025-11-13	27	1022.7
606	2025-11-15	SERRAI	3	1020.4	2025-11-14	27	1020.68
606	2025-11-16	SERRAI	3	1018.1	2025-11-15	27	1018.17
606	2025-11-17	SERRAI	3	1020.1	2025-11-16	27	1019.99
606	2025-11-18	SERRAI	3	1016.8	2025-11-17	27	1016.68
606	2025-11-19	SERRAI	3	1016.3	2025-11-18	27	1014.32
606	2025-11-20	SERRAI	3	1015.9	2025-11-19	27	1014.19
606	2025-11-21	SERRAI	3	1012.9	2025-11-20	27	1012.77
613	2025-11-02	FLORINA	3	1026.2	2025-11-01	27	1023.61
613	2025-11-03	FLORINA	3	1021.4	2025-11-02	27	1019.31
613	2025-11-04	FLORINA	3	1019.7	2025-11-03	27	1019.74
613	2025-11-05	FLORINA	3	1026.4	2025-11-04	27	1024.99
613	2025-11-06	FLORINA	3	1021.4	2025-11-05	27	1020.08
613	2025-11-07	FLORINA	3	1016.3	2025-11-06	27	1015.93
613	2025-11-09	FLORINA	3	1018.9	2025-11-08	27	1017.02
613	2025-11-10	FLORINA	3	1015.9	2025-11-09	27	1014.19
613	2025-11-11	FLORINA	3	1014.7	2025-11-10	27	1013.63
613	2025-11-12	FLORINA	3	1024.3	2025-11-11	27	1022.35
613	2025-11-13	FLORINA	3	1028.1	2025-11-12	27	1025.41
613	2025-11-14	FLORINA	3	1027.6	2025-11-13	27	1024.26
613	2025-11-15	FLORINA	3	1024.4	2025-11-14	27	1021.42
613	2025-11-16	FLORINA	3	1022.4	2025-11-15	27	1019.7
613	2025-11-17	FLORINA	3	1020.7	2025-11-16	27	1018.79
613	2025-11-18	FLORINA	3	1016.4	2025-11-17	27	1014.51
613	2025-11-20	FLORINA	3	1015.1	2025-11-19	27	1012.75
