obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-11-01	SERRAI	21	1023.8	2025-11-01	21	1023.88
606	2025-11-02	SERRAI	21	1020.6	2025-11-02	21	1020.73
606	2025-11-04	SERRAI	21	1022.6	2025-11-04	21	1022.42
606	2025-11-05	SERRAI	21	1021.8	2025-11-05	21	1021.39
606	2025-11-06	SERRAI	21	1017.1	2025-11-06	21	1016.96
606	2025-11-07	SERRAI	21	1017.9	2025-11-07	21	1017.84
606	2025-11-08	SERRAI	21	1017.6	2025-11-08	21	1017.62
606	2025-11-09	SERRAI	21	1018	2025-11-09	21	1018.63
606	2025-11-10	SERRAI	21	1012.4	2025-11-10	21	1011.72
606	2025-11-11	SERRAI	21	1018	2025-11-11	21	1018.01
606	2025-11-12	SERRAI	21	1023.6	2025-11-12	21	1023.61
606	2025-11-13	SERRAI	21	1023.4	2025-11-13	21	1023.48
606	2025-11-14	SERRAI	21	1021.2	2025-11-14	21	1021.67
606	2025-11-15	SERRAI	21	1018	2025-11-15	21	1018.4
606	2025-11-16	SERRAI	21	1020.4	2025-11-16	21	1020.66
606	2025-11-17	SERRAI	21	1017.5	2025-11-17	21	1017.66
606	2025-11-18	SERRAI	21	1016.6	2025-11-18	21	1016.44
606	2025-11-19	SERRAI	21	1017	2025-11-19	21	1015.62
606	2025-11-20	SERRAI	21	1014.9	2025-11-20	21	1015.1
613	2025-11-01	FLORINA	21	1026.5	2025-11-01	21	1024.49
613	2025-11-02	FLORINA	21	1021.4	2025-11-02	21	1020.38
613	2025-11-03	FLORINA	21	1020.1	2025-11-03	21	1018.91
613	2025-11-04	FLORINA	21	1026.5	2025-11-04	21	1025.39
613	2025-11-05	FLORINA	21	1023.6	2025-11-05	21	1022.67
613	2025-11-06	FLORINA	21	1018	2025-11-06	21	1017.01
613	2025-11-07	FLORINA	21	1016.7	2025-11-07	21	1016.45
613	2025-11-08	FLORINA	21	1019	2025-11-08	21	1017.23
613	2025-11-09	FLORINA	21	1018.3	2025-11-09	21	1016.96
613	2025-11-10	FLORINA	21	1014.8	2025-11-10	21	1012.69
613	2025-11-11	FLORINA	21	1021.4	2025-11-11	21	1020.86
613	2025-11-12	FLORINA	21	1027.5	2025-11-12	21	1025.43
613	2025-11-13	FLORINA	21	1027.7	2025-11-13	21	1025.26
613	2025-11-14	FLORINA	21	1024.7	2025-11-14	21	1022.55
613	2025-11-15	FLORINA	21	1021.6	2025-11-15	21	1019.57
613	2025-11-16	FLORINA	21	1022.2	2025-11-16	21	1020.8
613	2025-11-17	FLORINA	21	1014.1	2025-11-17	21	1014.67
613	2025-11-18	FLORINA	21	1015.6	2025-11-18	21	1014.2
613	2025-11-19	FLORINA	21	1015.7	2025-11-19	21	1014.37
613	2025-11-20	FLORINA	21	1015.2	2025-11-20	21	1013.42
613	2025-11-21	FLORINA	21	1012.4	2025-11-21	21	1011.92
613	2025-11-22	FLORINA	21	1014.1	2025-11-22	21	1013.54
613	2025-11-23	FLORINA	21	1019.2	2025-11-23	21	1018.38
613	2025-11-24	FLORINA	21	1020.3	2025-11-24	21	1019.11
613	2025-11-25	FLORINA	21	1011.5	2025-11-25	21	1011.51
613	2025-11-26	FLORINA	21	1011.1	2025-11-26	21	1009.35
613	2025-11-27	FLORINA	21	1014.9	2025-11-27	21	1013.63
613	2025-11-28	FLORINA	21	1015.1	2025-11-28	21	1014.01
613	2025-11-29	FLORINA	21	1013.6	2025-11-29	21	1013.26
613	2025-11-30	FLORINA	21	1019.3	2025-11-30	21	1017.76
622	2025-11-01	THESSALONIKI (AIRPORT)	21	1023.5	2025-11-01	21	1023.55
622	2025-11-02	THESSALONIKI (AIRPORT)	21	1020.5	2025-11-02	21	1020.33
622	2025-11-03	THESSALONIKI (AIRPORT)	21	1019.1	2025-11-03	21	1018.95
622	2025-11-04	THESSALONIKI (AIRPORT)	21	1022.1	2025-11-04	21	1021.81
622	2025-11-05	THESSALONIKI (AIRPORT)	21	1021.6	2025-11-05	21	1021.26
622	2025-11-06	THESSALONIKI (AIRPORT)	21	1017	2025-11-06	21	1016.72
622	2025-11-07	THESSALONIKI (AIRPORT)	21	1017.1	2025-11-07	21	1017.37
622	2025-11-08	THESSALONIKI (AIRPORT)	21	1017.2	2025-11-08	21	1016.77
622	2025-11-09	THESSALONIKI (AIRPORT)	21	1017.6	2025-11-09	21	1017.7
622	2025-11-10	THESSALONIKI (AIRPORT)	21	1012.5	2025-11-10	21	1011.49
622	2025-11-11	THESSALONIKI (AIRPORT)	21	1018.7	2025-11-11	21	1018.57
622	2025-11-12	THESSALONIKI (AIRPORT)	21	1023.5	2025-11-12	21	1023.5
622	2025-11-13	THESSALONIKI (AIRPORT)	21	1023	2025-11-13	21	1023.19
622	2025-11-14	THESSALONIKI (AIRPORT)	21	1020.6	2025-11-14	21	1021.26
622	2025-11-15	THESSALONIKI (AIRPORT)	21	1017.7	2025-11-15	21	1018.28
622	2025-11-16	THESSALONIKI (AIRPORT)	21	1019.9	2025-11-16	21	1020.31
622	2025-11-17	THESSALONIKI (AIRPORT)	21	1016.9	2025-11-17	21	1016.57
622	2025-11-18	THESSALONIKI (AIRPORT)	21	1016.3	2025-11-18	21	1014.73
622	2025-11-19	THESSALONIKI (AIRPORT)	21	1016.5	2025-11-19	21	1014.74
622	2025-11-20	THESSALONIKI (AIRPORT)	21	1013.9	2025-11-20	21	1013.87
622	2025-11-21	THESSALONIKI (AIRPORT)	21	1013.6	2025-11-21	21	1012.29
622	2025-11-22	THESSALONIKI (AIRPORT)	21	1012.8	2025-11-22	21	1012.69
622	2025-11-23	THESSALONIKI (AIRPORT)	21	1016.7	2025-11-23	21	1016.16
622	2025-11-24	THESSALONIKI (AIRPORT)	21	1018.2	2025-11-24	21	1019.07
622	2025-11-25	THESSALONIKI (AIRPORT)	21	1012.4	2025-11-25	21	1012.54
622	2025-11-26	THESSALONIKI (AIRPORT)	21	1011.1	2025-11-26	21	1009.43
622	2025-11-27	THESSALONIKI (AIRPORT)	21	1012.9	2025-11-27	21	1012.81
622	2025-11-28	THESSALONIKI (AIRPORT)	21	1012.3	2025-11-28	21	1012.42
622	2025-11-29	THESSALONIKI (AIRPORT)	21	1010.7	2025-11-29	21	1011.27
622	2025-11-30	THESSALONIKI (AIRPORT)	21	1015.8	2025-11-30	21	1016.06
624	2025-11-01	CHRYSOPOULI (AIRPORT)	21	1022.9	2025-11-01	21	1023.33
624	2025-11-02	CHRYSOPOULI (AIRPORT)	21	1019.8	2025-11-02	21	1020.33
