obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-10-01	SERRAI	15	1017.9	2025-10-01	15	1017.49
606	2025-10-02	SERRAI	15	1009.3	2025-10-02	15	1008.93
606	2025-10-03	SERRAI	15	1007.3	2025-10-03	15	1006.31
606	2025-10-04	SERRAI	15	1015	2025-10-04	15	1014.89
606	2025-10-05	SERRAI	15	1013.4	2025-10-05	15	1013.85
606	2025-10-06	SERRAI	15	1010.4	2025-10-06	15	1009.18
606	2025-10-07	SERRAI	15	1009.2	2025-10-07	15	1008.51
606	2025-10-08	SERRAI	15	1010	2025-10-08	15	1009.16
606	2025-10-09	SERRAI	15	1016.5	2025-10-09	15	1016.23
606	2025-10-10	SERRAI	15	1022	2025-10-10	15	1021.9
606	2025-10-11	SERRAI	15	1020.7	2025-10-11	15	1020.32
606	2025-10-12	SERRAI	15	1021.7	2025-10-12	15	1021.69
606	2025-10-13	SERRAI	15	1019.1	2025-10-13	15	1018.98
606	2025-10-14	SERRAI	15	1018.4	2025-10-14	15	1018.88
606	2025-10-15	SERRAI	15	1020.4	2025-10-15	15	1020.32
606	2025-10-16	SERRAI	15	1021.8	2025-10-16	15	1022.05
606	2025-10-17	SERRAI	15	1020.3	2025-10-17	15	1020.04
606	2025-10-18	SERRAI	15	1018.8	2025-10-18	15	1018.03
606	2025-10-19	SERRAI	15	1018	2025-10-19	15	1018.8
606	2025-10-20	SERRAI	15	1015.5	2025-10-20	15	1015.76
606	2025-10-21	SERRAI	15	1014.3	2025-10-21	15	1013.89
606	2025-10-22	SERRAI	15	1012.6	2025-10-22	15	1012.4
606	2025-10-23	SERRAI	15	1008.5	2025-10-23	15	1009.69
606	2025-10-26	SERRAI	15	1007.9	2025-10-26	15	1007.43
606	2025-10-27	SERRAI	15	1006.6	2025-10-27	15	1006.77
606	2025-10-28	SERRAI	15	1015.4	2025-10-28	15	1014.68
606	2025-10-29	SERRAI	15	1022.1	2025-10-29	15	1022.54
606	2025-10-30	SERRAI	15	1018.5	2025-10-30	15	1018.94
606	2025-10-31	SERRAI	15	1019.7	2025-10-31	15	1019.62
613	2025-10-01	FLORINA	15	1015.8	2025-10-01	15	1016.03
613	2025-10-02	FLORINA	15	1012.3	2025-10-02	15	1011.62
613	2025-10-03	FLORINA	15	1010.9	2025-10-03	15	1010.83
613	2025-10-04	FLORINA	15	1016.1	2025-10-04	15	1015.51
613	2025-10-05	FLORINA	15	1012.3	2025-10-05	15	1012.36
613	2025-10-06	FLORINA	15	1015.5	2025-10-06	15	1012.72
613	2025-10-07	FLORINA	15	1013.3	2025-10-07	15	1011.4
613	2025-10-08	FLORINA	15	1014.5	2025-10-08	15	1013.36
613	2025-10-09	FLORINA	15	1018.4	2025-10-09	15	1018.43
613	2025-10-10	FLORINA	15	1023.1	2025-10-10	15	1023.35
613	2025-10-11	FLORINA	15	1023.9	2025-10-11	15	1023.19
613	2025-10-12	FLORINA	15	1023.4	2025-10-12	15	1022.79
613	2025-10-13	FLORINA	15	1021.5	2025-10-13	15	1019.85
613	2025-10-14	FLORINA	15	1019.4	2025-10-14	15	1019.07
613	2025-10-15	FLORINA	15	1019.5	2025-10-15	15	1020.14
613	2025-10-16	FLORINA	15	1022.4	2025-10-16	15	1021.52
613	2025-10-17	FLORINA	15	1020.8	2025-10-17	15	1019.01
613	2025-10-18	FLORINA	15	1017.8	2025-10-18	15	1017.87
613	2025-10-19	FLORINA	15	1020.5	2025-10-19	15	1019.19
613	2025-10-20	FLORINA	15	1014.2	2025-10-20	15	1014.09
613	2025-10-21	FLORINA	15	1012.3	2025-10-21	15	1011.95
613	2025-10-22	FLORINA	15	1011	2025-10-22	15	1010.87
613	2025-10-23	FLORINA	15	1007.4	2025-10-23	15	1007.81
613	2025-10-24	FLORINA	15	1006.7	2025-10-24	15	1007.55
613	2025-10-25	FLORINA	15	1012.7	2025-10-25	15	1012.46
613	2025-10-26	FLORINA	15	1005.3	2025-10-26	15	1006.09
613	2025-10-27	FLORINA	15	1007.3	2025-10-27	15	1007.21
613	2025-10-28	FLORINA	15	1017.6	2025-10-28	15	1017.29
613	2025-10-29	FLORINA	15	1021.3	2025-10-29	15	1021.31
613	2025-10-30	FLORINA	15	1018.3	2025-10-30	15	1018.46
613	2025-10-31	FLORINA	15	1019.5	2025-10-31	15	1019.41
622	2025-10-01	THESSALONIKI (AIRPORT)	15	1017.7	2025-10-01	15	1016.84
622	2025-10-02	THESSALONIKI (AIRPORT)	15	1008.2	2025-10-02	15	1007.52
622	2025-10-03	THESSALONIKI (AIRPORT)	15	1007.5	2025-10-03	15	1007.22
622	2025-10-04	THESSALONIKI (AIRPORT)	15	1015.6	2025-10-04	15	1015.63
622	2025-10-05	THESSALONIKI (AIRPORT)	15	1013.9	2025-10-05	15	1013.86
622	2025-10-06	THESSALONIKI (AIRPORT)	15	1010.5	2025-10-06	15	1009.04
622	2025-10-07	THESSALONIKI (AIRPORT)	15	1009.2	2025-10-07	15	1008.8
622	2025-10-08	THESSALONIKI (AIRPORT)	15	1010.9	2025-10-08	15	1010.52
