obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-10-02	SERRAI	18	1008.1	2025-10-01	42	1007.96
606	2025-10-03	SERRAI	18	1009.5	2025-10-02	42	1008.27
606	2025-10-04	SERRAI	18	1016.7	2025-10-03	42	1016.85
606	2025-10-05	SERRAI	18	1013.8	2025-10-04	42	1015.07
606	2025-10-06	SERRAI	18	1010.4	2025-10-05	42	1010.09
606	2025-10-07	SERRAI	18	1009.6	2025-10-06	42	1008.88
606	2025-10-08	SERRAI	18	1011.7	2025-10-07	42	1011.38
606	2025-10-09	SERRAI	18	1018.6	2025-10-08	42	1018.88
606	2025-10-10	SERRAI	18	1022.7	2025-10-09	42	1023.22
606	2025-10-11	SERRAI	18	1022.9	2025-10-10	42	1022.21
606	2025-10-12	SERRAI	18	1022.2	2025-10-11	42	1022.27
606	2025-10-13	SERRAI	18	1019.8	2025-10-12	42	1019.65
606	2025-10-14	SERRAI	18	1019.8	2025-10-13	42	1019.44
606	2025-10-15	SERRAI	18	1021.3	2025-10-14	42	1021.17
606	2025-10-16	SERRAI	18	1022.6	2025-10-15	42	1022.74
606	2025-10-17	SERRAI	18	1020.8	2025-10-16	42	1021.18
606	2025-10-18	SERRAI	18	1019.5	2025-10-17	42	1019.3
606	2025-10-19	SERRAI	18	1019.5	2025-10-18	42	1019.6
606	2025-10-20	SERRAI	18	1016.3	2025-10-19	42	1016.84
606	2025-10-21	SERRAI	18	1014.9	2025-10-20	42	1014.79
606	2025-10-22	SERRAI	18	1013	2025-10-21	42	1013.54
606	2025-10-23	SERRAI	18	1009.4	2025-10-22	42	1009.79
606	2025-10-26	SERRAI	18	1007.8	2025-10-25	42	1008.29
606	2025-10-27	SERRAI	18	1008.7	2025-10-26	42	1008.21
606	2025-10-28	SERRAI	18	1018.1	2025-10-27	42	1017.83
606	2025-10-29	SERRAI	18	1022.5	2025-10-28	42	1023.39
606	2025-10-30	SERRAI	18	1019.9	2025-10-29	42	1020.4
606	2025-10-31	SERRAI	18	1021	2025-10-30	42	1021.3
613	2025-10-02	FLORINA	18	1012.3	2025-10-01	42	1011.41
613	2025-10-03	FLORINA	18	1013.7	2025-10-02	42	1012.66
613	2025-10-04	FLORINA	18	1018.7	2025-10-03	42	1018.41
613	2025-10-05	FLORINA	18	1013.5	2025-10-04	42	1013.93
613	2025-10-06	FLORINA	18	1016.4	2025-10-05	42	1014.26
613	2025-10-07	FLORINA	18	1014.6	2025-10-06	42	1014.37
613	2025-10-08	FLORINA	18	1016.5	2025-10-07	42	1016.17
613	2025-10-09	FLORINA	18	1022.8	2025-10-08	42	1022.11
613	2025-10-10	FLORINA	18	1026	2025-10-09	42	1025.49
613	2025-10-11	FLORINA	18	1026.5	2025-10-10	42	1025.96
613	2025-10-12	FLORINA	18	1025.7	2025-10-11	42	1024.14
613	2025-10-13	FLORINA	18	1023.7	2025-10-12	42	1021.29
613	2025-10-14	FLORINA	18	1023.2	2025-10-13	42	1020.72
613	2025-10-15	FLORINA	18	1022.2	2025-10-14	42	1020.65
613	2025-10-16	FLORINA	18	1023	2025-10-15	42	1022.45
613	2025-10-17	FLORINA	18	1020.8	2025-10-16	42	1020.07
613	2025-10-18	FLORINA	18	1020.9	2025-10-17	42	1020.1
613	2025-10-19	FLORINA	18	1023	2025-10-18	42	1020.52
613	2025-10-20	FLORINA	18	1016.1	2025-10-19	42	1016.37
613	2025-10-21	FLORINA	18	1014	2025-10-20	42	1013.5
613	2025-10-22	FLORINA	18	1013	2025-10-21	42	1012.35
613	2025-10-23	FLORINA	18	1008.9	2025-10-22	42	1008.98
613	2025-10-24	FLORINA	18	1011.5	2025-10-23	42	1011.97
613	2025-10-25	FLORINA	18	1015.1	2025-10-24	42	1014.39
613	2025-10-26	FLORINA	18	1005.7	2025-10-25	42	1007.73
613	2025-10-27	FLORINA	18	1009.2	2025-10-26	42	1009.46
613	2025-10-28	FLORINA	18	1022.1	2025-10-27	42	1020.37
613	2025-10-29	FLORINA	18	1024.6	2025-10-28	42	1023.18
613	2025-10-30	FLORINA	18	1022.2	2025-10-29	42	1020.9
613	2025-10-31	FLORINA	18	1023.2	2025-10-30	42	1021.05
622	2025-10-02	THESSALONIKI (AIRPORT)	18	1007.1	2025-10-01	42	1006.33
622	2025-10-03	THESSALONIKI (AIRPORT)	18	1009.8	2025-10-02	42	1009.29
622	2025-10-04	THESSALONIKI (AIRPORT)	18	1016.9	2025-10-03	42	1017.52
622	2025-10-05	THESSALONIKI (AIRPORT)	18	1014.1	2025-10-04	42	1014.82
622	2025-10-06	THESSALONIKI (AIRPORT)	18	1011.1	2025-10-05	42	1010.5
622	2025-10-07	THESSALONIKI (AIRPORT)	18	1009.7	2025-10-06	42	1010.11
622	2025-10-08	THESSALONIKI (AIRPORT)	18	1012.6	2025-10-07	42	1012.7
622	2025-10-09	THESSALONIKI (AIRPORT)	18	1018.7	2025-10-08	42	1019.63
622	2025-10-10	THESSALONIKI (AIRPORT)	18	1022.9	2025-10-09	42	1023.54
622	2025-10-11	THESSALONIKI (AIRPORT)	18	1023.3	2025-10-10	42	1022.91
622	2025-10-12	THESSALONIKI (AIRPORT)	18	1022.6	2025-10-11	42	1022.35
622	2025-10-13	THESSALONIKI (AIRPORT)	18	1020.2	2025-10-12	42	1019.75
622	2025-10-14	THESSALONIKI (AIRPORT)	18	1019.7	2025-10-13	42	1019.42
622	2025-10-15	THESSALONIKI (AIRPORT)	18	1020.9	2025-10-14	42	1020.75
622	2025-10-16	THESSALONIKI (AIRPORT)	18	1022.6	2025-10-15	42	1022.75
622	2025-10-17	THESSALONIKI (AIRPORT)	18	1020.4	2025-10-16	42	1020.44
622	2025-10-18	THESSALONIKI (AIRPORT)	18	1019.7	2025-10-17	42	1019.38
622	2025-10-19	THESSALONIKI (AIRPORT)	18	1019.5	2025-10-18	42	1019.53
622	2025-10-20	THESSALONIKI (AIRPORT)	18	1016.3	2025-10-19	42	1016.67
622	2025-10-21	THESSALONIKI (AIRPORT)	18	1014.6	2025-10-20	42	1014.25
622	2025-10-22	THESSALONIKI (AIRPORT)	18	1012.5	2025-10-21	42	1012.85
622	2025-10-23	THESSALONIKI (AIRPORT)	18	1009.4	2025-10-22	42	1009.61
622	2025-10-24	THESSALONIKI (AIRPORT)	18	1007.9	2025-10-23	42	1009.09
622	2025-10-25	THESSALONIKI (AIRPORT)	18	1013.3	2025-10-24	42	1013.16
622	2025-10-26	THESSALONIKI (AIRPORT)	18	1006	2025-10-25	42	1007.14
622	2025-10-27	THESSALONIKI (AIRPORT)	18	1008.5	2025-10-26	42	1008.05
622	2025-10-28	THESSALONIKI (AIRPORT)	18	1018.7	2025-10-27	42	1018.3
622	2025-10-29	THESSALONIKI (AIRPORT)	18	1022.9	2025-10-28	42	1023.17
622	2025-10-30	THESSALONIKI (AIRPORT)	18	1020	2025-10-29	42	1020.35
