obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-11-01	SERRAI	15	1021.9	2025-11-01	15	1022.04
606	2025-11-02	SERRAI	15	1019.8	2025-11-02	15	1019.74
606	2025-11-03	SERRAI	15	1017.9	2025-11-03	15	1017.88
606	2025-11-04	SERRAI	15	1020.6	2025-11-04	15	1020.31
606	2025-11-05	SERRAI	15	1021.7	2025-11-05	15	1021.09
606	2025-11-06	SERRAI	15	1016.9	2025-11-06	15	1016.59
606	2025-11-07	SERRAI	15	1015.9	2025-11-07	15	1015.71
606	2025-11-08	SERRAI	15	1015.5	2025-11-08	15	1015.39
606	2025-11-09	SERRAI	15	1017.7	2025-11-09	15	1017.49
606	2025-11-10	SERRAI	15	1012.5	2025-11-10	15	1012.35
606	2025-11-11	SERRAI	15	1014	2025-11-11	15	1014.06
606	2025-11-12	SERRAI	15	1021.3	2025-11-12	15	1021.54
606	2025-11-13	SERRAI	15	1022	2025-11-13	15	1022.4
606	2025-11-14	SERRAI	15	1019.5	2025-11-14	15	1020.06
606	2025-11-15	SERRAI	15	1017.1	2025-11-15	15	1017.41
606	2025-11-16	SERRAI	15	1018.3	2025-11-16	15	1018.01
606	2025-11-17	SERRAI	15	1017	2025-11-17	15	1016.39
606	2025-11-18	SERRAI	15	1016.3	2025-11-18	15	1015.98
606	2025-11-19	SERRAI	15	1015.5	2025-11-19	15	1014.36
606	2025-11-20	SERRAI	15	1014.5	2025-11-20	15	1013.94
613	2025-11-01	FLORINA	15	1021.6	2025-11-01	15	1022.04
613	2025-11-02	FLORINA	15	1019	2025-11-02	15	1019.22
613	2025-11-03	FLORINA	15	1016.6	2025-11-03	15	1017.24
613	2025-11-04	FLORINA	15	1024.4	2025-11-04	15	1022.7
613	2025-11-05	FLORINA	15	1023.7	2025-11-05	15	1021.88
613	2025-11-06	FLORINA	15	1016.7	2025-11-06	15	1016.06
613	2025-11-07	FLORINA	15	1014.6	2025-11-07	15	1013.92
613	2025-11-08	FLORINA	15	1014.5	2025-11-08	15	1013.45
613	2025-11-09	FLORINA	15	1016.6	2025-11-09	15	1015.59
613	2025-11-10	FLORINA	15	1012.7	2025-11-10	15	1010.87
613	2025-11-11	FLORINA	15	1017.3	2025-11-11	15	1017.19
613	2025-11-12	FLORINA	15	1023.2	2025-11-12	15	1022.26
613	2025-11-13	FLORINA	15	1023.1	2025-11-13	15	1022.49
613	2025-11-14	FLORINA	15	1020.5	2025-11-14	15	1019.6
613	2025-11-15	FLORINA	15	1018.3	2025-11-15	15	1016.89
613	2025-11-16	FLORINA	15	1018.3	2025-11-16	15	1016.9
613	2025-11-17	FLORINA	15	1014.7	2025-11-17	15	1014.16
613	2025-11-18	FLORINA	15	1014.4	2025-11-18	15	1014.67
613	2025-11-19	FLORINA	15	1014.9	2025-11-19	15	1012.32
613	2025-11-20	FLORINA	15	1013	2025-11-20	15	1012.08
613	2025-11-21	FLORINA	15	1012.8	2025-11-21	15	1011.38
613	2025-11-22	FLORINA	15	1012.7	2025-11-22	15	1011.35
613	2025-11-23	FLORINA	15	1015.2	2025-11-23	15	1014.12
613	2025-11-24	FLORINA	15	1018.1	2025-11-24	15	1017.46
613	2025-11-25	FLORINA	15	1012.3	2025-11-25	15	1011.31
613	2025-11-26	FLORINA	15	1010.4	2025-11-26	15	1009.04
613	2025-11-27	FLORINA	15	1012	2025-11-27	15	1010.54
613	2025-11-28	FLORINA	15	1014.5	2025-11-28	15	1014.06
613	2025-11-29	FLORINA	15	1011.7	2025-11-29	15	1011.12
613	2025-11-30	FLORINA	15	1015.5	2025-11-30	15	1014.2
622	2025-11-01	THESSALONIKI (AIRPORT)	15	1021.9	2025-11-01	15	1022.21
622	2025-11-02	THESSALONIKI (AIRPORT)	15	1020.2	2025-11-02	15	1019.97
622	2025-11-03	THESSALONIKI (AIRPORT)	15	1018.2	2025-11-03	15	1017.83
622	2025-11-04	THESSALONIKI (AIRPORT)	15	1020	2025-11-04	15	1019.96
622	2025-11-05	THESSALONIKI (AIRPORT)	15	1021.9	2025-11-05	15	1021.21
622	2025-11-06	THESSALONIKI (AIRPORT)	15	1016.9	2025-11-06	15	1016.69
622	2025-11-07	THESSALONIKI (AIRPORT)	15	1015.3	2025-11-07	15	1015.37
622	2025-11-08	THESSALONIKI (AIRPORT)	15	1014.6	2025-11-08	15	1013.95
622	2025-11-09	THESSALONIKI (AIRPORT)	15	1017.4	2025-11-09	15	1016.87
622	2025-11-10	THESSALONIKI (AIRPORT)	15	1012	2025-11-10	15	1010.26
622	2025-11-11	THESSALONIKI (AIRPORT)	15	1014.8	2025-11-11	15	1014.91
622	2025-11-12	THESSALONIKI (AIRPORT)	15	1021.2	2025-11-12	15	1021.47
622	2025-11-13	THESSALONIKI (AIRPORT)	15	1021.9	2025-11-13	15	1022.44
622	2025-11-14	THESSALONIKI (AIRPORT)	15	1019	2025-11-14	15	1019.98
622	2025-11-15	THESSALONIKI (AIRPORT)	15	1017.2	2025-11-15	15	1017.74
622	2025-11-16	THESSALONIKI (AIRPORT)	15	1018.1	2025-11-16	15	1018.09
622	2025-11-17	THESSALONIKI (AIRPORT)	15	1016.7	2025-11-17	15	1015.53
622	2025-11-18	THESSALONIKI (AIRPORT)	15	1015.1	2025-11-18	15	1014.96
622	2025-11-19	THESSALONIKI (AIRPORT)	15	1015.1	2025-11-19	15	1013.17
622	2025-11-20	THESSALONIKI (AIRPORT)	15	1013.6	2025-11-20	15	1012.83
622	2025-11-21	THESSALONIKI (AIRPORT)	15	1012.7	2025-11-21	15	1011.71
622	2025-11-22	THESSALONIKI (AIRPORT)	15	1012.6	2025-11-22	15	1011.81
622	2025-11-23	THESSALONIKI (AIRPORT)	15	1013.5	2025-11-23	15	1013
622	2025-11-24	THESSALONIKI (AIRPORT)	15	1018.1	2025-11-24	15	1018.43
622	2025-11-25	THESSALONIKI (AIRPORT)	15	1013.6	2025-11-25	15	1012.81
622	2025-11-26	THESSALONIKI (AIRPORT)	15	1010.3	2025-11-26	15	1009.19
622	2025-11-27	THESSALONIKI (AIRPORT)	15	1011.6	2025-11-27	15	1010.93
622	2025-11-28	THESSALONIKI (AIRPORT)	15	1012.1	2025-11-28	15	1011.32
622	2025-11-29	THESSALONIKI (AIRPORT)	15	1008.7	2025-11-29	15	1008.95
622	2025-11-30	THESSALONIKI (AIRPORT)	15	1013.6	2025-11-30	15	1013.89
624	2025-11-01	CHRYSOPOULI (AIRPORT)	15	1021.5	2025-11-01	15	1021.92
624	2025-11-02	CHRYSOPOULI (AIRPORT)	15	1019.8	2025-11-02	15	1019.76
624	2025-11-03	CHRYSOPOULI (AIRPORT)	15	1017.9	2025-11-03	15	1017.95
624	2025-11-04	CHRYSOPOULI (AIRPORT)	15	1019.5	2025-11-04	15	1019.67
624	2025-11-05	CHRYSOPOULI (AIRPORT)	15	1021.4	2025-11-05	15	1021.21
624	2025-11-06	CHRYSOPOULI (AIRPORT)	15	1016.7	2025-11-06	15	1016.65
624	2025-11-07	CHRYSOPOULI (AIRPORT)	15	1015.6	2025-11-07	15	1015.83
624	2025-11-08	CHRYSOPOULI (AIRPORT)	15	1015.4	2025-11-08	15	1016
624	2025-11-09	CHRYSOPOULI (AIRPORT)	15	1017.5	2025-11-09	15	1017.58
624	2025-11-10	CHRYSOPOULI (AIRPORT)	15	1012	2025-11-10	15	1012.73
624	2025-11-11	CHRYSOPOULI (AIRPORT)	15	1013.4	2025-11-11	15	1014.4
624	2025-11-12	CHRYSOPOULI (AIRPORT)	15	1021.1	2025-11-12	15	1021.53
624	2025-11-13	CHRYSOPOULI (AIRPORT)	15	1021.6	2025-11-13	15	1022.49
624	2025-11-14	CHRYSOPOULI (AIRPORT)	15	1019.5	2025-11-14	15	1020.4
624	2025-11-15	CHRYSOPOULI (AIRPORT)	15	1016.6	2025-11-15	15	1017.61
624	2025-11-16	CHRYSOPOULI (AIRPORT)	15	1017.5	2025-11-16	15	1018.15
624	2025-11-17	CHRYSOPOULI (AIRPORT)	15	1016.9	2025-11-17	15	1016.91
624	2025-11-18	CHRYSOPOULI (AIRPORT)	15	1015.9	2025-11-18	15	1016.07
624	2025-11-19	CHRYSOPOULI (AIRPORT)	15	1015.1	2025-11-19	15	1014.44
624	2025-11-20	CHRYSOPOULI (AIRPORT)	15	1014.5	2025-11-20	15	1014.49
624	2025-11-21	CHRYSOPOULI (AIRPORT)	15	1014.2	2025-11-21	15	1014.23
624	2025-11-22	CHRYSOPOULI (AIRPORT)	15	1013.5	2025-11-22	15	1013.5
624	2025-11-23	CHRYSOPOULI (AIRPORT)	15	1011.9	2025-11-23	15	1012.42
624	2025-11-24	CHRYSOPOULI (AIRPORT)	15	1017.4	2025-11-24	15	1018.12
624	2025-11-25	CHRYSOPOULI (AIRPORT)	15	1013.9	2025-11-25	15	1014.26
624	2025-11-26	CHRYSOPOULI (AIRPORT)	15	1010.9	2025-11-26	15	1011.41
624	2025-11-27	CHRYSOPOULI (AIRPORT)	15	1012.2	2025-11-27	15	1013.8
624	2025-11-28	CHRYSOPOULI (AIRPORT)	15	1013	2025-11-28	15	1013.64
624	2025-11-29	CHRYSOPOULI (AIRPORT)	15	1007.5	2025-11-29	15	1007.95
624	2025-11-30	CHRYSOPOULI (AIRPORT)	15	1011.9	2025-11-30	15	1012.89
627	2025-11-01	ALEXANDROUPOLI (AIRPORT)	15	1021.4	2025-11-01	15	1021.96
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	15	1019.5	2025-11-02	15	1019.55
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	15	1017.8	2025-11-03	15	1018.12
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	15	1019.4	2025-11-04	15	1019.53
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	15	1021.4	2025-11-05	15	1021.54
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	15	1015.6	2025-11-06	15	1016.31
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	15	1015.4	2025-11-07	15	1015.81
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	15	1016.5	2025-11-08	15	1016.98
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	15	1018.7	2025-11-09	15	1018.6
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	15	1013.8	2025-11-10	15	1013.12
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	15	1013.1	2025-11-11	15	1014.25
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	15	1021	2025-11-12	15	1021.4
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	15	1021.6	2025-11-13	15	1022.61
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	15	1019.6	2025-11-14	15	1020.59
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	15	1016.7	2025-11-15	15	1017.72
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	15	1017	2025-11-16	15	1018.44
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	15	1017.4	2025-11-17	15	1017.71
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	15	1016.9	2025-11-18	15	1017.33
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	15	1015.9	2025-11-19	15	1015.79
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	15	1015.1	2025-11-20	15	1015.85
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	15	1015.6	2025-11-21	15	1015.63
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	15	1014.7	2025-11-22	15	1014.8
