obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-10-01	SERRAI	9	1019.8	2025-10-01	9	1019.53
606	2025-10-02	SERRAI	9	1013	2025-10-02	9	1012.83
606	2025-10-03	SERRAI	9	1006.1	2025-10-03	9	1005.17
606	2025-10-04	SERRAI	9	1015.4	2025-10-04	9	1015.4
606	2025-10-05	SERRAI	9	1017.3	2025-10-05	9	1017.41
606	2025-10-06	SERRAI	9	1011.9	2025-10-06	9	1011.88
606	2025-10-07	SERRAI	9	1009.8	2025-10-07	9	1010.01
606	2025-10-08	SERRAI	9	1008.8	2025-10-08	9	1008.77
606	2025-10-09	SERRAI	9	1016.6	2025-10-09	9	1016.94
606	2025-10-10	SERRAI	9	1025	2025-10-10	9	1025.03
606	2025-10-11	SERRAI	9	1021.6	2025-10-11	9	1022.41
606	2025-10-12	SERRAI	9	1024.2	2025-10-12	9	1024.45
606	2025-10-13	SERRAI	9	1020.8	2025-10-13	9	1020.95
606	2025-10-14	SERRAI	9	1021.2	2025-10-14	9	1021.48
606	2025-10-15	SERRAI	9	1022	2025-10-15	9	1022.05
606	2025-10-16	SERRAI	9	1023.8	2025-10-16	9	1023.52
606	2025-10-17	SERRAI	9	1022.6	2025-10-17	9	1022.45
606	2025-10-18	SERRAI	9	1020.9	2025-10-18	9	1020.51
606	2025-10-19	SERRAI	9	1021	2025-10-19	9	1020.65
606	2025-10-20	SERRAI	9	1018.6	2025-10-20	9	1018.64
606	2025-10-21	SERRAI	9	1016.4	2025-10-21	9	1016.08
606	2025-10-22	SERRAI	9	1014.8	2025-10-22	9	1014.4
606	2025-10-23	SERRAI	9	1012.8	2025-10-23	9	1012.72
606	2025-10-24	SERRAI	9	1006.6	2025-10-24	9	1006.5
606	2025-10-26	SERRAI	9	1011.6	2025-10-26	9	1011.4
606	2025-10-27	SERRAI	9	1006.6	2025-10-27	9	1005.92
606	2025-10-28	SERRAI	9	1013.6	2025-10-28	9	1013.39
606	2025-10-29	SERRAI	9	1024.9	2025-10-29	9	1024.57
606	2025-10-30	SERRAI	9	1022.3	2025-10-30	9	1022.09
606	2025-10-31	SERRAI	9	1022.2	2025-10-31	9	1021.76
613	2025-10-01	FLORINA	9	1018.8	2025-10-01	9	1019.08
613	2025-10-02	FLORINA	9	1015	2025-10-02	9	1014
613	2025-10-03	FLORINA	9	1010.5	2025-10-03	9	1010.67
613	2025-10-04	FLORINA	9	1017.7	2025-10-04	9	1017.7
613	2025-10-05	FLORINA	9	1016.7	2025-10-05	9	1017.44
613	2025-10-06	FLORINA	9	1011.5	2025-10-06	9	1010.58
613	2025-10-07	FLORINA	9	1013.7	2025-10-07	9	1013.52
613	2025-10-08	FLORINA	9	1013.8	2025-10-08	9	1013.14
613	2025-10-09	FLORINA	9	1019.7	2025-10-09	9	1019.69
613	2025-10-10	FLORINA	9	1026.6	2025-10-10	9	1026.23
613	2025-10-11	FLORINA	9	1025	2025-10-11	9	1025.47
613	2025-10-12	FLORINA	9	1026.5	2025-10-12	9	1025.97
613	2025-10-13	FLORINA	9	1023.8	2025-10-13	9	1022.38
613	2025-10-14	FLORINA	9	1022.3	2025-10-14	9	1022.89
613	2025-10-15	FLORINA	9	1022.2	2025-10-15	9	1022.51
613	2025-10-16	FLORINA	9	1022.8	2025-10-16	9	1022.94
613	2025-10-17	FLORINA	9	1021.8	2025-10-17	9	1021.4
613	2025-10-18	FLORINA	9	1018.5	2025-10-18	9	1019.84
613	2025-10-19	FLORINA	9	1024.4	2025-10-19	9	1022.72
613	2025-10-20	FLORINA	9	1019.3	2025-10-20	9	1018.4
613	2025-10-21	FLORINA	9	1013.6	2025-10-21	9	1014.08
613	2025-10-22	FLORINA	9	1013	2025-10-22	9	1012.27
613	2025-10-23	FLORINA	9	1012.7	2025-10-23	9	1012.55
