obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-09-02	SERRAI	21	1011.9	2025-09-01	45	1011.58
606	2025-09-03	SERRAI	21	1010.6	2025-09-02	45	1010.88
606	2025-09-04	SERRAI	21	1012.1	2025-09-03	45	1012.78
606	2025-09-05	SERRAI	21	1014.5	2025-09-04	45	1014.6
606	2025-09-06	SERRAI	21	1017.4	2025-09-05	45	1016.94
606	2025-09-07	SERRAI	21	1016	2025-09-06	45	1015.86
606	2025-09-08	SERRAI	21	1015.2	2025-09-07	45	1015.15
606	2025-09-09	SERRAI	21	1015.6	2025-09-08	45	1016.38
606	2025-09-10	SERRAI	21	1016.3	2025-09-09	45	1016.08
606	2025-09-11	SERRAI	21	1014.1	2025-09-10	45	1014.39
606	2025-09-12	SERRAI	21	1017.8	2025-09-11	45	1018.35
606	2025-09-13	SERRAI	21	1020	2025-09-12	45	1019.84
606	2025-09-14	SERRAI	21	1017.1	2025-09-13	45	1016.44
606	2025-09-15	SERRAI	21	1019	2025-09-14	45	1018.61
606	2025-09-16	SERRAI	21	1016.2	2025-09-15	45	1016.28
606	2025-09-17	SERRAI	21	1017.4	2025-09-16	45	1016.53
606	2025-09-18	SERRAI	21	1024.4	2025-09-17	45	1023.95
606	2025-09-19	SERRAI	21	1026.2	2025-09-18	45	1025.79
606	2025-09-20	SERRAI	21	1023.6	2025-09-19	45	1023.32
606	2025-09-21	SERRAI	21	1019.3	2025-09-20	45	1019.42
606	2025-09-22	SERRAI	21	1017.6	2025-09-21	45	1017.48
606	2025-09-23	SERRAI	21	1016.1	2025-09-22	45	1016.08
606	2025-09-25	SERRAI	21	1019.4	2025-09-24	45	1018.73
606	2025-09-26	SERRAI	21	1022.1	2025-09-25	45	1022.31
606	2025-09-27	SERRAI	21	1021.2	2025-09-26	45	1020.81
606	2025-09-28	SERRAI	21	1016.3	2025-09-27	45	1015.07
606	2025-09-29	SERRAI	21	1017.4	2025-09-28	45	1018.12
606	2025-09-30	SERRAI	21	1019.4	2025-09-29	45	1019.39
613	2025-09-02	FLORINA	21	1014.3	2025-09-01	45	1013.39
613	2025-09-03	FLORINA	21	1016.9	2025-09-02	45	1013.72
613	2025-09-04	FLORINA	21	1015.3	2025-09-03	45	1015.43
613	2025-09-05	FLORINA	21	1018	2025-09-04	45	1016.98
613	2025-09-06	FLORINA	21	1019.8	2025-09-05	45	1019.79
613	2025-09-07	FLORINA	21	1018.5	2025-09-06	45	1017.57
613	2025-09-08	FLORINA	21	1016.1	2025-09-07	45	1015.93
613	2025-09-09	FLORINA	21	1017.7	2025-09-08	45	1017.6
613	2025-09-10	FLORINA	21	1016.7	2025-09-09	45	1016.78
613	2025-09-11	FLORINA	21	1017.7	2025-09-10	45	1016.59
613	2025-09-12	FLORINA	21	1021	2025-09-11	45	1020.42
613	2025-09-13	FLORINA	21	1020.4	2025-09-12	45	1020.74
613	2025-09-14	FLORINA	21	1017.8	2025-09-13	45	1017.27
613	2025-09-15	FLORINA	21	1022.1	2025-09-14	45	1021.66
613	2025-09-16	FLORINA	21	1017.4	2025-09-15	45	1017.13
613	2025-09-17	FLORINA	21	1021.9	2025-09-16	45	1021.06
613	2025-09-18	FLORINA	21	1028.1	2025-09-17	45	1026.89
