obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-11-02	SERRAI	6	1024	2025-11-01	30	1023.46
606	2025-11-03	SERRAI	6	1020.2	2025-11-02	30	1019.79
606	2025-11-04	SERRAI	6	1019.5	2025-11-03	30	1020.38
606	2025-11-05	SERRAI	6	1023.6	2025-11-04	30	1023.06
606	2025-11-06	SERRAI	6	1019.7	2025-11-05	30	1019.09
606	2025-11-07	SERRAI	6	1017	2025-11-06	30	1016.72
606	2025-11-08	SERRAI	6	1016.4	2025-11-07	30	1016.55
606	2025-11-09	SERRAI	6	1019.2	2025-11-08	30	1018.57
606	2025-11-10	SERRAI	6	1016.3	2025-11-09	30	1015.41
606	2025-11-11	SERRAI	6	1012.6	2025-11-10	30	1011.91
606	2025-11-12	SERRAI	6	1021.9	2025-11-11	30	1021.81
606	2025-11-13	SERRAI	6	1025.1	2025-11-12	30	1024.84
606	2025-11-14	SERRAI	6	1023.1	2025-11-13	30	1023.45
606	2025-11-15	SERRAI	6	1020.5	2025-11-14	30	1020.83
606	2025-11-16	SERRAI	6	1019.5	2025-11-15	30	1019.46
606	2025-11-17	SERRAI	6	1020.5	2025-11-16	30	1020.4
606	2025-11-18	SERRAI	6	1017.3	2025-11-17	30	1017.29
606	2025-11-19	SERRAI	6	1016.7	2025-11-18	30	1015.22
606	2025-11-20	SERRAI	6	1015.6	2025-11-19	30	1014.62
606	2025-11-21	SERRAI	6	1013.2	2025-11-20	30	1013.41
606	2025-11-24	SERRAI	6	1018	2025-11-23	30	1018.17
606	2025-11-25	SERRAI	6	1017.3	2025-11-24	30	1018.36
606	2025-11-26	SERRAI	6	1010.6	2025-11-25	30	1011.4
606	2025-11-27	SERRAI	6	1009.7	2025-11-26	30	1010.2
606	2025-11-28	SERRAI	6	1014.1	2025-11-27	30	1013.91
613	2025-11-02	FLORINA	6	1026.3	2025-11-01	30	1024.25
613	2025-11-03	FLORINA	6	1022	2025-11-02	30	1019.92
613	2025-11-04	FLORINA	6	1022.7	2025-11-03	30	1021.52
613	2025-11-05	FLORINA	6	1026.9	2025-11-04	30	1025.72
613	2025-11-06	FLORINA	6	1020.9	2025-11-05	30	1019.83
613	2025-11-07	FLORINA	6	1016.7	2025-11-06	30	1016.28
613	2025-11-08	FLORINA	6	1014.7	2025-11-07	30	1014.33
613	2025-11-09	FLORINA	6	1019.7	2025-11-08	30	1017.7
613	2025-11-10	FLORINA	6	1015.3	2025-11-09	30	1014.18
