obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-09-02	SERRAI	9	1012.3	2025-09-01	33	1012.63
606	2025-09-03	SERRAI	9	1012.2	2025-09-02	33	1012.44
606	2025-09-04	SERRAI	9	1011.5	2025-09-03	33	1013.06
606	2025-09-05	SERRAI	9	1013.4	2025-09-04	33	1013.83
606	2025-09-06	SERRAI	9	1015.8	2025-09-05	33	1016.84
606	2025-09-07	SERRAI	9	1017.4	2025-09-06	33	1017.75
606	2025-09-08	SERRAI	9	1015.6	2025-09-07	33	1015.95
606	2025-09-09	SERRAI	9	1015.5	2025-09-08	33	1016.22
606	2025-09-10	SERRAI	9	1016.9	2025-09-09	33	1017.28
606	2025-09-11	SERRAI	9	1017	2025-09-10	33	1016.56
606	2025-09-12	SERRAI	9	1015.2	2025-09-11	33	1016.47
606	2025-09-13	SERRAI	9	1021	2025-09-12	33	1020.85
606	2025-09-14	SERRAI	9	1019.3	2025-09-13	33	1019.76
606	2025-09-15	SERRAI	9	1018	2025-09-14	33	1017.96
606	2025-09-16	SERRAI	9	1019.3	2025-09-15	33	1019.89
606	2025-09-17	SERRAI	9	1014.6	2025-09-16	33	1014.84
606	2025-09-18	SERRAI	9	1022.7	2025-09-17	33	1022.43
606	2025-09-19	SERRAI	9	1026.7	2025-09-18	33	1026.75
606	2025-09-20	SERRAI	9	1025.9	2025-09-19	33	1026.36
606	2025-09-21	SERRAI	9	1022.3	2025-09-20	33	1023.12
606	2025-09-22	SERRAI	9	1018.4	2025-09-21	33	1018.84
606	2025-09-23	SERRAI	9	1017.7	2025-09-22	33	1018.12
606	2025-09-25	SERRAI	9	1016.6	2025-09-24	33	1016.8
606	2025-09-26	SERRAI	9	1022.2	2025-09-25	33	1022.33
606	2025-09-27	SERRAI	9	1022.8	2025-09-26	33	1023.57
606	2025-09-28	SERRAI	9	1018.2	2025-09-27	33	1018.06
606	2025-09-29	SERRAI	9	1015.7	2025-09-28	33	1016.11
606	2025-09-30	SERRAI	9	1019.6	2025-09-29	33	1019.84
613	2025-09-02	FLORINA	9	1012.3	2025-09-01	33	1014.27
613	2025-09-03	FLORINA	9	1011.1	2025-09-02	33	1013.46
613	2025-09-04	FLORINA	9	1015.5	2025-09-03	33	1015.62
613	2025-09-05	FLORINA	9	1014.1	2025-09-04	33	1015.86
613	2025-09-06	FLORINA	9	1016.7	2025-09-05	33	1018.82
613	2025-09-07	FLORINA	9	1018	2025-09-06	33	1019.19
613	2025-09-08	FLORINA	9	1015.3	2025-09-07	33	1016.9
613	2025-09-09	FLORINA	9	1013.1	2025-09-08	33	1015.86
613	2025-09-10	FLORINA	9	1015.5	2025-09-09	33	1017.64
613	2025-09-11	FLORINA	9	1019.4	2025-09-10	33	1016.58
613	2025-09-12	FLORINA	9	1016.9	2025-09-11	33	1018.39
613	2025-09-13	FLORINA	9	1020	2025-09-12	33	1021.8
613	2025-09-14	FLORINA	9	1017.6	2025-09-13	33	1019.31
613	2025-09-15	FLORINA	9	1018.3	2025-09-14	33	1020.15
613	2025-09-16	FLORINA	9	1018.3	2025-09-15	33	1020.29
613	2025-09-17	FLORINA	9	1015.7	2025-09-16	33	1017.05
613	2025-09-18	FLORINA	9	1024.5	2025-09-17	33	1025.38
613	2025-09-19	FLORINA	9	1027.4	2025-09-18	33	1028.18
613	2025-09-20	FLORINA	9	1026	2025-09-19	33	1027.39
613	2025-09-21	FLORINA	9	1021.4	2025-09-20	33	1022.9
613	2025-09-22	FLORINA	9	1017	2025-09-21	33	1018.65
613	2025-09-23	FLORINA	9	1016.1	2025-09-22	33	1018.1
613	2025-09-25	FLORINA	9	1014.1	2025-09-24	33	1016.27
613	2025-09-27	FLORINA	9	1022.1	2025-09-26	33	1022.08
613	2025-09-28	FLORINA	9	1017.2	2025-09-27	33	1017.03
613	2025-09-29	FLORINA	9	1014.9	2025-09-28	33	1015.46
613	2025-09-30	FLORINA	9	1020.1	2025-09-29	33	1020.49
622	2025-09-02	THESSALONIKI (AIRPORT)	9	1012.5	2025-09-01	33	1012.46
622	2025-09-03	THESSALONIKI (AIRPORT)	9	1012.2	2025-09-02	33	1012.34
622	2025-09-04	THESSALONIKI (AIRPORT)	9	1011.8	2025-09-03	33	1013.57
622	2025-09-05	THESSALONIKI (AIRPORT)	9	1013.3	2025-09-04	33	1014.13
622	2025-09-06	THESSALONIKI (AIRPORT)	9	1016.5	2025-09-05	33	1017.28
622	2025-09-07	THESSALONIKI (AIRPORT)	9	1017.6	2025-09-06	33	1017.67
622	2025-09-08	THESSALONIKI (AIRPORT)	9	1016	2025-09-07	33	1016.23
622	2025-09-09	THESSALONIKI (AIRPORT)	9	1015.4	2025-09-08	33	1016.2
622	2025-09-10	THESSALONIKI (AIRPORT)	9	1017.2	2025-09-09	33	1017.42
622	2025-09-11	THESSALONIKI (AIRPORT)	9	1016.8	2025-09-10	33	1016.38
622	2025-09-12	THESSALONIKI (AIRPORT)	9	1015.3	2025-09-11	33	1016.13
622	2025-09-13	THESSALONIKI (AIRPORT)	9	1021	2025-09-12	33	1021.04
622	2025-09-14	THESSALONIKI (AIRPORT)	9	1019.7	2025-09-13	33	1019.67
622	2025-09-15	THESSALONIKI (AIRPORT)	9	1018.2	2025-09-14	33	1018.04
622	2025-09-16	THESSALONIKI (AIRPORT)	9	1019.6	2025-09-15	33	1020.07
622	2025-09-17	THESSALONIKI (AIRPORT)	9	1014.6	2025-09-16	33	1015.19
622	2025-09-18	THESSALONIKI (AIRPORT)	9	1023.1	2025-09-17	33	1022.84
622	2025-09-19	THESSALONIKI (AIRPORT)	9	1026.6	2025-09-18	33	1026.95
622	2025-09-20	THESSALONIKI (AIRPORT)	9	1026.2	2025-09-19	33	1026.55
622	2025-09-21	THESSALONIKI (AIRPORT)	9	1022.6	2025-09-20	33	1023.06
622	2025-09-22	THESSALONIKI (AIRPORT)	9	1018.5	2025-09-21	33	1018.86
622	2025-09-23	THESSALONIKI (AIRPORT)	9	1017.9	2025-09-22	33	1018.16
622	2025-09-25	THESSALONIKI (AIRPORT)	9	1016.2	2025-09-24	33	1016.67
622	2025-09-26	THESSALONIKI (AIRPORT)	9	1022.3	2025-09-25	33	1022.37
622	2025-09-27	THESSALONIKI (AIRPORT)	9	1022.9	2025-09-26	33	1023.1
622	2025-09-28	THESSALONIKI (AIRPORT)	9	1017.7	2025-09-27	33	1017.73
622	2025-09-29	THESSALONIKI (AIRPORT)	9	1015.5	2025-09-28	33	1015.9
622	2025-09-30	THESSALONIKI (AIRPORT)	9	1019.8	2025-09-29	33	1019.51
624	2025-09-02	CHRYSOPOULI (AIRPORT)	9	1011.6	2025-09-01	33	1012.15
624	2025-09-03	CHRYSOPOULI (AIRPORT)	9	1011.9	2025-09-02	33	1012.56
624	2025-09-04	CHRYSOPOULI (AIRPORT)	9	1011.3	2025-09-03	33	1012.52
624	2025-09-05	CHRYSOPOULI (AIRPORT)	9	1012.6	2025-09-04	33	1013.62
624	2025-09-06	CHRYSOPOULI (AIRPORT)	9	1016.2	2025-09-05	33	1016.88
624	2025-09-07	CHRYSOPOULI (AIRPORT)	9	1016.9	2025-09-06	33	1017.55
624	2025-09-08	CHRYSOPOULI (AIRPORT)	9	1015.4	2025-09-07	33	1015.86
624	2025-09-09	CHRYSOPOULI (AIRPORT)	9	1015.3	2025-09-08	33	1016.28
624	2025-09-10	CHRYSOPOULI (AIRPORT)	9	1016.9	2025-09-09	33	1017.44
624	2025-09-11	CHRYSOPOULI (AIRPORT)	9	1015.9	2025-09-10	33	1016.7
624	2025-09-12	CHRYSOPOULI (AIRPORT)	9	1015	2025-09-11	33	1016.37
624	2025-09-13	CHRYSOPOULI (AIRPORT)	9	1021.3	2025-09-12	33	1020.67
624	2025-09-14	CHRYSOPOULI (AIRPORT)	9	1019.3	2025-09-13	33	1019.51
624	2025-09-15	CHRYSOPOULI (AIRPORT)	9	1018	2025-09-14	33	1018.22
