obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-10-02	SERRAI	9	1013	2025-10-01	33	1013.63
606	2025-10-03	SERRAI	9	1006.1	2025-10-02	33	1003.77
606	2025-10-04	SERRAI	9	1015.4	2025-10-03	33	1015.22
606	2025-10-05	SERRAI	9	1017.3	2025-10-04	33	1018.09
606	2025-10-06	SERRAI	9	1011.9	2025-10-05	33	1012.2
606	2025-10-07	SERRAI	9	1009.8	2025-10-06	33	1009.48
606	2025-10-08	SERRAI	9	1008.8	2025-10-07	33	1008.75
606	2025-10-09	SERRAI	9	1016.6	2025-10-08	33	1017.02
606	2025-10-10	SERRAI	9	1025	2025-10-09	33	1025.19
606	2025-10-11	SERRAI	9	1021.6	2025-10-10	33	1022.24
606	2025-10-12	SERRAI	9	1024.2	2025-10-11	33	1024.65
606	2025-10-13	SERRAI	9	1020.8	2025-10-12	33	1021.22
606	2025-10-14	SERRAI	9	1021.2	2025-10-13	33	1021.14
606	2025-10-15	SERRAI	9	1022	2025-10-14	33	1021.9
606	2025-10-16	SERRAI	9	1023.8	2025-10-15	33	1023.69
606	2025-10-17	SERRAI	9	1022.6	2025-10-16	33	1022.23
606	2025-10-18	SERRAI	9	1020.9	2025-10-17	33	1021.05
606	2025-10-19	SERRAI	9	1021	2025-10-18	33	1020.8
606	2025-10-20	SERRAI	9	1018.6	2025-10-19	33	1018.94
606	2025-10-21	SERRAI	9	1016.4	2025-10-20	33	1016.26
606	2025-10-22	SERRAI	9	1014.8	2025-10-21	33	1014.74
606	2025-10-23	SERRAI	9	1012.8	2025-10-22	33	1012.81
606	2025-10-24	SERRAI	9	1006.6	2025-10-23	33	1007.95
606	2025-10-26	SERRAI	9	1011.6	2025-10-25	33	1012.25
606	2025-10-27	SERRAI	9	1006.6	2025-10-26	33	1006.47
606	2025-10-28	SERRAI	9	1013.6	2025-10-27	33	1012.82
606	2025-10-29	SERRAI	9	1024.9	2025-10-28	33	1025.12
606	2025-10-30	SERRAI	9	1022.3	2025-10-29	33	1022.4
606	2025-10-31	SERRAI	9	1022.2	2025-10-30	33	1022.21
613	2025-10-02	FLORINA	9	1015	2025-10-01	33	1014.29
613	2025-10-03	FLORINA	9	1010.5	2025-10-02	33	1009.28
613	2025-10-04	FLORINA	9	1017.7	2025-10-03	33	1017.92
613	2025-10-05	FLORINA	9	1016.7	2025-10-04	33	1018
613	2025-10-06	FLORINA	9	1011.5	2025-10-05	33	1010.89
613	2025-10-07	FLORINA	9	1013.7	2025-10-06	33	1013.6
613	2025-10-08	FLORINA	9	1013.8	2025-10-07	33	1013.36
613	2025-10-09	FLORINA	9	1019.7	2025-10-08	33	1019.93
613	2025-10-10	FLORINA	9	1026.6	2025-10-09	33	1026.29
613	2025-10-11	FLORINA	9	1025	2025-10-10	33	1025.37
613	2025-10-12	FLORINA	9	1026.5	2025-10-11	33	1026.12
613	2025-10-13	FLORINA	9	1023.8	2025-10-12	33	1022.25
613	2025-10-14	FLORINA	9	1022.3	2025-10-13	33	1022.15
613	2025-10-15	FLORINA	9	1022.2	2025-10-14	33	1021.82
613	2025-10-16	FLORINA	9	1022.8	2025-10-15	33	1023.06
613	2025-10-17	FLORINA	9	1021.8	2025-10-16	33	1021.01
613	2025-10-18	FLORINA	9	1018.5	2025-10-17	33	1019.15
613	2025-10-19	FLORINA	9	1024.4	2025-10-18	33	1022.45
613	2025-10-20	FLORINA	9	1019.3	2025-10-19	33	1017.89
613	2025-10-21	FLORINA	9	1013.6	2025-10-20	33	1014.14
613	2025-10-22	FLORINA	9	1013	2025-10-21	33	1012.65
613	2025-10-23	FLORINA	9	1012.7	2025-10-22	33	1012.14
613	2025-10-25	FLORINA	9	1014.1	2025-10-24	33	1014.96
613	2025-10-26	FLORINA	9	1008.1	2025-10-25	33	1010.23
613	2025-10-27	FLORINA	9	1009.4	2025-10-26	33	1007.2
613	2025-10-28	FLORINA	9	1014.8	2025-10-27	33	1013.17
613	2025-10-29	FLORINA	9	1025.1	2025-10-28	33	1024.76
613	2025-10-30	FLORINA	9	1022.5	2025-10-29	33	1021.96
613	2025-10-31	FLORINA	9	1023.2	2025-10-30	33	1022.48
622	2025-10-02	THESSALONIKI (AIRPORT)	9	1011.2	2025-10-01	33	1011.86
