obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-11-01	SERRAI	12	1022.5	2025-11-01	12	1021.92
606	2025-11-02	SERRAI	12	1020.6	2025-11-02	12	1020.62
606	2025-11-03	SERRAI	12	1018	2025-11-03	12	1017.7
606	2025-11-04	SERRAI	12	1019.8	2025-11-04	12	1019.39
606	2025-11-05	SERRAI	12	1022	2025-11-05	12	1021.59
606	2025-11-06	SERRAI	12	1017.3	2025-11-06	12	1016.96
606	2025-11-07	SERRAI	12	1016.2	2025-11-07	12	1015.73
606	2025-11-08	SERRAI	12	1015.6	2025-11-08	12	1015.6
606	2025-11-09	SERRAI	12	1017.9	2025-11-09	12	1017.48
606	2025-11-10	SERRAI	12	1013.8	2025-11-10	12	1012.89
606	2025-11-11	SERRAI	12	1013	2025-11-11	12	1012.19
606	2025-11-12	SERRAI	12	1021.3	2025-11-12	12	1021.41
606	2025-11-13	SERRAI	12	1023	2025-11-13	12	1022.89
606	2025-11-14	SERRAI	12	1020.1	2025-11-14	12	1020.33
606	2025-11-15	SERRAI	12	1017.6	2025-11-15	12	1017.54
606	2025-11-16	SERRAI	12	1018	2025-11-16	12	1017.64
606	2025-11-17	SERRAI	12	1018.1	2025-11-17	12	1017.31
606	2025-11-18	SERRAI	12	1017.2	2025-11-18	12	1016.29
606	2025-11-19	SERRAI	12	1016.1	2025-11-19	12	1015.07
606	2025-11-20	SERRAI	12	1014.8	2025-11-20	12	1013.69
606	2025-11-24	SERRAI	12	1017	2025-11-24	12	1017.74
606	2025-11-25	SERRAI	12	1015.4	2025-11-25	12	1014.61
606	2025-11-26	SERRAI	12	1009.7	2025-11-26	12	1010.39
606	2025-11-27	SERRAI	12	1011.3	2025-11-27	12	1011.83
606	2025-11-28	SERRAI	12	1012.8	2025-11-28	12	1012.59
613	2025-11-01	FLORINA	12	1021.5	2025-11-01	12	1021.67
613	2025-11-02	FLORINA	12	1018.5	2025-11-02	12	1019.85
613	2025-11-03	FLORINA	12	1016.1	2025-11-03	12	1016.4
613	2025-11-04	FLORINA	12	1024	2025-11-04	12	1022.23
613	2025-11-05	FLORINA	12	1024.5	2025-11-05	12	1022.97
613	2025-11-06	FLORINA	12	1017.5	2025-11-06	12	1016.55
613	2025-11-07	FLORINA	12	1014.6	2025-11-07	12	1013.74
613	2025-11-08	FLORINA	12	1013.3	2025-11-08	12	1012.75
613	2025-11-09	FLORINA	12	1016.9	2025-11-09	12	1015.73
613	2025-11-10	FLORINA	12	1013	2025-11-10	12	1010.57
613	2025-11-11	FLORINA	12	1015.8	2025-11-11	12	1015.89
613	2025-11-12	FLORINA	12	1021.9	2025-11-12	12	1022.24
613	2025-11-13	FLORINA	12	1022.8	2025-11-13	12	1022.92
613	2025-11-14	FLORINA	12	1020.1	2025-11-14	12	1020.24
613	2025-11-15	FLORINA	12	1017.3	2025-11-15	12	1017.16
613	2025-11-16	FLORINA	12	1017.1	2025-11-16	12	1017.05
613	2025-11-17	FLORINA	12	1013.3	2025-11-17	12	1014.39
613	2025-11-18	FLORINA	12	1015.9	2025-11-18	12	1014.87
613	2025-11-19	FLORINA	12	1015.4	2025-11-19	12	1013.19
613	2025-11-20	FLORINA	12	1012.1	2025-11-20	12	1011.75
613	2025-11-21	FLORINA	12	1012.1	2025-11-21	12	1010.61
613	2025-11-22	FLORINA	12	1011.8	2025-11-22	12	1010.92
613	2025-11-23	FLORINA	12	1013.2	2025-11-23	12	1012.61
613	2025-11-24	FLORINA	12	1017.3	2025-11-24	12	1017.35
