obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-11-02	SERRAI	6	1024	2025-11-01	30	1022.82
606	2025-11-03	SERRAI	6	1020.2	2025-11-02	30	1019.36
606	2025-11-04	SERRAI	6	1019.5	2025-11-03	30	1019.52
606	2025-11-05	SERRAI	6	1023.6	2025-11-04	30	1023.07
606	2025-11-06	SERRAI	6	1019.7	2025-11-05	30	1019.22
606	2025-11-07	SERRAI	6	1017	2025-11-06	30	1016.91
606	2025-11-08	SERRAI	6	1016.4	2025-11-07	30	1016.92
606	2025-11-09	SERRAI	6	1019.2	2025-11-08	30	1018.35
606	2025-11-10	SERRAI	6	1016.3	2025-11-09	30	1014.98
606	2025-11-11	SERRAI	6	1012.6	2025-11-10	30	1012.24
606	2025-11-12	SERRAI	6	1021.9	2025-11-11	30	1021.65
606	2025-11-13	SERRAI	6	1025.1	2025-11-12	30	1024.42
606	2025-11-14	SERRAI	6	1023.1	2025-11-13	30	1022.79
606	2025-11-15	SERRAI	6	1020.5	2025-11-14	30	1020.33
606	2025-11-16	SERRAI	6	1019.5	2025-11-15	30	1018.67
606	2025-11-17	SERRAI	6	1020.5	2025-11-16	30	1019.5
606	2025-11-18	SERRAI	6	1017.3	2025-11-17	30	1016.25
606	2025-11-19	SERRAI	6	1016.7	2025-11-18	30	1014.46
606	2025-11-20	SERRAI	6	1015.6	2025-11-19	30	1014.73
606	2025-11-21	SERRAI	6	1013.2	2025-11-20	30	1013.18
606	2025-11-24	SERRAI	6	1018	2025-11-23	30	1018.09
606	2025-11-25	SERRAI	6	1017.3	2025-11-24	30	1017.44
606	2025-11-26	SERRAI	6	1010.6	2025-11-25	30	1010.37
606	2025-11-27	SERRAI	6	1009.7	2025-11-26	30	1010.13
606	2025-11-28	SERRAI	6	1014.1	2025-11-27	30	1014.08
613	2025-11-02	FLORINA	6	1026.3	2025-11-01	30	1023.06
613	2025-11-03	FLORINA	6	1022	2025-11-02	30	1018.84
613	2025-11-04	FLORINA	6	1022.7	2025-11-03	30	1021.78
613	2025-11-05	FLORINA	6	1026.9	2025-11-04	30	1025.47
613	2025-11-06	FLORINA	6	1020.9	2025-11-05	30	1020.27
613	2025-11-07	FLORINA	6	1016.7	2025-11-06	30	1016.02
613	2025-11-08	FLORINA	6	1014.7	2025-11-07	30	1013.92
613	2025-11-09	FLORINA	6	1019.7	2025-11-08	30	1017.51
613	2025-11-10	FLORINA	6	1015.3	2025-11-09	30	1013.26
613	2025-11-11	FLORINA	6	1016.3	2025-11-10	30	1014.71
613	2025-11-12	FLORINA	6	1025.9	2025-11-11	30	1023.47
613	2025-11-13	FLORINA	6	1028.8	2025-11-12	30	1025.18
613	2025-11-14	FLORINA	6	1027.4	2025-11-13	30	1023.26
613	2025-11-15	FLORINA	6	1024.8	2025-11-14	30	1020.46
613	2025-11-16	FLORINA	6	1023.9	2025-11-15	30	1019.13
613	2025-11-17	FLORINA	6	1019.3	2025-11-16	30	1017.3
613	2025-11-18	FLORINA	6	1014.4	2025-11-17	30	1015.52
613	2025-11-19	FLORINA	6	1016.8	2025-11-18	30	1013.55
613	2025-11-20	FLORINA	6	1014.6	2025-11-19	30	1013.05
613	2025-11-21	FLORINA	6	1013.9	2025-11-20	30	1010.81
613	2025-11-22	FLORINA	6	1014.4	2025-11-21	30	1012.89
613	2025-11-23	FLORINA	6	1015.4	2025-11-22	30	1014.43
613	2025-11-24	FLORINA	6	1021.8	2025-11-23	30	1020.43
613	2025-11-25	FLORINA	6	1016.8	2025-11-24	30	1015.93
613	2025-11-26	FLORINA	6	1009.4	2025-11-25	30	1008.23
613	2025-11-27	FLORINA	6	1011.3	2025-11-26	30	1009.43
613	2025-11-28	FLORINA	6	1016.9	2025-11-27	30	1015.61
613	2025-11-29	FLORINA	6	1013.3	2025-11-28	30	1013.49
613	2025-11-30	FLORINA	6	1015.6	2025-11-29	30	1015.69
622	2025-11-02	THESSALONIKI (AIRPORT)	6	1023.1	2025-11-01	30	1022.46
622	2025-11-03	THESSALONIKI (AIRPORT)	6	1019.6	2025-11-02	30	1018.99
622	2025-11-04	THESSALONIKI (AIRPORT)	6	1019.1	2025-11-03	30	1019.08
622	2025-11-05	THESSALONIKI (AIRPORT)	6	1023.1	2025-11-04	30	1022.79
622	2025-11-06	THESSALONIKI (AIRPORT)	6	1019.1	2025-11-05	30	1018.83
622	2025-11-07	THESSALONIKI (AIRPORT)	6	1016.2	2025-11-06	30	1016.49
622	2025-11-08	THESSALONIKI (AIRPORT)	6	1014.4	2025-11-07	30	1015.35
622	2025-11-09	THESSALONIKI (AIRPORT)	6	1018.3	2025-11-08	30	1017.37
622	2025-11-10	THESSALONIKI (AIRPORT)	6	1014.8	2025-11-09	30	1013.84
622	2025-11-11	THESSALONIKI (AIRPORT)	6	1012.8	2025-11-10	30	1012.69
622	2025-11-12	THESSALONIKI (AIRPORT)	6	1021.7	2025-11-11	30	1021.37
622	2025-11-13	THESSALONIKI (AIRPORT)	6	1024.1	2025-11-12	30	1023.96
622	2025-11-14	THESSALONIKI (AIRPORT)	6	1022.4	2025-11-13	30	1022.36
622	2025-11-15	THESSALONIKI (AIRPORT)	6	1020.3	2025-11-14	30	1019.97
622	2025-11-16	THESSALONIKI (AIRPORT)	6	1019	2025-11-15	30	1018.34
622	2025-11-17	THESSALONIKI (AIRPORT)	6	1019.6	2025-11-16	30	1018.6
622	2025-11-18	THESSALONIKI (AIRPORT)	6	1016.3	2025-11-17	30	1016.01
622	2025-11-19	THESSALONIKI (AIRPORT)	6	1015.6	2025-11-18	30	1013.75
622	2025-11-20	THESSALONIKI (AIRPORT)	6	1014.9	2025-11-19	30	1013.73
