obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-10-02	SERRAI	6	1013.9	2025-10-01	30	1013.92
606	2025-10-03	SERRAI	6	1004.4	2025-10-02	30	1002.87
606	2025-10-04	SERRAI	6	1014.3	2025-10-03	30	1014.41
606	2025-10-05	SERRAI	6	1017.8	2025-10-04	30	1017.58
606	2025-10-06	SERRAI	6	1011.7	2025-10-05	30	1010.98
606	2025-10-07	SERRAI	6	1009.4	2025-10-06	30	1009
606	2025-10-08	SERRAI	6	1008.4	2025-10-07	30	1008.48
606	2025-10-09	SERRAI	6	1015.9	2025-10-08	30	1016.35
606	2025-10-10	SERRAI	6	1024.5	2025-10-09	30	1024.03
606	2025-10-11	SERRAI	6	1022	2025-10-10	30	1021.86
606	2025-10-12	SERRAI	6	1024.7	2025-10-11	30	1024.8
606	2025-10-13	SERRAI	6	1021.4	2025-10-12	30	1020.74
606	2025-10-14	SERRAI	6	1021.4	2025-10-13	30	1020.9
606	2025-10-15	SERRAI	6	1021.7	2025-10-14	30	1021.62
606	2025-10-16	SERRAI	6	1023.5	2025-10-15	30	1023.31
606	2025-10-17	SERRAI	6	1022.4	2025-10-16	30	1021.73
606	2025-10-18	SERRAI	6	1020.6	2025-10-17	30	1020.25
606	2025-10-19	SERRAI	6	1020.4	2025-10-18	30	1020.59
606	2025-10-20	SERRAI	6	1019.2	2025-10-19	30	1019.54
606	2025-10-21	SERRAI	6	1016	2025-10-20	30	1015.89
606	2025-10-22	SERRAI	6	1014.2	2025-10-21	30	1013.92
606	2025-10-23	SERRAI	6	1013.2	2025-10-22	30	1012.63
606	2025-10-24	SERRAI	6	1006.1	2025-10-23	30	1006.65
606	2025-10-27	SERRAI	6	1005	2025-10-26	30	1003.97
606	2025-10-28	SERRAI	6	1012.3	2025-10-27	30	1010.65
606	2025-10-29	SERRAI	6	1024.6	2025-10-28	30	1023.84
606	2025-10-30	SERRAI	6	1022.9	2025-10-29	30	1021.92
606	2025-10-31	SERRAI	6	1021.4	2025-10-30	30	1020.93
613	2025-10-02	FLORINA	6	1014.7	2025-10-01	30	1013.8
613	2025-10-03	FLORINA	6	1010.6	2025-10-02	30	1008.73
613	2025-10-04	FLORINA	6	1017.6	2025-10-03	30	1017.77
613	2025-10-05	FLORINA	6	1019.4	2025-10-04	30	1018.03
613	2025-10-06	FLORINA	6	1011.1	2025-10-05	30	1009.68
613	2025-10-07	FLORINA	6	1014.6	2025-10-06	30	1013.38
613	2025-10-08	FLORINA	6	1013.4	2025-10-07	30	1012.27
613	2025-10-09	FLORINA	6	1019	2025-10-08	30	1019.25
613	2025-10-10	FLORINA	6	1028.2	2025-10-09	30	1025.39
613	2025-10-11	FLORINA	6	1025.9	2025-10-10	30	1025.29
613	2025-10-12	FLORINA	6	1026.6	2025-10-11	30	1026.56
613	2025-10-13	FLORINA	6	1025.1	2025-10-12	30	1021.96
613	2025-10-14	FLORINA	6	1023.5	2025-10-13	30	1022.38
613	2025-10-15	FLORINA	6	1024.1	2025-10-14	30	1022.24
613	2025-10-16	FLORINA	6	1023.1	2025-10-15	30	1022.87
613	2025-10-17	FLORINA	6	1022.4	2025-10-16	30	1020.07
613	2025-10-18	FLORINA	6	1020.1	2025-10-17	30	1019.95
613	2025-10-19	FLORINA	6	1024.2	2025-10-18	30	1022.45
613	2025-10-20	FLORINA	6	1021.8	2025-10-19	30	1019.18
613	2025-10-21	FLORINA	6	1015.8	2025-10-20	30	1014.82
613	2025-10-22	FLORINA	6	1013.1	2025-10-21	30	1012.88
613	2025-10-23	FLORINA	6	1015	2025-10-22	30	1013.06
613	2025-10-24	FLORINA	6	1004.4	2025-10-23	30	1005.81
613	2025-10-25	FLORINA	6	1017	2025-10-24	30	1013.74
613	2025-10-26	FLORINA	6	1010.8	2025-10-25	30	1011.56
613	2025-10-27	FLORINA	6	1006	2025-10-26	30	1004.46
613	2025-10-28	FLORINA	6	1014.7	2025-10-27	30	1011.64
613	2025-10-29	FLORINA	6	1027.4	2025-10-28	30	1023.86
613	2025-10-30	FLORINA	6	1024.9	2025-10-29	30	1021.79
613	2025-10-31	FLORINA	6	1024.4	2025-10-30	30	1021.58
622	2025-10-02	THESSALONIKI (AIRPORT)	6	1012.3	2025-10-01	30	1012.36
622	2025-10-03	THESSALONIKI (AIRPORT)	6	1005.8	2025-10-02	30	1004.31
622	2025-10-04	THESSALONIKI (AIRPORT)	6	1015	2025-10-03	30	1015.09
622	2025-10-05	THESSALONIKI (AIRPORT)	6	1017	2025-10-04	30	1016.99
622	2025-10-06	THESSALONIKI (AIRPORT)	6	1010.1	2025-10-05	30	1010.03
