obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	icon_dates	icon_mslp_table_h	icon_mslp_table
606	2025-10-02	SERRAI	3	1014	2025-10-01	27	1014.07
606	2025-10-03	SERRAI	3	1003	2025-10-02	27	1001.96
606	2025-10-04	SERRAI	3	1012.6	2025-10-03	27	1012.28
606	2025-10-05	SERRAI	3	1016.4	2025-10-04	27	1016.73
606	2025-10-06	SERRAI	3	1012	2025-10-05	27	1012.12
606	2025-10-07	SERRAI	3	1009.2	2025-10-06	27	1009.08
606	2025-10-08	SERRAI	3	1007.9	2025-10-07	27	1007.49
606	2025-10-09	SERRAI	3	1014.7	2025-10-08	27	1014.46
606	2025-10-10	SERRAI	3	1022.8	2025-10-09	27	1022.47
606	2025-10-11	SERRAI	3	1021.9	2025-10-10	27	1021.8
606	2025-10-12	SERRAI	3	1024.2	2025-10-11	27	1023.55
606	2025-10-13	SERRAI	3	1020.9	2025-10-12	27	1020.75
606	2025-10-14	SERRAI	3	1020.9	2025-10-13	27	1020.52
606	2025-10-15	SERRAI	3	1021	2025-10-14	27	1020.86
606	2025-10-16	SERRAI	3	1022.6	2025-10-15	27	1022.38
606	2025-10-17	SERRAI	3	1021.8	2025-10-16	27	1021.62
606	2025-10-18	SERRAI	3	1020.3	2025-10-17	27	1020.42
606	2025-10-19	SERRAI	3	1019.5	2025-10-18	27	1019.34
606	2025-10-20	SERRAI	3	1018.9	2025-10-19	27	1019
606	2025-10-21	SERRAI	3	1015.6	2025-10-20	27	1015.48
606	2025-10-22	SERRAI	3	1014.3	2025-10-21	27	1013.76
606	2025-10-23	SERRAI	3	1012.8	2025-10-22	27	1012.97
606	2025-10-24	SERRAI	3	1006.5	2025-10-23	27	1007.65
606	2025-10-27	SERRAI	3	1005.5	2025-10-26	27	1005.86
606	2025-10-28	SERRAI	3	1010.9	2025-10-27	27	1010.23
606	2025-10-29	SERRAI	3	1023.2	2025-10-28	27	1022.8
606	2025-10-30	SERRAI	3	1022.5	2025-10-29	27	1022.48
606	2025-10-31	SERRAI	3	1020.6	2025-10-30	27	1021.11
613	2025-10-02	FLORINA	3	1015	2025-10-01	27	1014.21
613	2025-10-03	FLORINA	3	1010.5	2025-10-02	27	1008.82
613	2025-10-04	FLORINA	3	1016.4	2025-10-03	27	1016.15
613	2025-10-05	FLORINA	3	1019.1	2025-10-04	27	1017.88
613	2025-10-06	FLORINA	3	1010.7	2025-10-05	27	1010.13
613	2025-10-07	FLORINA	3	1014.2	2025-10-06	27	1014.18
613	2025-10-08	FLORINA	3	1012.7	2025-10-07	27	1012.56
613	2025-10-09	FLORINA	3	1018.9	2025-10-08	27	1018.77
613	2025-10-10	FLORINA	3	1027.7	2025-10-09	27	1025.18
613	2025-10-11	FLORINA	3	1026	2025-10-10	27	1025.59
613	2025-10-12	FLORINA	3	1026.7	2025-10-11	27	1026.09
613	2025-10-13	FLORINA	3	1025.6	2025-10-12	27	1022.58
613	2025-10-14	FLORINA	3	1023.3	2025-10-13	27	1022.23
613	2025-10-15	FLORINA	3	1024	2025-10-14	27	1021.81
613	2025-10-16	FLORINA	3	1022.4	2025-10-15	27	1021.91
613	2025-10-17	FLORINA	3	1021.9	2025-10-16	27	1020.86
613	2025-10-18	FLORINA	3	1020.2	2025-10-17	27	1019.47
613	2025-10-19	FLORINA	3	1022.2	2025-10-18	27	1021.08
