obs_codes	obs_dates	obs_station_names	obs_mslp_table_h	obs_mslp_table	ecmwf_dates	ecmwf_mslp_table_h	ecmwf_mslp_table
606	2025-09-02	SERRAI	3	1011.9	2025-09-01	27	1011.76
606	2025-09-03	SERRAI	3	1012.1	2025-09-02	27	1011.64
606	2025-09-04	SERRAI	3	1011	2025-09-03	27	1011.17
606	2025-09-05	SERRAI	3	1012.3	2025-09-04	27	1012.31
606	2025-09-06	SERRAI	3	1015.7	2025-09-05	27	1015.72
606	2025-09-07	SERRAI	3	1017.8	2025-09-06	27	1016.95
606	2025-09-08	SERRAI	3	1015.9	2025-09-07	27	1015.36
606	2025-09-09	SERRAI	3	1015.1	2025-09-08	27	1015.02
606	2025-09-10	SERRAI	3	1016.7	2025-09-09	27	1016.09
606	2025-09-11	SERRAI	3	1015.7	2025-09-10	27	1015.08
606	2025-09-12	SERRAI	3	1014.1	2025-09-11	27	1014.04
606	2025-09-13	SERRAI	3	1019.8	2025-09-12	27	1018.94
606	2025-09-14	SERRAI	3	1019.8	2025-09-13	27	1019.52
606	2025-09-15	SERRAI	3	1017.2	2025-09-14	27	1016.76
606	2025-09-16	SERRAI	3	1019.6	2025-09-15	27	1019.09
606	2025-09-17	SERRAI	3	1014.7	2025-09-16	27	1014.38
606	2025-09-18	SERRAI	3	1019.9	2025-09-17	27	1019.69
606	2025-09-19	SERRAI	3	1025.7	2025-09-18	27	1025.48
606	2025-09-20	SERRAI	3	1026.5	2025-09-19	27	1025.86
606	2025-09-21	SERRAI	3	1023.5	2025-09-20	27	1022.74
606	2025-09-22	SERRAI	3	1018.6	2025-09-21	27	1018.11
606	2025-09-23	SERRAI	3	1017.6	2025-09-22	27	1017.02
606	2025-09-24	SERRAI	3	1016.3	2025-09-23	27	1015.64
606	2025-09-25	SERRAI	3	1015.6	2025-09-24	27	1015.04
606	2025-09-26	SERRAI	3	1020.8	2025-09-25	27	1020.58
606	2025-09-27	SERRAI	3	1022.5	2025-09-26	27	1021.94
606	2025-09-28	SERRAI	3	1019.4	2025-09-27	27	1018.57
606	2025-09-29	SERRAI	3	1015	2025-09-28	27	1014.83
606	2025-09-30	SERRAI	3	1018.2	2025-09-29	27	1018.02
613	2025-09-02	FLORINA	3	1016.7	2025-09-01	27	1013.78
613	2025-09-03	FLORINA	3	1015.1	2025-09-02	27	1012.35
613	2025-09-04	FLORINA	3	1016	2025-09-03	27	1014.2
613	2025-09-05	FLORINA	3	1016.4	2025-09-04	27	1014.51
613	2025-09-06	FLORINA	3	1019.7	2025-09-05	27	1017.18
613	2025-09-07	FLORINA	3	1021.6	2025-09-06	27	1018.7
613	2025-09-08	FLORINA	3	1019.2	2025-09-07	27	1016.46
613	2025-09-09	FLORINA	3	1016.3	2025-09-08	27	1015.28
613	2025-09-11	FLORINA	3	1015.7	2025-09-10	27	1015.14
613	2025-09-12	FLORINA	3	1018.9	2025-09-11	27	1016.44
613	2025-09-13	FLORINA	3	1023.3	2025-09-12	27	1020.31
613	2025-09-14	FLORINA	3	1020.3	2025-09-13	27	1019.77
613	2025-09-15	FLORINA	3	1020.2	2025-09-14	27	1019.19
613	2025-09-16	FLORINA	3	1022.9	2025-09-15	27	1020.21
613	2025-09-17	FLORINA	3	1017.8	2025-09-16	27	1015.31
613	2025-09-18	FLORINA	3	1025.6	2025-09-17	27	1023.32
613	2025-09-19	FLORINA	3	1030.1	2025-09-18	27	1027.18
613	2025-09-20	FLORINA	3	1030	2025-09-19	27	1026.89
613	2025-09-21	FLORINA	3	1025.1	2025-09-20	27	1023.01
613	2025-09-22	FLORINA	3	1021.2	2025-09-21	27	1018.54
613	2025-09-23	FLORINA	3	1019.9	2025-09-22	27	1017.65
613	2025-09-24	FLORINA	3	1019.7	2025-09-23	27	1016.39
613	2025-09-25	FLORINA	3	1016.9	2025-09-24	27	1015.25
613	2025-09-26	FLORINA	3	1020.3	2025-09-25	27	1020.06
613	2025-09-27	FLORINA	3	1021.2	2025-09-26	27	1021.08
613	2025-09-28	FLORINA	3	1019	2025-09-27	27	1017.77
613	2025-09-29	FLORINA	3	1016	2025-09-28	27	1014.3
613	2025-09-30	FLORINA	3	1020.6	2025-09-29	27	1018.89
622	2025-09-02	THESSALONIKI (AIRPORT)	3	1011.3	2025-09-01	27	1011.03
622	2025-09-03	THESSALONIKI (AIRPORT)	3	1011.1	2025-09-02	27	1010.79
622	2025-09-04	THESSALONIKI (AIRPORT)	3	1010.4	2025-09-03	27	1011.31
622	2025-09-05	THESSALONIKI (AIRPORT)	3	1012.2	2025-09-04	27	1012.17
622	2025-09-06	THESSALONIKI (AIRPORT)	3	1015.5	2025-09-05	27	1015.19
622	2025-09-07	THESSALONIKI (AIRPORT)	3	1017.6	2025-09-06	27	1016.59
622	2025-09-08	THESSALONIKI (AIRPORT)	3	1015.4	2025-09-07	27	1014.65
622	2025-09-09	THESSALONIKI (AIRPORT)	3	1014.4	2025-09-08	27	1014.47
622	2025-09-10	THESSALONIKI (AIRPORT)	3	1015.9	2025-09-09	27	1015.64
622	2025-09-11	THESSALONIKI (AIRPORT)	3	1015	2025-09-10	27	1014.57
622	2025-09-12	THESSALONIKI (AIRPORT)	3	1014.3	2025-09-11	27	1013.43
622	2025-09-13	THESSALONIKI (AIRPORT)	3	1019.2	2025-09-12	27	1018.37
622	2025-09-14	THESSALONIKI (AIRPORT)	3	1019.8	2025-09-13	27	1019
622	2025-09-15	THESSALONIKI (AIRPORT)	3	1017	2025-09-14	27	1016.98
622	2025-09-16	THESSALONIKI (AIRPORT)	3	1019.1	2025-09-15	27	1018.53
622	2025-09-17	THESSALONIKI (AIRPORT)	3	1014.2	2025-09-16	27	1013.91
622	2025-09-18	THESSALONIKI (AIRPORT)	3	1020.8	2025-09-17	27	1019.8
622	2025-09-19	THESSALONIKI (AIRPORT)	3	1025.1	2025-09-18	27	1024.78
622	2025-09-20	THESSALONIKI (AIRPORT)	3	1026.1	2025-09-19	27	1025.19
622	2025-09-21	THESSALONIKI (AIRPORT)	3	1023	2025-09-20	27	1022.26
622	2025-09-22	THESSALONIKI (AIRPORT)	3	1018.1	2025-09-21	27	1017.63
622	2025-09-23	THESSALONIKI (AIRPORT)	3	1016.9	2025-09-22	27	1016.54
622	2025-09-24	THESSALONIKI (AIRPORT)	3	1016.1	2025-09-23	27	1015.41
622	2025-09-25	THESSALONIKI (AIRPORT)	3	1014.9	2025-09-24	27	1014.45
622	2025-09-26	THESSALONIKI (AIRPORT)	3	1019.9	2025-09-25	27	1020.22
622	2025-09-27	THESSALONIKI (AIRPORT)	3	1021.6	2025-09-26	27	1021.38
622	2025-09-28	THESSALONIKI (AIRPORT)	3	1018.8	2025-09-27	27	1017.96
622	2025-09-29	THESSALONIKI (AIRPORT)	3	1014.5	2025-09-28	27	1014.34
622	2025-09-30	THESSALONIKI (AIRPORT)	3	1018	2025-09-29	27	1017.45
624	2025-09-12	CHRYSOPOULI (AIRPORT)	3	1013.5	2025-09-11	27	1013.81
624	2025-09-26	CHRYSOPOULI (AIRPORT)	3	1020.5	2025-09-25	27	1021.03
624	2025-09-27	CHRYSOPOULI (AIRPORT)	3	1022.5	2025-09-26	27	1022.49
624	2025-09-28	CHRYSOPOULI (AIRPORT)	3	1019.6	2025-09-27	27	1018.73
624	2025-09-29	CHRYSOPOULI (AIRPORT)	3	1014.2	2025-09-28	27	1014.52
624	2025-09-30	CHRYSOPOULI (AIRPORT)	3	1018	2025-09-29	27	1017.72
627	2025-09-02	ALEXANDROUPOLI (AIRPORT)	3	1009.4	2025-09-01	27	1010.81
627	2025-09-03	ALEXANDROUPOLI (AIRPORT)	3	1010.9	2025-09-02	27	1011.1
627	2025-09-04	ALEXANDROUPOLI (AIRPORT)	3	1010	2025-09-03	27	1011.01
627	2025-09-05	ALEXANDROUPOLI (AIRPORT)	3	1010.2	2025-09-04	27	1010.91
627	2025-09-06	ALEXANDROUPOLI (AIRPORT)	3	1014.5	2025-09-05	27	1014.83
627	2025-09-07	ALEXANDROUPOLI (AIRPORT)	3	1016.5	2025-09-06	27	1016.45
627	2025-09-08	ALEXANDROUPOLI (AIRPORT)	3	1014.2	2025-09-07	27	1014.99
627	2025-09-09	ALEXANDROUPOLI (AIRPORT)	3	1014.3	2025-09-08	27	1014.65
627	2025-09-10	ALEXANDROUPOLI (AIRPORT)	3	1015.8	2025-09-09	27	1016.13
627	2025-09-11	ALEXANDROUPOLI (AIRPORT)	3	1015.5	2025-09-10	27	1015.47
627	2025-09-12	ALEXANDROUPOLI (AIRPORT)	3	1013.6	2025-09-11	27	1014.02
627	2025-09-13	ALEXANDROUPOLI (AIRPORT)	3	1018.9	2025-09-12	27	1018.84
627	2025-09-14	ALEXANDROUPOLI (AIRPORT)	3	1019.3	2025-09-13	27	1019.4
627	2025-09-15	ALEXANDROUPOLI (AIRPORT)	3	1016.9	2025-09-14	27	1016.82
627	2025-09-16	ALEXANDROUPOLI (AIRPORT)	3	1018.3	2025-09-15	27	1018.86
627	2025-09-17	ALEXANDROUPOLI (AIRPORT)	3	1013.9	2025-09-16	27	1014.48
627	2025-09-18	ALEXANDROUPOLI (AIRPORT)	3	1018.6	2025-09-17	27	1018.8
627	2025-09-19	ALEXANDROUPOLI (AIRPORT)	3	1024.2	2025-09-18	27	1024.62
627	2025-09-20	ALEXANDROUPOLI (AIRPORT)	3	1025.9	2025-09-19	27	1025.14
627	2025-09-21	ALEXANDROUPOLI (AIRPORT)	3	1021.8	2025-09-20	27	1021.86
627	2025-09-22	ALEXANDROUPOLI (AIRPORT)	3	1017.3	2025-09-21	27	1017.37
627	2025-09-23	ALEXANDROUPOLI (AIRPORT)	3	1016.7	2025-09-22	27	1017.15
627	2025-09-24	ALEXANDROUPOLI (AIRPORT)	3	1015.5	2025-09-23	27	1015.83
627	2025-09-25	ALEXANDROUPOLI (AIRPORT)	3	1015.3	2025-09-24	27	1015.63
627	2025-09-26	ALEXANDROUPOLI (AIRPORT)	3	1019.8	2025-09-25	27	1020.49
627	2025-09-27	ALEXANDROUPOLI (AIRPORT)	3	1021.9	2025-09-26	27	1021.6
627	2025-09-28	ALEXANDROUPOLI (AIRPORT)	3	1018.9	2025-09-27	27	1018.34
627	2025-09-29	ALEXANDROUPOLI (AIRPORT)	3	1013.8	2025-09-28	27	1014.48
627	2025-09-30	ALEXANDROUPOLI (AIRPORT)	3	1017.6	2025-09-29	27	1017.99
632	2025-09-02	KOZANI (AIRPORT)	3	1014.8	2025-09-01	27	1013.33
632	2025-09-03	KOZANI (AIRPORT)	3	1014	2025-09-02	27	1012.88
632	2025-09-04	KOZANI (AIRPORT)	3	1014.2	2025-09-03	27	1012.82
632	2025-09-05	KOZANI (AIRPORT)	3	1014.3	2025-09-04	27	1014.26
632	2025-09-06	KOZANI (AIRPORT)	3	1017.7	2025-09-05	27	1016.66
632	2025-09-07	KOZANI (AIRPORT)	3	1019.5	2025-09-06	27	1017.84
632	2025-09-08	KOZANI (AIRPORT)	3	1017.6	2025-09-07	27	1016.13
632	2025-09-09	KOZANI (AIRPORT)	3	1016.5	2025-09-08	27	1015.73
632	2025-09-10	KOZANI (AIRPORT)	3	1018.5	2025-09-09	27	1016.98
632	2025-09-11	KOZANI (AIRPORT)	3	1016.4	2025-09-10	27	1015.72
632	2025-09-12	KOZANI (AIRPORT)	3	1017.1	2025-09-11	27	1015.63
632	2025-09-13	KOZANI (AIRPORT)	3	1020.7	2025-09-12	27	1019.54
632	2025-09-14	KOZANI (AIRPORT)	3	1021.7	2025-09-13	27	1019.84
632	2025-09-15	KOZANI (AIRPORT)	3	1018.7	2025-09-14	27	1017.82
632	2025-09-16	KOZANI (AIRPORT)	3	1021.3	2025-09-15	27	1020.1
632	2025-09-17	KOZANI (AIRPORT)	3	1016.3	2025-09-16	27	1015.42
632	2025-09-18	KOZANI (AIRPORT)	3	1022.9	2025-09-17	27	1021.43
632	2025-09-19	KOZANI (AIRPORT)	3	1027.4	2025-09-18	27	1025.99
632	2025-09-20	KOZANI (AIRPORT)	3	1027.3	2025-09-19	27	1026.01
632	2025-09-21	KOZANI (AIRPORT)	3	1025	2025-09-20	27	1022.93
632	2025-09-22	KOZANI (AIRPORT)	3	1020.4	2025-09-21	27	1018.58
632	2025-09-23	KOZANI (AIRPORT)	3	1019.7	2025-09-22	27	1017.79
632	2025-09-24	KOZANI (AIRPORT)	3	1018.9	2025-09-23	27	1016.46
632	2025-09-25	KOZANI (AIRPORT)	3	1016.5	2025-09-24	27	1015.16
632	2025-09-26	KOZANI (AIRPORT)	3	1021.2	2025-09-25	27	1020.14
632	2025-09-27	KOZANI (AIRPORT)	3	1021.9	2025-09-26	27	1021.13
632	2025-09-28	KOZANI (AIRPORT)	3	1020.1	2025-09-27	27	1018.17
632	2025-09-29	KOZANI (AIRPORT)	3	1015.7	2025-09-28	27	1014.75
632	2025-09-30	KOZANI (AIRPORT)	3	1019.6	2025-09-29	27	1018.23
641	2025-09-02	KERKYRA (AIRPORT)	3	1011.4	2025-09-01	27	1011.88
641	2025-09-03	KERKYRA (AIRPORT)	3	1011.4	2025-09-02	27	1011.61
641	2025-09-04	KERKYRA (AIRPORT)	3	1009.5	2025-09-03	27	1010.45
641	2025-09-05	KERKYRA (AIRPORT)	3	1010.6	2025-09-04	27	1011.44
641	2025-09-06	KERKYRA (AIRPORT)	3	1013.6	2025-09-05	27	1014.75
641	2025-09-07	KERKYRA (AIRPORT)	3	1014.5	2025-09-06	27	1014.91
