obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-11-02	SERRAI	3	5.75	2025-11-01	27	5.15428
606	2025-11-03	SERRAI	3	7.65	2025-11-02	27	6.45085
606	2025-11-04	SERRAI	3	11.25	2025-11-03	27	10.45
606	2025-11-05	SERRAI	3	11.45	2025-11-04	27	10.3013
606	2025-11-06	SERRAI	3	11.45	2025-11-05	27	10.0203
606	2025-11-07	SERRAI	3	10.75	2025-11-06	27	10.6256
606	2025-11-08	SERRAI	3	9.65	2025-11-07	27	10.407
606	2025-11-09	SERRAI	3	13.95	2025-11-08	27	11.6938
606	2025-11-10	SERRAI	3	13.75	2025-11-09	27	12.8345
606	2025-11-11	SERRAI	3	11.65	2025-11-10	27	11.1767
606	2025-11-12	SERRAI	3	7.25	2025-11-11	27	5.40154
606	2025-11-13	SERRAI	3	3.25	2025-11-12	27	3.75995
606	2025-11-14	SERRAI	3	4.25	2025-11-13	27	3.59219
606	2025-11-15	SERRAI	3	3.25	2025-11-14	27	5.34483
606	2025-11-16	SERRAI	3	3.65	2025-11-15	27	4.45108
606	2025-11-17	SERRAI	3	7.95	2025-11-16	27	5.74243
606	2025-11-18	SERRAI	3	9.75	2025-11-17	27	10.8467
606	2025-11-19	SERRAI	3	14.15	2025-11-18	27	12.2234
606	2025-11-20	SERRAI	3	12.45	2025-11-19	27	12.1812
606	2025-11-21	SERRAI	3	13.15	2025-11-20	27	13.175
613	2025-11-05	FLORINA	3	6.95	2025-11-04	27	3.45557
613	2025-11-17	FLORINA	3	2.65	2025-11-16	27	1.85864
613	2025-11-18	FLORINA	3	11.95	2025-11-17	27	8.68073
613	2025-11-22	FLORINA	3	10.25	2025-11-21	27	8.20424
613	2025-11-23	FLORINA	3	6.25	2025-11-22	27	2.98077
613	2025-11-24	FLORINA	3	0.95	2025-11-23	27	-0.849686
613	2025-11-25	FLORINA	3	2.25	2025-11-24	27	2.66286
613	2025-11-26	FLORINA	3	8.25	2025-11-25	27	6.38977
613	2025-11-30	FLORINA	3	3.95	2025-11-29	27	0.550446
622	2025-11-02	THESSALONIKI (AIRPORT)	3	9.25	2025-11-01	27	8.09666
622	2025-11-03	THESSALONIKI (AIRPORT)	3	10.95	2025-11-02	27	8.43816
622	2025-11-04	THESSALONIKI (AIRPORT)	3	13.75	2025-11-03	27	13.7683
622	2025-11-05	THESSALONIKI (AIRPORT)	3	11.95	2025-11-04	27	10.4907
622	2025-11-06	THESSALONIKI (AIRPORT)	3	12.95	2025-11-05	27	10.1013
622	2025-11-07	THESSALONIKI (AIRPORT)	3	11.65	2025-11-06	27	9.70277
622	2025-11-08	THESSALONIKI (AIRPORT)	3	13.25	2025-11-07	27	11.95
622	2025-11-09	THESSALONIKI (AIRPORT)	3	13.45	2025-11-08	27	13.3549
622	2025-11-10	THESSALONIKI (AIRPORT)	3	13.45	2025-11-09	27	14.7652
622	2025-11-11	THESSALONIKI (AIRPORT)	3	13.25	2025-11-10	27	11.5692
622	2025-11-12	THESSALONIKI (AIRPORT)	3	4.75	2025-11-11	27	4.14861
622	2025-11-13	THESSALONIKI (AIRPORT)	3	6.15	2025-11-12	27	3.86249
622	2025-11-14	THESSALONIKI (AIRPORT)	3	5.45	2025-11-13	27	2.68399
622	2025-11-15	THESSALONIKI (AIRPORT)	3	6.75	2025-11-14	27	6.11339
622	2025-11-16	THESSALONIKI (AIRPORT)	3	7.95	2025-11-15	27	7.71866
