obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
622	2025-10-02	THESSALONIKI (AIRPORT)	18	100	2025-10-01	42	100
622	2025-10-03	THESSALONIKI (AIRPORT)	18	75	2025-10-02	42	39.6738
622	2025-10-04	THESSALONIKI (AIRPORT)	18	13	2025-10-03	42	0.00390625
622	2025-10-05	THESSALONIKI (AIRPORT)	18	38	2025-10-04	42	1.06836
622	2025-10-06	THESSALONIKI (AIRPORT)	18	88	2025-10-05	42	49.5215
622	2025-10-07	THESSALONIKI (AIRPORT)	18	100	2025-10-06	42	86.4629
622	2025-10-08	THESSALONIKI (AIRPORT)	18	63	2025-10-07	42	83.3711
622	2025-10-09	THESSALONIKI (AIRPORT)	18	0	2025-10-08	42	0.0332031
622	2025-10-10	THESSALONIKI (AIRPORT)	18	63	2025-10-09	42	6.56445
622	2025-10-11	THESSALONIKI (AIRPORT)	18	38	2025-10-10	42	0.00976562
622	2025-10-12	THESSALONIKI (AIRPORT)	18	25	2025-10-11	42	0.0117188
622	2025-10-13	THESSALONIKI (AIRPORT)	18	50	2025-10-12	42	99.6797
622	2025-10-14	THESSALONIKI (AIRPORT)	18	0	2025-10-13	42	2.10352
622	2025-10-15	THESSALONIKI (AIRPORT)	18	75	2025-10-14	42	78.0918
622	2025-10-16	THESSALONIKI (AIRPORT)	18	88	2025-10-15	42	78.7148
622	2025-10-17	THESSALONIKI (AIRPORT)	18	100	2025-10-16	42	97.8027
622	2025-10-18	THESSALONIKI (AIRPORT)	18	75	2025-10-17	42	52.8867
622	2025-10-19	THESSALONIKI (AIRPORT)	18	38	2025-10-18	42	10.2656
622	2025-10-20	THESSALONIKI (AIRPORT)	18	75	2025-10-19	42	98.3613
622	2025-10-21	THESSALONIKI (AIRPORT)	18	75	2025-10-20	42	85.8066
622	2025-10-22	THESSALONIKI (AIRPORT)	18	75	2025-10-21	42	46.8418
622	2025-10-23	THESSALONIKI (AIRPORT)	18	75	2025-10-22	42	100
622	2025-10-24	THESSALONIKI (AIRPORT)	18	13	2025-10-23	42	2.45117
622	2025-10-25	THESSALONIKI (AIRPORT)	18	25	2025-10-24	42	0.0273438
622	2025-10-26	THESSALONIKI (AIRPORT)	18	50	2025-10-25	42	35.0195
622	2025-10-27	THESSALONIKI (AIRPORT)	18	13	2025-10-26	42	1.46875
622	2025-10-28	THESSALONIKI (AIRPORT)	18	13	2025-10-27	42	0
622	2025-10-29	THESSALONIKI (AIRPORT)	18	0	2025-10-28	42	0
622	2025-10-30	THESSALONIKI (AIRPORT)	18	38	2025-10-29	42	1.51367
622	2025-10-31	THESSALONIKI (AIRPORT)	18	75	2025-10-30	42	99.8262
624	2025-10-02	CHRYSOPOULI (AIRPORT)	18	100	2025-10-01	42	100
624	2025-10-03	CHRYSOPOULI (AIRPORT)	18	88	2025-10-02	42	92.8711
624	2025-10-04	CHRYSOPOULI (AIRPORT)	18	13	2025-10-03	42	0
624	2025-10-05	CHRYSOPOULI (AIRPORT)	18	50	2025-10-04	42	3
624	2025-10-06	CHRYSOPOULI (AIRPORT)	18	100	2025-10-05	42	75.6113
624	2025-10-07	CHRYSOPOULI (AIRPORT)	18	100	2025-10-06	42	100
624	2025-10-08	CHRYSOPOULI (AIRPORT)	18	63	2025-10-07	42	100
624	2025-10-09	CHRYSOPOULI (AIRPORT)	18	25	2025-10-08	42	3.49219
624	2025-10-10	CHRYSOPOULI (AIRPORT)	18	38	2025-10-09	42	0.923828
624	2025-10-11	CHRYSOPOULI (AIRPORT)	18	38	2025-10-10	42	39.2207
624	2025-10-12	CHRYSOPOULI (AIRPORT)	18	38	2025-10-11	42	0.408203
624	2025-10-13	CHRYSOPOULI (AIRPORT)	18	88	2025-10-12	42	99.9688
624	2025-10-14	CHRYSOPOULI (AIRPORT)	18	63	2025-10-13	42	2.64258
624	2025-10-15	CHRYSOPOULI (AIRPORT)	18	75	2025-10-14	42	47.3105
624	2025-10-16	CHRYSOPOULI (AIRPORT)	18	50	2025-10-15	42	15.082
