obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
606	2025-10-01	SERRAI	9	100	2025-10-01	9	98.1992
606	2025-10-02	SERRAI	9	100	2025-10-02	9	100
606	2025-10-03	SERRAI	9	88	2025-10-03	9	100
606	2025-10-06	SERRAI	9	100	2025-10-06	9	95.2539
606	2025-10-07	SERRAI	9	100	2025-10-07	9	100
606	2025-10-08	SERRAI	9	63	2025-10-08	9	45.1348
606	2025-10-09	SERRAI	9	25	2025-10-09	9	71.418
606	2025-10-10	SERRAI	9	38	2025-10-10	9	8.89258
606	2025-10-13	SERRAI	9	38	2025-10-13	9	99.8789
606	2025-10-14	SERRAI	9	25	2025-10-14	9	12.5117
606	2025-10-15	SERRAI	9	75	2025-10-15	9	13.2773
606	2025-10-16	SERRAI	9	25	2025-10-16	9	11.0664
606	2025-10-17	SERRAI	9	100	2025-10-17	9	100
606	2025-10-20	SERRAI	9	25	2025-10-20	9	42.9531
606	2025-10-21	SERRAI	9	100	2025-10-21	9	99.9941
606	2025-10-22	SERRAI	9	100	2025-10-22	9	99.9297
606	2025-10-23	SERRAI	9	13	2025-10-23	9	1.41992
606	2025-10-24	SERRAI	9	63	2025-10-24	9	32.2812
606	2025-10-29	SERRAI	9	0	2025-10-29	9	0
606	2025-10-30	SERRAI	9	38	2025-10-30	9	39.6094
606	2025-10-31	SERRAI	9	75	2025-10-31	9	100
622	2025-10-01	THESSALONIKI (AIRPORT)	9	100	2025-10-01	9	81.3418
622	2025-10-02	THESSALONIKI (AIRPORT)	9	100	2025-10-02	9	100
622	2025-10-03	THESSALONIKI (AIRPORT)	9	38	2025-10-03	9	8.3125
622	2025-10-04	THESSALONIKI (AIRPORT)	9	13	2025-10-04	9	0
622	2025-10-05	THESSALONIKI (AIRPORT)	9	13	2025-10-05	9	0
622	2025-10-06	THESSALONIKI (AIRPORT)	9	88	2025-10-06	9	100
622	2025-10-07	THESSALONIKI (AIRPORT)	9	88	2025-10-07	9	97.2109
622	2025-10-08	THESSALONIKI (AIRPORT)	9	75	2025-10-08	9	48.5234
622	2025-10-09	THESSALONIKI (AIRPORT)	9	13	2025-10-09	9	0.964844
622	2025-10-10	THESSALONIKI (AIRPORT)	9	13	2025-10-10	9	0
622	2025-10-11	THESSALONIKI (AIRPORT)	9	38	2025-10-11	9	18.4531
622	2025-10-12	THESSALONIKI (AIRPORT)	9	13	2025-10-12	9	0
622	2025-10-13	THESSALONIKI (AIRPORT)	9	88	2025-10-13	9	100
622	2025-10-14	THESSALONIKI (AIRPORT)	9	13	2025-10-14	9	0
622	2025-10-15	THESSALONIKI (AIRPORT)	9	75	2025-10-15	9	99.25
622	2025-10-16	THESSALONIKI (AIRPORT)	9	88	2025-10-16	9	99.9609
622	2025-10-17	THESSALONIKI (AIRPORT)	9	100	2025-10-17	9	100
622	2025-10-18	THESSALONIKI (AIRPORT)	9	100	2025-10-18	9	55.1113
622	2025-10-19	THESSALONIKI (AIRPORT)	9	38	2025-10-19	9	91.6777
622	2025-10-20	THESSALONIKI (AIRPORT)	9	88	2025-10-20	9	100
622	2025-10-21	THESSALONIKI (AIRPORT)	9	88	2025-10-21	9	100
622	2025-10-22	THESSALONIKI (AIRPORT)	9	88	2025-10-22	9	99.9336
622	2025-10-23	THESSALONIKI (AIRPORT)	9	63	2025-10-23	9	38.8789
622	2025-10-24	THESSALONIKI (AIRPORT)	9	88	2025-10-24	9	3.72656
622	2025-10-25	THESSALONIKI (AIRPORT)	9	25	2025-10-25	9	7.9043
622	2025-10-26	THESSALONIKI (AIRPORT)	9	88	2025-10-26	9	46.9785
622	2025-10-27	THESSALONIKI (AIRPORT)	9	100	2025-10-27	9	96.0664
622	2025-10-28	THESSALONIKI (AIRPORT)	9	38	2025-10-28	9	0.119141
622	2025-10-29	THESSALONIKI (AIRPORT)	9	0	2025-10-29	9	0.0917969
