obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-11-02	SERRAI	3	5.75	2025-11-01	27	5.72536
606	2025-11-03	SERRAI	3	7.65	2025-11-02	27	7.75185
606	2025-11-04	SERRAI	3	11.25	2025-11-03	27	10.5404
606	2025-11-05	SERRAI	3	11.45	2025-11-04	27	11.3433
606	2025-11-06	SERRAI	3	11.45	2025-11-05	27	11.1802
606	2025-11-07	SERRAI	3	10.75	2025-11-06	27	11.547
606	2025-11-08	SERRAI	3	9.65	2025-11-07	27	10.418
606	2025-11-09	SERRAI	3	13.95	2025-11-08	27	13.3506
606	2025-11-10	SERRAI	3	13.75	2025-11-09	27	14.5208
606	2025-11-11	SERRAI	3	11.65	2025-11-10	27	13.8112
606	2025-11-12	SERRAI	3	7.25	2025-11-11	27	6.24866
606	2025-11-13	SERRAI	3	3.25	2025-11-12	27	5.01173
606	2025-11-14	SERRAI	3	4.25	2025-11-13	27	4.25645
606	2025-11-15	SERRAI	3	3.25	2025-11-14	27	4.53627
606	2025-11-16	SERRAI	3	3.65	2025-11-15	27	4.83125
606	2025-11-17	SERRAI	3	7.95	2025-11-16	27	5.6795
606	2025-11-18	SERRAI	3	9.75	2025-11-17	27	10.8446
606	2025-11-19	SERRAI	3	14.15	2025-11-18	27	12.8144
606	2025-11-20	SERRAI	3	12.45	2025-11-19	27	13.5603
606	2025-11-21	SERRAI	3	13.15	2025-11-20	27	13.7299
613	2025-11-05	FLORINA	3	6.95	2025-11-04	27	4.98981
613	2025-11-17	FLORINA	3	2.65	2025-11-16	27	2.11896
613	2025-11-18	FLORINA	3	11.95	2025-11-17	27	9.80553
613	2025-11-22	FLORINA	3	10.25	2025-11-21	27	8.40297
613	2025-11-23	FLORINA	3	6.25	2025-11-22	27	2.81596
613	2025-11-24	FLORINA	3	0.95	2025-11-23	27	-1.32585
613	2025-11-25	FLORINA	3	2.25	2025-11-24	27	2.64986
613	2025-11-26	FLORINA	3	8.25	2025-11-25	27	6.60277
613	2025-11-30	FLORINA	3	3.95	2025-11-29	27	2.14803
622	2025-11-02	THESSALONIKI (AIRPORT)	3	9.25	2025-11-01	27	9.91286
622	2025-11-03	THESSALONIKI (AIRPORT)	3	10.95	2025-11-02	27	10.6229
622	2025-11-04	THESSALONIKI (AIRPORT)	3	13.75	2025-11-03	27	14.4106
622	2025-11-05	THESSALONIKI (AIRPORT)	3	11.95	2025-11-04	27	9.29449
622	2025-11-06	THESSALONIKI (AIRPORT)	3	12.95	2025-11-05	27	10.7974
622	2025-11-07	THESSALONIKI (AIRPORT)	3	11.65	2025-11-06	27	9.8439
622	2025-11-08	THESSALONIKI (AIRPORT)	3	13.25	2025-11-07	27	11.3692
622	2025-11-09	THESSALONIKI (AIRPORT)	3	13.45	2025-11-08	27	13.7002
622	2025-11-10	THESSALONIKI (AIRPORT)	3	13.45	2025-11-09	27	15.7444
622	2025-11-11	THESSALONIKI (AIRPORT)	3	13.25	2025-11-10	27	14.2683
622	2025-11-12	THESSALONIKI (AIRPORT)	3	4.75	2025-11-11	27	6.09143
622	2025-11-13	THESSALONIKI (AIRPORT)	3	6.15	2025-11-12	27	4.73341
622	2025-11-14	THESSALONIKI (AIRPORT)	3	5.45	2025-11-13	27	4.54649
622	2025-11-15	THESSALONIKI (AIRPORT)	3	6.75	2025-11-14	27	6.32143
622	2025-11-16	THESSALONIKI (AIRPORT)	3	7.95	2025-11-15	27	6.66524
622	2025-11-17	THESSALONIKI (AIRPORT)	3	11.75	2025-11-16	27	9.54181
622	2025-11-18	THESSALONIKI (AIRPORT)	3	13.95	2025-11-17	27	11.1542
622	2025-11-19	THESSALONIKI (AIRPORT)	3	15.45	2025-11-18	27	11.4609
622	2025-11-20	THESSALONIKI (AIRPORT)	3	13.25	2025-11-19	27	13.0936
622	2025-11-21	THESSALONIKI (AIRPORT)	3	14.75	2025-11-20	27	14.2299
622	2025-11-22	THESSALONIKI (AIRPORT)	3	15.65	2025-11-21	27	13.5739
622	2025-11-23	THESSALONIKI (AIRPORT)	3	11.75	2025-11-22	27	9.07182
622	2025-11-24	THESSALONIKI (AIRPORT)	3	3.15	2025-11-23	27	5.27083
622	2025-11-25	THESSALONIKI (AIRPORT)	3	4.25	2025-11-24	27	5.55513
622	2025-11-26	THESSALONIKI (AIRPORT)	3	8.15	2025-11-25	27	10.2639
622	2025-11-27	THESSALONIKI (AIRPORT)	3	12.45	2025-11-26	27	13.996
622	2025-11-28	THESSALONIKI (AIRPORT)	3	12.45	2025-11-27	27	12.3426
622	2025-11-29	THESSALONIKI (AIRPORT)	3	9.75	2025-11-28	27	10.3781
622	2025-11-30	THESSALONIKI (AIRPORT)	3	2.75	2025-11-29	27	2.46931
624	2025-11-27	CHRYSOPOULI (AIRPORT)	3	14.95	2025-11-26	27	14.1581
624	2025-11-28	CHRYSOPOULI (AIRPORT)	3	12.45	2025-11-27	27	13.3329
624	2025-11-30	CHRYSOPOULI (AIRPORT)	3	4.15	2025-11-29	27	6.67928
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	3	8.45	2025-11-01	27	11.9812
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	3	7.95	2025-11-02	27	11.9931
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	3	10.75	2025-11-03	27	12.7553
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	3	10.65	2025-11-04	27	10.0718
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	3	9.15	2025-11-05	27	8.72809
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	3	10.95	2025-11-06	27	11.6398
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	3	14.75	2025-11-07	27	13.5157
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	3	17.45	2025-11-08	27	16.6446
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	3	13.95	2025-11-09	27	15.6077
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	3	13.45	2025-11-10	27	16.071
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	3	8.95	2025-11-11	27	9.08362
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	3	5.15	2025-11-12	27	8.83791
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	3	4.45	2025-11-13	27	9.36095
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	3	5.65	2025-11-14	27	7.74135
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	3	11.15	2025-11-15	27	10.9895
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	3	12.25	2025-11-16	27	13.5301
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	3	16.65	2025-11-17	27	15.8729
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	3	16.25	2025-11-18	27	15.9804
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	3	16.25	2025-11-19	27	16.2361
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	3	16.45	2025-11-20	27	16.0874
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	3	16.95	2025-11-21	27	16.612
627	2025-11-23	ALEXANDROUPOLI (AIRPORT)	3	16.25	2025-11-22	27	16.232
627	2025-11-24	ALEXANDROUPOLI (AIRPORT)	3	2.95	2025-11-23	27	8.85677
627	2025-11-25	ALEXANDROUPOLI (AIRPORT)	3	1.95	2025-11-24	27	8.1313
627	2025-11-26	ALEXANDROUPOLI (AIRPORT)	3	14.65	2025-11-25	27	14.5178
627	2025-11-27	ALEXANDROUPOLI (AIRPORT)	3	14.75	2025-11-26	27	14.3319
627	2025-11-28	ALEXANDROUPOLI (AIRPORT)	3	11.75	2025-11-27	27	13.0614
627	2025-11-29	ALEXANDROUPOLI (AIRPORT)	3	10.45	2025-11-28	27	12.881
627	2025-11-30	ALEXANDROUPOLI (AIRPORT)	3	5.45	2025-11-29	27	9.53377
632	2025-11-02	KOZANI (AIRPORT)	3	7.65	2025-11-01	27	7.77614
632	2025-11-03	KOZANI (AIRPORT)	3	7.15	2025-11-02	27	10.1132
632	2025-11-04	KOZANI (AIRPORT)	3	10.65	2025-11-03	27	11.7055
632	2025-11-05	KOZANI (AIRPORT)	3	4.75	2025-11-04	27	4.86481
632	2025-11-06	KOZANI (AIRPORT)	3	6.45	2025-11-05	27	5.79059
632	2025-11-07	KOZANI (AIRPORT)	3	8.45	2025-11-06	27	7.78238
632	2025-11-08	KOZANI (AIRPORT)	3	9.75	2025-11-07	27	9.41998
632	2025-11-09	KOZANI (AIRPORT)	3	10.15	2025-11-08	27	9.49223
632	2025-11-11	KOZANI (AIRPORT)	3	6.25	2025-11-10	27	6.07784
632	2025-11-12	KOZANI (AIRPORT)	3	3.25	2025-11-11	27	5.20862
632	2025-11-13	KOZANI (AIRPORT)	3	-0.75	2025-11-12	27	0.821304
632	2025-11-14	KOZANI (AIRPORT)	3	0.45	2025-11-13	27	2.47716
632	2025-11-15	KOZANI (AIRPORT)	3	1.65	2025-11-14	27	3.07045
632	2025-11-16	KOZANI (AIRPORT)	3	1.65	2025-11-15	27	2.56075
632	2025-11-17	KOZANI (AIRPORT)	3	1.75	2025-11-16	27	2.28204
632	2025-11-18	KOZANI (AIRPORT)	3	10.45	2025-11-17	27	9.66685
632	2025-11-19	KOZANI (AIRPORT)	3	10.75	2025-11-18	27	9.30658
632	2025-11-21	KOZANI (AIRPORT)	3	8.95	2025-11-20	27	8.89499
632	2025-11-22	KOZANI (AIRPORT)	3	8.95	2025-11-21	27	8.46352
632	2025-11-23	KOZANI (AIRPORT)	3	5.45	2025-11-22	27	2.16948
632	2025-11-24	KOZANI (AIRPORT)	3	-3.75	2025-11-23	27	-1.33171
632	2025-11-25	KOZANI (AIRPORT)	3	0.95	2025-11-24	27	1.39497
632	2025-11-26	KOZANI (AIRPORT)	3	7.65	2025-11-25	27	6.69847
632	2025-11-29	KOZANI (AIRPORT)	3	3.45	2025-11-28	27	4.42303
632	2025-11-30	KOZANI (AIRPORT)	3	1.95	2025-11-29	27	1.66951
641	2025-11-02	KERKYRA (AIRPORT)	3	12.65	2025-11-01	27	16.9295
641	2025-11-03	KERKYRA (AIRPORT)	3	14.75	2025-11-02	27	17.7079
641	2025-11-04	KERKYRA (AIRPORT)	3	16.65	2025-11-03	27	17.2231
641	2025-11-05	KERKYRA (AIRPORT)	3	10.75	2025-11-04	27	13.73
641	2025-11-06	KERKYRA (AIRPORT)	3	11.95	2025-11-05	27	13.4234
641	2025-11-07	KERKYRA (AIRPORT)	3	12.15	2025-11-06	27	14.5519
641	2025-11-08	KERKYRA (AIRPORT)	3	14.25	2025-11-07	27	16.7901
641	2025-11-09	KERKYRA (AIRPORT)	3	14.95	2025-11-08	27	15.5303
641	2025-11-10	KERKYRA (AIRPORT)	3	15.15	2025-11-09	27	16.2034
641	2025-11-11	KERKYRA (AIRPORT)	3	11.45	2025-11-10	27	14.0935
641	2025-11-12	KERKYRA (AIRPORT)	3	10.45	2025-11-11	27	13.5494
641	2025-11-13	KERKYRA (AIRPORT)	3	8.75	2025-11-12	27	12.7735
641	2025-11-14	KERKYRA (AIRPORT)	3	8.45	2025-11-13	27	12.3766
641	2025-11-15	KERKYRA (AIRPORT)	3	9.45	2025-11-14	27	14.7667
641	2025-11-16	KERKYRA (AIRPORT)	3	9.95	2025-11-15	27	14.3879
641	2025-11-17	KERKYRA (AIRPORT)	3	14.95	2025-11-16	27	12.3455
641	2025-11-18	KERKYRA (AIRPORT)	3	19.15	2025-11-17	27	17.0682
641	2025-11-19	KERKYRA (AIRPORT)	3	18.65	2025-11-18	27	17.8036
641	2025-11-20	KERKYRA (AIRPORT)	3	11.25	2025-11-19	27	16.1785
641	2025-11-21	KERKYRA (AIRPORT)	3	14.45	2025-11-20	27	15.9048
641	2025-11-22	KERKYRA (AIRPORT)	3	16.45	2025-11-21	27	14.3629
641	2025-11-23	KERKYRA (AIRPORT)	3	9.75	2025-11-22	27	11.4078
641	2025-11-24	KERKYRA (AIRPORT)	3	4.95	2025-11-23	27	7.91634
641	2025-11-25	KERKYRA (AIRPORT)	3	13.15	2025-11-24	27	12.3911
641	2025-11-26	KERKYRA (AIRPORT)	3	14.15	2025-11-25	27	14.591
641	2025-11-27	KERKYRA (AIRPORT)	3	12.45	2025-11-26	27	13.7723
641	2025-11-28	KERKYRA (AIRPORT)	3	10.25	2025-11-27	27	12.0419
641	2025-11-29	KERKYRA (AIRPORT)	3	11.15	2025-11-28	27	10.5168
641	2025-11-30	KERKYRA (AIRPORT)	3	9.65	2025-11-29	27	10.3863
642	2025-11-02	IOANNINA (AIRPORT)	3	8.75	2025-11-01	27	10.8865
642	2025-11-03	IOANNINA (AIRPORT)	3	10.95	2025-11-02	27	11.6835
642	2025-11-04	IOANNINA (AIRPORT)	3	12.45	2025-11-03	27	13.1049
642	2025-11-05	IOANNINA (AIRPORT)	3	8.15	2025-11-04	27	9.85699
642	2025-11-06	IOANNINA (AIRPORT)	3	6.25	2025-11-05	27	7.65387
642	2025-11-07	IOANNINA (AIRPORT)	3	10.25	2025-11-06	27	8.99625
642	2025-11-08	IOANNINA (AIRPORT)	3	12.95	2025-11-07	27	11.0313
642	2025-11-09	IOANNINA (AIRPORT)	3	12.45	2025-11-08	27	12.1084
642	2025-11-10	IOANNINA (AIRPORT)	3	11.45	2025-11-09	27	11.8284
642	2025-11-11	IOANNINA (AIRPORT)	3	9.75	2025-11-10	27	10.445
642	2025-11-12	IOANNINA (AIRPORT)	3	5.65	2025-11-11	27	7.22815
642	2025-11-13	IOANNINA (AIRPORT)	3	4.95	2025-11-12	27	6.43556
642	2025-11-14	IOANNINA (AIRPORT)	3	0.75	2025-11-13	27	5.32872
642	2025-11-15	IOANNINA (AIRPORT)	3	3.75	2025-11-14	27	4.62807
642	2025-11-16	IOANNINA (AIRPORT)	3	4.95	2025-11-15	27	3.93184
642	2025-11-17	IOANNINA (AIRPORT)	3	1.15	2025-11-16	27	4.37677
642	2025-11-18	IOANNINA (AIRPORT)	3	14.15	2025-11-17	27	13.0546
642	2025-11-19	IOANNINA (AIRPORT)	3	13.25	2025-11-18	27	13.1757
642	2025-11-20	IOANNINA (AIRPORT)	3	12.45	2025-11-19	27	11.7518
642	2025-11-21	IOANNINA (AIRPORT)	3	11.45	2025-11-20	27	11.9663
642	2025-11-22	IOANNINA (AIRPORT)	3	10.95	2025-11-21	27	10.8854
642	2025-11-23	IOANNINA (AIRPORT)	3	7.15	2025-11-22	27	6.53276
642	2025-11-24	IOANNINA (AIRPORT)	3	1.95	2025-11-23	27	2.21223
642	2025-11-25	IOANNINA (AIRPORT)	3	7.65	2025-11-24	27	5.43697
642	2025-11-26	IOANNINA (AIRPORT)	3	10.75	2025-11-25	27	10.386
642	2025-11-27	IOANNINA (AIRPORT)	3	11.15	2025-11-26	27	9.9657
642	2025-11-28	IOANNINA (AIRPORT)	3	7.95	2025-11-27	27	7.02428
642	2025-11-29	IOANNINA (AIRPORT)	3	7.45	2025-11-28	27	5.49237
642	2025-11-30	IOANNINA (AIRPORT)	3	6.45	2025-11-29	27	4.99471
643	2025-11-02	AKTION (AIRPORT)	3	14.65	2025-11-01	27	16.0828
643	2025-11-03	AKTION (AIRPORT)	3	15.15	2025-11-02	27	17.3895
