obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
606	2025-09-01	SERRAI	6	0	2025-09-01	6	0
606	2025-09-02	SERRAI	6	13	2025-09-02	6	0
606	2025-09-03	SERRAI	6	0	2025-09-03	6	0
606	2025-09-04	SERRAI	6	50	2025-09-04	6	82.8379
606	2025-09-08	SERRAI	6	0	2025-09-08	6	0.445312
606	2025-09-09	SERRAI	6	25	2025-09-09	6	18.5098
606	2025-09-10	SERRAI	6	0	2025-09-10	6	44.6504
606	2025-09-11	SERRAI	6	50	2025-09-11	6	79.4688
606	2025-09-12	SERRAI	6	0	2025-09-12	6	0.00390625
606	2025-09-15	SERRAI	6	13	2025-09-15	6	0
606	2025-09-16	SERRAI	6	0	2025-09-16	6	0
606	2025-09-17	SERRAI	6	63	2025-09-17	6	96.5586
606	2025-09-18	SERRAI	6	0	2025-09-18	6	7.4668
606	2025-09-19	SERRAI	6	0	2025-09-19	6	0
606	2025-09-22	SERRAI	6	0	2025-09-22	6	0
606	2025-09-23	SERRAI	6	0	2025-09-23	6	0
606	2025-09-24	SERRAI	6	0	2025-09-24	6	0
606	2025-09-25	SERRAI	6	38	2025-09-25	6	12.543
606	2025-09-26	SERRAI	6	75	2025-09-26	6	43.0391
606	2025-09-29	SERRAI	6	88	2025-09-29	6	89.1973
606	2025-09-30	SERRAI	6	50	2025-09-30	6	49.125
622	2025-09-01	THESSALONIKI (AIRPORT)	6	0	2025-09-01	6	0
622	2025-09-02	THESSALONIKI (AIRPORT)	6	0	2025-09-02	6	0
622	2025-09-03	THESSALONIKI (AIRPORT)	6	0	2025-09-03	6	0
622	2025-09-04	THESSALONIKI (AIRPORT)	6	75	2025-09-04	6	100
622	2025-09-05	THESSALONIKI (AIRPORT)	6	13	2025-09-05	6	0.847656
622	2025-09-06	THESSALONIKI (AIRPORT)	6	13	2025-09-06	6	0.171875
622	2025-09-07	THESSALONIKI (AIRPORT)	6	0	2025-09-07	6	0
622	2025-09-08	THESSALONIKI (AIRPORT)	6	25	2025-09-08	6	0.15625
