obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-11-02	SERRAI	18	8.95	2025-11-01	42	10.8822
606	2025-11-04	SERRAI	18	12.75	2025-11-03	42	11.7648
606	2025-11-05	SERRAI	18	11.25	2025-11-04	42	12.1512
606	2025-11-06	SERRAI	18	11.95	2025-11-05	42	10.747
606	2025-11-07	SERRAI	18	12.15	2025-11-06	42	12.5276
606	2025-11-08	SERRAI	18	14.95	2025-11-07	42	14.9539
606	2025-11-09	SERRAI	18	15.95	2025-11-08	42	15.1458
606	2025-11-10	SERRAI	18	14.75	2025-11-09	42	15.0814
606	2025-11-11	SERRAI	18	5.65	2025-11-10	42	9.62845
606	2025-11-12	SERRAI	18	6.45	2025-11-11	42	8.75209
606	2025-11-13	SERRAI	18	7.75	2025-11-12	42	9.39812
606	2025-11-14	SERRAI	18	8.15	2025-11-13	42	9.15062
606	2025-11-15	SERRAI	18	8.15	2025-11-14	42	9.20036
606	2025-11-16	SERRAI	18	7.45	2025-11-15	42	9.22267
606	2025-11-17	SERRAI	18	10.45	2025-11-16	42	11.3712
606	2025-11-18	SERRAI	18	12.65	2025-11-17	42	13.8657
606	2025-11-19	SERRAI	18	13.75	2025-11-18	42	13.9218
606	2025-11-20	SERRAI	18	14.75	2025-11-19	42	12.5087
613	2025-11-02	FLORINA	18	9.95	2025-11-01	42	10.0394
613	2025-11-03	FLORINA	18	12.15	2025-11-02	42	10.8484
613	2025-11-04	FLORINA	18	7.65	2025-11-03	42	5.74825
613	2025-11-05	FLORINA	18	9.25	2025-11-04	42	6.20099
613	2025-11-06	FLORINA	18	9.45	2025-11-05	42	7.81734
613	2025-11-07	FLORINA	18	9.95	2025-11-06	42	8.38696
613	2025-11-11	FLORINA	18	8.95	2025-11-10	42	8.35013
613	2025-11-12	FLORINA	18	3.15	2025-11-11	42	3.69838
613	2025-11-13	FLORINA	18	3.45	2025-11-12	42	5.86882
613	2025-11-15	FLORINA	18	2.25	2025-11-14	42	4.39665
613	2025-11-16	FLORINA	18	4.75	2025-11-15	42	4.11916
613	2025-11-19	FLORINA	18	10.95	2025-11-18	42	10.7177
613	2025-11-22	FLORINA	18	8.65	2025-11-21	42	6.39476
613	2025-11-23	FLORINA	18	-0.35	2025-11-22	42	-2.11742
613	2025-11-24	FLORINA	18	1.25	2025-11-23	42	0.920029
613	2025-11-25	FLORINA	18	6.25	2025-11-24	42	5.41763
613	2025-11-26	FLORINA	18	8.75	2025-11-25	42	7.14752
613	2025-11-29	FLORINA	18	4.75	2025-11-28	42	3.68396
622	2025-11-02	THESSALONIKI (AIRPORT)	18	9.45	2025-11-01	42	10.7884
