obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-10-02	SERRAI	6	12.45	2025-10-01	30	10.8599
606	2025-10-03	SERRAI	6	9.45	2025-10-02	30	9.05861
606	2025-10-04	SERRAI	6	6.15	2025-10-03	30	4.6044
606	2025-10-05	SERRAI	6	7.25	2025-10-04	30	5.48062
606	2025-10-06	SERRAI	6	12.95	2025-10-05	30	12.1744
606	2025-10-07	SERRAI	6	7.25	2025-10-06	30	7.82755
606	2025-10-08	SERRAI	6	6.75	2025-10-07	30	6.82169
606	2025-10-09	SERRAI	6	7.95	2025-10-08	30	7.79825
606	2025-10-10	SERRAI	6	7.95	2025-10-09	30	6.95792
606	2025-10-11	SERRAI	6	8.45	2025-10-10	30	9.00504
606	2025-10-12	SERRAI	6	7.45	2025-10-11	30	7.16568
606	2025-10-13	SERRAI	6	7.95	2025-10-12	30	8.93033
606	2025-10-14	SERRAI	6	7.95	2025-10-13	30	8.01749
606	2025-10-15	SERRAI	6	8.95	2025-10-14	30	8.79169
606	2025-10-16	SERRAI	6	9.95	2025-10-15	30	9.76407
606	2025-10-17	SERRAI	6	9.75	2025-10-16	30	9.24872
606	2025-10-18	SERRAI	6	13.75	2025-10-17	30	11.8711
606	2025-10-19	SERRAI	6	11.95	2025-10-18	30	11.2115
606	2025-10-20	SERRAI	6	8.45	2025-10-19	30	10.3937
606	2025-10-21	SERRAI	6	11.95	2025-10-20	30	9.86881
606	2025-10-22	SERRAI	6	11.45	2025-10-21	30	9.69914
606	2025-10-23	SERRAI	6	13.15	2025-10-22	30	12.8307
606	2025-10-24	SERRAI	6	14.75	2025-10-23	30	14.0211
606	2025-10-27	SERRAI	6	11.95	2025-10-26	30	12.7261
606	2025-10-28	SERRAI	6	7.75	2025-10-27	30	7.72745
606	2025-10-29	SERRAI	6	4.75	2025-10-28	30	4.65134
606	2025-10-30	SERRAI	6	4.75	2025-10-29	30	4.73763
606	2025-10-31	SERRAI	6	7.15	2025-10-30	30	6.20158
613	2025-10-03	FLORINA	6	3.45	2025-10-02	30	1.32716
613	2025-10-04	FLORINA	6	1.45	2025-10-03	30	0.35245
613	2025-10-05	FLORINA	6	6.25	2025-10-04	30	3.77359
613	2025-10-06	FLORINA	6	12.25	2025-10-05	30	10.1178
613	2025-10-07	FLORINA	6	5.75	2025-10-06	30	2.78263
613	2025-10-08	FLORINA	6	7.45	2025-10-07	30	5.13907
613	2025-10-09	FLORINA	6	6.65	2025-10-08	30	4.78653
613	2025-10-11	FLORINA	6	9.65	2025-10-10	30	8.27554
613	2025-10-12	FLORINA	6	8.45	2025-10-11	30	5.92935
613	2025-10-14	FLORINA	6	7.65	2025-10-13	30	5.24405
613	2025-10-16	FLORINA	6	10.45	2025-10-15	30	8.80704
613	2025-10-18	FLORINA	6	11.65	2025-10-17	30	9.76077
613	2025-10-19	FLORINA	6	7.15	2025-10-18	30	8.2086
613	2025-10-22	FLORINA	6	12.45	2025-10-21	30	9.71086
613	2025-10-24	FLORINA	6	12.75	2025-10-23	30	11.6823
613	2025-10-25	FLORINA	6	7.45	2025-10-24	30	7.6481
613	2025-10-26	FLORINA	6	8.75	2025-10-25	30	7.12784
613	2025-10-27	FLORINA	6	13.95	2025-10-26	30	11.7066
613	2025-10-28	FLORINA	6	6.25	2025-10-27	30	5.23526
622	2025-10-02	THESSALONIKI (AIRPORT)	6	12.95	2025-10-01	30	13.1451
622	2025-10-03	THESSALONIKI (AIRPORT)	6	4.65	2025-10-02	30	5.13478
622	2025-10-04	THESSALONIKI (AIRPORT)	6	3.65	2025-10-03	30	3.55167
622	2025-10-05	THESSALONIKI (AIRPORT)	6	7.45	2025-10-04	30	8.79019
622	2025-10-06	THESSALONIKI (AIRPORT)	6	14.45	2025-10-05	30	14.9781
622	2025-10-07	THESSALONIKI (AIRPORT)	6	7.25	2025-10-06	30	5.79044
622	2025-10-08	THESSALONIKI (AIRPORT)	6	8.25	2025-10-07	30	6.85782
622	2025-10-09	THESSALONIKI (AIRPORT)	6	7.75	2025-10-08	30	7.65274
622	2025-10-10	THESSALONIKI (AIRPORT)	6	8.45	2025-10-09	30	8.57511
622	2025-10-11	THESSALONIKI (AIRPORT)	6	9.45	2025-10-10	30	8.87613
622	2025-10-12	THESSALONIKI (AIRPORT)	6	6.45	2025-10-11	30	8.67056
622	2025-10-13	THESSALONIKI (AIRPORT)	6	9.25	2025-10-12	30	9.50162
622	2025-10-14	THESSALONIKI (AIRPORT)	6	6.25	2025-10-13	30	9.30948
622	2025-10-15	THESSALONIKI (AIRPORT)	6	8.95	2025-10-14	30	8.5661
622	2025-10-16	THESSALONIKI (AIRPORT)	6	13.75	2025-10-15	30	12.6371
622	2025-10-17	THESSALONIKI (AIRPORT)	6	14.75	2025-10-16	30	13.3083
622	2025-10-18	THESSALONIKI (AIRPORT)	6	14.75	2025-10-17	30	13.2198
622	2025-10-19	THESSALONIKI (AIRPORT)	6	11.25	2025-10-18	30	10.8883
622	2025-10-20	THESSALONIKI (AIRPORT)	6	11.45	2025-10-19	30	11.3068
622	2025-10-21	THESSALONIKI (AIRPORT)	6	11.25	2025-10-20	30	12.2292
622	2025-10-22	THESSALONIKI (AIRPORT)	6	14.45	2025-10-21	30	11.9931
622	2025-10-23	THESSALONIKI (AIRPORT)	6	14.75	2025-10-22	30	14.5036
622	2025-10-24	THESSALONIKI (AIRPORT)	6	14.25	2025-10-23	30	15.0827
622	2025-10-25	THESSALONIKI (AIRPORT)	6	6.45	2025-10-24	30	8.48209
622	2025-10-26	THESSALONIKI (AIRPORT)	6	10.25	2025-10-25	30	11.412
622	2025-10-27	THESSALONIKI (AIRPORT)	6	13.15	2025-10-26	30	15.3433
622	2025-10-28	THESSALONIKI (AIRPORT)	6	10.75	2025-10-27	30	9.6669
622	2025-10-29	THESSALONIKI (AIRPORT)	6	6.25	2025-10-28	30	7.47067
622	2025-10-30	THESSALONIKI (AIRPORT)	6	10.25	2025-10-29	30	10.0531
622	2025-10-31	THESSALONIKI (AIRPORT)	6	11.95	2025-10-30	30	11.7846
624	2025-10-02	CHRYSOPOULI (AIRPORT)	6	10.95	2025-10-01	30	9.5972
624	2025-10-03	CHRYSOPOULI (AIRPORT)	6	16.15	2025-10-02	30	12.5264
624	2025-10-04	CHRYSOPOULI (AIRPORT)	6	12.25	2025-10-03	30	9.90518
624	2025-10-05	CHRYSOPOULI (AIRPORT)	6	9.95	2025-10-04	30	7.55289
624	2025-10-06	CHRYSOPOULI (AIRPORT)	6	13.45	2025-10-05	30	12.9537
624	2025-10-07	CHRYSOPOULI (AIRPORT)	6	12.75	2025-10-06	30	11.0922
624	2025-10-08	CHRYSOPOULI (AIRPORT)	6	11.25	2025-10-07	30	7.67032
624	2025-10-09	CHRYSOPOULI (AIRPORT)	6	11.25	2025-10-08	30	10.8002
624	2025-10-10	CHRYSOPOULI (AIRPORT)	6	13.65	2025-10-09	30	12.496
624	2025-10-11	CHRYSOPOULI (AIRPORT)	6	12.95	2025-10-10	30	10.1964
624	2025-10-12	CHRYSOPOULI (AIRPORT)	6	8.45	2025-10-11	30	6.85513
624	2025-10-13	CHRYSOPOULI (AIRPORT)	6	11.95	2025-10-12	30	9.02017
624	2025-10-14	CHRYSOPOULI (AIRPORT)	6	10.95	2025-10-13	30	12.62
624	2025-10-15	CHRYSOPOULI (AIRPORT)	6	11.75	2025-10-14	30	10.2165
624	2025-10-16	CHRYSOPOULI (AIRPORT)	6	10.25	2025-10-15	30	7.96524
624	2025-10-17	CHRYSOPOULI (AIRPORT)	6	10.65	2025-10-16	30	8.32098
624	2025-10-18	CHRYSOPOULI (AIRPORT)	6	14.65	2025-10-17	30	12.9746
624	2025-10-19	CHRYSOPOULI (AIRPORT)	6	14.95	2025-10-18	30	12.8629
624	2025-10-20	CHRYSOPOULI (AIRPORT)	6	11.95	2025-10-19	30	3.65934
624	2025-10-21	CHRYSOPOULI (AIRPORT)	6	11.75	2025-10-20	30	8.52115
624	2025-10-22	CHRYSOPOULI (AIRPORT)	6	10.75	2025-10-21	30	8.35442
624	2025-10-23	CHRYSOPOULI (AIRPORT)	6	12.45	2025-10-22	30	12.6559
624	2025-10-24	CHRYSOPOULI (AIRPORT)	6	14.25	2025-10-23	30	14.5602
624	2025-10-25	CHRYSOPOULI (AIRPORT)	6	11.75	2025-10-24	30	13.6413
