obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
622	2025-10-02	THESSALONIKI (AIRPORT)	21	100	2025-10-01	45	99.9941
622	2025-10-03	THESSALONIKI (AIRPORT)	21	75	2025-10-02	45	53.75
622	2025-10-04	THESSALONIKI (AIRPORT)	21	63	2025-10-03	45	0.0390625
622	2025-10-05	THESSALONIKI (AIRPORT)	21	88	2025-10-04	45	99.2285
622	2025-10-06	THESSALONIKI (AIRPORT)	21	75	2025-10-05	45	40.9551
622	2025-10-07	THESSALONIKI (AIRPORT)	21	88	2025-10-06	45	59.5605
622	2025-10-08	THESSALONIKI (AIRPORT)	21	63	2025-10-07	45	4.88281
622	2025-10-09	THESSALONIKI (AIRPORT)	21	0	2025-10-08	45	1.55273
622	2025-10-10	THESSALONIKI (AIRPORT)	21	25	2025-10-09	45	0
622	2025-10-11	THESSALONIKI (AIRPORT)	21	38	2025-10-10	45	86.0195
622	2025-10-12	THESSALONIKI (AIRPORT)	21	25	2025-10-11	45	18.4355
622	2025-10-13	THESSALONIKI (AIRPORT)	21	50	2025-10-12	45	47.4082
622	2025-10-14	THESSALONIKI (AIRPORT)	21	25	2025-10-13	45	0.337891
622	2025-10-15	THESSALONIKI (AIRPORT)	21	75	2025-10-14	45	98.2246
622	2025-10-16	THESSALONIKI (AIRPORT)	21	50	2025-10-15	45	83.9512
622	2025-10-17	THESSALONIKI (AIRPORT)	21	100	2025-10-16	45	82.6074
622	2025-10-18	THESSALONIKI (AIRPORT)	21	75	2025-10-17	45	22.8965
622	2025-10-19	THESSALONIKI (AIRPORT)	21	38	2025-10-18	45	35.5195
622	2025-10-20	THESSALONIKI (AIRPORT)	21	75	2025-10-19	45	56.3105
622	2025-10-21	THESSALONIKI (AIRPORT)	21	75	2025-10-20	45	38.6445
622	2025-10-22	THESSALONIKI (AIRPORT)	21	63	2025-10-21	45	35.9434
622	2025-10-23	THESSALONIKI (AIRPORT)	21	50	2025-10-22	45	100
622	2025-10-24	THESSALONIKI (AIRPORT)	21	13	2025-10-23	45	0.498047
622	2025-10-25	THESSALONIKI (AIRPORT)	21	25	2025-10-24	45	0.00585938
622	2025-10-26	THESSALONIKI (AIRPORT)	21	25	2025-10-25	45	62.0664
622	2025-10-27	THESSALONIKI (AIRPORT)	21	13	2025-10-26	45	0.53125
622	2025-10-28	THESSALONIKI (AIRPORT)	21	13	2025-10-27	45	0
622	2025-10-29	THESSALONIKI (AIRPORT)	21	13	2025-10-28	45	11.9238
622	2025-10-30	THESSALONIKI (AIRPORT)	21	63	2025-10-29	45	56.9238
622	2025-10-31	THESSALONIKI (AIRPORT)	21	75	2025-10-30	45	75.3789
624	2025-10-02	CHRYSOPOULI (AIRPORT)	21	100	2025-10-01	45	100
624	2025-10-03	CHRYSOPOULI (AIRPORT)	21	63	2025-10-02	45	100
624	2025-10-04	CHRYSOPOULI (AIRPORT)	21	13	2025-10-03	45	0
624	2025-10-05	CHRYSOPOULI (AIRPORT)	21	38	2025-10-04	45	15.207
624	2025-10-06	CHRYSOPOULI (AIRPORT)	21	100	2025-10-05	45	99.6895
624	2025-10-07	CHRYSOPOULI (AIRPORT)	21	88	2025-10-06	45	100
624	2025-10-08	CHRYSOPOULI (AIRPORT)	21	88	2025-10-07	45	99.582
624	2025-10-09	CHRYSOPOULI (AIRPORT)	21	25	2025-10-08	45	2.6582
624	2025-10-10	CHRYSOPOULI (AIRPORT)	21	13	2025-10-09	45	10.084
624	2025-10-11	CHRYSOPOULI (AIRPORT)	21	38	2025-10-10	45	2.00586
624	2025-10-12	CHRYSOPOULI (AIRPORT)	21	25	2025-10-11	45	0.998047
624	2025-10-13	CHRYSOPOULI (AIRPORT)	21	63	2025-10-12	45	83.582
624	2025-10-14	CHRYSOPOULI (AIRPORT)	21	63	2025-10-13	45	5.5918
624	2025-10-15	CHRYSOPOULI (AIRPORT)	21	38	2025-10-14	45	80.0293
624	2025-10-16	CHRYSOPOULI (AIRPORT)	21	50	2025-10-15	45	86.2617
624	2025-10-17	CHRYSOPOULI (AIRPORT)	21	100	2025-10-16	45	99.8926
624	2025-10-18	CHRYSOPOULI (AIRPORT)	21	88	2025-10-17	45	46.0898
624	2025-10-19	CHRYSOPOULI (AIRPORT)	21	75	2025-10-18	45	96.1914
624	2025-10-20	CHRYSOPOULI (AIRPORT)	21	38	2025-10-19	45	0.492188
624	2025-10-21	CHRYSOPOULI (AIRPORT)	21	50	2025-10-20	45	97.0605
624	2025-10-22	CHRYSOPOULI (AIRPORT)	21	63	2025-10-21	45	29.1719
624	2025-10-23	CHRYSOPOULI (AIRPORT)	21	13	2025-10-22	45	99.4258
624	2025-10-24	CHRYSOPOULI (AIRPORT)	21	25	2025-10-23	45	68.7949
624	2025-10-25	CHRYSOPOULI (AIRPORT)	21	0	2025-10-24	45	6.14062
624	2025-10-26	CHRYSOPOULI (AIRPORT)	21	75	2025-10-25	45	98.2812
624	2025-10-27	CHRYSOPOULI (AIRPORT)	21	25	2025-10-26	45	43.8047
624	2025-10-28	CHRYSOPOULI (AIRPORT)	21	13	2025-10-27	45	26.5137
624	2025-10-29	CHRYSOPOULI (AIRPORT)	21	0	2025-10-28	45	0.796875
624	2025-10-30	CHRYSOPOULI (AIRPORT)	21	13	2025-10-29	45	37.916
624	2025-10-31	CHRYSOPOULI (AIRPORT)	21	50	2025-10-30	45	99.5918
627	2025-10-02	ALEXANDROUPOLI (AIRPORT)	21	100	2025-10-01	45	99.9902
