obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
606	2025-11-03	SERRAI	9	13	2025-11-03	9	4.05664
606	2025-11-04	SERRAI	9	88	2025-11-04	9	100
606	2025-11-05	SERRAI	9	50	2025-11-05	9	90.1406
606	2025-11-06	SERRAI	9	100	2025-11-06	9	95.1914
606	2025-11-07	SERRAI	9	100	2025-11-07	9	79.5312
606	2025-11-10	SERRAI	9	100	2025-11-10	9	100
606	2025-11-11	SERRAI	9	38	2025-11-11	9	30.9102
606	2025-11-12	SERRAI	9	0	2025-11-12	9	50.4121
606	2025-11-13	SERRAI	9	38	2025-11-13	9	89.1074
606	2025-11-14	SERRAI	9	0	2025-11-14	9	0
606	2025-11-17	SERRAI	9	75	2025-11-17	9	97.877
606	2025-11-18	SERRAI	9	100	2025-11-18	9	100
606	2025-11-20	SERRAI	9	100	2025-11-20	9	99.9434
606	2025-11-24	SERRAI	9	0	2025-11-24	9	0
606	2025-11-25	SERRAI	9	50	2025-11-25	9	91.6211
606	2025-11-26	SERRAI	9	63	2025-11-26	9	100
606	2025-11-27	SERRAI	9	100	2025-11-27	9	100
606	2025-11-28	SERRAI	9	100	2025-11-28	9	100
622	2025-11-01	THESSALONIKI (AIRPORT)	9	75	2025-11-01	9	96.3711
622	2025-11-02	THESSALONIKI (AIRPORT)	9	88	2025-11-02	9	0.167969
622	2025-11-03	THESSALONIKI (AIRPORT)	9	38	2025-11-03	9	18.1699
622	2025-11-04	THESSALONIKI (AIRPORT)	9	100	2025-11-04	9	100
622	2025-11-05	THESSALONIKI (AIRPORT)	9	100	2025-11-05	9	99.6797
622	2025-11-06	THESSALONIKI (AIRPORT)	9	88	2025-11-06	9	95.9961
622	2025-11-07	THESSALONIKI (AIRPORT)	9	50	2025-11-07	9	56.3535
622	2025-11-08	THESSALONIKI (AIRPORT)	9	88	2025-11-08	9	100
622	2025-11-09	THESSALONIKI (AIRPORT)	9	25	2025-11-09	9	100
622	2025-11-10	THESSALONIKI (AIRPORT)	9	100	2025-11-10	9	100
622	2025-11-11	THESSALONIKI (AIRPORT)	9	38	2025-11-11	9	5.39062
622	2025-11-12	THESSALONIKI (AIRPORT)	9	13	2025-11-12	9	0
622	2025-11-13	THESSALONIKI (AIRPORT)	9	25	2025-11-13	9	18.6465
622	2025-11-14	THESSALONIKI (AIRPORT)	9	0	2025-11-14	9	0
622	2025-11-15	THESSALONIKI (AIRPORT)	9	0	2025-11-15	9	0
622	2025-11-16	THESSALONIKI (AIRPORT)	9	0	2025-11-16	9	11.166
622	2025-11-17	THESSALONIKI (AIRPORT)	9	75	2025-11-17	9	95.5898
622	2025-11-18	THESSALONIKI (AIRPORT)	9	88	2025-11-18	9	100
622	2025-11-19	THESSALONIKI (AIRPORT)	9	88	2025-11-19	9	100
622	2025-11-20	THESSALONIKI (AIRPORT)	9	88	2025-11-20	9	87.0273
622	2025-11-21	THESSALONIKI (AIRPORT)	9	100	2025-11-21	9	100
622	2025-11-22	THESSALONIKI (AIRPORT)	9	25	2025-11-22	9	23.3945
622	2025-11-23	THESSALONIKI (AIRPORT)	9	13	2025-11-23	9	50.9551
622	2025-11-24	THESSALONIKI (AIRPORT)	9	0	2025-11-24	9	0
622	2025-11-25	THESSALONIKI (AIRPORT)	9	88	2025-11-25	9	60.6465
622	2025-11-26	THESSALONIKI (AIRPORT)	9	63	2025-11-26	9	100
622	2025-11-27	THESSALONIKI (AIRPORT)	9	88	2025-11-27	9	100
622	2025-11-28	THESSALONIKI (AIRPORT)	9	88	2025-11-28	9	100
622	2025-11-29	THESSALONIKI (AIRPORT)	9	38	2025-11-29	9	99.998
622	2025-11-30	THESSALONIKI (AIRPORT)	9	13	2025-11-30	9	0
624	2025-11-01	CHRYSOPOULI (AIRPORT)	9	63	2025-11-01	9	96.6621
624	2025-11-02	CHRYSOPOULI (AIRPORT)	9	25	2025-11-02	9	4.95508
624	2025-11-03	CHRYSOPOULI (AIRPORT)	9	50	2025-11-03	9	100
624	2025-11-04	CHRYSOPOULI (AIRPORT)	9	100	2025-11-04	9	100
624	2025-11-05	CHRYSOPOULI (AIRPORT)	9	88	2025-11-05	9	97.4102
624	2025-11-06	CHRYSOPOULI (AIRPORT)	9	100	2025-11-06	9	100
624	2025-11-07	CHRYSOPOULI (AIRPORT)	9	100	2025-11-07	9	92.2754
624	2025-11-08	CHRYSOPOULI (AIRPORT)	9	88	2025-11-08	9	100
624	2025-11-09	CHRYSOPOULI (AIRPORT)	9	88	2025-11-09	9	100
624	2025-11-10	CHRYSOPOULI (AIRPORT)	9	75	2025-11-10	9	100
624	2025-11-11	CHRYSOPOULI (AIRPORT)	9	25	2025-11-11	9	43.9727
624	2025-11-12	CHRYSOPOULI (AIRPORT)	9	63	2025-11-12	9	72.3105
624	2025-11-13	CHRYSOPOULI (AIRPORT)	9	13	2025-11-13	9	14.832
624	2025-11-14	CHRYSOPOULI (AIRPORT)	9	25	2025-11-14	9	14.3145
624	2025-11-15	CHRYSOPOULI (AIRPORT)	9	25	2025-11-15	9	0
624	2025-11-16	CHRYSOPOULI (AIRPORT)	9	38	2025-11-16	9	0.357422
624	2025-11-17	CHRYSOPOULI (AIRPORT)	9	50	2025-11-17	9	98.8887
624	2025-11-18	CHRYSOPOULI (AIRPORT)	9	88	2025-11-18	9	100
624	2025-11-19	CHRYSOPOULI (AIRPORT)	9	88	2025-11-19	9	100
624	2025-11-20	CHRYSOPOULI (AIRPORT)	9	75	2025-11-20	9	100
624	2025-11-21	CHRYSOPOULI (AIRPORT)	9	38	2025-11-21	9	81.4336
624	2025-11-22	CHRYSOPOULI (AIRPORT)	9	38	2025-11-22	9	50.7129
624	2025-11-23	CHRYSOPOULI (AIRPORT)	9	75	2025-11-23	9	100
624	2025-11-24	CHRYSOPOULI (AIRPORT)	9	13	2025-11-24	9	0
624	2025-11-25	CHRYSOPOULI (AIRPORT)	9	38	2025-11-25	9	65.8945
624	2025-11-26	CHRYSOPOULI (AIRPORT)	9	63	2025-11-26	9	79.7988
624	2025-11-27	CHRYSOPOULI (AIRPORT)	9	88	2025-11-27	9	100
624	2025-11-28	CHRYSOPOULI (AIRPORT)	9	75	2025-11-28	9	100
624	2025-11-29	CHRYSOPOULI (AIRPORT)	9	100	2025-11-29	9	100
624	2025-11-30	CHRYSOPOULI (AIRPORT)	9	38	2025-11-30	9	57.7402
627	2025-11-01	ALEXANDROUPOLI (AIRPORT)	9	63	2025-11-01	9	55.7578
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	9	38	2025-11-02	9	0.144531
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	9	63	2025-11-03	9	21.4434
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-04	9	100
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	9	100	2025-11-05	9	100
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-06	9	99.7285
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-07	9	86.8594
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-08	9	100
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-09	9	100
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-10	9	100
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	9	38	2025-11-11	9	66.5645
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	9	13	2025-11-12	9	0
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	9	0	2025-11-13	9	0
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	9	25	2025-11-14	9	0
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	9	63	2025-11-15	9	0
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-16	9	65.1602
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-17	9	100
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-18	9	97.1328
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-19	9	100
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-20	9	99.9883
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	9	75	2025-11-21	9	47.9023
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	9	38	2025-11-22	9	13.9609
627	2025-11-23	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-23	9	100
627	2025-11-24	ALEXANDROUPOLI (AIRPORT)	9	25	2025-11-24	9	0
627	2025-11-25	ALEXANDROUPOLI (AIRPORT)	9	50	2025-11-25	9	74.1465
627	2025-11-26	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-26	9	91.9668
627	2025-11-27	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-27	9	100
627	2025-11-28	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-28	9	100
627	2025-11-29	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-29	9	100
627	2025-11-30	ALEXANDROUPOLI (AIRPORT)	9	88	2025-11-30	9	100
632	2025-11-02	KOZANI (AIRPORT)	9	13	2025-11-02	9	0
632	2025-11-03	KOZANI (AIRPORT)	9	25	2025-11-03	9	47.3105
632	2025-11-04	KOZANI (AIRPORT)	9	100	2025-11-04	9	100
632	2025-11-05	KOZANI (AIRPORT)	9	88	2025-11-05	9	100
632	2025-11-06	KOZANI (AIRPORT)	9	88	2025-11-06	9	96.9434
632	2025-11-07	KOZANI (AIRPORT)	9	75	2025-11-07	9	60.7324
632	2025-11-09	KOZANI (AIRPORT)	9	50	2025-11-09	9	100
632	2025-11-10	KOZANI (AIRPORT)	9	75	2025-11-10	9	100
632	2025-11-11	KOZANI (AIRPORT)	9	50	2025-11-11	9	8.50781
632	2025-11-12	KOZANI (AIRPORT)	9	0	2025-11-12	9	0
632	2025-11-13	KOZANI (AIRPORT)	9	25	2025-11-13	9	1.01562
632	2025-11-14	KOZANI (AIRPORT)	9	0	2025-11-14	9	0
632	2025-11-16	KOZANI (AIRPORT)	9	0	2025-11-16	9	0
632	2025-11-17	KOZANI (AIRPORT)	9	88	2025-11-17	9	69.4199
632	2025-11-18	KOZANI (AIRPORT)	9	88	2025-11-18	9	100
632	2025-11-19	KOZANI (AIRPORT)	9	88	2025-11-19	9	100
632	2025-11-20	KOZANI (AIRPORT)	9	63	2025-11-20	9	44.5664
632	2025-11-21	KOZANI (AIRPORT)	9	100	2025-11-21	9	100
632	2025-11-23	KOZANI (AIRPORT)	9	100	2025-11-23	9	46.3418
632	2025-11-24	KOZANI (AIRPORT)	9	0	2025-11-24	9	0
632	2025-11-25	KOZANI (AIRPORT)	9	63	2025-11-25	9	100
632	2025-11-26	KOZANI (AIRPORT)	9	63	2025-11-26	9	95.7305
632	2025-11-27	KOZANI (AIRPORT)	9	100	2025-11-27	9	100
632	2025-11-28	KOZANI (AIRPORT)	9	100	2025-11-28	9	100
632	2025-11-30	KOZANI (AIRPORT)	9	63	2025-11-30	9	17.6621
641	2025-11-01	KERKYRA (AIRPORT)	9	75	2025-11-01	9	15.082
641	2025-11-02	KERKYRA (AIRPORT)	9	13	2025-11-02	9	21.3457
641	2025-11-03	KERKYRA (AIRPORT)	9	88	2025-11-03	9	99.9941
641	2025-11-04	KERKYRA (AIRPORT)	9	88	2025-11-04	9	100
641	2025-11-05	KERKYRA (AIRPORT)	9	25	2025-11-05	9	0
641	2025-11-06	KERKYRA (AIRPORT)	9	13	2025-11-06	9	0
641	2025-11-07	KERKYRA (AIRPORT)	9	25	2025-11-07	9	67.2344
641	2025-11-08	KERKYRA (AIRPORT)	9	63	2025-11-08	9	74.082
641	2025-11-09	KERKYRA (AIRPORT)	9	88	2025-11-09	9	100
641	2025-11-10	KERKYRA (AIRPORT)	9	75	2025-11-10	9	100
641	2025-11-11	KERKYRA (AIRPORT)	9	38	2025-11-11	9	18.6816
641	2025-11-12	KERKYRA (AIRPORT)	9	0	2025-11-12	9	0
641	2025-11-13	KERKYRA (AIRPORT)	9	25	2025-11-13	9	0
641	2025-11-14	KERKYRA (AIRPORT)	9	0	2025-11-14	9	0
641	2025-11-15	KERKYRA (AIRPORT)	9	38	2025-11-15	9	28.3145
641	2025-11-16	KERKYRA (AIRPORT)	9	13	2025-11-16	9	0
641	2025-11-17	KERKYRA (AIRPORT)	9	88	2025-11-17	9	100
641	2025-11-18	KERKYRA (AIRPORT)	9	88	2025-11-18	9	99.916
641	2025-11-19	KERKYRA (AIRPORT)	9	100	2025-11-19	9	100
641	2025-11-20	KERKYRA (AIRPORT)	9	88	2025-11-20	9	56.7988
641	2025-11-21	KERKYRA (AIRPORT)	9	63	2025-11-21	9	90.9766
641	2025-11-22	KERKYRA (AIRPORT)	9	88	2025-11-22	9	9.85547
641	2025-11-23	KERKYRA (AIRPORT)	9	63	2025-11-23	9	65.9141
641	2025-11-24	KERKYRA (AIRPORT)	9	38	2025-11-24	9	3.74609
641	2025-11-25	KERKYRA (AIRPORT)	9	88	2025-11-25	9	100
641	2025-11-26	KERKYRA (AIRPORT)	9	88	2025-11-26	9	100
641	2025-11-27	KERKYRA (AIRPORT)	9	88	2025-11-27	9	100
