obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-09-01	SERRAI	12	10.25	2025-09-01	12	11.3183
606	2025-09-02	SERRAI	12	11.25	2025-09-02	12	12.0356
606	2025-09-03	SERRAI	12	13.95	2025-09-03	12	14.5192
606	2025-09-04	SERRAI	12	14.95	2025-09-04	12	12.3598
606	2025-09-05	SERRAI	12	11.25	2025-09-05	12	12.0187
606	2025-09-06	SERRAI	12	12.95	2025-09-06	12	10.7748
606	2025-09-07	SERRAI	12	10.65	2025-09-07	12	8.60262
606	2025-09-08	SERRAI	12	12.25	2025-09-08	12	11.101
606	2025-09-09	SERRAI	12	13.65	2025-09-09	12	12.9767
606	2025-09-10	SERRAI	12	14.65	2025-09-10	12	14.7262
606	2025-09-11	SERRAI	12	13.75	2025-09-11	12	13.5119
606	2025-09-12	SERRAI	12	14.25	2025-09-12	12	15.0609
606	2025-09-13	SERRAI	12	17.95	2025-09-13	12	17.4765
606	2025-09-14	SERRAI	12	16.15	2025-09-14	12	16.0827
606	2025-09-15	SERRAI	12	16.45	2025-09-15	12	15.704
606	2025-09-16	SERRAI	12	16.65	2025-09-16	12	15.1744
606	2025-09-17	SERRAI	12	13.95	2025-09-17	12	12.0568
606	2025-09-18	SERRAI	12	5.95	2025-09-18	12	6.13199
606	2025-09-19	SERRAI	12	6.25	2025-09-19	12	5.49716
606	2025-09-20	SERRAI	12	10.95	2025-09-20	12	10.3527
606	2025-09-21	SERRAI	12	12.65	2025-09-21	12	11.5688
606	2025-09-22	SERRAI	12	12.75	2025-09-22	12	13.1767
606	2025-09-23	SERRAI	12	12.25	2025-09-23	12	13.2483
606	2025-09-24	SERRAI	12	14.45	2025-09-24	12	14.9581
606	2025-09-25	SERRAI	12	16.15	2025-09-25	12	15.414
606	2025-09-26	SERRAI	12	11.95	2025-09-26	12	12.6266
606	2025-09-27	SERRAI	12	8.25	2025-09-27	12	8.12271
606	2025-09-28	SERRAI	12	8.45	2025-09-28	12	9.11082
606	2025-09-29	SERRAI	12	12.15	2025-09-29	12	11.1932
606	2025-09-30	SERRAI	12	7.45	2025-09-30	12	6.55492
613	2025-09-01	FLORINA	12	9.15	2025-09-01	12	11.579
613	2025-09-02	FLORINA	12	10.25	2025-09-02	12	10.4418
613	2025-09-03	FLORINA	12	11.65	2025-09-03	12	12.8688
613	2025-09-04	FLORINA	12	14.45	2025-09-04	12	13.2621
613	2025-09-05	FLORINA	12	9.45	2025-09-05	12	11.006
613	2025-09-06	FLORINA	12	7.45	2025-09-06	12	8.9174
613	2025-09-07	FLORINA	12	6.95	2025-09-07	12	5.90828
613	2025-09-08	FLORINA	12	8.45	2025-09-08	12	9.04727
613	2025-09-09	FLORINA	12	6.95	2025-09-09	12	6.62076
613	2025-09-10	FLORINA	12	11.25	2025-09-10	12	13.5212
613	2025-09-11	FLORINA	12	17.95	2025-09-11	12	16.9894
613	2025-09-12	FLORINA	12	12.75	2025-09-12	12	13.4115
613	2025-09-13	FLORINA	12	11.95	2025-09-13	12	13.2997
613	2025-09-14	FLORINA	12	14.65	2025-09-14	12	15.3903
613	2025-09-15	FLORINA	12	10.75	2025-09-15	12	12.0575
613	2025-09-16	FLORINA	12	10.95	2025-09-16	12	12.7106
613	2025-09-17	FLORINA	12	11.75	2025-09-17	12	12.3732
613	2025-09-18	FLORINA	12	0.15	2025-09-18	12	2.66812
613	2025-09-19	FLORINA	12	4.95	2025-09-19	12	7.6749
613	2025-09-20	FLORINA	12	7.15	2025-09-20	12	9.16031
613	2025-09-21	FLORINA	12	9.45	2025-09-21	12	10.4584
613	2025-09-22	FLORINA	12	9.15	2025-09-22	12	11.2655
613	2025-09-23	FLORINA	12	6.65	2025-09-23	12	6.55493
613	2025-09-24	FLORINA	12	6.65	2025-09-24	12	9.8331
613	2025-09-25	FLORINA	12	10.75	2025-09-25	12	11.4091
613	2025-09-26	FLORINA	12	13.75	2025-09-26	12	13.3014
613	2025-09-27	FLORINA	12	12.25	2025-09-27	12	11.7409
613	2025-09-28	FLORINA	12	12.75	2025-09-28	12	11.0571
613	2025-09-29	FLORINA	12	10.75	2025-09-29	12	10.7293
613	2025-09-30	FLORINA	12	9.95	2025-09-30	12	9.61937
622	2025-09-01	THESSALONIKI (AIRPORT)	12	14.25	2025-09-01	12	12.3017
622	2025-09-02	THESSALONIKI (AIRPORT)	12	15.45	2025-09-02	12	12.8188
622	2025-09-03	THESSALONIKI (AIRPORT)	12	19.25	2025-09-03	12	18.0202
622	2025-09-04	THESSALONIKI (AIRPORT)	12	15.65	2025-09-04	12	17.4594
622	2025-09-05	THESSALONIKI (AIRPORT)	12	16.45	2025-09-05	12	16.2775
622	2025-09-06	THESSALONIKI (AIRPORT)	12	20.15	2025-09-06	12	16.2045
622	2025-09-07	THESSALONIKI (AIRPORT)	12	16.65	2025-09-07	12	15.1827
622	2025-09-08	THESSALONIKI (AIRPORT)	12	13.95	2025-09-08	12	15.7465
622	2025-09-09	THESSALONIKI (AIRPORT)	12	11.25	2025-09-09	12	13.8839
622	2025-09-10	THESSALONIKI (AIRPORT)	12	17.65	2025-09-10	12	19.3454
622	2025-09-11	THESSALONIKI (AIRPORT)	12	13.45	2025-09-11	12	15.1837
622	2025-09-12	THESSALONIKI (AIRPORT)	12	14.15	2025-09-12	12	16.0336
622	2025-09-13	THESSALONIKI (AIRPORT)	12	17.95	2025-09-13	12	19.2265
622	2025-09-14	THESSALONIKI (AIRPORT)	12	16.65	2025-09-14	12	16.4977
622	2025-09-15	THESSALONIKI (AIRPORT)	12	16.95	2025-09-15	12	17.1718
622	2025-09-16	THESSALONIKI (AIRPORT)	12	15.25	2025-09-16	12	18.61
622	2025-09-17	THESSALONIKI (AIRPORT)	12	15.65	2025-09-17	12	13.2736
622	2025-09-18	THESSALONIKI (AIRPORT)	12	6.45	2025-09-18	12	7.66324
622	2025-09-19	THESSALONIKI (AIRPORT)	12	6.45	2025-09-19	12	10.2306
622	2025-09-20	THESSALONIKI (AIRPORT)	12	9.65	2025-09-20	12	12.7423
622	2025-09-21	THESSALONIKI (AIRPORT)	12	13.95	2025-09-21	12	15.2836
622	2025-09-22	THESSALONIKI (AIRPORT)	12	16.45	2025-09-22	12	15.5331
622	2025-09-23	THESSALONIKI (AIRPORT)	12	12.95	2025-09-23	12	16.0393
622	2025-09-24	THESSALONIKI (AIRPORT)	12	18.95	2025-09-24	12	19.3634
622	2025-09-25	THESSALONIKI (AIRPORT)	12	17.45	2025-09-25	12	16.4589
622	2025-09-26	THESSALONIKI (AIRPORT)	12	13.95	2025-09-26	12	14.4693
622	2025-09-27	THESSALONIKI (AIRPORT)	12	10.25	2025-09-27	12	10.6471
622	2025-09-28	THESSALONIKI (AIRPORT)	12	12.45	2025-09-28	12	12.2524
622	2025-09-29	THESSALONIKI (AIRPORT)	12	11.95	2025-09-29	12	12.5789
622	2025-09-30	THESSALONIKI (AIRPORT)	12	10.45	2025-09-30	12	8.70921
624	2025-09-01	CHRYSOPOULI (AIRPORT)	12	21.45	2025-09-01	12	17.9364
624	2025-09-02	CHRYSOPOULI (AIRPORT)	12	18.95	2025-09-02	12	16.3051
624	2025-09-03	CHRYSOPOULI (AIRPORT)	12	18.15	2025-09-03	12	18.3385
624	2025-09-04	CHRYSOPOULI (AIRPORT)	12	14.25	2025-09-04	12	12.7934
624	2025-09-05	CHRYSOPOULI (AIRPORT)	12	18.65	2025-09-05	12	11.925
624	2025-09-06	CHRYSOPOULI (AIRPORT)	12	15.75	2025-09-06	12	11.4672
624	2025-09-07	CHRYSOPOULI (AIRPORT)	12	16.45	2025-09-07	12	12.9024
