obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
622	2025-11-02	THESSALONIKI (AIRPORT)	3	25	2025-11-01	27	3.53906
622	2025-11-03	THESSALONIKI (AIRPORT)	3	75	2025-11-02	27	77.6406
622	2025-11-04	THESSALONIKI (AIRPORT)	3	88	2025-11-03	27	100
622	2025-11-05	THESSALONIKI (AIRPORT)	3	100	2025-11-04	27	100
622	2025-11-06	THESSALONIKI (AIRPORT)	3	88	2025-11-05	27	97.793
622	2025-11-07	THESSALONIKI (AIRPORT)	3	88	2025-11-06	27	99.8672
622	2025-11-08	THESSALONIKI (AIRPORT)	3	75	2025-11-07	27	100
622	2025-11-09	THESSALONIKI (AIRPORT)	3	88	2025-11-08	27	100
622	2025-11-10	THESSALONIKI (AIRPORT)	3	100	2025-11-09	27	100
622	2025-11-11	THESSALONIKI (AIRPORT)	3	88	2025-11-10	27	73.0703
622	2025-11-12	THESSALONIKI (AIRPORT)	3	13	2025-11-11	27	0.441406
622	2025-11-13	THESSALONIKI (AIRPORT)	3	13	2025-11-12	27	0
622	2025-11-14	THESSALONIKI (AIRPORT)	3	13	2025-11-13	27	1.3457
622	2025-11-15	THESSALONIKI (AIRPORT)	3	13	2025-11-14	27	0
622	2025-11-16	THESSALONIKI (AIRPORT)	3	50	2025-11-15	27	11.8535
622	2025-11-17	THESSALONIKI (AIRPORT)	3	75	2025-11-16	27	78.8164
622	2025-11-18	THESSALONIKI (AIRPORT)	3	63	2025-11-17	27	100
622	2025-11-19	THESSALONIKI (AIRPORT)	3	63	2025-11-18	27	100
622	2025-11-20	THESSALONIKI (AIRPORT)	3	100	2025-11-19	27	100
622	2025-11-21	THESSALONIKI (AIRPORT)	3	63	2025-11-20	27	99.834
622	2025-11-22	THESSALONIKI (AIRPORT)	3	25	2025-11-21	27	0
622	2025-11-23	THESSALONIKI (AIRPORT)	3	38	2025-11-22	27	46.7246
622	2025-11-24	THESSALONIKI (AIRPORT)	3	13	2025-11-23	27	0
622	2025-11-25	THESSALONIKI (AIRPORT)	3	38	2025-11-24	27	99.998
622	2025-11-26	THESSALONIKI (AIRPORT)	3	63	2025-11-25	27	96.6309
622	2025-11-27	THESSALONIKI (AIRPORT)	3	100	2025-11-26	27	100
