obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-11-02	SERRAI	9	9.95	2025-11-01	33	9.2706
606	2025-11-03	SERRAI	9	9.95	2025-11-02	33	10.5034
606	2025-11-04	SERRAI	9	15.15	2025-11-03	33	12.3855
606	2025-11-05	SERRAI	9	12.45	2025-11-04	33	11.3714
606	2025-11-06	SERRAI	9	11.45	2025-11-05	33	11.3572
606	2025-11-07	SERRAI	9	11.45	2025-11-06	33	11.5793
606	2025-11-08	SERRAI	9	12.95	2025-11-07	33	12.7039
606	2025-11-09	SERRAI	9	14.95	2025-11-08	33	14.3341
606	2025-11-10	SERRAI	9	14.65	2025-11-09	33	16.034
606	2025-11-11	SERRAI	9	11.45	2025-11-10	33	10.9348
606	2025-11-12	SERRAI	9	7.75	2025-11-11	33	7.5506
606	2025-11-13	SERRAI	9	7.75	2025-11-12	33	7.20836
606	2025-11-14	SERRAI	9	7.75	2025-11-13	33	7.98187
606	2025-11-15	SERRAI	9	7.95	2025-11-14	33	7.45512
606	2025-11-16	SERRAI	9	8.75	2025-11-15	33	8.30313
606	2025-11-17	SERRAI	9	9.25	2025-11-16	33	9.13248
606	2025-11-18	SERRAI	9	12.75	2025-11-17	33	12.7331
606	2025-11-19	SERRAI	9	14.25	2025-11-18	33	13.6866
606	2025-11-20	SERRAI	9	13.95	2025-11-19	33	14.7504
606	2025-11-24	SERRAI	9	5.15	2025-11-23	33	5.20847
606	2025-11-25	SERRAI	9	5.25	2025-11-24	33	5.09216
606	2025-11-26	SERRAI	9	10.75	2025-11-25	33	10.2
606	2025-11-27	SERRAI	9	14.45	2025-11-26	33	14.0082
606	2025-11-28	SERRAI	9	10.45	2025-11-27	33	12.1124
613	2025-11-02	FLORINA	9	9.65	2025-11-01	33	9.39462
613	2025-11-03	FLORINA	9	10.65	2025-11-02	33	10.1753
613	2025-11-05	FLORINA	9	6.95	2025-11-04	33	5.14679
613	2025-11-06	FLORINA	9	9.25	2025-11-05	33	7.22044
613	2025-11-07	FLORINA	9	9.75	2025-11-06	33	8.73164
613	2025-11-09	FLORINA	9	11.75	2025-11-08	33	10.8361
613	2025-11-10	FLORINA	9	12.95	2025-11-09	33	11.8992
613	2025-11-11	FLORINA	9	10.25	2025-11-10	33	8.96414
613	2025-11-12	FLORINA	9	5.65	2025-11-11	33	7.06232
613	2025-11-13	FLORINA	9	3.25	2025-11-12	33	3.23668
613	2025-11-14	FLORINA	9	5.25	2025-11-13	33	5.7016
613	2025-11-15	FLORINA	9	4.95	2025-11-14	33	3.8311
613	2025-11-16	FLORINA	9	3.95	2025-11-15	33	3.33731
613	2025-11-17	FLORINA	9	4.95	2025-11-16	33	6.04068
613	2025-11-18	FLORINA	9	10.15	2025-11-17	33	9.79561
613	2025-11-20	FLORINA	9	9.45	2025-11-19	33	10.2211
613	2025-11-21	FLORINA	9	11.25	2025-11-20	33	10.2095
613	2025-11-22	FLORINA	9	7.75	2025-11-21	33	8.0504
613	2025-11-23	FLORINA	9	3.45	2025-11-22	33	2.55608
613	2025-11-24	FLORINA	9	1.25	2025-11-23	33	1.42136
613	2025-11-25	FLORINA	9	3.45	2025-11-24	33	3.78455
613	2025-11-26	FLORINA	9	8.75	2025-11-25	33	7.36014
613	2025-11-29	FLORINA	9	5.25	2025-11-28	33	3.92992
613	2025-11-30	FLORINA	9	4.45	2025-11-29	33	2.53801
622	2025-11-02	THESSALONIKI (AIRPORT)	9	12.25	2025-11-01	33	12.9308
622	2025-11-03	THESSALONIKI (AIRPORT)	9	11.95	2025-11-02	33	12.0884
622	2025-11-04	THESSALONIKI (AIRPORT)	9	14.45	2025-11-03	33	12.2791
622	2025-11-05	THESSALONIKI (AIRPORT)	9	9.95	2025-11-04	33	9.9046
622	2025-11-06	THESSALONIKI (AIRPORT)	9	12.15	2025-11-05	33	10.7468
622	2025-11-07	THESSALONIKI (AIRPORT)	9	10.95	2025-11-06	33	11.3098
622	2025-11-08	THESSALONIKI (AIRPORT)	9	13.95	2025-11-07	33	13.7723
622	2025-11-09	THESSALONIKI (AIRPORT)	9	16.75	2025-11-08	33	15.3664
622	2025-11-10	THESSALONIKI (AIRPORT)	9	16.25	2025-11-09	33	15.6941
622	2025-11-11	THESSALONIKI (AIRPORT)	9	11.25	2025-11-10	33	10.1966
622	2025-11-12	THESSALONIKI (AIRPORT)	9	4.95	2025-11-11	33	6.18536
622	2025-11-13	THESSALONIKI (AIRPORT)	9	8.15	2025-11-12	33	8.5775
622	2025-11-14	THESSALONIKI (AIRPORT)	9	10.25	2025-11-13	33	8.13617
622	2025-11-15	THESSALONIKI (AIRPORT)	9	8.95	2025-11-14	33	9.02153
622	2025-11-16	THESSALONIKI (AIRPORT)	9	10.65	2025-11-15	33	8.81973
622	2025-11-17	THESSALONIKI (AIRPORT)	9	13.45	2025-11-16	33	11.9704
622	2025-11-18	THESSALONIKI (AIRPORT)	9	15.75	2025-11-17	33	13.7605
622	2025-11-19	THESSALONIKI (AIRPORT)	9	15.65	2025-11-18	33	12.3858
622	2025-11-20	THESSALONIKI (AIRPORT)	9	15.95	2025-11-19	33	15.1762
622	2025-11-21	THESSALONIKI (AIRPORT)	9	16.75	2025-11-20	33	14.7447
622	2025-11-22	THESSALONIKI (AIRPORT)	9	16.45	2025-11-21	33	14.068
622	2025-11-23	THESSALONIKI (AIRPORT)	9	6.65	2025-11-22	33	6.38029
622	2025-11-24	THESSALONIKI (AIRPORT)	9	2.45	2025-11-23	33	5.64987
622	2025-11-25	THESSALONIKI (AIRPORT)	9	8.75	2025-11-24	33	7.94861
622	2025-11-26	THESSALONIKI (AIRPORT)	9	13.45	2025-11-25	33	12.9803
622	2025-11-27	THESSALONIKI (AIRPORT)	9	16.45	2025-11-26	33	14.8988
622	2025-11-28	THESSALONIKI (AIRPORT)	9	11.95	2025-11-27	33	12.2462
622	2025-11-29	THESSALONIKI (AIRPORT)	9	9.65	2025-11-28	33	8.98949
622	2025-11-30	THESSALONIKI (AIRPORT)	9	2.65	2025-11-29	33	2.75383
624	2025-11-02	CHRYSOPOULI (AIRPORT)	9	13.65	2025-11-01	33	10.7569
624	2025-11-03	CHRYSOPOULI (AIRPORT)	9	14.75	2025-11-02	33	11.5679
624	2025-11-04	CHRYSOPOULI (AIRPORT)	9	14.95	2025-11-03	33	13.7381
624	2025-11-05	CHRYSOPOULI (AIRPORT)	9	13.45	2025-11-04	33	11.8782
624	2025-11-06	CHRYSOPOULI (AIRPORT)	9	10.95	2025-11-05	33	7.79759
624	2025-11-07	CHRYSOPOULI (AIRPORT)	9	14.25	2025-11-06	33	12.7014
624	2025-11-08	CHRYSOPOULI (AIRPORT)	9	16.95	2025-11-07	33	13.1385
624	2025-11-09	CHRYSOPOULI (AIRPORT)	9	18.25	2025-11-08	33	15.4777
624	2025-11-10	CHRYSOPOULI (AIRPORT)	9	16.65	2025-11-09	33	16.3396
624	2025-11-11	CHRYSOPOULI (AIRPORT)	9	15.45	2025-11-10	33	13.2522
624	2025-11-12	CHRYSOPOULI (AIRPORT)	9	11.95	2025-11-11	33	10.8436
624	2025-11-13	CHRYSOPOULI (AIRPORT)	9	11.75	2025-11-12	33	8.60875
624	2025-11-14	CHRYSOPOULI (AIRPORT)	9	12.65	2025-11-13	33	10.0414
624	2025-11-15	CHRYSOPOULI (AIRPORT)	9	13.45	2025-11-14	33	10.6016
624	2025-11-16	CHRYSOPOULI (AIRPORT)	9	12.65	2025-11-15	33	8.77872
624	2025-11-17	CHRYSOPOULI (AIRPORT)	9	14.25	2025-11-16	33	12.7379
624	2025-11-18	CHRYSOPOULI (AIRPORT)	9	16.95	2025-11-17	33	14.9187
624	2025-11-19	CHRYSOPOULI (AIRPORT)	9	16.75	2025-11-18	33	16.5723
624	2025-11-20	CHRYSOPOULI (AIRPORT)	9	16.45	2025-11-19	33	15.6635
624	2025-11-21	CHRYSOPOULI (AIRPORT)	9	17.95	2025-11-20	33	15.8589
624	2025-11-22	CHRYSOPOULI (AIRPORT)	9	18.25	2025-11-21	33	15.6471
624	2025-11-23	CHRYSOPOULI (AIRPORT)	9	13.45	2025-11-22	33	10.5863
624	2025-11-24	CHRYSOPOULI (AIRPORT)	9	5.15	2025-11-23	33	4.51413
624	2025-11-25	CHRYSOPOULI (AIRPORT)	9	9.45	2025-11-24	33	6.15564
624	2025-11-26	CHRYSOPOULI (AIRPORT)	9	15.45	2025-11-25	33	14.0603
624	2025-11-27	CHRYSOPOULI (AIRPORT)	9	15.65	2025-11-26	33	15.1576
624	2025-11-28	CHRYSOPOULI (AIRPORT)	9	14.45	2025-11-27	33	13.5206
624	2025-11-29	CHRYSOPOULI (AIRPORT)	9	10.65	2025-11-28	33	11.3713
624	2025-11-30	CHRYSOPOULI (AIRPORT)	9	9.75	2025-11-29	33	6.96867
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	9	14.95	2025-11-01	33	12.171
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	9	13.75	2025-11-02	33	12.9624
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	9	14.15	2025-11-03	33	13.1043
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	9	10.25	2025-11-04	33	10.1556
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	9	9.15	2025-11-05	33	9.37767
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	9	12.75	2025-11-06	33	12.427
627	2025-11-08	ALEXANDROUPOLI (AIRPORT)	9	15.75	2025-11-07	33	14.9021
627	2025-11-09	ALEXANDROUPOLI (AIRPORT)	9	18.25	2025-11-08	33	16.7668
627	2025-11-10	ALEXANDROUPOLI (AIRPORT)	9	16.75	2025-11-09	33	15.4177
627	2025-11-11	ALEXANDROUPOLI (AIRPORT)	9	18.45	2025-11-10	33	15.0686
627	2025-11-12	ALEXANDROUPOLI (AIRPORT)	9	9.15	2025-11-11	33	7.4549
627	2025-11-13	ALEXANDROUPOLI (AIRPORT)	9	9.95	2025-11-12	33	8.1566
627	2025-11-14	ALEXANDROUPOLI (AIRPORT)	9	11.25	2025-11-13	33	9.03754
627	2025-11-15	ALEXANDROUPOLI (AIRPORT)	9	11.75	2025-11-14	33	9.21098
627	2025-11-16	ALEXANDROUPOLI (AIRPORT)	9	11.95	2025-11-15	33	11.3871
627	2025-11-17	ALEXANDROUPOLI (AIRPORT)	9	14.75	2025-11-16	33	14.5407
627	2025-11-18	ALEXANDROUPOLI (AIRPORT)	9	14.25	2025-11-17	33	16.2683
627	2025-11-19	ALEXANDROUPOLI (AIRPORT)	9	16.75	2025-11-18	33	15.9717
627	2025-11-20	ALEXANDROUPOLI (AIRPORT)	9	15.95	2025-11-19	33	16.5258
627	2025-11-21	ALEXANDROUPOLI (AIRPORT)	9	16.25	2025-11-20	33	16.0738
627	2025-11-22	ALEXANDROUPOLI (AIRPORT)	9	17.15	2025-11-21	33	16.5748
627	2025-11-23	ALEXANDROUPOLI (AIRPORT)	9	13.95	2025-11-22	33	10.6664
627	2025-11-24	ALEXANDROUPOLI (AIRPORT)	9	8.95	2025-11-23	33	5.9028
627	2025-11-25	ALEXANDROUPOLI (AIRPORT)	9	11.25	2025-11-24	33	10.5023
627	2025-11-26	ALEXANDROUPOLI (AIRPORT)	9	15.65	2025-11-25	33	14.8074
627	2025-11-27	ALEXANDROUPOLI (AIRPORT)	9	15.25	2025-11-26	33	14.4281
627	2025-11-28	ALEXANDROUPOLI (AIRPORT)	9	11.95	2025-11-27	33	12.7374
627	2025-11-29	ALEXANDROUPOLI (AIRPORT)	9	11.15	2025-11-28	33	12.9153
627	2025-11-30	ALEXANDROUPOLI (AIRPORT)	9	7.25	2025-11-29	33	7.91203
632	2025-11-02	KOZANI (AIRPORT)	9	10.45	2025-11-01	33	10.4708
632	2025-11-03	KOZANI (AIRPORT)	9	8.95	2025-11-02	33	11.5826
632	2025-11-04	KOZANI (AIRPORT)	9	8.45	2025-11-03	33	9.60719
632	2025-11-05	KOZANI (AIRPORT)	9	5.25	2025-11-04	33	5.09796
632	2025-11-06	KOZANI (AIRPORT)	9	6.95	2025-11-05	33	6.83665
632	2025-11-07	KOZANI (AIRPORT)	9	9.45	2025-11-06	33	9.21309
632	2025-11-09	KOZANI (AIRPORT)	9	11.75	2025-11-08	33	11.2423
632	2025-11-10	KOZANI (AIRPORT)	9	13.95	2025-11-09	33	12.3006
632	2025-11-11	KOZANI (AIRPORT)	9	8.75	2025-11-10	33	9.41043
632	2025-11-12	KOZANI (AIRPORT)	9	3.45	2025-11-11	33	5.69513
632	2025-11-13	KOZANI (AIRPORT)	9	4.45	2025-11-12	33	3.52672
632	2025-11-14	KOZANI (AIRPORT)	9	3.45	2025-11-13	33	4.78656
632	2025-11-15	KOZANI (AIRPORT)	9	6.25	2025-11-14	33	6.48149
632	2025-11-16	KOZANI (AIRPORT)	9	5.95	2025-11-15	33	4.71915
632	2025-11-17	KOZANI (AIRPORT)	9	6.95	2025-11-16	33	4.40103
632	2025-11-18	KOZANI (AIRPORT)	9	12.65	2025-11-17	33	11.3679
632	2025-11-19	KOZANI (AIRPORT)	9	12.45	2025-11-18	33	10.5167
