obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
606	2025-09-02	SERRAI	6	13	2025-09-01	30	0
606	2025-09-03	SERRAI	6	0	2025-09-02	30	0
606	2025-09-04	SERRAI	6	50	2025-09-03	30	99.9414
606	2025-09-08	SERRAI	6	0	2025-09-07	30	0
606	2025-09-09	SERRAI	6	25	2025-09-08	30	91.6016
606	2025-09-10	SERRAI	6	0	2025-09-09	30	29.1934
606	2025-09-11	SERRAI	6	50	2025-09-10	30	90.8262
606	2025-09-12	SERRAI	6	0	2025-09-11	30	0.00390625
606	2025-09-15	SERRAI	6	13	2025-09-14	30	0.742188
606	2025-09-16	SERRAI	6	0	2025-09-15	30	0
606	2025-09-17	SERRAI	6	63	2025-09-16	30	1.05859
606	2025-09-18	SERRAI	6	0	2025-09-17	30	5.48047
606	2025-09-19	SERRAI	6	0	2025-09-18	30	0.0546875
606	2025-09-22	SERRAI	6	0	2025-09-21	30	0
606	2025-09-23	SERRAI	6	0	2025-09-22	30	0
606	2025-09-24	SERRAI	6	0	2025-09-23	30	0
606	2025-09-25	SERRAI	6	38	2025-09-24	30	3.90625
606	2025-09-26	SERRAI	6	75	2025-09-25	30	45.4375
606	2025-09-29	SERRAI	6	88	2025-09-28	30	61.4512
606	2025-09-30	SERRAI	6	50	2025-09-29	30	36.5879
622	2025-09-02	THESSALONIKI (AIRPORT)	6	0	2025-09-01	30	0
622	2025-09-03	THESSALONIKI (AIRPORT)	6	0	2025-09-02	30	1.06836
622	2025-09-04	THESSALONIKI (AIRPORT)	6	75	2025-09-03	30	95.8828
622	2025-09-05	THESSALONIKI (AIRPORT)	6	13	2025-09-04	30	0
622	2025-09-06	THESSALONIKI (AIRPORT)	6	13	2025-09-05	30	0
622	2025-09-07	THESSALONIKI (AIRPORT)	6	0	2025-09-06	30	0.0175781
622	2025-09-08	THESSALONIKI (AIRPORT)	6	25	2025-09-07	30	0.177734
622	2025-09-09	THESSALONIKI (AIRPORT)	6	38	2025-09-08	30	76.3066
622	2025-09-10	THESSALONIKI (AIRPORT)	6	13	2025-09-09	30	24.6582
622	2025-09-11	THESSALONIKI (AIRPORT)	6	38	2025-09-10	30	96.2734
622	2025-09-12	THESSALONIKI (AIRPORT)	6	0	2025-09-11	30	0.0117188
622	2025-09-13	THESSALONIKI (AIRPORT)	6	38	2025-09-12	30	16.8789
622	2025-09-14	THESSALONIKI (AIRPORT)	6	25	2025-09-13	30	11.7715
622	2025-09-15	THESSALONIKI (AIRPORT)	6	13	2025-09-14	30	0.00390625
622	2025-09-16	THESSALONIKI (AIRPORT)	6	25	2025-09-15	30	1.95898
622	2025-09-17	THESSALONIKI (AIRPORT)	6	88	2025-09-16	30	16.8555
622	2025-09-18	THESSALONIKI (AIRPORT)	6	13	2025-09-17	30	0
622	2025-09-19	THESSALONIKI (AIRPORT)	6	0	2025-09-18	30	2.17578
622	2025-09-20	THESSALONIKI (AIRPORT)	6	13	2025-09-19	30	2.33398
622	2025-09-21	THESSALONIKI (AIRPORT)	6	0	2025-09-20	30	1.45508
622	2025-09-22	THESSALONIKI (AIRPORT)	6	13	2025-09-21	30	0.0429688
622	2025-09-23	THESSALONIKI (AIRPORT)	6	0	2025-09-22	30	1.15625
622	2025-09-24	THESSALONIKI (AIRPORT)	6	13	2025-09-23	30	26.2637
622	2025-09-25	THESSALONIKI (AIRPORT)	6	75	2025-09-24	30	5.11133
622	2025-09-26	THESSALONIKI (AIRPORT)	6	88	2025-09-25	30	23.5254
622	2025-09-27	THESSALONIKI (AIRPORT)	6	88	2025-09-26	30	94.6992
622	2025-09-28	THESSALONIKI (AIRPORT)	6	75	2025-09-27	30	99.0488
622	2025-09-29	THESSALONIKI (AIRPORT)	6	88	2025-09-28	30	90.4258
622	2025-09-30	THESSALONIKI (AIRPORT)	6	38	2025-09-29	30	5.66406
624	2025-09-02	CHRYSOPOULI (AIRPORT)	6	0	2025-09-01	30	0
624	2025-09-03	CHRYSOPOULI (AIRPORT)	6	0	2025-09-02	30	0
624	2025-09-04	CHRYSOPOULI (AIRPORT)	6	63	2025-09-03	30	100
624	2025-09-05	CHRYSOPOULI (AIRPORT)	6	25	2025-09-04	30	0.158203
624	2025-09-06	CHRYSOPOULI (AIRPORT)	6	25	2025-09-05	30	0.03125
624	2025-09-07	CHRYSOPOULI (AIRPORT)	6	25	2025-09-06	30	0
624	2025-09-08	CHRYSOPOULI (AIRPORT)	6	63	2025-09-07	30	16.6777
624	2025-09-09	CHRYSOPOULI (AIRPORT)	6	13	2025-09-08	30	41.4648
624	2025-09-10	CHRYSOPOULI (AIRPORT)	6	0	2025-09-09	30	31.5703
624	2025-09-11	CHRYSOPOULI (AIRPORT)	6	13	2025-09-10	30	11.9102
624	2025-09-12	CHRYSOPOULI (AIRPORT)	6	13	2025-09-11	30	7.78906
624	2025-09-13	CHRYSOPOULI (AIRPORT)	6	25	2025-09-12	30	3.46094
624	2025-09-14	CHRYSOPOULI (AIRPORT)	6	13	2025-09-13	30	0.386719
624	2025-09-15	CHRYSOPOULI (AIRPORT)	6	50	2025-09-14	30	6.91602
624	2025-09-16	CHRYSOPOULI (AIRPORT)	6	25	2025-09-15	30	11.0723
624	2025-09-17	CHRYSOPOULI (AIRPORT)	6	38	2025-09-16	30	0.533203
624	2025-09-18	CHRYSOPOULI (AIRPORT)	6	25	2025-09-17	30	0.0742188
624	2025-09-19	CHRYSOPOULI (AIRPORT)	6	13	2025-09-18	30	0
624	2025-09-20	CHRYSOPOULI (AIRPORT)	6	38	2025-09-19	30	0.320312
624	2025-09-21	CHRYSOPOULI (AIRPORT)	6	13	2025-09-20	30	3.12891
624	2025-09-22	CHRYSOPOULI (AIRPORT)	6	0	2025-09-21	30	0
624	2025-09-23	CHRYSOPOULI (AIRPORT)	6	0	2025-09-22	30	0.0488281
624	2025-09-24	CHRYSOPOULI (AIRPORT)	6	0	2025-09-23	30	0
