obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
622	2025-11-02	THESSALONIKI (AIRPORT)	0	38	2025-11-01	24	0.683594
622	2025-11-03	THESSALONIKI (AIRPORT)	0	50	2025-11-02	24	78.3887
622	2025-11-04	THESSALONIKI (AIRPORT)	0	88	2025-11-03	24	100
622	2025-11-05	THESSALONIKI (AIRPORT)	0	100	2025-11-04	24	100
622	2025-11-06	THESSALONIKI (AIRPORT)	0	88	2025-11-05	24	91.2773
622	2025-11-07	THESSALONIKI (AIRPORT)	0	88	2025-11-06	24	92.2441
622	2025-11-08	THESSALONIKI (AIRPORT)	0	75	2025-11-07	24	100
622	2025-11-09	THESSALONIKI (AIRPORT)	0	88	2025-11-08	24	100
622	2025-11-10	THESSALONIKI (AIRPORT)	0	100	2025-11-09	24	100
622	2025-11-11	THESSALONIKI (AIRPORT)	0	63	2025-11-10	24	78.4844
622	2025-11-12	THESSALONIKI (AIRPORT)	0	13	2025-11-11	24	0
622	2025-11-13	THESSALONIKI (AIRPORT)	0	13	2025-11-12	24	0
622	2025-11-14	THESSALONIKI (AIRPORT)	0	13	2025-11-13	24	0.558594
622	2025-11-15	THESSALONIKI (AIRPORT)	0	0	2025-11-14	24	0
622	2025-11-16	THESSALONIKI (AIRPORT)	0	25	2025-11-15	24	0
622	2025-11-17	THESSALONIKI (AIRPORT)	0	50	2025-11-16	24	77.8047
622	2025-11-18	THESSALONIKI (AIRPORT)	0	63	2025-11-17	24	100
622	2025-11-19	THESSALONIKI (AIRPORT)	0	75	2025-11-18	24	100
622	2025-11-20	THESSALONIKI (AIRPORT)	0	100	2025-11-19	24	100
622	2025-11-21	THESSALONIKI (AIRPORT)	0	75	2025-11-20	24	51.1504
622	2025-11-22	THESSALONIKI (AIRPORT)	0	88	2025-11-21	24	16.084
622	2025-11-23	THESSALONIKI (AIRPORT)	0	38	2025-11-22	24	45.5762
622	2025-11-24	THESSALONIKI (AIRPORT)	0	13	2025-11-23	24	0
622	2025-11-25	THESSALONIKI (AIRPORT)	0	38	2025-11-24	24	97.834
622	2025-11-26	THESSALONIKI (AIRPORT)	0	75	2025-11-25	24	96.4512
622	2025-11-27	THESSALONIKI (AIRPORT)	0	88	2025-11-26	24	100
622	2025-11-28	THESSALONIKI (AIRPORT)	0	88	2025-11-27	24	100
622	2025-11-29	THESSALONIKI (AIRPORT)	0	100	2025-11-28	24	100
622	2025-11-30	THESSALONIKI (AIRPORT)	0	13	2025-11-29	24	6.59961
627	2025-11-02	ALEXANDROUPOLI (AIRPORT)	0	63	2025-11-01	24	100
627	2025-11-03	ALEXANDROUPOLI (AIRPORT)	0	38	2025-11-02	24	77.8105
627	2025-11-04	ALEXANDROUPOLI (AIRPORT)	0	38	2025-11-03	24	88.1094
627	2025-11-05	ALEXANDROUPOLI (AIRPORT)	0	88	2025-11-04	24	98
627	2025-11-06	ALEXANDROUPOLI (AIRPORT)	0	100	2025-11-05	24	100
627	2025-11-07	ALEXANDROUPOLI (AIRPORT)	0	75	2025-11-06	24	68.2676
