obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-10-03	SERRAI	0	11.45	2025-10-01	48	12.7166
606	2025-10-04	SERRAI	0	6.25	2025-10-02	48	5.03693
606	2025-10-05	SERRAI	0	5.45	2025-10-03	48	5.29874
606	2025-10-06	SERRAI	0	11.45	2025-10-04	48	9.10831
606	2025-10-07	SERRAI	0	10.65	2025-10-05	48	8.18619
606	2025-10-08	SERRAI	0	5.75	2025-10-06	48	6.18473
606	2025-10-09	SERRAI	0	7.25	2025-10-07	48	7.2443
606	2025-10-10	SERRAI	0	6.75	2025-10-08	48	5.71036
606	2025-10-11	SERRAI	0	7.25	2025-10-09	48	9.29483
606	2025-10-12	SERRAI	0	6.65	2025-10-10	48	6.9379
606	2025-10-13	SERRAI	0	7.75	2025-10-11	48	7.81217
606	2025-10-14	SERRAI	0	7.95	2025-10-12	48	8.5405
606	2025-10-15	SERRAI	0	6.75	2025-10-13	48	9.18082
606	2025-10-16	SERRAI	0	9.95	2025-10-14	48	10.2541
606	2025-10-17	SERRAI	0	8.15	2025-10-15	48	8.65909
606	2025-10-18	SERRAI	0	13.45	2025-10-16	48	10.9335
606	2025-10-19	SERRAI	0	11.95	2025-10-17	48	11.6389
606	2025-10-20	SERRAI	0	7.45	2025-10-18	48	10.6342
606	2025-10-21	SERRAI	0	12.45	2025-10-19	48	9.00309
606	2025-10-22	SERRAI	0	10.65	2025-10-20	48	8.69775
606	2025-10-23	SERRAI	0	13.65	2025-10-21	48	12.5085
606	2025-10-24	SERRAI	0	15.15	2025-10-22	48	13.6833
606	2025-10-27	SERRAI	0	10.25	2025-10-25	48	12.207
606	2025-10-28	SERRAI	0	9.25	2025-10-26	48	6.97818
606	2025-10-29	SERRAI	0	4.75	2025-10-27	48	5.51846
606	2025-10-30	SERRAI	0	4.95	2025-10-28	48	5.39546
606	2025-10-31	SERRAI	0	7.15	2025-10-29	48	7.17543
613	2025-10-04	FLORINA	0	1.95	2025-10-02	48	0.303528
613	2025-10-06	FLORINA	0	9.95	2025-10-04	48	8.60733
613	2025-10-07	FLORINA	0	6.45	2025-10-05	48	2.96256
613	2025-10-08	FLORINA	0	7.15	2025-10-06	48	3.61344
613	2025-10-09	FLORINA	0	7.65	2025-10-07	48	4.13492
613	2025-10-11	FLORINA	0	10.45	2025-10-09	48	7.25284
613	2025-10-12	FLORINA	0	6.65	2025-10-10	48	5.6752
613	2025-10-14	FLORINA	0	8.25	2025-10-12	48	4.73483
613	2025-10-16	FLORINA	0	9.45	2025-10-14	48	7.82144
613	2025-10-17	FLORINA	0	9.75	2025-10-15	48	8.80558
613	2025-10-18	FLORINA	0	10.95	2025-10-16	48	10.2548
613	2025-10-19	FLORINA	0	11.45	2025-10-17	48	9.82739
613	2025-10-21	FLORINA	0	11.25	2025-10-19	48	8.53434
613	2025-10-22	FLORINA	0	11.95	2025-10-20	48	9.02686
613	2025-10-24	FLORINA	0	11.45	2025-10-22	48	10.5954
613	2025-10-25	FLORINA	0	6.45	2025-10-23	48	6.70084
613	2025-10-26	FLORINA	0	6.25	2025-10-24	48	6.09317
613	2025-10-27	FLORINA	0	11.45	2025-10-25	48	11.0146
613	2025-10-28	FLORINA	0	5.75	2025-10-26	48	4.77115
622	2025-10-03	THESSALONIKI (AIRPORT)	0	11.65	2025-10-01	48	8.50464
622	2025-10-04	THESSALONIKI (AIRPORT)	0	3.95	2025-10-02	48	3.26349
622	2025-10-05	THESSALONIKI (AIRPORT)	0	5.75	2025-10-03	48	4.95987
622	2025-10-06	THESSALONIKI (AIRPORT)	0	11.15	2025-10-04	48	13.9071
622	2025-10-07	THESSALONIKI (AIRPORT)	0	8.45	2025-10-05	48	5.71451
622	2025-10-08	THESSALONIKI (AIRPORT)	0	7.95	2025-10-06	48	6.51187
622	2025-10-09	THESSALONIKI (AIRPORT)	0	8.25	2025-10-07	48	7.11344
622	2025-10-10	THESSALONIKI (AIRPORT)	0	8.95	2025-10-08	48	6.91642
622	2025-10-11	THESSALONIKI (AIRPORT)	0	9.25	2025-10-09	48	10.372
622	2025-10-12	THESSALONIKI (AIRPORT)	0	6.45	2025-10-10	48	7.85001
622	2025-10-13	THESSALONIKI (AIRPORT)	0	7.65	2025-10-11	48	9.72623
622	2025-10-14	THESSALONIKI (AIRPORT)	0	6.25	2025-10-12	48	8.92331
622	2025-10-15	THESSALONIKI (AIRPORT)	0	6.95	2025-10-13	48	8.29898
622	2025-10-16	THESSALONIKI (AIRPORT)	0	10.25	2025-10-14	48	11.3361
622	2025-10-17	THESSALONIKI (AIRPORT)	0	10.45	2025-10-15	48	10.5741
622	2025-10-18	THESSALONIKI (AIRPORT)	0	14.95	2025-10-16	48	13.205
622	2025-10-19	THESSALONIKI (AIRPORT)	0	11.95	2025-10-17	48	12.2405
622	2025-10-20	THESSALONIKI (AIRPORT)	0	10.95	2025-10-18	48	10.6996
622	2025-10-21	THESSALONIKI (AIRPORT)	0	12.75	2025-10-19	48	11.0519
622	2025-10-22	THESSALONIKI (AIRPORT)	0	12.95	2025-10-20	48	9.46826
622	2025-10-23	THESSALONIKI (AIRPORT)	0	13.45	2025-10-21	48	13.9938
622	2025-10-24	THESSALONIKI (AIRPORT)	0	15.95	2025-10-22	48	15.8795
622	2025-10-25	THESSALONIKI (AIRPORT)	0	8.25	2025-10-23	48	12.4694
622	2025-10-26	THESSALONIKI (AIRPORT)	0	7.45	2025-10-24	48	9.98087
622	2025-10-27	THESSALONIKI (AIRPORT)	0	13.45	2025-10-25	48	15.4834
622	2025-10-28	THESSALONIKI (AIRPORT)	0	11.25	2025-10-26	48	8.90982
622	2025-10-29	THESSALONIKI (AIRPORT)	0	7.65	2025-10-27	48	5.74893
622	2025-10-30	THESSALONIKI (AIRPORT)	0	9.95	2025-10-28	48	9.65913
622	2025-10-31	THESSALONIKI (AIRPORT)	0	12.95	2025-10-29	48	10.6373
627	2025-10-03	ALEXANDROUPOLI (AIRPORT)	0	15.95	2025-10-01	48	14.7156
627	2025-10-04	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-02	48	11.994
627	2025-10-05	ALEXANDROUPOLI (AIRPORT)	0	6.95	2025-10-03	48	9.07511
627	2025-10-06	ALEXANDROUPOLI (AIRPORT)	0	13.25	2025-10-04	48	13.4892
627	2025-10-07	ALEXANDROUPOLI (AIRPORT)	0	11.75	2025-10-05	48	11.1549
627	2025-10-08	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-06	48	6.79703
627	2025-10-09	ALEXANDROUPOLI (AIRPORT)	0	11.95	2025-10-07	48	9.86832
627	2025-10-10	ALEXANDROUPOLI (AIRPORT)	0	10.65	2025-10-08	48	9.05606
627	2025-10-11	ALEXANDROUPOLI (AIRPORT)	0	13.45	2025-10-09	48	10.9706
627	2025-10-12	ALEXANDROUPOLI (AIRPORT)	0	4.75	2025-10-10	48	7.37052
627	2025-10-13	ALEXANDROUPOLI (AIRPORT)	0	10.75	2025-10-11	48	8.27994
627	2025-10-14	ALEXANDROUPOLI (AIRPORT)	0	11.25	2025-10-12	48	10.3716
627	2025-10-15	ALEXANDROUPOLI (AIRPORT)	0	11.15	2025-10-13	48	9.02262
627	2025-10-16	ALEXANDROUPOLI (AIRPORT)	0	10.65	2025-10-14	48	9.31949
627	2025-10-17	ALEXANDROUPOLI (AIRPORT)	0	9.15	2025-10-15	48	9.73819
627	2025-10-18	ALEXANDROUPOLI (AIRPORT)	0	13.65	2025-10-16	48	12.3231
627	2025-10-19	ALEXANDROUPOLI (AIRPORT)	0	13.45	2025-10-17	48	13.22
627	2025-10-20	ALEXANDROUPOLI (AIRPORT)	0	8.65	2025-10-18	48	3.5209
627	2025-10-21	ALEXANDROUPOLI (AIRPORT)	0	6.75	2025-10-19	48	6.8068
627	2025-10-22	ALEXANDROUPOLI (AIRPORT)	0	6.45	2025-10-20	48	8.60791
627	2025-10-23	ALEXANDROUPOLI (AIRPORT)	0	13.65	2025-10-21	48	15.695
627	2025-10-24	ALEXANDROUPOLI (AIRPORT)	0	15.65	2025-10-22	48	16.7682
627	2025-10-25	ALEXANDROUPOLI (AIRPORT)	0	15.65	2025-10-23	48	15.9674
627	2025-10-26	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-24	48	13.6947
627	2025-10-27	ALEXANDROUPOLI (AIRPORT)	0	18.15	2025-10-25	48	17.0156
627	2025-10-28	ALEXANDROUPOLI (AIRPORT)	0	10.25	2025-10-26	48	9.91764
627	2025-10-29	ALEXANDROUPOLI (AIRPORT)	0	5.65	2025-10-27	48	7.19229
627	2025-10-30	ALEXANDROUPOLI (AIRPORT)	0	6.15	2025-10-28	48	7.85152
627	2025-10-31	ALEXANDROUPOLI (AIRPORT)	0	8.65	2025-10-29	48	11.1549
632	2025-10-03	KOZANI (AIRPORT)	0	3.65	2025-10-01	48	4.77612
632	2025-10-04	KOZANI (AIRPORT)	0	-0.55	2025-10-02	48	0.931458
632	2025-10-05	KOZANI (AIRPORT)	0	2.75	2025-10-03	48	5.18936
632	2025-10-06	KOZANI (AIRPORT)	0	9.45	2025-10-04	48	9.83194
632	2025-10-07	KOZANI (AIRPORT)	0	2.75	2025-10-05	48	2.96256
632	2025-10-08	KOZANI (AIRPORT)	0	3.95	2025-10-06	48	3.54898
632	2025-10-09	KOZANI (AIRPORT)	0	3.45	2025-10-07	48	4.25064
632	2025-10-10	KOZANI (AIRPORT)	0	5.45	2025-10-08	48	5.95059
632	2025-10-11	KOZANI (AIRPORT)	0	6.45	2025-10-09	48	7.60538
632	2025-10-12	KOZANI (AIRPORT)	0	2.65	2025-10-10	48	5.13419
632	2025-10-13	KOZANI (AIRPORT)	0	4.25	2025-10-11	48	6.90592
632	2025-10-14	KOZANI (AIRPORT)	0	2.65	2025-10-12	48	8.06784
632	2025-10-15	KOZANI (AIRPORT)	0	2.95	2025-10-13	48	8.88004
632	2025-10-16	KOZANI (AIRPORT)	0	5.95	2025-10-14	48	9.17203
632	2025-10-17	KOZANI (AIRPORT)	0	9.75	2025-10-15	48	9.26065
632	2025-10-19	KOZANI (AIRPORT)	0	10.45	2025-10-17	48	8.99634
632	2025-10-20	KOZANI (AIRPORT)	0	4.25	2025-10-18	48	7.53946
632	2025-10-21	KOZANI (AIRPORT)	0	10.15	2025-10-19	48	9.52652
632	2025-10-22	KOZANI (AIRPORT)	0	10.75	2025-10-20	48	9.53662
632	2025-10-23	KOZANI (AIRPORT)	0	11.15	2025-10-21	48	10.4977
632	2025-10-24	KOZANI (AIRPORT)	0	10.45	2025-10-22	48	10.9098
632	2025-10-25	KOZANI (AIRPORT)	0	4.75	2025-10-23	48	5.78677
632	2025-10-26	KOZANI (AIRPORT)	0	4.95	2025-10-24	48	6.81583
632	2025-10-27	KOZANI (AIRPORT)	0	9.45	2025-10-25	48	11.3652
632	2025-10-28	KOZANI (AIRPORT)	0	4.25	2025-10-26	48	5.77408
632	2025-10-29	KOZANI (AIRPORT)	0	4.45	2025-10-27	48	4.14249
632	2025-10-30	KOZANI (AIRPORT)	0	3.95	2025-10-28	48	7.40523
632	2025-10-31	KOZANI (AIRPORT)	0	6.75	2025-10-29	48	5.66469
641	2025-10-03	KERKYRA (AIRPORT)	0	6.95	2025-10-01	48	9.96558
641	2025-10-04	KERKYRA (AIRPORT)	0	6.15	2025-10-02	48	8.49298
641	2025-10-05	KERKYRA (AIRPORT)	0	10.15	2025-10-03	48	11.7157
641	2025-10-06	KERKYRA (AIRPORT)	0	17.25	2025-10-04	48	17.1386
641	2025-10-07	KERKYRA (AIRPORT)	0	8.65	2025-10-05	48	11.2438
641	2025-10-08	KERKYRA (AIRPORT)	0	7.15	2025-10-06	48	8.38785
641	2025-10-09	KERKYRA (AIRPORT)	0	7.95	2025-10-07	48	10.1628
641	2025-10-10	KERKYRA (AIRPORT)	0	11.15	2025-10-08	48	12.6498
641	2025-10-11	KERKYRA (AIRPORT)	0	11.75	2025-10-09	48	13.1659
641	2025-10-12	KERKYRA (AIRPORT)	0	11.95	2025-10-10	48	13.8578
641	2025-10-13	KERKYRA (AIRPORT)	0	12.45	2025-10-11	48	13.984
641	2025-10-14	KERKYRA (AIRPORT)	0	12.65	2025-10-12	48	14.063
641	2025-10-15	KERKYRA (AIRPORT)	0	11.75	2025-10-13	48	13.5539
641	2025-10-16	KERKYRA (AIRPORT)	0	14.95	2025-10-14	48	14.9181
641	2025-10-17	KERKYRA (AIRPORT)	0	14.75	2025-10-15	48	15.037
641	2025-10-18	KERKYRA (AIRPORT)	0	15.25	2025-10-16	48	15.0575
641	2025-10-19	KERKYRA (AIRPORT)	0	14.15	2025-10-17	48	14.7229
641	2025-10-20	KERKYRA (AIRPORT)	0	12.95	2025-10-18	48	14.183
641	2025-10-21	KERKYRA (AIRPORT)	0	11.15	2025-10-19	48	13.0129
641	2025-10-22	KERKYRA (AIRPORT)	0	15.45	2025-10-20	48	14.2427
641	2025-10-23	KERKYRA (AIRPORT)	0	17.15	2025-10-21	48	15.9879
641	2025-10-24	KERKYRA (AIRPORT)	0	18.25	2025-10-22	48	17.2497
641	2025-10-25	KERKYRA (AIRPORT)	0	14.15	2025-10-23	48	15.0241
641	2025-10-26	KERKYRA (AIRPORT)	0	14.75	2025-10-24	48	15.2699
641	2025-10-27	KERKYRA (AIRPORT)	0	19.25	2025-10-25	48	19.083
641	2025-10-28	KERKYRA (AIRPORT)	0	12.45	2025-10-26	48	12.6696
641	2025-10-29	KERKYRA (AIRPORT)	0	11.25	2025-10-27	48	13.5468
641	2025-10-30	KERKYRA (AIRPORT)	0	11.15	2025-10-28	48	14.1435
641	2025-10-31	KERKYRA (AIRPORT)	0	13.95	2025-10-29	48	12.4352
642	2025-10-03	IOANNINA (AIRPORT)	0	9.75	2025-10-01	48	10.3806
642	2025-10-04	IOANNINA (AIRPORT)	0	8.45	2025-10-02	48	8.63263
642	2025-10-05	IOANNINA (AIRPORT)	0	5.25	2025-10-03	48	6.77433
642	2025-10-06	IOANNINA (AIRPORT)	0	13.65	2025-10-04	48	11.704
642	2025-10-07	IOANNINA (AIRPORT)	0	8.95	2025-10-05	48	9.16178
642	2025-10-08	IOANNINA (AIRPORT)	0	4.65	2025-10-06	48	4.20621
642	2025-10-09	IOANNINA (AIRPORT)	0	5.45	2025-10-07	48	5.58707
642	2025-10-10	IOANNINA (AIRPORT)	0	6.45	2025-10-08	48	7.98282
642	2025-10-11	IOANNINA (AIRPORT)	0	8.25	2025-10-09	48	9.09952
642	2025-10-12	IOANNINA (AIRPORT)	0	3.75	2025-10-10	48	5.56876
642	2025-10-13	IOANNINA (AIRPORT)	0	7.45	2025-10-11	48	8.47232
642	2025-10-14	IOANNINA (AIRPORT)	0	8.65	2025-10-12	48	8.75925
642	2025-10-15	IOANNINA (AIRPORT)	0	8.45	2025-10-13	48	8.83219
642	2025-10-16	IOANNINA (AIRPORT)	0	10.25	2025-10-14	48	9.95816
642	2025-10-17	IOANNINA (AIRPORT)	0	11.95	2025-10-15	48	11.9159
642	2025-10-18	IOANNINA (AIRPORT)	0	12.75	2025-10-16	48	11.7596
642	2025-10-19	IOANNINA (AIRPORT)	0	9.45	2025-10-17	48	10.4368
642	2025-10-20	IOANNINA (AIRPORT)	0	8.25	2025-10-18	48	8.33926
642	2025-10-21	IOANNINA (AIRPORT)	0	11.95	2025-10-19	48	9.43473
642	2025-10-22	IOANNINA (AIRPORT)	0	11.25	2025-10-20	48	11.9351
642	2025-10-23	IOANNINA (AIRPORT)	0	13.75	2025-10-21	48	12.5846
642	2025-10-24	IOANNINA (AIRPORT)	0	14.95	2025-10-22	48	14.3659
642	2025-10-25	IOANNINA (AIRPORT)	0	7.45	2025-10-23	48	8.9606
642	2025-10-26	IOANNINA (AIRPORT)	0	10.65	2025-10-24	48	10.3549
642	2025-10-27	IOANNINA (AIRPORT)	0	14.75	2025-10-25	48	15.3252
642	2025-10-28	IOANNINA (AIRPORT)	0	6.75	2025-10-26	48	8.39517
642	2025-10-29	IOANNINA (AIRPORT)	0	6.25	2025-10-27	48	7.56339
642	2025-10-30	IOANNINA (AIRPORT)	0	5.25	2025-10-28	48	7.62984
642	2025-10-31	IOANNINA (AIRPORT)	0	7.45	2025-10-29	48	8.27602
643	2025-10-03	AKTION (AIRPORT)	0	8.75	2025-10-01	48	10.2439
643	2025-10-04	AKTION (AIRPORT)	0	11.95	2025-10-02	48	10.7283
643	2025-10-05	AKTION (AIRPORT)	0	10.95	2025-10-03	48	11.0214
643	2025-10-06	AKTION (AIRPORT)	0	16.75	2025-10-04	48	15.7733
643	2025-10-07	AKTION (AIRPORT)	0	12.25	2025-10-05	48	11.1374
643	2025-10-08	AKTION (AIRPORT)	0	5.75	2025-10-06	48	10.1017
643	2025-10-09	AKTION (AIRPORT)	0	8.75	2025-10-07	48	11.2975
643	2025-10-10	AKTION (AIRPORT)	0	12.95	2025-10-08	48	11.7592
643	2025-10-11	AKTION (AIRPORT)	0	13.95	2025-10-09	48	13.8251
643	2025-10-12	AKTION (AIRPORT)	0	8.45	2025-10-10	48	11.5346
643	2025-10-13	AKTION (AIRPORT)	0	12.25	2025-10-11	48	10.8639
643	2025-10-14	AKTION (AIRPORT)	0	14.25	2025-10-12	48	12.2622
643	2025-10-15	AKTION (AIRPORT)	0	13.75	2025-10-13	48	11.8566
643	2025-10-16	AKTION (AIRPORT)	0	15.95	2025-10-14	48	13.7404
643	2025-10-17	AKTION (AIRPORT)	0	13.45	2025-10-15	48	11.7587
643	2025-10-18	AKTION (AIRPORT)	0	15.45	2025-10-16	48	13.9374
643	2025-10-19	AKTION (AIRPORT)	0	16.75	2025-10-17	48	14.9856
643	2025-10-21	AKTION (AIRPORT)	0	14.45	2025-10-19	48	14.4298
643	2025-10-22	AKTION (AIRPORT)	0	14.95	2025-10-20	48	15.2837
643	2025-10-23	AKTION (AIRPORT)	0	15.95	2025-10-21	48	15.8454
643	2025-10-24	AKTION (AIRPORT)	0	17.15	2025-10-22	48	15.9909
643	2025-10-25	AKTION (AIRPORT)	0	14.75	2025-10-23	48	12.1481
643	2025-10-26	AKTION (AIRPORT)	0	14.75	2025-10-24	48	13.3744
643	2025-10-27	AKTION (AIRPORT)	0	18.45	2025-10-25	48	18.4639
643	2025-10-28	AKTION (AIRPORT)	0	14.15	2025-10-26	48	12.5631
643	2025-10-29	AKTION (AIRPORT)	0	13.25	2025-10-27	48	12.4814
643	2025-10-30	AKTION (AIRPORT)	0	13.25	2025-10-28	48	12.1376
643	2025-10-31	AKTION (AIRPORT)	0	11.95	2025-10-29	48	11.7184
648	2025-10-03	LARISSA (AIRPORT)	0	12.95	2025-10-01	48	12.5437
648	2025-10-04	LARISSA (AIRPORT)	0	6.95	2025-10-02	48	6.00861
648	2025-10-05	LARISSA (AIRPORT)	0	8.25	2025-10-03	48	7.94034
648	2025-10-06	LARISSA (AIRPORT)	0	11.75	2025-10-04	48	10.5605
648	2025-10-07	LARISSA (AIRPORT)	0	9.95	2025-10-05	48	10.2272
648	2025-10-08	LARISSA (AIRPORT)	0	4.95	2025-10-06	48	5.51676
648	2025-10-09	LARISSA (AIRPORT)	0	5.75	2025-10-07	48	6.0148
648	2025-10-10	LARISSA (AIRPORT)	0	9.95	2025-10-08	48	9.08927
648	2025-10-11	LARISSA (AIRPORT)	0	9.65	2025-10-09	48	10.6757
648	2025-10-12	LARISSA (AIRPORT)	0	4.45	2025-10-10	48	8.3295
648	2025-10-13	LARISSA (AIRPORT)	0	8.25	2025-10-11	48	9.24185
648	2025-10-14	LARISSA (AIRPORT)	0	8.45	2025-10-12	48	10.3706
648	2025-10-15	LARISSA (AIRPORT)	0	8.95	2025-10-13	48	10.3498
648	2025-10-16	LARISSA (AIRPORT)	0	9.25	2025-10-14	48	10.9005
648	2025-10-17	LARISSA (AIRPORT)	0	13.75	2025-10-15	48	10.5478
648	2025-10-18	LARISSA (AIRPORT)	0	14.65	2025-10-16	48	13.1591
648	2025-10-19	LARISSA (AIRPORT)	0	11.95	2025-10-17	48	12.0002
648	2025-10-20	LARISSA (AIRPORT)	0	10.25	2025-10-18	48	10.5863
648	2025-10-21	LARISSA (AIRPORT)	0	14.75	2025-10-19	48	12.6203
648	2025-10-22	LARISSA (AIRPORT)	0	14.45	2025-10-20	48	10.8452
648	2025-10-23	LARISSA (AIRPORT)	0	14.45	2025-10-21	48	12.8424
648	2025-10-24	LARISSA (AIRPORT)	0	13.45	2025-10-22	48	13.3405
648	2025-10-25	LARISSA (AIRPORT)	0	5.65	2025-10-23	48	8.29654
648	2025-10-26	LARISSA (AIRPORT)	0	6.95	2025-10-24	48	9.6586
648	2025-10-27	LARISSA (AIRPORT)	0	11.95	2025-10-25	48	13.9209
648	2025-10-28	LARISSA (AIRPORT)	0	9.65	2025-10-26	48	9.80338
648	2025-10-29	LARISSA (AIRPORT)	0	8.65	2025-10-27	48	8.65909
648	2025-10-30	LARISSA (AIRPORT)	0	9.45	2025-10-28	48	8.27242
