obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-10-02	SERRAI	6	12.45	2025-10-01	30	12.2842
606	2025-10-03	SERRAI	6	9.45	2025-10-02	30	10.2713
606	2025-10-04	SERRAI	6	6.15	2025-10-03	30	6.14052
606	2025-10-05	SERRAI	6	7.25	2025-10-04	30	6.25893
606	2025-10-06	SERRAI	6	12.95	2025-10-05	30	11.4489
606	2025-10-07	SERRAI	6	7.25	2025-10-06	30	11.0531
606	2025-10-08	SERRAI	6	6.75	2025-10-07	30	7.87672
606	2025-10-09	SERRAI	6	7.95	2025-10-08	30	9.41544
606	2025-10-10	SERRAI	6	7.95	2025-10-09	30	8.7919
606	2025-10-11	SERRAI	6	8.45	2025-10-10	30	9.52052
606	2025-10-12	SERRAI	6	7.45	2025-10-11	30	7.68318
606	2025-10-13	SERRAI	6	7.95	2025-10-12	30	9.49785
606	2025-10-14	SERRAI	6	7.95	2025-10-13	30	9.20403
606	2025-10-15	SERRAI	6	8.95	2025-10-14	30	8.14644
606	2025-10-16	SERRAI	6	9.95	2025-10-15	30	8.65544
606	2025-10-17	SERRAI	6	9.75	2025-10-16	30	10.8925
606	2025-10-18	SERRAI	6	13.75	2025-10-17	30	12.2288
606	2025-10-19	SERRAI	6	11.95	2025-10-18	30	10.6765
606	2025-10-20	SERRAI	6	8.45	2025-10-19	30	11.5766
606	2025-10-21	SERRAI	6	11.95	2025-10-20	30	12.3832
606	2025-10-22	SERRAI	6	11.45	2025-10-21	30	11.4938
606	2025-10-23	SERRAI	6	13.15	2025-10-22	30	13.1671
606	2025-10-24	SERRAI	6	14.75	2025-10-23	30	15.1346
606	2025-10-27	SERRAI	6	11.95	2025-10-26	30	11.9765
606	2025-10-28	SERRAI	6	7.75	2025-10-27	30	8.88541
606	2025-10-29	SERRAI	6	4.75	2025-10-28	30	2.94133
606	2025-10-30	SERRAI	6	4.75	2025-10-29	30	3.69086
606	2025-10-31	SERRAI	6	7.15	2025-10-30	30	6.36285
613	2025-10-03	FLORINA	6	3.45	2025-10-02	30	2.15216
613	2025-10-04	FLORINA	6	1.45	2025-10-03	30	2.05556
613	2025-10-05	FLORINA	6	6.25	2025-10-04	30	3.20619
613	2025-10-06	FLORINA	6	12.25	2025-10-05	30	10.9059
613	2025-10-07	FLORINA	6	5.75	2025-10-06	30	3.78355
613	2025-10-08	FLORINA	6	7.45	2025-10-07	30	5.23903
613	2025-10-09	FLORINA	6	6.65	2025-10-08	30	5.87833
613	2025-10-11	FLORINA	6	9.65	2025-10-10	30	8.87013
613	2025-10-12	FLORINA	6	8.45	2025-10-11	30	7.31306
613	2025-10-14	FLORINA	6	7.65	2025-10-13	30	7.10832
613	2025-10-16	FLORINA	6	10.45	2025-10-15	30	8.25896
613	2025-10-18	FLORINA	6	11.65	2025-10-17	30	9.84114
613	2025-10-19	FLORINA	6	7.15	2025-10-18	30	9.10815
613	2025-10-22	FLORINA	6	12.45	2025-10-21	30	10.4118
613	2025-10-24	FLORINA	6	12.75	2025-10-23	30	10.6424
613	2025-10-25	FLORINA	6	7.45	2025-10-24	30	6.48844
613	2025-10-26	FLORINA	6	8.75	2025-10-25	30	8.82436
613	2025-10-27	FLORINA	6	13.95	2025-10-26	30	11.3349
613	2025-10-28	FLORINA	6	6.25	2025-10-27	30	5.64127
622	2025-10-02	THESSALONIKI (AIRPORT)	6	12.95	2025-10-01	30	12.252
622	2025-10-03	THESSALONIKI (AIRPORT)	6	4.65	2025-10-02	30	5.40704
622	2025-10-04	THESSALONIKI (AIRPORT)	6	3.65	2025-10-03	30	4.46083
622	2025-10-05	THESSALONIKI (AIRPORT)	6	7.45	2025-10-04	30	7.9269
