obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
606	2025-09-01	SERRAI	12	13	2025-09-01	12	1.30859
606	2025-09-02	SERRAI	12	13	2025-09-02	12	0
606	2025-09-03	SERRAI	12	13	2025-09-03	12	12.7812
606	2025-09-04	SERRAI	12	50	2025-09-04	12	99.3418
606	2025-09-08	SERRAI	12	13	2025-09-08	12	23.2363
606	2025-09-09	SERRAI	12	25	2025-09-09	12	3.74219
606	2025-09-10	SERRAI	12	38	2025-09-10	12	21.8027
606	2025-09-11	SERRAI	12	25	2025-09-11	12	95.5117
606	2025-09-12	SERRAI	12	13	2025-09-12	12	7.95312
606	2025-09-15	SERRAI	12	13	2025-09-15	12	49.0762
606	2025-09-16	SERRAI	12	13	2025-09-16	12	0.177734
606	2025-09-17	SERRAI	12	50	2025-09-17	12	4.69141
606	2025-09-18	SERRAI	12	13	2025-09-18	12	0.207031
606	2025-09-19	SERRAI	12	13	2025-09-19	12	0
606	2025-09-22	SERRAI	12	13	2025-09-22	12	0
606	2025-09-23	SERRAI	12	0	2025-09-23	12	0
606	2025-09-24	SERRAI	12	13	2025-09-24	12	3.97266
606	2025-09-25	SERRAI	12	75	2025-09-25	12	18.7129
606	2025-09-26	SERRAI	12	75	2025-09-26	12	99.707
606	2025-09-29	SERRAI	12	63	2025-09-29	12	16.2812
606	2025-09-30	SERRAI	12	13	2025-09-30	12	14.7461
622	2025-09-01	THESSALONIKI (AIRPORT)	12	13	2025-09-01	12	0.0820312
622	2025-09-02	THESSALONIKI (AIRPORT)	12	0	2025-09-02	12	0
622	2025-09-03	THESSALONIKI (AIRPORT)	12	13	2025-09-03	12	7.98633
622	2025-09-04	THESSALONIKI (AIRPORT)	12	75	2025-09-04	12	100
622	2025-09-05	THESSALONIKI (AIRPORT)	12	25	2025-09-05	12	18.9883
622	2025-09-06	THESSALONIKI (AIRPORT)	12	25	2025-09-06	12	0.0820312
622	2025-09-07	THESSALONIKI (AIRPORT)	12	13	2025-09-07	12	12.2988
622	2025-09-08	THESSALONIKI (AIRPORT)	12	88	2025-09-08	12	30.5137
622	2025-09-09	THESSALONIKI (AIRPORT)	12	13	2025-09-09	12	0.607422
622	2025-09-10	THESSALONIKI (AIRPORT)	12	38	2025-09-10	12	99.4395
622	2025-09-11	THESSALONIKI (AIRPORT)	12	38	2025-09-11	12	99.0723
622	2025-09-12	THESSALONIKI (AIRPORT)	12	13	2025-09-12	12	0.771484
622	2025-09-13	THESSALONIKI (AIRPORT)	12	50	2025-09-13	12	16.6934
622	2025-09-14	THESSALONIKI (AIRPORT)	12	25	2025-09-14	12	1.52344
622	2025-09-15	THESSALONIKI (AIRPORT)	12	25	2025-09-15	12	18.377
622	2025-09-16	THESSALONIKI (AIRPORT)	12	25	2025-09-16	12	0.183594
622	2025-09-17	THESSALONIKI (AIRPORT)	12	38	2025-09-17	12	11.7637
622	2025-09-18	THESSALONIKI (AIRPORT)	12	13	2025-09-18	12	0
622	2025-09-19	THESSALONIKI (AIRPORT)	12	13	2025-09-19	12	0.140625
622	2025-09-20	THESSALONIKI (AIRPORT)	12	13	2025-09-20	12	0.015625
622	2025-09-21	THESSALONIKI (AIRPORT)	12	13	2025-09-21	12	5.01367
622	2025-09-22	THESSALONIKI (AIRPORT)	12	13	2025-09-22	12	3.81836
622	2025-09-23	THESSALONIKI (AIRPORT)	12	13	2025-09-23	12	0.00390625
622	2025-09-24	THESSALONIKI (AIRPORT)	12	13	2025-09-24	12	0
622	2025-09-25	THESSALONIKI (AIRPORT)	12	63	2025-09-25	12	49.8594
622	2025-09-26	THESSALONIKI (AIRPORT)	12	75	2025-09-26	12	97.959
622	2025-09-27	THESSALONIKI (AIRPORT)	12	88	2025-09-27	12	99.9883
622	2025-09-28	THESSALONIKI (AIRPORT)	12	75	2025-09-28	12	100
622	2025-09-29	THESSALONIKI (AIRPORT)	12	38	2025-09-29	12	28.9395
622	2025-09-30	THESSALONIKI (AIRPORT)	12	25	2025-09-30	12	4.88672
624	2025-09-01	CHRYSOPOULI (AIRPORT)	12	13	2025-09-01	12	6.39062
624	2025-09-02	CHRYSOPOULI (AIRPORT)	12	13	2025-09-02	12	0.949219
624	2025-09-03	CHRYSOPOULI (AIRPORT)	12	13	2025-09-03	12	0.638672
624	2025-09-04	CHRYSOPOULI (AIRPORT)	12	75	2025-09-04	12	99.9883
624	2025-09-05	CHRYSOPOULI (AIRPORT)	12	38	2025-09-05	12	6.60938
624	2025-09-06	CHRYSOPOULI (AIRPORT)	12	38	2025-09-06	12	0.542969
624	2025-09-07	CHRYSOPOULI (AIRPORT)	12	50	2025-09-07	12	100
624	2025-09-08	CHRYSOPOULI (AIRPORT)	12	25	2025-09-08	12	15.5273
624	2025-09-09	CHRYSOPOULI (AIRPORT)	12	25	2025-09-09	12	40.582
624	2025-09-10	CHRYSOPOULI (AIRPORT)	12	13	2025-09-10	12	5.85938
624	2025-09-11	CHRYSOPOULI (AIRPORT)	12	38	2025-09-11	12	11.4648
624	2025-09-12	CHRYSOPOULI (AIRPORT)	12	13	2025-09-12	12	18.2402
624	2025-09-13	CHRYSOPOULI (AIRPORT)	12	50	2025-09-13	12	58.502
624	2025-09-14	CHRYSOPOULI (AIRPORT)	12	13	2025-09-14	12	0.201172
624	2025-09-15	CHRYSOPOULI (AIRPORT)	12	13	2025-09-15	12	60.8789
624	2025-09-16	CHRYSOPOULI (AIRPORT)	12	13	2025-09-16	12	0.0859375
624	2025-09-17	CHRYSOPOULI (AIRPORT)	12	63	2025-09-17	12	36.3867
624	2025-09-18	CHRYSOPOULI (AIRPORT)	12	13	2025-09-18	12	7.72461
624	2025-09-19	CHRYSOPOULI (AIRPORT)	12	13	2025-09-19	12	2.78906
624	2025-09-20	CHRYSOPOULI (AIRPORT)	12	0	2025-09-20	12	1.44336
