obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	ecmwf_dates	ecmwf_tcc_table_h	ecmwf_tcc_table
622	2025-11-02	THESSALONIKI (AIRPORT)	18	25	2025-11-01	42	12.9121
622	2025-11-03	THESSALONIKI (AIRPORT)	18	88	2025-11-02	42	87.2402
622	2025-11-04	THESSALONIKI (AIRPORT)	18	88	2025-11-03	42	100
622	2025-11-05	THESSALONIKI (AIRPORT)	18	88	2025-11-04	42	100
622	2025-11-06	THESSALONIKI (AIRPORT)	18	100	2025-11-05	42	28.7539
622	2025-11-07	THESSALONIKI (AIRPORT)	18	63	2025-11-06	42	99.4668
622	2025-11-08	THESSALONIKI (AIRPORT)	18	75	2025-11-07	42	64.123
622	2025-11-09	THESSALONIKI (AIRPORT)	18	50	2025-11-08	42	90.3594
622	2025-11-10	THESSALONIKI (AIRPORT)	18	75	2025-11-09	42	95.3027
622	2025-11-11	THESSALONIKI (AIRPORT)	18	13	2025-11-10	42	0.0800781
622	2025-11-12	THESSALONIKI (AIRPORT)	18	13	2025-11-11	42	0
622	2025-11-13	THESSALONIKI (AIRPORT)	18	25	2025-11-12	42	0
622	2025-11-14	THESSALONIKI (AIRPORT)	18	13	2025-11-13	42	0
622	2025-11-15	THESSALONIKI (AIRPORT)	18	25	2025-11-14	42	100
622	2025-11-16	THESSALONIKI (AIRPORT)	18	13	2025-11-15	42	0.351562
622	2025-11-17	THESSALONIKI (AIRPORT)	18	75	2025-11-16	42	98.0742
622	2025-11-18	THESSALONIKI (AIRPORT)	18	75	2025-11-17	42	100
622	2025-11-19	THESSALONIKI (AIRPORT)	18	100	2025-11-18	42	100
622	2025-11-20	THESSALONIKI (AIRPORT)	18	75	2025-11-19	42	99.8301
622	2025-11-21	THESSALONIKI (AIRPORT)	18	88	2025-11-20	42	80.1445
622	2025-11-22	THESSALONIKI (AIRPORT)	18	63	2025-11-21	42	16.2383
622	2025-11-23	THESSALONIKI (AIRPORT)	18	13	2025-11-22	42	0.292969
622	2025-11-24	THESSALONIKI (AIRPORT)	18	0	2025-11-23	42	43.8926
622	2025-11-25	THESSALONIKI (AIRPORT)	18	63	2025-11-24	42	26.3359
622	2025-11-26	THESSALONIKI (AIRPORT)	18	88	2025-11-25	42	97.4375
622	2025-11-27	THESSALONIKI (AIRPORT)	18	88	2025-11-26	42	99.9512
622	2025-11-28	THESSALONIKI (AIRPORT)	18	63	2025-11-27	42	100
622	2025-11-29	THESSALONIKI (AIRPORT)	18	13	2025-11-28	42	0.683594
622	2025-11-30	THESSALONIKI (AIRPORT)	18	38	2025-11-29	42	2.13281
624	2025-11-02	CHRYSOPOULI (AIRPORT)	18	63	2025-11-01	42	6.18555
624	2025-11-03	CHRYSOPOULI (AIRPORT)	18	50	2025-11-02	42	96.2285
624	2025-11-04	CHRYSOPOULI (AIRPORT)	18	88	2025-11-03	42	100
624	2025-11-05	CHRYSOPOULI (AIRPORT)	18	88	2025-11-04	42	100
624	2025-11-06	CHRYSOPOULI (AIRPORT)	18	100	2025-11-05	42	100
624	2025-11-07	CHRYSOPOULI (AIRPORT)	18	50	2025-11-06	42	46.6582
624	2025-11-08	CHRYSOPOULI (AIRPORT)	18	88	2025-11-07	42	100
624	2025-11-09	CHRYSOPOULI (AIRPORT)	18	75	2025-11-08	42	99.7734
624	2025-11-10	CHRYSOPOULI (AIRPORT)	18	88	2025-11-09	42	99.0488
624	2025-11-11	CHRYSOPOULI (AIRPORT)	18	63	2025-11-10	42	39.1992
624	2025-11-12	CHRYSOPOULI (AIRPORT)	18	38	2025-11-11	42	42.9316
624	2025-11-13	CHRYSOPOULI (AIRPORT)	18	63	2025-11-12	42	0.109375
624	2025-11-14	CHRYSOPOULI (AIRPORT)	18	13	2025-11-13	42	11.8125
624	2025-11-15	CHRYSOPOULI (AIRPORT)	18	25	2025-11-14	42	21.8418
