obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	ecmwf_dates	ecmwf_td_table_h	ecmwf_td_table
606	2025-11-01	SERRAI	3	6.75	2025-11-01	3	7.10518
606	2025-11-02	SERRAI	3	5.75	2025-11-02	3	5.4147
606	2025-11-03	SERRAI	3	7.65	2025-11-03	3	5.78508
606	2025-11-04	SERRAI	3	11.25	2025-11-04	3	10.2624
606	2025-11-05	SERRAI	3	11.45	2025-11-05	3	8.82364
606	2025-11-06	SERRAI	3	11.45	2025-11-06	3	11.5927
606	2025-11-07	SERRAI	3	10.75	2025-11-07	3	10.6924
606	2025-11-08	SERRAI	3	9.65	2025-11-08	3	9.81155
606	2025-11-09	SERRAI	3	13.95	2025-11-09	3	11.7278
606	2025-11-10	SERRAI	3	13.75	2025-11-10	3	13.6721
606	2025-11-11	SERRAI	3	11.65	2025-11-11	3	11.9303
606	2025-11-12	SERRAI	3	7.25	2025-11-12	3	4.58096
606	2025-11-13	SERRAI	3	3.25	2025-11-13	3	3.42215
606	2025-11-14	SERRAI	3	4.25	2025-11-14	3	3.37784
606	2025-11-15	SERRAI	3	3.25	2025-11-15	3	4.50874
606	2025-11-16	SERRAI	3	3.65	2025-11-16	3	4.39224
606	2025-11-17	SERRAI	3	7.95	2025-11-17	3	5.48975
606	2025-11-18	SERRAI	3	9.75	2025-11-18	3	10.3054
606	2025-11-19	SERRAI	3	14.15	2025-11-19	3	12.8669
606	2025-11-20	SERRAI	3	12.45	2025-11-20	3	11.5866
606	2025-11-21	SERRAI	3	13.15	2025-11-21	3	11.403
613	2025-11-05	FLORINA	3	6.95	2025-11-05	3	3.32266
613	2025-11-17	FLORINA	3	2.65	2025-11-17	3	2.18701
613	2025-11-18	FLORINA	3	11.95	2025-11-18	3	9.09251
613	2025-11-22	FLORINA	3	10.25	2025-11-22	3	7.01624
613	2025-11-23	FLORINA	3	6.25	2025-11-23	3	4.58449
613	2025-11-24	FLORINA	3	0.95	2025-11-24	3	-0.541168
613	2025-11-25	FLORINA	3	2.25	2025-11-25	3	1.18216
613	2025-11-26	FLORINA	3	8.25	2025-11-26	3	6.60777
613	2025-11-30	FLORINA	3	3.95	2025-11-30	3	1.33708
622	2025-11-01	THESSALONIKI (AIRPORT)	3	10.65	2025-11-01	3	10.4226
622	2025-11-02	THESSALONIKI (AIRPORT)	3	9.25	2025-11-02	3	7.86783
622	2025-11-03	THESSALONIKI (AIRPORT)	3	10.95	2025-11-03	3	9.03703
622	2025-11-04	THESSALONIKI (AIRPORT)	3	13.75	2025-11-04	3	14.0085
622	2025-11-05	THESSALONIKI (AIRPORT)	3	11.95	2025-11-05	3	9.92325
622	2025-11-06	THESSALONIKI (AIRPORT)	3	12.95	2025-11-06	3	10.828
622	2025-11-07	THESSALONIKI (AIRPORT)	3	11.65	2025-11-07	3	10.5732
622	2025-11-08	THESSALONIKI (AIRPORT)	3	13.25	2025-11-08	3	11.458
622	2025-11-09	THESSALONIKI (AIRPORT)	3	13.45	2025-11-09	3	13.4036
622	2025-11-10	THESSALONIKI (AIRPORT)	3	13.45	2025-11-10	3	14.4172
622	2025-11-11	THESSALONIKI (AIRPORT)	3	13.25	2025-11-11	3	12.0153
622	2025-11-12	THESSALONIKI (AIRPORT)	3	4.75	2025-11-12	3	3.45108
622	2025-11-13	THESSALONIKI (AIRPORT)	3	6.15	2025-11-13	3	4.05594
622	2025-11-14	THESSALONIKI (AIRPORT)	3	5.45	2025-11-14	3	4.43058
