obs_codes	obs_dates	obs_station_names	obs_td_table_h	obs_td_table	icon_dates	icon_td_table_h	icon_td_table
606	2025-11-02	SERRAI	15	10.75	2025-11-01	39	11.1852
606	2025-11-03	SERRAI	15	12.15	2025-11-02	39	13.5875
606	2025-11-04	SERRAI	15	13.25	2025-11-03	39	12.2411
606	2025-11-05	SERRAI	15	12.45	2025-11-04	39	12.1594
606	2025-11-06	SERRAI	15	11.75	2025-11-05	39	10.3199
606	2025-11-07	SERRAI	15	12.75	2025-11-06	39	13.3526
606	2025-11-08	SERRAI	15	15.25	2025-11-07	39	14.5604
606	2025-11-09	SERRAI	15	15.95	2025-11-08	39	15.3279
606	2025-11-10	SERRAI	15	15.45	2025-11-09	39	15.8955
606	2025-11-11	SERRAI	15	7.75	2025-11-10	39	8.83202
606	2025-11-12	SERRAI	15	5.65	2025-11-11	39	7.04576
606	2025-11-13	SERRAI	15	8.75	2025-11-12	39	9.51149
606	2025-11-14	SERRAI	15	9.25	2025-11-13	39	9.96904
606	2025-11-15	SERRAI	15	8.95	2025-11-14	39	8.5977
606	2025-11-16	SERRAI	15	8.95	2025-11-15	39	9.66934
606	2025-11-17	SERRAI	15	11.45	2025-11-16	39	12.3944
606	2025-11-18	SERRAI	15	13.45	2025-11-17	39	14.1566
606	2025-11-19	SERRAI	15	14.15	2025-11-18	39	14.6102
606	2025-11-20	SERRAI	15	15.65	2025-11-19	39	14.3911
613	2025-11-02	FLORINA	15	9.25	2025-11-01	39	11.028
613	2025-11-03	FLORINA	15	10.75	2025-11-02	39	13.5855
613	2025-11-04	FLORINA	15	8.15	2025-11-03	39	6.68053
613	2025-11-05	FLORINA	15	7.45	2025-11-04	39	5.341
613	2025-11-06	FLORINA	15	8.95	2025-11-05	39	8.22519
613	2025-11-07	FLORINA	15	9.45	2025-11-06	39	8.45712
613	2025-11-08	FLORINA	15	11.95	2025-11-07	39	10.327
613	2025-11-09	FLORINA	15	13.65	2025-11-08	39	10.8806
613	2025-11-11	FLORINA	15	10.25	2025-11-10	39	9.3828
613	2025-11-12	FLORINA	15	2.95	2025-11-11	39	3.69615
613	2025-11-13	FLORINA	15	6.15	2025-11-12	39	6.32301
613	2025-11-14	FLORINA	15	6.15	2025-11-13	39	6.49931
613	2025-11-15	FLORINA	15	5.75	2025-11-14	39	7.50493
613	2025-11-16	FLORINA	15	6.25	2025-11-15	39	7.58145
613	2025-11-17	FLORINA	15	5.25	2025-11-16	39	6.84171
613	2025-11-18	FLORINA	15	13.65	2025-11-17	39	11.2338
613	2025-11-19	FLORINA	15	10.65	2025-11-18	39	11.2342
613	2025-11-20	FLORINA	15	10.25	2025-11-19	39	7.5141
613	2025-11-22	FLORINA	15	8.25	2025-11-21	39	5.7534
613	2025-11-23	FLORINA	15	1.25	2025-11-22	39	-1.60527
613	2025-11-24	FLORINA	15	0.45	2025-11-23	39	0.451508
613	2025-11-25	FLORINA	15	5.75	2025-11-24	39	5.66371
613	2025-11-26	FLORINA	15	9.95	2025-11-25	39	8.41151
613	2025-11-29	FLORINA	15	5.75	2025-11-28	39	4.08559
613	2025-11-30	FLORINA	15	5.75	2025-11-29	39	2.91127
622	2025-11-02	THESSALONIKI (AIRPORT)	15	9.95	2025-11-01	39	12.027
622	2025-11-03	THESSALONIKI (AIRPORT)	15	16.25	2025-11-02	39	14.234
622	2025-11-04	THESSALONIKI (AIRPORT)	15	11.65	2025-11-03	39	10.3788
622	2025-11-05	THESSALONIKI (AIRPORT)	15	13.45	2025-11-04	39	11.5217
622	2025-11-06	THESSALONIKI (AIRPORT)	15	10.95	2025-11-05	39	11.8922
622	2025-11-07	THESSALONIKI (AIRPORT)	15	12.75	2025-11-06	39	12.2403
622	2025-11-08	THESSALONIKI (AIRPORT)	15	16.45	2025-11-07	39	14.9217
622	2025-11-09	THESSALONIKI (AIRPORT)	15	16.95	2025-11-08	39	14.7263
622	2025-11-10	THESSALONIKI (AIRPORT)	15	16.25	2025-11-09	39	15.9922
622	2025-11-11	THESSALONIKI (AIRPORT)	15	8.95	2025-11-10	39	8.18163
622	2025-11-12	THESSALONIKI (AIRPORT)	15	6.15	2025-11-11	39	8.11021
622	2025-11-13	THESSALONIKI (AIRPORT)	15	7.95	2025-11-12	39	8.95973
622	2025-11-14	THESSALONIKI (AIRPORT)	15	9.45	2025-11-13	39	9.32646
622	2025-11-15	THESSALONIKI (AIRPORT)	15	10.95	2025-11-14	39	9.49516
622	2025-11-16	THESSALONIKI (AIRPORT)	15	12.75	2025-11-15	39	9.11563
