obs_codes	obs_dates	obs_station_names	obs_tcc_table_h	obs_tcc_table	icon_dates	icon_tcc_table_h	icon_tcc_table
622	2025-09-03	THESSALONIKI (AIRPORT)	0	0	2025-09-01	48	0
622	2025-09-04	THESSALONIKI (AIRPORT)	0	75	2025-09-02	48	100
622	2025-09-05	THESSALONIKI (AIRPORT)	0	63	2025-09-03	48	99.998
622	2025-09-06	THESSALONIKI (AIRPORT)	0	13	2025-09-04	48	14.709
622	2025-09-07	THESSALONIKI (AIRPORT)	0	13	2025-09-05	48	0
622	2025-09-08	THESSALONIKI (AIRPORT)	0	13	2025-09-06	48	20.0918
622	2025-09-09	THESSALONIKI (AIRPORT)	0	0	2025-09-07	48	54.3691
622	2025-09-10	THESSALONIKI (AIRPORT)	0	0	2025-09-08	48	8.19922
622	2025-09-11	THESSALONIKI (AIRPORT)	0	13	2025-09-09	48	38.5566
622	2025-09-12	THESSALONIKI (AIRPORT)	0	25	2025-09-10	48	0.185547
622	2025-09-13	THESSALONIKI (AIRPORT)	0	13	2025-09-11	48	55.7773
622	2025-09-14	THESSALONIKI (AIRPORT)	0	13	2025-09-12	48	40.1797
622	2025-09-15	THESSALONIKI (AIRPORT)	0	63	2025-09-13	48	100
622	2025-09-16	THESSALONIKI (AIRPORT)	0	13	2025-09-14	48	0
622	2025-09-17	THESSALONIKI (AIRPORT)	0	13	2025-09-15	48	0
622	2025-09-18	THESSALONIKI (AIRPORT)	0	13	2025-09-16	48	61.1875
622	2025-09-19	THESSALONIKI (AIRPORT)	0	0	2025-09-17	48	4.4082
622	2025-09-20	THESSALONIKI (AIRPORT)	0	0	2025-09-18	48	0
622	2025-09-21	THESSALONIKI (AIRPORT)	0	0	2025-09-19	48	5.87695
622	2025-09-22	THESSALONIKI (AIRPORT)	0	13	2025-09-20	48	44.6152
622	2025-09-23	THESSALONIKI (AIRPORT)	0	0	2025-09-21	48	0
622	2025-09-24	THESSALONIKI (AIRPORT)	0	0	2025-09-22	48	0
622	2025-09-26	THESSALONIKI (AIRPORT)	0	50	2025-09-24	48	100
622	2025-09-27	THESSALONIKI (AIRPORT)	0	75	2025-09-25	48	100
622	2025-09-28	THESSALONIKI (AIRPORT)	0	88	2025-09-26	48	100
622	2025-09-29	THESSALONIKI (AIRPORT)	0	88	2025-09-27	48	100
622	2025-09-30	THESSALONIKI (AIRPORT)	0	88	2025-09-28	48	80.9688
627	2025-09-03	ALEXANDROUPOLI (AIRPORT)	0	13	2025-09-01	48	0
627	2025-09-04	ALEXANDROUPOLI (AIRPORT)	0	25	2025-09-02	48	100
627	2025-09-05	ALEXANDROUPOLI (AIRPORT)	0	0	2025-09-03	48	12.2617
627	2025-09-06	ALEXANDROUPOLI (AIRPORT)	0	13	2025-09-04	48	98.8027
627	2025-09-07	ALEXANDROUPOLI (AIRPORT)	0	38	2025-09-05	48	0
